datetime,param,level,latitude,longitude,3 hr avg,6 hr avg,9 hr avg,12 hr avg,15 hr avg,18 hr avg,21 hr avg,24 hr avg,27 hr avg,30 hr avg,33 hr avg,36 hr avg,39 hr avg,42 hr avg,45 hr avg,48 hr avg,51 hr avg,54 hr avg,57 hr avg,60 hr avg,63 hr avg,66 hr avg,69 hr avg,72 hr avg,75 hr avg,78 hr avg,81 hr avg,84 hr avg,87 hr avg,90 hr avg,93 hr avg,96 hr avg
2023-06-27 00:00:00,DSWRF,surface,26.75,-108.75,88.28483067783483,44.1423317463134,0.0,0.18531740960613088,269.85682795072535,552.7026567195298,998.2640679815631,816.893086710698,93.84235926035811,46.92145614127302,0.0,0.17925587519713904,266.94776567880325,547.6411901071755,971.2969815602197,786.0440766364763,84.96933312479436,42.48480297476664,0.0,0.1632455918559548,254.18657424022763,528.8425121730249,951.9640231033518,765.8810000683238,79.84559299002527,39.922703972931274,0.0,0.15264569499054298,242.16915116704104,517.8882541295798,890.0887766326211,694.0818337197726
