,UTC time,carbon_intensity,biomass,coal,nat_gas,geothermal,hydro,avg_hydro_production_forecast
3426,2019-05-23 18:00:00+00:00,475.99,22443,81209,21959,80,8536,0
3427,2019-05-23 19:00:00+00:00,502.27,22411,80843,22039,84,8681,0
3428,2019-05-23 20:00:00+00:00,504.76,22385,80888,22191,88,8692,0
3429,2019-05-23 21:00:00+00:00,498.08,22283,79508,21874,92,8701,0
3430,2019-05-23 22:00:00+00:00,484.64,22247,75493,20619,93,8408,0
3431,2019-05-23 23:00:00+00:00,461.27,22145,68010,19869,96,8419,0
3432,2019-05-24 00:00:00+00:00,439.8,22126,62137,19619,96,8408,0
3433,2019-05-24 01:00:00+00:00,428.21,22098,60620,19542,96,8296,0
3434,2019-05-24 02:00:00+00:00,415.25,22107,59356,19403,94,8268,0
3435,2019-05-24 03:00:00+00:00,410.37,22213,61523,19571,78,8203,0
3436,2019-05-24 04:00:00+00:00,414.75,22349,68027,20186,78,8110,0
3437,2019-05-24 05:00:00+00:00,403.09,22555,73188,21139,76,8230,0
3438,2019-05-24 06:00:00+00:00,382.94,22351,75107,21440,71,8642,0
3439,2019-05-24 07:00:00+00:00,358.72,22460,75444,21610,68,8967,0
3440,2019-05-24 08:00:00+00:00,327.73,22531,73976,21603,64,8907,0
3441,2019-05-24 09:00:00+00:00,298.68,22479,70463,21336,64,8708,0
3442,2019-05-24 10:00:00+00:00,272.29,22309,64028,20579,65,8841,0
3443,2019-05-24 11:00:00+00:00,261.83,22298,61061,20910,64,8565,0
3444,2019-05-24 12:00:00+00:00,255.46,22313,58391,20828,65,8665,0
3445,2019-05-24 13:00:00+00:00,252.68,22265,56148,20907,71,8597,0
3446,2019-05-24 14:00:00+00:00,258.19,22274,55129,20736,62,8499,0
3447,2019-05-24 15:00:00+00:00,275.43,22323,56430,20981,62,8653,0
3448,2019-05-24 16:00:00+00:00,306.69,22375,61357,21417,71,8466,0
3449,2019-05-24 17:00:00+00:00,339.87,22398,64485,21521,72,8686,0
3450,2019-05-24 18:00:00+00:00,371.77,22363,65839,21225,75,8964,0
3451,2019-05-24 19:00:00+00:00,396.58,22362,66495,20991,81,8812,0
3452,2019-05-24 20:00:00+00:00,408.11,22173,67658,20644,73,8856,0
3453,2019-05-24 21:00:00+00:00,404.05,22274,65565,20265,74,8706,0
3454,2019-05-24 22:00:00+00:00,392.48,22325,60069,20012,88,8597,0
3455,2019-05-24 23:00:00+00:00,370.77,22116,51874,19132,92,8451,0
3456,2019-05-25 00:00:00+00:00,364.59,22062,47994,18534,92,8510,0
3457,2019-05-25 01:00:00+00:00,369.05,22079,46788,18595,92,8474,0
3458,2019-05-25 02:00:00+00:00,370.85,22157,46127,18483,86,8672,0
3459,2019-05-25 03:00:00+00:00,374.22,22240,46151,18504,76,8428,0
3460,2019-05-25 04:00:00+00:00,370.08,22366,45575,18397,76,8363,0
3461,2019-05-25 05:00:00+00:00,358.04,22434,46846,18342,76,8412,0
3462,2019-05-25 06:00:00+00:00,340.23,22592,48817,18610,80,8578,0
3463,2019-05-25 07:00:00+00:00,322.3,22588,51230,18791,81,8530,0
3464,2019-05-25 08:00:00+00:00,302.85,22633,52537,18799,79,8562,0
3465,2019-05-25 09:00:00+00:00,286.98,22613,52312,18628,76,8754,0
3466,2019-05-25 10:00:00+00:00,273.28,22572,50214,18522,74,8910,0
3467,2019-05-25 11:00:00+00:00,265.96,22559,48255,18512,72,9134,0
3468,2019-05-25 12:00:00+00:00,251.04,22550,43299,18469,72,8909,0
3469,2019-05-25 13:00:00+00:00,247.51,22538,40943,18290,72,8821,0
3470,2019-05-25 14:00:00+00:00,258.87,22528,42123,18206,72,8654,0
3471,2019-05-25 15:00:00+00:00,279.9,22588,45451,18258,77,8678,0
3472,2019-05-25 16:00:00+00:00,306.39,22647,48962,18545,81,8803,0
3473,2019-05-25 17:00:00+00:00,342.9,22651,52550,18702,84,8831,0
3474,2019-05-25 18:00:00+00:00,374.74,22660,53937,18965,84,9241,0
3475,2019-05-25 19:00:00+00:00,401.55,22621,55131,19065,84,8883,0
3476,2019-05-25 20:00:00+00:00,408.43,22509,55640,19142,84,8734,0
3477,2019-05-25 21:00:00+00:00,404.93,22393,55380,19391,84,8879,0
3478,2019-05-25 22:00:00+00:00,397.56,22299,52598,18735,85,8972,0
3479,2019-05-25 23:00:00+00:00,378.33,22299,46667,17015,88,8887,0
3480,2019-05-26 00:00:00+00:00,361.07,22243,43838,14460,88,8680,0
3481,2019-05-26 01:00:00+00:00,325.18,22188,38126,12662,88,8656,0
3482,2019-05-26 02:00:00+00:00,295.64,22161,34786,11716,88,8643,0
3483,2019-05-26 03:00:00+00:00,271.24,22322,33090,11639,88,8758,0
3484,2019-05-26 04:00:00+00:00,256.82,22429,32495,11355,88,8752,0
3485,2019-05-26 05:00:00+00:00,240.06,22443,32406,10733,88,8567,0
3486,2019-05-26 06:00:00+00:00,231.45,22460,33312,9906,88,8497,0
3487,2019-05-26 07:00:00+00:00,210.95,22498,32139,9628,88,8317,0
3488,2019-05-26 08:00:00+00:00,186.68,22493,31229,9604,84,8337,0
3489,2019-05-26 09:00:00+00:00,169.82,22377,29918,9492,84,8146,0
3490,2019-05-26 10:00:00+00:00,161.64,22305,29094,9421,81,8381,0
3491,2019-05-26 11:00:00+00:00,159.25,22123,29030,9280,70,8389,0
3492,2019-05-26 12:00:00+00:00,166.09,21676,29076,9310,64,8376,0
3493,2019-05-26 13:00:00+00:00,171.23,21598,28904,9472,64,8440,0
3494,2019-05-26 14:00:00+00:00,174.75,21524,28666,9417,68,8374,0
3495,2019-05-26 15:00:00+00:00,173.05,21876,28689,9465,64,8860,0
3496,2019-05-26 16:00:00+00:00,183.67,22315,31134,10533,63,8949,0
3497,2019-05-26 17:00:00+00:00,221.27,22361,38350,13709,60,8941,0
3498,2019-05-26 18:00:00+00:00,246.27,22385,40919,14265,64,8964,0
3499,2019-05-26 19:00:00+00:00,261.31,22419,42384,14304,65,9106,0
3500,2019-05-26 20:00:00+00:00,261.01,22324,42712,14443,70,9016,0
3501,2019-05-26 21:00:00+00:00,254.05,22200,41754,14566,72,9028,0
3502,2019-05-26 22:00:00+00:00,238.88,22133,37918,14464,72,9029,0
3503,2019-05-26 23:00:00+00:00,226.07,22124,34008,12465,75,9115,0
3504,2019-05-27 00:00:00+00:00,224.18,22081,32507,11798,76,9036,0
3505,2019-05-27 01:00:00+00:00,229.18,22011,32436,11788,76,9024,0
3506,2019-05-27 02:00:00+00:00,237.75,22104,34112,11903,76,8911,0
3507,2019-05-27 03:00:00+00:00,253.74,22229,37841,12044,76,9006,0
3508,2019-05-27 04:00:00+00:00,283.13,22283,44815,13558,74,9032,0
3509,2019-05-27 05:00:00+00:00,312.87,22335,53994,18651,72,9432,0
3510,2019-05-27 06:00:00+00:00,313.85,22227,57177,20029,72,8973,0
3511,2019-05-27 07:00:00+00:00,300.28,22200,58489,21098,68,8772,0
3512,2019-05-27 08:00:00+00:00,279.76,22167,59062,21603,68,8947,0
3513,2019-05-27 09:00:00+00:00,262.29,22003,59158,20907,77,8822,0
3514,2019-05-27 10:00:00+00:00,261.92,21996,60607,20857,80,9045,0
3515,2019-05-27 11:00:00+00:00,268.22,21966,61600,21877,78,9118,0
3516,2019-05-27 12:00:00+00:00,269.2,22048,59817,22840,76,8995,0
3517,2019-05-27 13:00:00+00:00,273.7,22112,59298,23172,78,9067,0
3518,2019-05-27 14:00:00+00:00,288.88,22134,60405,23639,80,9137,0
3519,2019-05-27 15:00:00+00:00,311.82,22173,61994,24208,80,9457,0
3520,2019-05-27 16:00:00+00:00,333.3,22276,63394,24608,84,9497,0
3521,2019-05-27 17:00:00+00:00,355.65,22337,64664,24963,84,9616,0
3522,2019-05-27 18:00:00+00:00,377.62,22281,64751,24662,87,9523,0
3523,2019-05-27 19:00:00+00:00,390.96,22307,64537,24175,88,9644,0
3524,2019-05-27 20:00:00+00:00,395.08,22250,63820,24233,88,9233,0
3525,2019-05-27 21:00:00+00:00,393.58,22128,61216,23905,88,9298,0
3526,2019-05-27 22:00:00+00:00,398.61,22085,58809,22193,88,9056,0
3527,2019-05-27 23:00:00+00:00,397.58,22110,54843,21460,88,9075,0
3528,2019-05-28 00:00:00+00:00,407.55,22042,53366,21678,88,9402,0
3529,2019-05-28 01:00:00+00:00,416.91,22028,54101,21736,88,9104,0
3530,2019-05-28 02:00:00+00:00,428.74,22020,57311,21746,88,9072,0
3531,2019-05-28 03:00:00+00:00,436.96,22122,60544,22429,88,9188,0
3532,2019-05-28 04:00:00+00:00,438.29,22162,62057,23989,88,9037,0
3533,2019-05-28 05:00:00+00:00,437.57,22275,65356,27148,88,9301,0
3534,2019-05-28 06:00:00+00:00,429.69,22370,67837,30472,88,9844,0
3535,2019-05-28 07:00:00+00:00,416.94,22290,69476,31996,88,9582,0
3536,2019-05-28 08:00:00+00:00,397.16,22273,70215,30886,88,9233,0
3537,2019-05-28 09:00:00+00:00,376.5,22297,70523,29736,88,9051,0
3538,2019-05-28 10:00:00+00:00,362.28,22323,70346,29172,88,9078,0
3539,2019-05-28 11:00:00+00:00,347.78,22201,68485,27939,88,8888,0
3540,2019-05-28 12:00:00+00:00,336.12,22192,66121,27095,88,9081,0
3541,2019-05-28 13:00:00+00:00,324.32,22233,63249,26521,88,9381,0
3542,2019-05-28 14:00:00+00:00,321.71,22262,62557,26540,88,9209,0
3543,2019-05-28 15:00:00+00:00,326.91,22246,62218,26443,88,9155,0
3544,2019-05-28 16:00:00+00:00,338.87,21927,64942,25469,88,8994,0
3545,2019-05-28 17:00:00+00:00,350.91,21019,65784,25288,88,8989,0
3546,2019-05-28 18:00:00+00:00,368.97,21059,67032,25480,90,9268,0
3547,2019-05-28 19:00:00+00:00,386.82,21099,66773,25434,92,9631,0
3548,2019-05-28 20:00:00+00:00,394.2,21064,66846,24332,92,9385,0
3549,2019-05-28 21:00:00+00:00,390.79,20959,64857,23059,92,9111,0
3550,2019-05-28 22:00:00+00:00,381.35,20678,58859,22625,94,8849,0
3551,2019-05-28 23:00:00+00:00,366.94,19686,53467,21723,96,8902,0
3552,2019-05-29 00:00:00+00:00,361.95,19624,51737,21226,96,9159,0
3553,2019-05-29 01:00:00+00:00,352.58,19670,50601,21071,96,9003,0
3554,2019-05-29 02:00:00+00:00,352.89,19659,50818,21122,96,9161,0
3555,2019-05-29 03:00:00+00:00,363.63,19696,51867,22125,95,9333,0
3556,2019-05-29 04:00:00+00:00,386.43,19745,56844,24160,92,9078,0
3557,2019-05-29 05:00:00+00:00,409.93,19898,67154,26185,92,9141,0
3558,2019-05-29 06:00:00+00:00,402.23,19908,70150,26998,92,8923,0
3559,2019-05-29 07:00:00+00:00,375.06,19966,69170,27218,90,8727,0
3560,2019-05-29 08:00:00+00:00,349.74,19941,67543,26527,89,8847,0
3561,2019-05-29 09:00:00+00:00,334.57,19902,66911,27047,88,8725,0
3562,2019-05-29 10:00:00+00:00,322.79,19881,66168,26654,88,8369,0
3563,2019-05-29 11:00:00+00:00,317.02,19798,65828,25731,88,8453,0
3564,2019-05-29 12:00:00+00:00,309.8,19766,63407,24772,88,8588,0
3565,2019-05-29 13:00:00+00:00,313.11,19765,61746,24688,88,8737,0
3566,2019-05-29 14:00:00+00:00,319.17,19732,60480,24389,92,8826,0
3567,2019-05-29 15:00:00+00:00,338.83,19770,61584,25682,88,8799,0
3568,2019-05-29 16:00:00+00:00,367.36,19565,63017,25985,89,9023,0
3569,2019-05-29 17:00:00+00:00,403.09,19655,64821,26069,92,9151,0
3570,2019-05-29 18:00:00+00:00,433.65,19753,66168,25669,92,9426,0
3571,2019-05-29 19:00:00+00:00,450.42,19856,66740,25322,92,8869,0
3572,2019-05-29 20:00:00+00:00,443.87,19825,66716,24897,92,8778,0
3573,2019-05-29 21:00:00+00:00,409.11,19695,61069,22617,94,8729,0
3574,2019-05-29 22:00:00+00:00,353.8,20034,53435,17902,96,8655,0
3575,2019-05-29 23:00:00+00:00,292.03,20948,44647,15209,96,8808,0
3576,2019-05-30 00:00:00+00:00,256.16,20868,37380,12206,96,9324,0
3577,2019-05-30 01:00:00+00:00,239.32,21278,33320,11093,96,9514,0
3578,2019-05-30 02:00:00+00:00,237.88,22031,33322,10465,96,9423,0
3579,2019-05-30 03:00:00+00:00,233.23,22239,32697,10069,96,8927,0
3580,2019-05-30 04:00:00+00:00,219.52,22306,30676,9620,96,8896,0
3581,2019-05-30 05:00:00+00:00,207.89,22429,30668,9137,94,8977,0
3582,2019-05-30 06:00:00+00:00,199.36,22495,30884,8855,92,8792,0
3583,2019-05-30 07:00:00+00:00,187.84,22469,31154,8637,91,8844,0
3584,2019-05-30 08:00:00+00:00,171.79,22397,30529,8558,87,8807,0
3585,2019-05-30 09:00:00+00:00,159.26,22380,29231,8569,72,8722,0
3586,2019-05-30 10:00:00+00:00,154.08,22339,29435,8522,70,8942,0
3587,2019-05-30 11:00:00+00:00,155.13,22198,30295,8616,70,8832,0
3588,2019-05-30 12:00:00+00:00,158.42,22167,30339,8858,81,8838,0
3589,2019-05-30 13:00:00+00:00,164.22,22142,30823,9022,84,8805,0
3590,2019-05-30 14:00:00+00:00,171.36,22166,30941,8993,81,8872,0
3591,2019-05-30 15:00:00+00:00,183.91,22143,31529,9757,80,9181,0
3592,2019-05-30 16:00:00+00:00,215.45,22179,37046,11008,80,9239,0
3593,2019-05-30 17:00:00+00:00,265.96,22155,47290,12420,80,9100,0
3594,2019-05-30 18:00:00+00:00,308.4,22211,52627,12645,81,9180,0
3595,2019-05-30 19:00:00+00:00,333.6,22215,53732,13208,85,9326,0
3596,2019-05-30 20:00:00+00:00,341.54,22189,53460,13734,88,9353,0
3597,2019-05-30 21:00:00+00:00,335.2,22078,52508,14281,91,9187,0
3598,2019-05-30 22:00:00+00:00,317.72,21776,49931,14077,92,9105,0
3599,2019-05-30 23:00:00+00:00,291.76,20834,44450,13297,92,9305,0
3600,2019-05-31 00:00:00+00:00,274.67,20786,41555,12436,86,9775,0
3601,2019-05-31 01:00:00+00:00,260.72,20763,37281,12025,72,10048,0
3602,2019-05-31 02:00:00+00:00,270.69,20833,36951,12287,72,9382,0
3603,2019-05-31 03:00:00+00:00,290.31,20916,39999,12898,72,9149,0
3604,2019-05-31 04:00:00+00:00,308.39,20942,43853,13625,72,9300,0
3605,2019-05-31 05:00:00+00:00,326.15,21034,48864,15457,72,9181,0
3606,2019-05-31 06:00:00+00:00,328.74,21153,50919,16746,71,9266,0
3607,2019-05-31 07:00:00+00:00,313.5,21127,51463,17298,70,9106,0
3608,2019-05-31 08:00:00+00:00,289,21077,49560,17423,82,9154,0
3609,2019-05-31 09:00:00+00:00,269.91,21142,48673,17747,84,9020,0
3610,2019-05-31 10:00:00+00:00,258.78,20982,47780,18304,84,8845,0
3611,2019-05-31 11:00:00+00:00,245.16,20931,44959,17988,80,9269,0
3612,2019-05-31 12:00:00+00:00,246.64,20825,45749,18481,80,9288,0
3613,2019-05-31 13:00:00+00:00,252.42,20819,45721,18083,80,8823,0
3614,2019-05-31 14:00:00+00:00,264.8,20877,46379,17767,80,9007,0
3615,2019-05-31 15:00:00+00:00,281.21,20840,47918,17832,78,9050,0
3616,2019-05-31 16:00:00+00:00,300.59,20902,49019,17974,76,9380,0
3617,2019-05-31 17:00:00+00:00,331.65,20866,50403,18631,77,9486,0
3618,2019-05-31 18:00:00+00:00,363.95,20880,50890,18939,80,9389,0
3619,2019-05-31 19:00:00+00:00,391.54,20852,51033,18778,82,9534,0
3620,2019-05-31 20:00:00+00:00,393.66,20859,51065,18825,86,9599,0
3621,2019-05-31 21:00:00+00:00,387.3,20742,50835,18415,88,9282,0
3622,2019-05-31 22:00:00+00:00,376.58,21070,49471,17369,88,9108,0
3623,2019-05-31 23:00:00+00:00,361.64,21911,45212,16422,88,9309,0
3624,2019-06-01 00:00:00+00:00,349.56,21842,42404,14630,88,9153,0
3625,2019-06-01 01:00:00+00:00,336.34,21978,40206,14413,90,9014,0
3626,2019-06-01 02:00:00+00:00,322.14,22064,38493,14166,92,9127,0
3627,2019-06-01 03:00:00+00:00,299.56,21955,34867,13035,92,9180,0
3628,2019-06-01 04:00:00+00:00,284.8,22273,34338,12701,92,9269,0
3629,2019-06-01 05:00:00+00:00,280.28,22279,37658,12982,88,9642,0
3630,2019-06-01 06:00:00+00:00,271.61,22273,40126,13629,83,9451,0
3631,2019-06-01 07:00:00+00:00,252.17,22233,41328,13463,78,9104,0
3632,2019-06-01 08:00:00+00:00,214.9,22091,37051,12683,75,8992,0
3633,2019-06-01 09:00:00+00:00,185.74,22066,32258,11369,68,9069,0
3634,2019-06-01 10:00:00+00:00,179.83,21974,32233,10908,56,9212,0
3635,2019-06-01 11:00:00+00:00,174.91,21956,31191,10779,61,8999,0
3636,2019-06-01 12:00:00+00:00,175.43,21831,30945,10619,64,8676,0
3637,2019-06-01 13:00:00+00:00,180.53,21808,30973,10361,66,8448,0
3638,2019-06-01 14:00:00+00:00,193.87,21756,32655,10336,68,8964,0
3639,2019-06-01 15:00:00+00:00,222.92,21811,37187,10657,65,8937,0
3640,2019-06-01 16:00:00+00:00,270.26,21858,43562,12901,65,9198,0
3641,2019-06-01 17:00:00+00:00,322.05,21824,48400,14240,68,9348,0
3642,2019-06-01 18:00:00+00:00,366.49,21819,49280,14800,68,9415,0
3643,2019-06-01 19:00:00+00:00,393.18,21913,49202,15161,71,9675,0
3644,2019-06-01 20:00:00+00:00,399.83,21971,49571,15579,77,9522,0
3645,2019-06-01 21:00:00+00:00,400.22,21909,49345,15451,81,9408,0
3646,2019-06-01 22:00:00+00:00,396.52,21983,47792,14800,83,9707,0
3647,2019-06-01 23:00:00+00:00,387.35,21963,45849,13511,84,9447,0
3648,2019-06-02 00:00:00+00:00,364.3,21934,41683,12429,86,9557,0
3649,2019-06-02 01:00:00+00:00,349.73,21942,40466,10259,88,9354,0
3650,2019-06-02 02:00:00+00:00,324.99,21912,37177,9334,88,9220,0
3651,2019-06-02 03:00:00+00:00,302.87,21943,33844,9330,88,9270,0
3652,2019-06-02 04:00:00+00:00,278.01,22103,31145,9143,88,9079,0
3653,2019-06-02 05:00:00+00:00,254.58,22110,30090,9074,85,9233,0
3654,2019-06-02 06:00:00+00:00,233.15,22089,29409,9147,78,9557,0
3655,2019-06-02 07:00:00+00:00,215.14,22036,29338,9025,74,9518,0
3656,2019-06-02 08:00:00+00:00,197.71,21845,29585,9278,69,9340,0
3657,2019-06-02 09:00:00+00:00,182.88,21748,29357,9130,65,9262,0
3658,2019-06-02 10:00:00+00:00,170.74,21609,28630,9015,64,9338,0
3659,2019-06-02 11:00:00+00:00,162.78,21403,27813,8999,63,9336,0
3660,2019-06-02 12:00:00+00:00,155.98,21316,26343,8774,60,8838,0
3661,2019-06-02 13:00:00+00:00,157.2,21109,26474,8632,60,8613,0
3662,2019-06-02 14:00:00+00:00,163.31,20892,27013,8621,60,9063,0
3663,2019-06-02 15:00:00+00:00,178.25,20790,28694,8583,60,9393,0
3664,2019-06-02 16:00:00+00:00,212.77,20706,33764,9075,60,9498,0
3665,2019-06-02 17:00:00+00:00,271.52,20731,43271,9476,60,9918,0
3666,2019-06-02 18:00:00+00:00,310.79,20781,45398,10101,62,9784,0
3667,2019-06-02 19:00:00+00:00,326.18,20940,45784,10933,66,9957,0
3668,2019-06-02 20:00:00+00:00,311.23,21177,45858,11587,74,9951,0
3669,2019-06-02 21:00:00+00:00,284.24,21190,45756,11662,78,9544,0
3670,2019-06-02 22:00:00+00:00,252.46,21221,43041,10834,81,9369,0
3671,2019-06-02 23:00:00+00:00,225.76,21207,36132,9743,84,9413,0
3672,2019-06-03 00:00:00+00:00,205.46,21228,29966,9747,84,9600,0
3673,2019-06-03 01:00:00+00:00,211.24,21226,29045,9856,84,9768,0
3674,2019-06-03 02:00:00+00:00,235.44,21258,31433,10756,85,9922,0
3675,2019-06-03 03:00:00+00:00,265.97,21341,37809,12130,88,9270,0
3676,2019-06-03 04:00:00+00:00,288.43,21301,45778,13719,86,9553,0
3677,2019-06-03 05:00:00+00:00,318.44,21200,56001,18747,82,9656,0
3678,2019-06-03 06:00:00+00:00,332,21233,62412,23586,65,9721,0
3679,2019-06-03 07:00:00+00:00,323.56,21148,64603,24815,59,9627,0
3680,2019-06-03 08:00:00+00:00,308.55,20999,66367,25557,56,9634,0
3681,2019-06-03 09:00:00+00:00,291.5,20780,66293,24651,54,9284,0
3682,2019-06-03 10:00:00+00:00,282.33,20544,67186,25075,52,9184,0
3683,2019-06-03 11:00:00+00:00,276.87,20393,68726,24391,51,8958,0
3684,2019-06-03 12:00:00+00:00,273.63,20391,68368,24300,48,8924,0
3685,2019-06-03 13:00:00+00:00,277.57,20410,68179,24179,48,9259,0
3686,2019-06-03 14:00:00+00:00,294.38,20484,68428,24046,48,9459,0
3687,2019-06-03 15:00:00+00:00,323.21,20607,71235,24247,48,9340,0
3688,2019-06-03 16:00:00+00:00,355.51,20830,72851,26556,48,9494,0
3689,2019-06-03 17:00:00+00:00,389.61,20904,74579,28120,48,9498,0
3690,2019-06-03 18:00:00+00:00,401.56,21099,75799,27947,52,9427,0
3691,2019-06-03 19:00:00+00:00,425.25,21175,75813,27581,56,9178,0
3692,2019-06-03 20:00:00+00:00,445.27,21258,75707,26925,60,9528,0
3693,2019-06-03 21:00:00+00:00,455.33,21342,74934,24623,60,9189,0
3694,2019-06-03 22:00:00+00:00,453.2,21366,72623,23475,61,9109,0
3695,2019-06-03 23:00:00+00:00,449.7,21369,67863,23723,64,8860,0
3696,2019-06-04 00:00:00+00:00,445.63,21410,63567,23492,64,8713,0
3697,2019-06-04 01:00:00+00:00,446.63,21397,62169,23408,68,8888,0
3698,2019-06-04 02:00:00+00:00,445.12,21372,63225,23373,68,8601,0
3699,2019-06-04 03:00:00+00:00,442.75,21509,65012,23452,68,8424,0
3700,2019-06-04 04:00:00+00:00,441.49,21608,69414,23795,68,8536,0
3701,2019-06-04 05:00:00+00:00,431.46,21696,73199,25661,68,8773,0
3702,2019-06-04 06:00:00+00:00,409.46,21629,75505,27589,64,8823,0
3703,2019-06-04 07:00:00+00:00,378.8,21595,75876,27598,60,7957,0
3704,2019-06-04 08:00:00+00:00,347.95,21521,75232,27430,58,8335,0
3705,2019-06-04 09:00:00+00:00,322.64,21526,73917,25760,56,8792,0
3706,2019-06-04 10:00:00+00:00,305.25,21399,72178,25213,53,8809,0
3707,2019-06-04 11:00:00+00:00,297.21,21244,70734,24903,52,8792,0
3708,2019-06-04 12:00:00+00:00,294.69,21142,70251,24710,49,8897,0
3709,2019-06-04 13:00:00+00:00,294.63,21064,69663,24054,48,8811,0
3710,2019-06-04 14:00:00+00:00,298.5,20970,69126,23664,48,8923,0
3711,2019-06-04 15:00:00+00:00,307.59,20962,68777,24190,48,9059,0
3712,2019-06-04 16:00:00+00:00,326.33,21069,70314,26584,48,9360,0
3713,2019-06-04 17:00:00+00:00,344.48,21153,71262,27189,48,9332,0
3714,2019-06-04 18:00:00+00:00,350.02,21270,71891,26819,52,9308,0
3715,2019-06-04 19:00:00+00:00,336.35,21282,70018,24855,54,8955,0
3716,2019-06-04 20:00:00+00:00,309.91,21321,67456,21013,58,8973,0
3717,2019-06-04 21:00:00+00:00,276.47,21339,58277,19062,62,9020,0
3718,2019-06-04 22:00:00+00:00,252.46,21314,50344,16585,65,9049,0
3719,2019-06-04 23:00:00+00:00,245.53,21256,45464,15404,68,8970,0
3720,2019-06-05 00:00:00+00:00,253.13,21250,43152,15354,68,9140,0
3721,2019-06-05 01:00:00+00:00,268.59,21281,44057,15100,68,9033,0
3722,2019-06-05 02:00:00+00:00,277.93,21332,43538,15996,68,8633,0
3723,2019-06-05 03:00:00+00:00,285.02,21341,44850,17077,71,9122,0
3724,2019-06-05 04:00:00+00:00,314.13,21412,52352,20356,72,8694,0
3725,2019-06-05 05:00:00+00:00,338,21543,61750,24052,68,8923,0
3726,2019-06-05 06:00:00+00:00,336.6,21551,64211,26189,56,9589,0
3727,2019-06-05 07:00:00+00:00,332.49,21384,65916,27857,48,9362,0
3728,2019-06-05 08:00:00+00:00,320.3,21046,67213,28284,47,9374,0
3729,2019-06-05 09:00:00+00:00,305.15,20771,66955,27725,49,9129,0
3730,2019-06-05 10:00:00+00:00,300.97,20856,67823,27463,52,8883,0
3731,2019-06-05 11:00:00+00:00,299.81,20696,68784,26774,51,8864,0
3732,2019-06-05 12:00:00+00:00,299.09,20652,68310,26704,48,8527,0
3733,2019-06-05 13:00:00+00:00,300.39,20516,67442,25329,48,8649,0
3734,2019-06-05 14:00:00+00:00,311.64,20501,67807,25923,48,8709,0
3735,2019-06-05 15:00:00+00:00,329.46,20554,68778,25192,48,8765,0
3736,2019-06-05 16:00:00+00:00,351.88,20670,69777,26418,53,9417,0
3737,2019-06-05 17:00:00+00:00,374.9,20727,70956,26760,56,9540,0
3738,2019-06-05 18:00:00+00:00,391.16,20751,71950,26949,57,9689,0
3739,2019-06-05 19:00:00+00:00,393.2,20819,71374,26883,62,9133,0
3740,2019-06-05 20:00:00+00:00,359.44,20854,66900,25881,65,8748,0
3741,2019-06-05 21:00:00+00:00,309.21,20857,58215,22823,68,8757,0
3742,2019-06-05 22:00:00+00:00,252.49,20902,46037,17075,70,8661,0
3743,2019-06-05 23:00:00+00:00,223.63,20921,38836,13724,74,9004,0
3744,2019-06-06 00:00:00+00:00,217.1,20953,36054,13379,76,9045,0
3745,2019-06-06 01:00:00+00:00,215.14,21090,35884,13611,76,8691,0
3746,2019-06-06 02:00:00+00:00,222.64,21183,37084,13361,73,8505,0
3747,2019-06-06 03:00:00+00:00,227.06,21219,36418,14446,72,8960,0
3748,2019-06-06 04:00:00+00:00,263.96,21364,43136,17745,72,9363,0
3749,2019-06-06 05:00:00+00:00,310.54,21484,53021,23724,72,9379,0
3750,2019-06-06 06:00:00+00:00,316.66,21666,55575,27511,75,9534,0
3751,2019-06-06 07:00:00+00:00,307.08,21626,56454,28824,75,8641,0
3752,2019-06-06 08:00:00+00:00,289.52,21381,56197,27067,72,8584,0
3753,2019-06-06 09:00:00+00:00,269.67,21229,55095,25925,72,8309,0
3754,2019-06-06 10:00:00+00:00,259.05,21089,55309,25502,71,8456,0
3755,2019-06-06 11:00:00+00:00,252.56,20946,55214,24800,69,8058,0
3756,2019-06-06 12:00:00+00:00,249.53,20901,55066,23870,72,8326,0
3757,2019-06-06 13:00:00+00:00,254.78,20868,55707,24427,72,8662,0
3758,2019-06-06 14:00:00+00:00,262.86,21171,55756,24692,72,8752,0
3759,2019-06-06 15:00:00+00:00,280.19,21423,57904,25190,72,9088,0
3760,2019-06-06 16:00:00+00:00,309.42,21631,60034,27282,74,9515,0
3761,2019-06-06 17:00:00+00:00,341.23,21660,61586,28808,76,9486,0
3762,2019-06-06 18:00:00+00:00,374.41,21712,62477,29151,82,9593,0
3763,2019-06-06 19:00:00+00:00,409.26,21754,63841,29133,84,9420,0
3764,2019-06-06 20:00:00+00:00,427.73,21737,64798,28704,84,9183,0
3765,2019-06-06 21:00:00+00:00,435.13,21611,64579,27851,88,9108,0
3766,2019-06-06 22:00:00+00:00,440.5,21604,63487,25747,88,8780,0
3767,2019-06-06 23:00:00+00:00,439.45,21571,61862,24499,88,9012,0
3768,2019-06-07 00:00:00+00:00,433.07,21515,59350,23522,88,8873,0
3769,2019-06-07 01:00:00+00:00,425.67,21548,56272,23165,88,8754,0
3770,2019-06-07 02:00:00+00:00,422.67,21579,54361,23203,89,8540,0
3771,2019-06-07 03:00:00+00:00,428.15,21700,57029,23565,92,8611,0
3772,2019-06-07 04:00:00+00:00,431.57,21800,62233,25756,92,8727,0
3773,2019-06-07 05:00:00+00:00,417.79,21940,65693,29350,90,8893,0
