datetime,coal_actual,avg_coal_production_forecast
2020-01-01T00:00:00.000000000,45194.0,54816.785
2020-01-01T01:00:00.000000000,44882.0,50839.49
2020-01-01T02:00:00.000000000,45031.0,53378.125
2020-01-01T03:00:00.000000000,45652.0,57494.152
2020-01-01T04:00:00.000000000,45883.0,61353.395
2020-01-01T05:00:00.000000000,45795.0,68924.84
2020-01-01T06:00:00.000000000,45161.0,71416.76
2020-01-01T07:00:00.000000000,45918.0,74604.586
2020-01-01T08:00:00.000000000,47562.0,78318.0
2020-01-01T09:00:00.000000000,48274.0,78745.79
2020-01-01T10:00:00.000000000,49080.0,80733.7
2020-01-01T11:00:00.000000000,48902.0,81561.35
2020-01-01T12:00:00.000000000,49144.0,82456.234
2020-01-01T13:00:00.000000000,48700.0,82066.0
2020-01-01T14:00:00.000000000,51742.0,83898.28
2020-01-01T15:00:00.000000000,53156.0,82898.44
2020-01-01T16:00:00.000000000,53458.0,83503.25
2020-01-01T17:00:00.000000000,53446.0,86607.734
2020-01-01T18:00:00.000000000,52056.0,83421.945
2020-01-01T19:00:00.000000000,50593.0,81971.7
2020-01-01T20:00:00.000000000,51934.0,77800.766
2020-01-01T21:00:00.000000000,52332.0,75884.41
2020-01-01T22:00:00.000000000,52071.0,69689.805
2020-01-01T23:00:00.000000000,51771.0,66373.52
2020-01-02T00:00:00.000000000,50453.0,52290.42
2020-01-02T01:00:00.000000000,50301.0,49773.617
2020-01-02T02:00:00.000000000,49305.0,52070.055
2020-01-02T03:00:00.000000000,46267.0,56590.797
2020-01-02T04:00:00.000000000,42247.0,58423.117
2020-01-02T05:00:00.000000000,46020.0,65432.52
2020-01-02T06:00:00.000000000,50483.0,67030.414
2020-01-02T07:00:00.000000000,52180.0,68540.945
2020-01-02T08:00:00.000000000,54375.0,71244.79
2020-01-02T09:00:00.000000000,55424.0,71391.48
2020-01-02T10:00:00.000000000,56047.0,71353.484
2020-01-02T11:00:00.000000000,56138.0,70582.46
2020-01-02T12:00:00.000000000,56325.0,71152.65
2020-01-02T13:00:00.000000000,56620.0,69643.64
2020-01-02T14:00:00.000000000,53845.0,69738.87
2020-01-02T15:00:00.000000000,53688.0,67454.055
2020-01-02T16:00:00.000000000,53258.0,67508.22
2020-01-02T17:00:00.000000000,53457.0,69442.98
2020-01-02T18:00:00.000000000,55405.0,66186.305
2020-01-02T19:00:00.000000000,56575.0,63296.445
2020-01-02T20:00:00.000000000,54849.0,58406.844
2020-01-02T21:00:00.000000000,52898.0,55954.477
2020-01-02T22:00:00.000000000,50049.0,50120.16
2020-01-02T23:00:00.000000000,41542.0,46970.305
2020-01-03T00:00:00.000000000,40326.0,41574.246
2020-01-03T01:00:00.000000000,37417.0,40530.7
2020-01-03T02:00:00.000000000,35174.0,41076.61
2020-01-03T03:00:00.000000000,34520.0,44557.844
2020-01-03T04:00:00.000000000,34119.0,42127.65
2020-01-03T05:00:00.000000000,34675.0,44364.965
2020-01-03T06:00:00.000000000,36925.0,47654.176
2020-01-03T07:00:00.000000000,43261.0,47796.31
2020-01-03T08:00:00.000000000,45222.0,52927.188
2020-01-03T09:00:00.000000000,46872.0,56162.79
2020-01-03T10:00:00.000000000,47762.0,56297.227
2020-01-03T11:00:00.000000000,49514.0,56114.863
2020-01-03T12:00:00.000000000,51050.0,55096.11
2020-01-03T13:00:00.000000000,50430.0,57070.21
2020-01-03T14:00:00.000000000,49940.0,58392.7
2020-01-03T15:00:00.000000000,49248.0,57969.227
2020-01-03T16:00:00.000000000,49928.0,54809.273
2020-01-03T17:00:00.000000000,48590.0,55588.0
2020-01-03T18:00:00.000000000,45386.0,50947.402
2020-01-03T19:00:00.000000000,41258.0,50083.6
2020-01-03T20:00:00.000000000,39143.0,45683.63
2020-01-03T21:00:00.000000000,37130.0,42399.28
2020-01-03T22:00:00.000000000,35849.0,41274.28
2020-01-03T23:00:00.000000000,34091.0,40341.266
2020-01-04T00:00:00.000000000,32216.0,33985.13
2020-01-04T01:00:00.000000000,32113.0,32632.635
2020-01-04T02:00:00.000000000,33995.0,34591.453
2020-01-04T03:00:00.000000000,33536.0,38883.137
2020-01-04T04:00:00.000000000,32485.0,38945.363
2020-01-04T05:00:00.000000000,33279.0,41951.676
2020-01-04T06:00:00.000000000,33129.0,43719.7
2020-01-04T07:00:00.000000000,34543.0,41948.477
2020-01-04T08:00:00.000000000,36970.0,46333.37
2020-01-04T09:00:00.000000000,38071.0,47386.5
2020-01-04T10:00:00.000000000,35922.0,47951.625
2020-01-04T11:00:00.000000000,38203.0,48573.69
2020-01-04T12:00:00.000000000,38422.0,46675.656
2020-01-04T13:00:00.000000000,39059.0,50262.32
2020-01-04T14:00:00.000000000,41376.0,55511.33
2020-01-04T15:00:00.000000000,42815.0,56117.785
2020-01-04T16:00:00.000000000,46416.0,54442.07
2020-01-04T17:00:00.000000000,50409.0,58034.016
2020-01-04T18:00:00.000000000,50764.0,51802.98
2020-01-04T19:00:00.000000000,50162.0,53574.773
2020-01-04T20:00:00.000000000,51281.0,47355.918
2020-01-04T21:00:00.000000000,51661.0,46530.625
2020-01-04T22:00:00.000000000,53761.0,45126.07
2020-01-04T23:00:00.000000000,52665.0,45815.32
2020-01-05T00:00:00.000000000,49566.0,57386.0
2020-01-05T01:00:00.000000000,48915.0,51668.395
2020-01-05T02:00:00.000000000,47284.0,51807.33
2020-01-05T03:00:00.000000000,47771.0,52412.293
2020-01-05T04:00:00.000000000,48595.0,54603.62
2020-01-05T05:00:00.000000000,48620.0,60826.824
2020-01-05T06:00:00.000000000,49598.0,63562.348
2020-01-05T07:00:00.000000000,50611.0,70489.6
2020-01-05T08:00:00.000000000,51930.0,75273.79
2020-01-05T09:00:00.000000000,52970.0,79276.164
2020-01-05T10:00:00.000000000,53818.0,83193.04
2020-01-05T11:00:00.000000000,54172.0,87955.58
2020-01-05T12:00:00.000000000,53348.0,89578.28
2020-01-05T13:00:00.000000000,53493.0,89036.03
2020-01-05T14:00:00.000000000,54706.0,89682.734
2020-01-05T15:00:00.000000000,55167.0,89286.64
2020-01-05T16:00:00.000000000,55633.0,91218.99
2020-01-05T17:00:00.000000000,56624.0,93985.664
2020-01-05T18:00:00.000000000,57047.0,93833.69
2020-01-05T19:00:00.000000000,56124.0,93269.48
2020-01-05T20:00:00.000000000,55318.0,92053.88
2020-01-05T21:00:00.000000000,54909.0,90773.43
2020-01-05T22:00:00.000000000,53030.0,85173.15
2020-01-05T23:00:00.000000000,50621.0,77791.32
2020-01-06T00:00:00.000000000,50065.0,58724.227
2020-01-06T01:00:00.000000000,49342.0,52399.965
2020-01-06T02:00:00.000000000,49688.0,52314.582
2020-01-06T03:00:00.000000000,49204.0,53079.234
2020-01-06T04:00:00.000000000,53190.0,54093.758
2020-01-06T05:00:00.000000000,58223.0,58699.523
2020-01-06T06:00:00.000000000,62197.0,62695.645
2020-01-06T07:00:00.000000000,66428.0,69460.984
2020-01-06T08:00:00.000000000,68512.0,74249.625
2020-01-06T09:00:00.000000000,69525.0,78102.69
2020-01-06T10:00:00.000000000,69124.0,82109.82
2020-01-06T11:00:00.000000000,69795.0,85392.26
2020-01-06T12:00:00.000000000,69208.0,87643.19
2020-01-06T13:00:00.000000000,68203.0,87411.516
2020-01-06T14:00:00.000000000,68708.0,87603.2
2020-01-06T15:00:00.000000000,69110.0,87189.92
2020-01-06T16:00:00.000000000,70377.0,88179.62
2020-01-06T17:00:00.000000000,72018.0,90562.59
2020-01-06T18:00:00.000000000,73000.0,90437.67
2020-01-06T19:00:00.000000000,73530.0,89251.06
2020-01-06T20:00:00.000000000,70806.0,89703.08
2020-01-06T21:00:00.000000000,68386.0,86898.23
2020-01-06T22:00:00.000000000,65989.0,82012.54
2020-01-06T23:00:00.000000000,60513.0,74968.99
2020-01-07T00:00:00.000000000,58923.0,60577.957
2020-01-07T01:00:00.000000000,59239.0,59059.18
2020-01-07T02:00:00.000000000,57158.0,59956.77
2020-01-07T03:00:00.000000000,56807.0,63877.305
2020-01-07T04:00:00.000000000,60032.0,65322.47
2020-01-07T05:00:00.000000000,66232.0,69675.17
2020-01-07T06:00:00.000000000,79784.0,73289.57
2020-01-07T07:00:00.000000000,87395.0,75169.086
2020-01-07T08:00:00.000000000,89113.0,79472.8
2020-01-07T09:00:00.000000000,90073.0,80418.33
2020-01-07T10:00:00.000000000,89851.0,81272.734
2020-01-07T11:00:00.000000000,90258.0,79652.1
2020-01-07T12:00:00.000000000,89394.0,81500.484
2020-01-07T13:00:00.000000000,89001.0,81799.21
2020-01-07T14:00:00.000000000,90149.0,81125.01
2020-01-07T15:00:00.000000000,89528.0,80772.29
2020-01-07T16:00:00.000000000,90063.0,78711.516
2020-01-07T17:00:00.000000000,89912.0,78878.39
2020-01-07T18:00:00.000000000,86981.0,76857.23
2020-01-07T19:00:00.000000000,82455.0,73100.87
2020-01-07T20:00:00.000000000,75428.0,70608.92
2020-01-07T21:00:00.000000000,72101.0,64993.81
2020-01-07T22:00:00.000000000,68418.0,60751.465
2020-01-07T23:00:00.000000000,55820.0,59424.08
2020-01-08T00:00:00.000000000,47965.0,57888.027
2020-01-08T01:00:00.000000000,46835.0,55416.93
2020-01-08T02:00:00.000000000,45199.0,54376.293
