datetime,param,level,latitude,longitude,3 hr acc,6 hr acc,9 hr acc,12 hr acc,15 hr acc,18 hr acc,21 hr acc,24 hr acc,27 hr acc,30 hr acc,33 hr acc,36 hr acc,39 hr acc,42 hr acc,45 hr acc,48 hr acc,51 hr acc,54 hr acc,57 hr acc,60 hr acc,63 hr acc,66 hr acc,69 hr acc,72 hr acc,75 hr acc,78 hr acc,81 hr acc,84 hr acc,87 hr acc,90 hr acc,93 hr acc,96 hr acc
2023-06-27 00:00:00,APCP,surface,33.0,-115.75,0.332776882984606,0.5202691265056913,0.5685641984339277,0.6124217316949796,0.6889542091710769,0.8214684756605317,0.993628460543619,1.3071000762677634,1.523069961425522,1.5873576734314658,1.6003110314479783,1.620239490254849,1.6477039732991732,1.717167777390151,1.838096537414848,2.1996463806516475,2.471887049479732,2.5822644112585316,2.6154537415457773,2.6368573734439775,2.647154023257283,2.678447807094369,2.864745339405877,3.3324057523441124,3.6853627163390454,3.8597585966792263,3.89567374116419,3.9429321908503607,3.970600378606856,4.028728938867792,4.182015737676378,4.352654970871438
