Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
35544,2023-01-21 00:00:00,2024-07-17 00:00:00,3.1,271.72,3017.0,6107.0,482.0,2263.0,0.0,5783.0,679.0,626.0,1328.0
35545,2023-01-21 01:00:00,2024-07-17 00:00:00,3.1,261.3,2805.0,5728.0,419.0,2146.0,0.0,6097.0,685.0,626.0,1321.0
35546,2023-01-21 02:00:00,2024-07-17 00:00:00,3.1,255.76,2480.0,5682.0,415.0,2084.0,0.0,5920.0,680.0,626.0,1313.0
35547,2023-01-21 03:00:00,2024-07-17 00:00:00,3.1,251.44,2403.0,5630.0,419.0,2009.0,0.0,6183.0,666.0,626.0,1330.0
35548,2023-01-21 04:00:00,2024-07-17 00:00:00,3.1,249.12,2407.0,5938.0,431.0,1993.0,0.0,6540.0,679.0,627.0,1338.0
35549,2023-01-21 05:00:00,2024-07-17 00:00:00,3.1,255.62,2389.0,7727.0,413.0,2313.0,0.0,6590.0,686.0,627.0,1442.0
35550,2023-01-21 06:00:00,2024-07-17 00:00:00,3.1,266.11,2696.0,8947.0,564.0,2862.0,59.0,6401.0,683.0,627.0,1584.0
35551,2023-01-21 07:00:00,2024-07-17 00:00:00,3.1,265.66,2924.0,8754.0,618.0,3270.0,772.0,5863.0,680.0,626.0,1722.0
35552,2023-01-21 08:00:00,2024-07-17 00:00:00,3.1,256.83,3041.0,9525.0,461.0,3898.0,2263.0,5247.0,652.0,627.0,1828.0
35553,2023-01-21 09:00:00,2024-07-17 00:00:00,3.1,253.11,3044.0,9439.0,427.0,3612.0,3381.0,4748.0,673.0,628.0,1831.0
35554,2023-01-21 10:00:00,2024-07-17 00:00:00,3.1,255.44,3070.0,9086.0,422.0,2877.0,4109.0,4360.0,683.0,626.0,1812.0
35555,2023-01-21 11:00:00,2024-07-17 00:00:00,3.1,256.83,3086.0,8449.0,416.0,2662.0,4495.0,3801.0,682.0,626.0,1821.0
35556,2023-01-21 12:00:00,2024-07-17 00:00:00,3.1,271.46,3163.0,8899.0,469.0,2554.0,4014.0,3164.0,680.0,625.0,1683.0
35557,2023-01-21 13:00:00,2024-07-17 00:00:00,3.1,286.47,3158.0,9095.0,517.0,2598.0,2865.0,2840.0,675.0,625.0,1504.0
35558,2023-01-21 14:00:00,2024-07-17 00:00:00,3.1,307.52,3209.0,9510.0,579.0,2919.0,1481.0,2462.0,676.0,625.0,1522.0
35559,2023-01-21 15:00:00,2024-07-17 00:00:00,3.1,325.9,3259.0,10322.0,584.0,3242.0,328.0,2215.0,673.0,625.0,1572.0
35560,2023-01-21 16:00:00,2024-07-17 00:00:00,3.1,318.14,3370.0,10772.0,612.0,4468.0,2.0,2174.0,696.0,625.0,1684.0
35561,2023-01-21 17:00:00,2024-07-17 00:00:00,3.1,307.86,3458.0,10603.0,612.0,5416.0,0.0,2187.0,702.0,625.0,1747.0
35562,2023-01-21 18:00:00,2024-07-17 00:00:00,3.1,312.71,3487.0,10798.0,613.0,5378.0,0.0,1904.0,678.0,625.0,1712.0
35563,2023-01-21 19:00:00,2024-07-17 00:00:00,3.1,324.27,3479.0,10813.0,611.0,4742.0,0.0,1583.0,675.0,625.0,1644.0
35564,2023-01-21 20:00:00,2024-07-17 00:00:00,3.1,332.59,3435.0,10300.0,603.0,3931.0,0.0,1586.0,684.0,625.0,1537.0
35565,2023-01-21 21:00:00,2024-07-17 00:00:00,3.1,340.5,3449.0,9091.0,582.0,3175.0,0.0,1713.0,686.0,625.0,1525.0
35566,2023-01-21 22:00:00,2024-07-17 00:00:00,3.1,350.76,3472.0,8249.0,555.0,2589.0,0.0,1610.0,695.0,625.0,1452.0
35567,2023-01-21 23:00:00,2024-07-17 00:00:00,3.1,355.28,3508.0,6682.0,609.0,2174.0,0.0,1713.0,686.0,625.0,1355.0
