datetime,wind_actual,avg_wind_production_forecast
2023-01-01T00:00:00.000000000,155.0,227.81135
2023-01-01T01:00:00.000000000,127.0,225.687
2023-01-01T02:00:00.000000000,109.0,218.90735
2023-01-01T03:00:00.000000000,71.0,215.36752
2023-01-01T04:00:00.000000000,91.0,223.943
2023-01-01T05:00:00.000000000,53.0,226.43588
2023-01-01T06:00:00.000000000,32.0,222.70027
2023-01-01T07:00:00.000000000,75.0,227.58493
2023-01-01T08:00:00.000000000,48.0,227.81467
2023-01-01T09:00:00.000000000,15.0,220.33633
2023-01-01T10:00:00.000000000,31.0,228.38449
2023-01-01T11:00:00.000000000,80.0,237.09463
2023-01-01T12:00:00.000000000,78.0,245.91838
2023-01-01T13:00:00.000000000,109.0,247.41682
2023-01-01T14:00:00.000000000,93.0,252.35455
2023-01-01T15:00:00.000000000,117.0,263.97013
2023-01-01T16:00:00.000000000,332.0,270.7396
2023-01-01T17:00:00.000000000,246.0,286.46418
2023-01-01T18:00:00.000000000,81.0,285.56053
2023-01-01T19:00:00.000000000,31.0,285.95926
2023-01-01T20:00:00.000000000,54.0,284.68083
2023-01-01T21:00:00.000000000,97.0,280.12831
2023-01-01T22:00:00.000000000,117.0,271.64809
2023-01-01T23:00:00.000000000,305.0,275.73629
2023-01-02T00:00:00.000000000,427.0,283.43189
2023-01-02T01:00:00.000000000,492.0,277.57929
2023-01-02T02:00:00.000000000,477.0,267.35451
2023-01-02T03:00:00.000000000,408.0,261.68015
2023-01-02T04:00:00.000000000,521.0,270.39757
2023-01-02T05:00:00.000000000,545.0,272.19259
2023-01-02T06:00:00.000000000,588.0,266.44999
2023-01-02T07:00:00.000000000,610.0,269.7766
2023-01-02T08:00:00.000000000,575.0,268.35239
2023-01-02T09:00:00.000000000,476.0,257.70234
2023-01-02T10:00:00.000000000,561.0,265.51935
2023-01-02T11:00:00.000000000,569.0,273.54833
2023-01-02T12:00:00.000000000,635.0,281.76953
2023-01-02T13:00:00.000000000,593.0,282.36638
2023-01-02T14:00:00.000000000,548.0,286.94689
2023-01-02T15:00:00.000000000,576.0,298.84485
2023-01-02T16:00:00.000000000,552.0,305.91138
2023-01-02T17:00:00.000000000,609.0,321.76804
2023-01-02T18:00:00.000000000,579.0,319.49982
2023-01-02T19:00:00.000000000,531.0,320.10352
2023-01-02T20:00:00.000000000,488.0,318.92432
2023-01-02T21:00:00.000000000,481.0,314.07199
2023-01-02T22:00:00.000000000,483.0,304.60056
2023-01-02T23:00:00.000000000,411.0,308.08349
2023-01-03T00:00:00.000000000,558.0,329.05324
2023-01-03T01:00:00.000000000,588.0,320.14269
2023-01-03T02:00:00.000000000,588.0,307.09208
2023-01-03T03:00:00.000000000,631.0,299.66696
2023-01-03T04:00:00.000000000,376.0,308.50083
2023-01-03T05:00:00.000000000,214.0,309.7234
2023-01-03T06:00:00.000000000,400.0,302.33466
2023-01-03T07:00:00.000000000,386.0,304.38331
2023-01-03T08:00:00.000000000,362.0,301.60248
2023-01-03T09:00:00.000000000,450.0,288.35088
2023-01-03T10:00:00.000000000,566.0,295.97832
2023-01-03T11:00:00.000000000,396.0,303.44862
2023-01-03T12:00:00.000000000,106.0,311.17555
2023-01-03T13:00:00.000000000,240.0,311.03287
2023-01-03T14:00:00.000000000,307.0,315.3204
2023-01-03T15:00:00.000000000,408.0,327.44994
2023-01-03T16:00:00.000000000,465.0,334.76014
2023-01-03T17:00:00.000000000,599.0,350.72515
2023-01-03T18:00:00.000000000,648.0,347.33766
2023-01-03T19:00:00.000000000,705.0,348.10957
2023-01-03T20:00:00.000000000,754.0,347.01172
2023-01-03T21:00:00.000000000,749.0,341.91346
2023-01-03T22:00:00.000000000,735.0,331.62904
2023-01-03T23:00:00.000000000,789.0,334.61549
2023-01-04T00:00:00.000000000,759.0,353.71877
2023-01-04T01:00:00.000000000,663.0,343.15488
2023-01-04T02:00:00.000000000,617.0,328.57649
2023-01-04T03:00:00.000000000,577.0,320.20483
2023-01-04T04:00:00.000000000,473.0,329.10163
2023-01-04T05:00:00.000000000,512.0,330.01469
2023-01-04T06:00:00.000000000,484.0,321.73597
