UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-11-08 00:00:00,39.0,25.0,0.0,509.0,86.0,24.0
2023-11-08 01:00:00,39.0,25.0,0.0,447.0,86.0,24.0
2023-11-08 02:00:00,41.0,42.0,0.0,382.0,86.0,24.0
2023-11-08 03:00:00,40.0,25.0,0.0,361.0,85.0,23.0
2023-11-08 04:00:00,40.0,25.0,0.0,347.0,85.0,24.0
2023-11-08 05:00:00,42.0,42.0,0.0,286.0,84.0,24.0
2023-11-08 06:00:00,43.0,94.0,45.0,312.0,84.0,31.0
2023-11-08 07:00:00,43.0,97.0,61.0,287.0,83.0,44.0
2023-11-08 08:00:00,43.0,97.0,62.0,214.0,83.0,58.0
2023-11-08 09:00:00,41.0,68.0,72.0,239.0,84.0,88.0
2023-11-08 10:00:00,39.0,27.0,79.0,264.0,84.0,101.0
2023-11-08 11:00:00,40.0,60.0,78.0,246.0,84.0,97.0
2023-11-08 12:00:00,41.0,90.0,60.0,218.0,84.0,97.0
2023-11-08 13:00:00,40.0,50.0,50.0,261.0,84.0,37.0
2023-11-08 14:00:00,40.0,73.0,18.0,280.0,84.0,48.0
2023-11-08 15:00:00,40.0,25.0,0.0,276.0,83.0,38.0
2023-11-08 16:00:00,42.0,40.0,0.0,293.0,84.0,42.0
2023-11-08 17:00:00,40.0,25.0,0.0,346.0,84.0,26.0
2023-11-08 18:00:00,41.0,25.0,0.0,397.0,84.0,20.0
2023-11-08 19:00:00,41.0,25.0,0.0,411.0,85.0,16.0
2023-11-08 20:00:00,40.0,25.0,0.0,408.0,85.0,14.0
2023-11-08 21:00:00,40.0,25.0,0.0,369.0,85.0,15.0
2023-11-08 22:00:00,41.0,39.0,0.0,341.0,85.0,21.0
2023-11-08 23:00:00,42.0,42.0,0.0,322.0,85.0,21.0
