UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-06-30 00:00:00,44.0,25.0,0.0,190.0,68.0,3.0
2023-06-30 01:00:00,44.0,25.0,5.0,161.0,68.0,3.0
2023-06-30 02:00:00,44.0,25.0,19.0,115.0,68.0,3.0
2023-06-30 03:00:00,44.0,25.0,39.0,55.0,67.0,3.0
2023-06-30 04:00:00,44.0,25.0,89.0,28.0,67.0,3.0
2023-06-30 05:00:00,44.0,25.0,167.0,23.0,66.0,3.0
2023-06-30 06:00:00,44.0,25.0,272.0,34.0,66.0,3.0
2023-06-30 07:00:00,44.0,25.0,350.0,53.0,66.0,3.0
2023-06-30 08:00:00,44.0,25.0,407.0,74.0,65.0,3.0
2023-06-30 09:00:00,45.0,25.0,428.0,91.0,65.0,3.0
2023-06-30 10:00:00,44.0,25.0,413.0,92.0,66.0,3.0
2023-06-30 11:00:00,43.0,25.0,372.0,107.0,67.0,3.0
2023-06-30 12:00:00,43.0,25.0,357.0,137.0,68.0,3.0
2023-06-30 13:00:00,44.0,33.0,343.0,169.0,68.0,3.0
2023-06-30 14:00:00,44.0,25.0,271.0,189.0,68.0,3.0
2023-06-30 15:00:00,44.0,25.0,211.0,168.0,69.0,3.0
2023-06-30 16:00:00,43.0,47.0,141.0,178.0,69.0,3.0
2023-06-30 17:00:00,43.0,47.0,66.0,167.0,68.0,3.0
2023-06-30 18:00:00,44.0,25.0,4.0,129.0,69.0,3.0
2023-06-30 19:00:00,45.0,47.0,0.0,133.0,68.0,3.0
2023-06-30 20:00:00,44.0,25.0,0.0,143.0,69.0,3.0
2023-06-30 21:00:00,45.0,25.0,0.0,153.0,69.0,3.0
2023-06-30 22:00:00,44.0,25.0,0.0,293.0,68.0,3.0
2023-06-30 23:00:00,44.0,24.0,0.0,317.0,68.0,3.0
