Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
38784,2023-06-05 00:00:00,2024-07-17 00:00:00,3.1,79.18,33.0,24.0,0.0,47.0,69.0,3.0
38785,2023-06-05 01:00:00,2024-07-17 00:00:00,3.1,86.55,33.0,24.0,5.0,27.0,69.0,3.0
38786,2023-06-05 02:00:00,2024-07-17 00:00:00,3.1,84.97,33.0,24.0,19.0,16.0,69.0,3.0
38787,2023-06-05 03:00:00,2024-07-17 00:00:00,3.1,70.38,33.0,24.0,55.0,14.0,69.0,3.0
38788,2023-06-05 04:00:00,2024-07-17 00:00:00,3.1,46.0,34.0,24.0,161.0,20.0,69.0,3.0
38789,2023-06-05 05:00:00,2024-07-17 00:00:00,3.1,36.87,34.0,24.0,248.0,11.0,68.0,3.0
38790,2023-06-05 06:00:00,2024-07-17 00:00:00,3.1,31.93,34.0,24.0,321.0,14.0,69.0,4.0
38791,2023-06-05 07:00:00,2024-07-17 00:00:00,3.1,25.62,33.0,24.0,406.0,9.0,69.0,3.0
38792,2023-06-05 08:00:00,2024-07-17 00:00:00,3.1,23.3,33.0,24.0,460.0,9.0,69.0,3.0
38793,2023-06-05 09:00:00,2024-07-17 00:00:00,3.1,21.91,33.0,24.0,498.0,10.0,68.0,3.0
38794,2023-06-05 10:00:00,2024-07-17 00:00:00,3.1,21.84,33.0,24.0,500.0,10.0,68.0,3.0
38795,2023-06-05 11:00:00,2024-07-17 00:00:00,3.1,22.85,33.0,24.0,491.0,15.0,68.0,4.0
38796,2023-06-05 12:00:00,2024-07-17 00:00:00,3.1,24.51,34.0,24.0,464.0,13.0,68.0,4.0
38797,2023-06-05 13:00:00,2024-07-17 00:00:00,3.1,26.06,34.0,24.0,407.0,13.0,68.0,3.0
38798,2023-06-05 14:00:00,2024-07-17 00:00:00,3.1,31.23,34.0,24.0,318.0,11.0,68.0,3.0
38799,2023-06-05 15:00:00,2024-07-17 00:00:00,3.1,38.56,34.0,24.0,231.0,10.0,69.0,3.0
38800,2023-06-05 16:00:00,2024-07-17 00:00:00,3.1,46.15,34.0,24.0,169.0,11.0,69.0,3.0
38801,2023-06-05 17:00:00,2024-07-17 00:00:00,3.1,71.53,34.0,68.0,13.0,13.0,69.0,3.0
38802,2023-06-05 18:00:00,2024-07-17 00:00:00,3.1,77.32,34.0,56.0,2.0,22.0,68.0,3.0
38803,2023-06-05 19:00:00,2024-07-17 00:00:00,3.1,83.17,34.0,47.0,0.0,18.0,70.0,3.0
38804,2023-06-05 20:00:00,2024-07-17 00:00:00,3.1,99.34,34.0,25.0,0.0,13.0,69.0,3.0
38805,2023-06-05 21:00:00,2024-07-17 00:00:00,3.1,100.03,34.0,24.0,0.0,13.0,69.0,3.0
38806,2023-06-05 22:00:00,2024-07-17 00:00:00,3.1,100.03,34.0,24.0,0.0,13.0,69.0,3.0
38807,2023-06-05 23:00:00,2024-07-17 00:00:00,3.1,87.23,34.0,24.0,0.0,33.0,70.0,3.0
