Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
42336,2023-10-31 00:00:00,2024-07-17 00:00:00,3.1,60.65,57.0,25.0,0.0,293.0,83.0,13.0
42337,2023-10-31 01:00:00,2024-07-17 00:00:00,3.1,52.03,57.0,25.0,0.0,371.0,83.0,13.0
42338,2023-10-31 02:00:00,2024-07-17 00:00:00,3.1,40.4,57.0,25.0,0.0,529.0,83.0,13.0
42339,2023-10-31 03:00:00,2024-07-17 00:00:00,3.1,33.69,57.0,25.0,0.0,670.0,83.0,13.0
42340,2023-10-31 04:00:00,2024-07-17 00:00:00,3.1,31.3,55.0,25.0,0.0,713.0,83.0,13.0
42341,2023-10-31 05:00:00,2024-07-17 00:00:00,3.1,30.26,53.0,25.0,14.0,708.0,82.0,13.0
42342,2023-10-31 06:00:00,2024-07-17 00:00:00,3.1,27.9,55.0,48.0,96.0,721.0,84.0,14.0
42343,2023-10-31 07:00:00,2024-07-17 00:00:00,3.1,29.44,55.0,47.0,54.0,691.0,85.0,13.0
42344,2023-10-31 08:00:00,2024-07-17 00:00:00,3.1,29.54,54.0,25.0,62.0,709.0,85.0,14.0
42345,2023-10-31 09:00:00,2024-07-17 00:00:00,3.1,27.72,53.0,25.0,80.0,721.0,85.0,13.0
42346,2023-10-31 10:00:00,2024-07-17 00:00:00,3.1,29.12,53.0,25.0,78.0,695.0,85.0,14.0
42347,2023-10-31 11:00:00,2024-07-17 00:00:00,3.1,31.34,52.0,59.0,70.0,695.0,85.0,20.0
42348,2023-10-31 12:00:00,2024-07-17 00:00:00,3.1,29.26,53.0,25.0,60.0,727.0,85.0,15.0
42349,2023-10-31 13:00:00,2024-07-17 00:00:00,3.1,26.75,52.0,25.0,85.0,759.0,85.0,14.0
42350,2023-10-31 14:00:00,2024-07-17 00:00:00,3.1,25.39,52.0,25.0,34.0,842.0,86.0,13.0
42351,2023-10-31 15:00:00,2024-07-17 00:00:00,3.1,25.2,52.0,25.0,1.0,883.0,86.0,13.0
42352,2023-10-31 16:00:00,2024-07-17 00:00:00,3.1,24.58,52.0,25.0,0.0,911.0,86.0,13.0
42353,2023-10-31 17:00:00,2024-07-17 00:00:00,3.1,25.04,52.0,25.0,0.0,891.0,86.0,13.0
42354,2023-10-31 18:00:00,2024-07-17 00:00:00,3.1,29.23,52.0,57.0,0.0,874.0,86.0,22.0
42355,2023-10-31 19:00:00,2024-07-17 00:00:00,3.1,34.12,52.0,25.0,0.0,829.0,86.0,27.0
42356,2023-10-31 20:00:00,2024-07-17 00:00:00,3.1,28.94,52.0,25.0,0.0,770.0,82.0,14.0
42357,2023-10-31 21:00:00,2024-07-17 00:00:00,3.1,32.01,51.0,25.0,0.0,670.0,81.0,14.0
42358,2023-10-31 22:00:00,2024-07-17 00:00:00,3.1,35.21,52.0,25.0,0.0,599.0,85.0,14.0
42359,2023-10-31 23:00:00,2024-07-17 00:00:00,3.1,40.39,52.0,58.0,0.0,551.0,80.0,20.0
