Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
42096,2023-10-21 00:00:00,2024-07-17 00:00:00,3.1,58.78,46.0,24.0,0.0,867.0,86.0,12.0
42097,2023-10-21 01:00:00,2024-07-17 00:00:00,3.1,61.81,46.0,24.0,0.0,868.0,86.0,17.0
42098,2023-10-21 02:00:00,2024-07-17 00:00:00,3.1,59.04,46.0,24.0,0.0,871.0,85.0,13.0
42099,2023-10-21 03:00:00,2024-07-17 00:00:00,3.1,59.12,46.0,24.0,0.0,873.0,86.0,13.0
42100,2023-10-21 04:00:00,2024-07-17 00:00:00,3.1,57.88,46.0,25.0,5.0,881.0,85.0,12.0
42101,2023-10-21 05:00:00,2024-07-17 00:00:00,3.1,57.25,46.0,24.0,25.0,877.0,85.0,11.0
42102,2023-10-21 06:00:00,2024-07-17 00:00:00,3.1,56.73,46.0,24.0,60.0,880.0,85.0,11.0
42103,2023-10-21 07:00:00,2024-07-17 00:00:00,3.1,56.98,46.0,24.0,64.0,873.0,85.0,11.0
42104,2023-10-21 08:00:00,2024-07-17 00:00:00,3.1,61.85,46.0,24.0,70.0,877.0,77.0,22.0
42105,2023-10-21 09:00:00,2024-07-17 00:00:00,3.1,59.71,46.0,24.0,61.0,863.0,77.0,17.0
42106,2023-10-21 10:00:00,2024-07-17 00:00:00,3.1,66.84,49.0,24.0,53.0,784.0,77.0,20.0
42107,2023-10-21 11:00:00,2024-07-17 00:00:00,3.1,73.84,52.0,24.0,52.0,712.0,77.0,22.0
42108,2023-10-21 12:00:00,2024-07-17 00:00:00,3.1,77.65,55.0,24.0,32.0,689.0,78.0,22.0
42109,2023-10-21 13:00:00,2024-07-17 00:00:00,3.1,66.86,56.0,24.0,34.0,652.0,85.0,1.0
42110,2023-10-21 14:00:00,2024-07-17 00:00:00,3.1,68.97,57.0,24.0,54.0,620.0,85.0,1.0
42111,2023-10-21 15:00:00,2024-07-17 00:00:00,3.1,73.03,57.0,24.0,34.0,574.0,85.0,1.0
42112,2023-10-21 16:00:00,2024-07-17 00:00:00,3.1,89.55,57.0,25.0,27.0,523.0,85.0,15.0
42113,2023-10-21 17:00:00,2024-07-17 00:00:00,3.1,97.51,57.0,25.0,0.0,472.0,85.0,15.0
42114,2023-10-21 18:00:00,2024-07-17 00:00:00,3.1,120.87,57.0,24.0,0.0,376.0,85.0,23.0
42115,2023-10-21 19:00:00,2024-07-17 00:00:00,3.1,135.64,57.0,24.0,0.0,300.0,85.0,21.0
42116,2023-10-21 20:00:00,2024-07-17 00:00:00,3.1,146.73,57.0,25.0,0.0,211.0,86.0,9.0
42117,2023-10-21 21:00:00,2024-07-17 00:00:00,3.1,162.74,57.0,24.0,0.0,167.0,85.0,8.0
42118,2023-10-21 22:00:00,2024-07-17 00:00:00,3.1,176.92,57.0,24.0,0.0,141.0,85.0,9.0
42119,2023-10-21 23:00:00,2024-07-17 00:00:00,3.1,168.39,57.0,24.0,0.0,152.0,78.0,8.0
