Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
36600,2023-03-06 00:00:00,2024-07-17 00:00:00,3.1,82.26,22.0,47.0,0.0,298.0,89.0,3.0
36601,2023-03-06 01:00:00,2024-07-17 00:00:00,3.1,99.1,29.0,72.0,0.0,220.0,89.0,3.0
36602,2023-03-06 02:00:00,2024-07-17 00:00:00,3.1,120.39,54.0,63.0,0.0,232.0,89.0,3.0
36603,2023-03-06 03:00:00,2024-07-17 00:00:00,3.1,127.71,75.0,49.0,0.0,282.0,89.0,3.0
36604,2023-03-06 04:00:00,2024-07-17 00:00:00,3.1,188.09,186.0,48.0,0.0,305.0,88.0,4.0
36605,2023-03-06 05:00:00,2024-07-17 00:00:00,3.1,234.34,348.0,98.0,14.0,305.0,87.0,6.0
36606,2023-03-06 06:00:00,2024-07-17 00:00:00,3.1,244.52,447.0,98.0,65.0,330.0,88.0,7.0
36607,2023-03-06 07:00:00,2024-07-17 00:00:00,3.1,237.51,457.0,98.0,103.0,345.0,87.0,9.0
36608,2023-03-06 08:00:00,2024-07-17 00:00:00,3.1,233.56,457.0,98.0,126.0,345.0,88.0,9.0
36609,2023-03-06 09:00:00,2024-07-17 00:00:00,3.1,243.19,455.0,98.0,110.0,308.0,88.0,8.0
36610,2023-03-06 10:00:00,2024-07-17 00:00:00,3.1,253.64,455.0,88.0,135.0,250.0,88.0,8.0
36611,2023-03-06 11:00:00,2024-07-17 00:00:00,3.1,237.13,407.0,98.0,144.0,254.0,88.0,8.0
36612,2023-03-06 12:00:00,2024-07-17 00:00:00,3.1,236.17,422.0,88.0,140.0,288.0,88.0,8.0
36613,2023-03-06 13:00:00,2024-07-17 00:00:00,3.1,206.98,302.0,88.0,107.0,296.0,88.0,8.0
36614,2023-03-06 14:00:00,2024-07-17 00:00:00,3.1,236.25,301.0,88.0,38.0,240.0,87.0,9.0
36615,2023-03-06 15:00:00,2024-07-17 00:00:00,3.1,278.38,368.0,88.0,8.0,199.0,87.0,9.0
36616,2023-03-06 16:00:00,2024-07-17 00:00:00,3.1,306.2,415.0,98.0,0.0,154.0,88.0,9.0
36617,2023-03-06 17:00:00,2024-07-17 00:00:00,3.1,319.26,459.0,98.0,0.0,146.0,88.0,9.0
36618,2023-03-06 18:00:00,2024-07-17 00:00:00,3.1,324.48,460.0,98.0,0.0,132.0,88.0,8.0
36619,2023-03-06 19:00:00,2024-07-17 00:00:00,3.1,296.78,334.0,98.0,0.0,123.0,88.0,8.0
36620,2023-03-06 20:00:00,2024-07-17 00:00:00,3.1,128.87,30.0,98.0,0.0,119.0,88.0,8.0
36621,2023-03-06 21:00:00,2024-07-17 00:00:00,3.1,147.49,27.0,49.0,0.0,109.0,88.0,8.0
36622,2023-03-06 22:00:00,2024-07-17 00:00:00,3.1,147.01,27.0,49.0,0.0,110.0,88.0,8.0
36623,2023-03-06 23:00:00,2024-07-17 00:00:00,3.1,119.84,27.0,79.0,0.0,155.0,89.0,8.0
