UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-06-15 00:00:00,35.0,24.0,0.0,165.0,67.0,3.0
2023-06-15 01:00:00,35.0,24.0,6.0,164.0,67.0,3.0
2023-06-15 02:00:00,76.0,24.0,24.0,159.0,67.0,3.0
2023-06-15 03:00:00,35.0,24.0,52.0,140.0,67.0,3.0
2023-06-15 04:00:00,107.0,24.0,106.0,107.0,67.0,3.0
2023-06-15 05:00:00,337.0,24.0,189.0,69.0,67.0,3.0
2023-06-15 06:00:00,381.0,24.0,237.0,45.0,67.0,3.0
2023-06-15 07:00:00,329.0,24.0,267.0,53.0,66.0,5.0
2023-06-15 08:00:00,397.0,24.0,317.0,95.0,66.0,3.0
2023-06-15 09:00:00,403.0,24.0,326.0,116.0,66.0,3.0
2023-06-15 10:00:00,418.0,24.0,252.0,138.0,66.0,3.0
2023-06-15 11:00:00,420.0,24.0,188.0,121.0,66.0,3.0
2023-06-15 12:00:00,425.0,24.0,180.0,121.0,66.0,3.0
2023-06-15 13:00:00,425.0,24.0,160.0,131.0,66.0,3.0
2023-06-15 14:00:00,425.0,24.0,108.0,108.0,66.0,3.0
2023-06-15 15:00:00,427.0,24.0,83.0,139.0,66.0,3.0
2023-06-15 16:00:00,410.0,24.0,62.0,101.0,67.0,3.0
2023-06-15 17:00:00,430.0,24.0,33.0,101.0,67.0,3.0
2023-06-15 18:00:00,431.0,24.0,3.0,65.0,67.0,3.0
2023-06-15 19:00:00,435.0,24.0,0.0,58.0,67.0,3.0
2023-06-15 20:00:00,401.0,24.0,0.0,74.0,67.0,3.0
2023-06-15 21:00:00,338.0,24.0,0.0,86.0,67.0,3.0
2023-06-15 22:00:00,36.0,24.0,0.0,82.0,67.0,3.0
2023-06-15 23:00:00,36.0,24.0,0.0,103.0,67.0,3.0
