Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
37200,2023-03-31 00:00:00,2024-07-17 00:00:00,3.1,56.86,44.0,28.0,0.0,184.0,85.0,6.0
37201,2023-03-31 01:00:00,2024-07-17 00:00:00,3.1,61.66,44.0,36.0,0.0,147.0,87.0,6.0
37202,2023-03-31 02:00:00,2024-07-17 00:00:00,3.1,61.47,45.0,64.0,0.0,124.0,88.0,6.0
37203,2023-03-31 03:00:00,2024-07-17 00:00:00,3.1,59.79,44.0,86.0,0.0,114.0,80.0,6.0
37204,2023-03-31 04:00:00,2024-07-17 00:00:00,3.1,62.42,45.0,98.0,2.0,99.0,72.0,6.0
37205,2023-03-31 05:00:00,2024-07-17 00:00:00,3.1,62.42,45.0,98.0,7.0,94.0,72.0,6.0
37206,2023-03-31 06:00:00,2024-07-17 00:00:00,3.1,59.82,45.0,98.0,15.0,100.0,72.0,6.0
37207,2023-03-31 07:00:00,2024-07-17 00:00:00,3.1,65.66,46.0,98.0,21.0,61.0,72.0,5.0
37208,2023-03-31 08:00:00,2024-07-17 00:00:00,3.1,67.13,45.0,98.0,31.0,55.0,72.0,7.0
37209,2023-03-31 09:00:00,2024-07-17 00:00:00,3.1,71.02,45.0,74.0,43.0,44.0,71.0,6.0
37210,2023-03-31 10:00:00,2024-07-17 00:00:00,3.1,72.3,45.0,74.0,43.0,40.0,70.0,6.0
37211,2023-03-31 11:00:00,2024-07-17 00:00:00,3.1,64.02,45.0,74.0,52.0,59.0,70.0,5.0
37212,2023-03-31 12:00:00,2024-07-17 00:00:00,3.1,64.23,45.0,74.0,52.0,58.0,70.0,5.0
37213,2023-03-31 13:00:00,2024-07-17 00:00:00,3.1,59.71,45.0,96.0,50.0,61.0,70.0,5.0
37214,2023-03-31 14:00:00,2024-07-17 00:00:00,3.1,67.91,45.0,94.0,30.0,51.0,70.0,6.0
37215,2023-03-31 15:00:00,2024-07-17 00:00:00,3.1,77.48,45.0,74.0,18.0,40.0,70.0,5.0
37216,2023-03-31 16:00:00,2024-07-17 00:00:00,3.1,86.39,45.0,59.0,3.0,43.0,71.0,5.0
37217,2023-03-31 17:00:00,2024-07-17 00:00:00,3.1,84.89,45.0,74.0,0.0,35.0,71.0,5.0
37218,2023-03-31 18:00:00,2024-07-17 00:00:00,3.1,89.09,44.0,64.0,0.0,32.0,70.0,5.0
37219,2023-03-31 19:00:00,2024-07-17 00:00:00,3.1,88.27,44.0,63.0,0.0,35.0,70.0,5.0
37220,2023-03-31 20:00:00,2024-07-17 00:00:00,3.1,86.39,45.0,58.0,0.0,47.0,71.0,5.0
37221,2023-03-31 21:00:00,2024-07-17 00:00:00,3.1,84.76,44.0,49.0,0.0,57.0,71.0,5.0
37222,2023-03-31 22:00:00,2024-07-17 00:00:00,3.1,94.4,44.0,26.0,0.0,62.0,71.0,6.0
37223,2023-03-31 23:00:00,2024-07-17 00:00:00,3.1,89.56,45.0,26.0,0.0,70.0,72.0,5.0
