Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
36840,2023-03-16 00:00:00,2024-07-17 00:00:00,3.1,38.41,43.0,47.0,0.0,320.0,88.0,6.0
36841,2023-03-16 01:00:00,2024-07-17 00:00:00,3.1,42.0,43.0,70.0,0.0,254.0,88.0,6.0
36842,2023-03-16 02:00:00,2024-07-17 00:00:00,3.1,53.33,43.0,47.0,0.0,179.0,88.0,6.0
36843,2023-03-16 03:00:00,2024-07-17 00:00:00,3.1,59.39,43.0,47.0,0.0,142.0,88.0,6.0
36844,2023-03-16 04:00:00,2024-07-17 00:00:00,3.1,57.96,43.0,68.0,1.0,128.0,88.0,6.0
36845,2023-03-16 05:00:00,2024-07-17 00:00:00,3.1,54.38,43.0,79.0,17.0,124.0,87.0,6.0
36846,2023-03-16 06:00:00,2024-07-17 00:00:00,3.1,53.91,44.0,93.0,54.0,82.0,87.0,6.0
36847,2023-03-16 07:00:00,2024-07-17 00:00:00,3.1,53.04,44.0,94.0,98.0,43.0,87.0,6.0
36848,2023-03-16 08:00:00,2024-07-17 00:00:00,3.1,50.08,44.0,76.0,153.0,28.0,87.0,6.0
36849,2023-03-16 09:00:00,2024-07-17 00:00:00,3.1,43.75,44.0,68.0,208.0,37.0,88.0,6.0
36850,2023-03-16 10:00:00,2024-07-17 00:00:00,3.1,39.15,44.0,68.0,257.0,41.0,88.0,6.0
36851,2023-03-16 11:00:00,2024-07-17 00:00:00,3.1,36.07,44.0,84.0,277.0,49.0,87.0,6.0
36852,2023-03-16 12:00:00,2024-07-17 00:00:00,3.1,36.0,44.0,88.0,257.0,66.0,87.0,6.0
36853,2023-03-16 13:00:00,2024-07-17 00:00:00,3.1,38.24,44.0,75.0,203.0,101.0,87.0,6.0
36854,2023-03-16 14:00:00,2024-07-17 00:00:00,3.1,47.66,44.0,75.0,121.0,81.0,87.0,6.0
36855,2023-03-16 15:00:00,2024-07-17 00:00:00,3.1,60.69,43.0,91.0,38.0,54.0,87.0,6.0
36856,2023-03-16 16:00:00,2024-07-17 00:00:00,3.1,75.04,43.0,98.0,1.0,23.0,87.0,6.0
36857,2023-03-16 17:00:00,2024-07-17 00:00:00,3.1,74.75,43.0,98.0,0.0,25.0,87.0,6.0
36858,2023-03-16 18:00:00,2024-07-17 00:00:00,3.1,74.45,44.0,98.0,0.0,30.0,87.0,6.0
36859,2023-03-16 19:00:00,2024-07-17 00:00:00,3.1,75.88,44.0,98.0,0.0,25.0,87.0,6.0
36860,2023-03-16 20:00:00,2024-07-17 00:00:00,3.1,87.69,44.0,74.0,0.0,13.0,88.0,6.0
36861,2023-03-16 21:00:00,2024-07-17 00:00:00,3.1,93.07,44.0,68.0,0.0,6.0,88.0,6.0
36862,2023-03-16 22:00:00,2024-07-17 00:00:00,3.1,99.65,44.0,57.0,0.0,3.0,88.0,6.0
36863,2023-03-16 23:00:00,2024-07-17 00:00:00,3.1,85.78,44.0,90.0,0.0,2.0,88.0,6.0
