UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-05-03 00:00:00,40.0,25.0,0.0,126.0,70.0,3.0
2023-05-03 01:00:00,40.0,25.0,0.0,143.0,70.0,3.0
2023-05-03 02:00:00,40.0,25.0,5.0,150.0,71.0,3.0
2023-05-03 03:00:00,40.0,68.0,27.0,123.0,70.0,3.0
2023-05-03 04:00:00,40.0,88.0,90.0,104.0,70.0,3.0
2023-05-03 05:00:00,41.0,94.0,187.0,102.0,70.0,3.0
2023-05-03 06:00:00,41.0,83.0,277.0,73.0,70.0,3.0
2023-05-03 07:00:00,40.0,74.0,344.0,68.0,70.0,3.0
2023-05-03 08:00:00,41.0,70.0,384.0,75.0,71.0,3.0
2023-05-03 09:00:00,41.0,72.0,394.0,120.0,71.0,3.0
2023-05-03 10:00:00,41.0,72.0,364.0,146.0,71.0,3.0
2023-05-03 11:00:00,41.0,70.0,312.0,157.0,71.0,3.0
2023-05-03 12:00:00,41.0,25.0,245.0,197.0,70.0,3.0
2023-05-03 13:00:00,41.0,47.0,174.0,210.0,70.0,3.0
2023-05-03 14:00:00,41.0,68.0,112.0,269.0,70.0,3.0
2023-05-03 15:00:00,41.0,68.0,52.0,273.0,70.0,3.0
2023-05-03 16:00:00,41.0,94.0,15.0,228.0,70.0,3.0
2023-05-03 17:00:00,42.0,95.0,2.0,147.0,70.0,3.0
2023-05-03 18:00:00,42.0,94.0,0.0,113.0,70.0,3.0
2023-05-03 19:00:00,42.0,98.0,0.0,107.0,70.0,3.0
2023-05-03 20:00:00,42.0,98.0,0.0,86.0,70.0,3.0
2023-05-03 21:00:00,42.0,47.0,0.0,73.0,70.0,3.0
2023-05-03 22:00:00,42.0,27.0,0.0,57.0,71.0,3.0
2023-05-03 23:00:00,42.0,25.0,0.0,42.0,71.0,3.0
