Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
39408,2023-07-01 00:00:00,2024-07-17 00:00:00,3.1,99.05,44.0,24.0,0.0,298.0,69.0,3.0
39409,2023-07-01 01:00:00,2024-07-17 00:00:00,3.1,93.69,44.0,24.0,2.0,317.0,64.0,3.0
39410,2023-07-01 02:00:00,2024-07-17 00:00:00,3.1,87.96,44.0,24.0,7.0,348.0,64.0,3.0
39411,2023-07-01 03:00:00,2024-07-17 00:00:00,3.1,83.26,44.0,24.0,58.0,363.0,69.0,3.0
39412,2023-07-01 04:00:00,2024-07-17 00:00:00,3.1,88.45,44.0,24.0,130.0,285.0,69.0,3.0
39413,2023-07-01 05:00:00,2024-07-17 00:00:00,3.1,85.68,44.0,24.0,188.0,274.0,69.0,3.0
39414,2023-07-01 06:00:00,2024-07-17 00:00:00,3.1,77.06,45.0,24.0,246.0,333.0,70.0,3.0
39415,2023-07-01 07:00:00,2024-07-17 00:00:00,3.1,73.96,44.0,24.0,300.0,337.0,70.0,3.0
39416,2023-07-01 08:00:00,2024-07-17 00:00:00,3.1,70.57,44.0,25.0,337.0,362.0,69.0,3.0
39417,2023-07-01 09:00:00,2024-07-17 00:00:00,3.1,66.21,44.0,24.0,350.0,424.0,69.0,3.0
39418,2023-07-01 10:00:00,2024-07-17 00:00:00,3.1,65.08,44.0,24.0,323.0,441.0,65.0,3.0
39419,2023-07-01 11:00:00,2024-07-17 00:00:00,3.1,64.36,44.0,25.0,324.0,449.0,64.0,3.0
39420,2023-07-01 12:00:00,2024-07-17 00:00:00,3.1,65.18,44.0,25.0,346.0,430.0,65.0,3.0
39421,2023-07-01 13:00:00,2024-07-17 00:00:00,3.1,66.39,44.0,25.0,310.0,424.0,65.0,3.0
39422,2023-07-01 14:00:00,2024-07-17 00:00:00,3.1,69.79,44.0,25.0,257.0,396.0,65.0,3.0
39423,2023-07-01 15:00:00,2024-07-17 00:00:00,3.1,76.98,44.0,25.0,230.0,323.0,65.0,3.0
39424,2023-07-01 16:00:00,2024-07-17 00:00:00,3.1,101.13,44.0,25.0,134.0,205.0,70.0,3.0
39425,2023-07-01 17:00:00,2024-07-17 00:00:00,3.1,134.45,44.0,25.0,68.0,123.0,70.0,3.0
39426,2023-07-01 18:00:00,2024-07-17 00:00:00,3.1,162.49,44.0,25.0,4.0,111.0,70.0,3.0
39427,2023-07-01 19:00:00,2024-07-17 00:00:00,3.1,153.59,44.0,24.0,0.0,131.0,70.0,3.0
39428,2023-07-01 20:00:00,2024-07-17 00:00:00,3.1,136.97,44.0,25.0,0.0,166.0,70.0,3.0
39429,2023-07-01 21:00:00,2024-07-17 00:00:00,3.1,123.42,44.0,24.0,0.0,204.0,70.0,3.0
39430,2023-07-01 22:00:00,2024-07-17 00:00:00,3.1,112.86,44.0,24.0,0.0,234.0,65.0,3.0
39431,2023-07-01 23:00:00,2024-07-17 00:00:00,3.1,116.28,44.0,24.0,0.0,222.0,65.0,3.0
