Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
41472,2023-09-25 00:00:00,2024-07-17 00:00:00,3.1,485.88,2205.0,1767.0,0.0,23.0,1490.0,161.0
41473,2023-09-25 01:00:00,2024-07-17 00:00:00,3.1,588.23,2288.0,1927.0,0.0,62.0,320.0,229.0
41474,2023-09-25 02:00:00,2024-07-17 00:00:00,3.1,592.48,2302.0,1935.0,0.0,59.0,119.0,390.0
41475,2023-09-25 03:00:00,2024-07-17 00:00:00,3.1,590.01,2321.0,1901.0,0.0,61.0,120.0,421.0
41476,2023-09-25 04:00:00,2024-07-17 00:00:00,3.1,600.44,2316.0,1786.0,0.0,60.0,132.0,345.0
41477,2023-09-25 05:00:00,2024-07-17 00:00:00,3.1,612.67,2309.0,1611.0,0.0,61.0,61.0,350.0
41478,2023-09-25 06:00:00,2024-07-17 00:00:00,3.1,620.75,2269.0,1581.0,0.0,60.0,23.0,322.0
41479,2023-09-25 07:00:00,2024-07-17 00:00:00,3.1,616.11,2151.0,1550.0,0.0,59.0,0.0,344.0
41480,2023-09-25 08:00:00,2024-07-17 00:00:00,3.1,616.44,2211.0,1396.0,0.0,54.0,0.0,399.0
41481,2023-09-25 09:00:00,2024-07-17 00:00:00,3.1,608.45,2141.0,1288.0,0.0,11.0,0.0,492.0
41482,2023-09-25 10:00:00,2024-07-17 00:00:00,3.1,597.18,2074.0,1245.0,0.0,12.0,0.0,549.0
41483,2023-09-25 11:00:00,2024-07-17 00:00:00,3.1,612.14,2201.0,1296.0,0.0,11.0,0.0,487.0
41484,2023-09-25 12:00:00,2024-07-17 00:00:00,3.1,622.77,2326.0,1415.0,0.0,11.0,0.0,432.0
41485,2023-09-25 13:00:00,2024-07-17 00:00:00,3.1,621.39,2330.0,1577.0,0.0,11.0,2.0,406.0
41486,2023-09-25 14:00:00,2024-07-17 00:00:00,3.1,556.53,2287.0,1555.0,0.0,10.0,511.0,426.0
41487,2023-09-25 15:00:00,2024-07-17 00:00:00,3.1,451.65,1984.0,1478.0,0.0,12.0,1627.0,274.0
41488,2023-09-25 16:00:00,2024-07-17 00:00:00,3.1,424.83,1971.0,1324.0,0.0,11.0,2058.0,191.0
41489,2023-09-25 17:00:00,2024-07-17 00:00:00,3.1,417.77,1979.0,1355.0,0.0,10.0,2071.0,290.0
41490,2023-09-25 18:00:00,2024-07-17 00:00:00,3.1,396.87,1984.0,1276.0,0.0,12.0,2179.0,485.0
41491,2023-09-25 19:00:00,2024-07-17 00:00:00,3.1,386.44,1958.0,1291.0,0.0,12.0,2180.0,623.0
41492,2023-09-25 20:00:00,2024-07-17 00:00:00,3.1,384.76,1971.0,1244.0,0.0,10.0,2200.0,636.0
41493,2023-09-25 21:00:00,2024-07-17 00:00:00,3.1,393.91,2064.0,1256.0,0.0,12.0,2226.0,572.0
41494,2023-09-25 22:00:00,2024-07-17 00:00:00,3.1,407.05,2114.0,1477.0,0.0,87.0,2185.0,432.0
41495,2023-09-25 23:00:00,2024-07-17 00:00:00,3.1,415.33,2195.0,1665.0,0.0,163.0,2205.0,327.0
