Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
38160,2023-05-10 00:00:00,2024-07-17 00:00:00,3.1,238.1,1290.0,988.0,0.0,13.0,473.0,2889.0
38161,2023-05-10 01:00:00,2024-07-17 00:00:00,3.1,247.08,1192.0,1241.0,0.0,14.0,268.0,2810.0
38162,2023-05-10 02:00:00,2024-07-17 00:00:00,3.1,248.56,1185.0,1332.0,0.0,13.0,50.0,3026.0
38163,2023-05-10 03:00:00,2024-07-17 00:00:00,3.1,244.33,1181.0,1251.0,0.0,13.0,0.0,3123.0
38164,2023-05-10 04:00:00,2024-07-17 00:00:00,3.1,233.93,1178.0,1009.0,0.0,13.0,0.0,3223.0
38165,2023-05-10 05:00:00,2024-07-17 00:00:00,3.1,220.84,1178.0,736.0,0.0,13.0,0.0,3360.0
38166,2023-05-10 06:00:00,2024-07-17 00:00:00,3.1,232.76,1174.0,617.0,0.0,13.0,0.0,3010.0
38167,2023-05-10 07:00:00,2024-07-17 00:00:00,3.1,268.23,1169.0,785.0,0.0,13.0,0.0,2428.0
38168,2023-05-10 08:00:00,2024-07-17 00:00:00,3.1,284.8,1151.0,874.0,0.0,14.0,0.0,2168.0
38169,2023-05-10 09:00:00,2024-07-17 00:00:00,3.1,278.89,1150.0,787.0,0.0,13.0,0.0,2228.0
38170,2023-05-10 10:00:00,2024-07-17 00:00:00,3.1,315.77,1161.0,1029.0,0.0,13.0,0.0,1797.0
38171,2023-05-10 11:00:00,2024-07-17 00:00:00,3.1,366.55,1257.0,1247.0,0.0,13.0,0.0,1348.0
38172,2023-05-10 12:00:00,2024-07-17 00:00:00,3.1,371.77,1215.0,1428.0,0.0,13.0,0.0,1249.0
38173,2023-05-10 13:00:00,2024-07-17 00:00:00,3.1,349.17,1270.0,1353.0,0.0,32.0,54.0,1489.0
38174,2023-05-10 14:00:00,2024-07-17 00:00:00,3.1,296.3,1196.0,1163.0,0.0,58.0,257.0,1846.0
38175,2023-05-10 15:00:00,2024-07-17 00:00:00,3.1,256.62,1142.0,1120.0,0.0,57.0,383.0,2295.0
38176,2023-05-10 16:00:00,2024-07-17 00:00:00,3.1,250.64,1055.0,1132.0,0.0,58.0,369.0,2256.0
38177,2023-05-10 17:00:00,2024-07-17 00:00:00,3.1,261.39,1058.0,1210.0,0.0,58.0,378.0,2085.0
38178,2023-05-10 18:00:00,2024-07-17 00:00:00,3.1,281.04,1120.0,1277.0,0.0,113.0,469.0,1731.0
38179,2023-05-10 19:00:00,2024-07-17 00:00:00,3.1,304.94,1158.0,1392.0,0.0,113.0,490.0,1422.0
38180,2023-05-10 20:00:00,2024-07-17 00:00:00,3.1,312.6,1184.0,1418.0,0.0,119.0,489.0,1347.0
38181,2023-05-10 21:00:00,2024-07-17 00:00:00,3.1,287.77,1140.0,1324.0,0.0,164.0,368.0,1717.0
38182,2023-05-10 22:00:00,2024-07-17 00:00:00,3.1,268.32,1120.0,1337.0,0.0,163.0,164.0,2232.0
38183,2023-05-10 23:00:00,2024-07-17 00:00:00,3.1,271.26,1121.0,1454.0,0.0,158.0,90.0,2301.0
