UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-09-05 00:00:00,295.0,29.0,689.0,0.0,594.0,0.0,2.0,15.0
2023-09-05 01:00:00,296.0,28.0,689.0,0.0,598.0,0.0,2.0,15.0
2023-09-05 02:00:00,382.0,28.0,689.0,0.0,575.0,0.0,2.0,15.0
2023-09-05 03:00:00,489.0,28.0,689.0,0.0,604.0,0.0,2.0,15.0
2023-09-05 04:00:00,505.0,28.0,689.0,0.0,674.0,3.0,2.0,14.0
2023-09-05 05:00:00,505.0,32.0,689.0,0.0,691.0,30.0,2.0,15.0
2023-09-05 06:00:00,504.0,30.0,689.0,0.0,612.0,78.0,2.0,16.0
2023-09-05 07:00:00,505.0,32.0,689.0,0.0,570.0,129.0,2.0,15.0
2023-09-05 08:00:00,392.0,33.0,689.0,0.0,453.0,177.0,2.0,15.0
2023-09-05 09:00:00,297.0,31.0,689.0,0.0,326.0,227.0,1.0,15.0
2023-09-05 10:00:00,223.0,33.0,689.0,0.0,248.0,242.0,2.0,16.0
2023-09-05 11:00:00,223.0,32.0,689.0,0.0,292.0,260.0,1.0,15.0
2023-09-05 12:00:00,224.0,30.0,689.0,0.0,311.0,217.0,1.0,15.0
2023-09-05 13:00:00,281.0,31.0,689.0,0.0,378.0,161.0,1.0,15.0
2023-09-05 14:00:00,377.0,31.0,689.0,0.0,414.0,127.0,2.0,15.0
2023-09-05 15:00:00,478.0,32.0,689.0,0.0,703.0,70.0,1.0,14.0
2023-09-05 16:00:00,506.0,33.0,689.0,0.0,720.0,16.0,2.0,15.0
2023-09-05 17:00:00,506.0,39.0,689.0,0.0,778.0,2.0,2.0,15.0
2023-09-05 18:00:00,505.0,38.0,689.0,0.0,781.0,1.0,1.0,15.0
2023-09-05 19:00:00,503.0,32.0,689.0,0.0,736.0,1.0,2.0,15.0
2023-09-05 20:00:00,482.0,31.0,689.0,0.0,687.0,0.0,2.0,15.0
2023-09-05 21:00:00,478.0,32.0,689.0,0.0,669.0,0.0,2.0,15.0
2023-09-05 22:00:00,486.0,32.0,689.0,0.0,612.0,0.0,2.0,14.0
2023-09-05 23:00:00,484.0,33.0,689.0,0.0,466.0,0.0,2.0,14.0
