Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
42072,2023-10-20 00:00:00,406.7,273.0,35.0,0.0,0.0,214.0,1.0,1.0,18.0
42073,2023-10-20 01:00:00,402.11,267.0,33.0,0.0,0.0,215.0,1.0,1.0,18.0
42074,2023-10-20 02:00:00,369.81,272.0,33.0,0.0,0.0,267.0,1.0,1.0,18.0
42075,2023-10-20 03:00:00,303.7,320.0,33.0,0.0,0.0,468.0,1.0,1.0,18.0
42076,2023-10-20 04:00:00,293.47,414.0,34.0,0.0,0.0,647.0,1.0,1.0,18.0
42077,2023-10-20 05:00:00,305.56,516.0,36.0,0.0,0.0,752.0,4.0,1.0,18.0
42078,2023-10-20 06:00:00,307.06,543.0,44.0,0.0,0.0,761.0,30.0,1.0,18.0
42079,2023-10-20 07:00:00,311.69,529.0,38.0,0.0,0.0,675.0,74.0,1.0,18.0
42080,2023-10-20 08:00:00,311.41,528.0,34.0,0.0,0.0,631.0,117.0,1.0,18.0
42081,2023-10-20 09:00:00,338.2,528.0,37.0,0.0,0.0,497.0,146.0,1.0,18.0
42082,2023-10-20 10:00:00,345.31,486.0,33.0,0.0,0.0,414.0,153.0,1.0,18.0
42083,2023-10-20 11:00:00,347.78,496.0,33.0,0.0,0.0,422.0,149.0,1.0,18.0
42084,2023-10-20 12:00:00,318.02,412.0,33.0,0.0,0.0,428.0,131.0,1.0,18.0
42085,2023-10-20 13:00:00,360.7,487.0,34.0,0.0,0.0,424.0,97.0,1.0,18.0
42086,2023-10-20 14:00:00,306.25,494.0,34.0,0.0,0.0,667.0,53.0,1.0,18.0
42087,2023-10-20 15:00:00,279.68,507.0,35.0,0.0,0.0,849.0,14.0,1.0,18.0
42088,2023-10-20 16:00:00,278.83,513.0,39.0,0.0,0.0,877.0,2.0,1.0,18.0
42089,2023-10-20 17:00:00,277.35,516.0,39.0,0.0,0.0,891.0,1.0,1.0,18.0
42090,2023-10-20 18:00:00,286.01,519.0,37.0,0.0,0.0,851.0,1.0,1.0,18.0
42091,2023-10-20 19:00:00,286.3,518.0,34.0,0.0,0.0,850.0,1.0,1.0,15.0
42092,2023-10-20 20:00:00,319.77,503.0,35.0,0.0,0.0,681.0,1.0,1.0,15.0
42093,2023-10-20 21:00:00,329.58,408.0,34.0,0.0,0.0,520.0,1.0,1.0,15.0
42094,2023-10-20 22:00:00,253.94,293.0,33.0,0.0,0.0,580.0,1.0,1.0,17.0
42095,2023-10-20 23:00:00,244.9,253.0,33.0,0.0,0.0,530.0,1.0,1.0,17.0
