UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-07-25 00:00:00,2024-07-17 00:00:00,3.1,2.0705148447711395,286.82702108021084,286.3622134873901,0.9081490600090008,8.405015760123458,401.61848,27.89107,690.50429,0.00973,491.96654,0.0,0.03552,17.09566
2023-07-25 01:00:00,2024-07-17 00:00:00,3.1,2.676919596347064,286.8108208974602,286.1954247757293,0.0,4.1492937653047095,426.36773,27.9808,690.34931,0.00105,534.30721,0.0,0.06482,17.48343
2023-07-25 02:00:00,2024-07-17 00:00:00,3.1,2.676919596347064,286.8108208974602,286.1954247757293,0.0,4.1492937653047095,450.44873,29.93839,689.4909,0.0,588.71748,0.0,0.1414,17.67764
2023-07-25 03:00:00,2024-07-17 00:00:00,3.1,2.676919596347064,286.8108208974602,286.1954247757293,0.0,4.1492937653047095,472.90324,28.42451,689.81373,0.0,635.92524,0.0,0.12612,17.79806
2023-07-25 04:00:00,2024-07-17 00:00:00,3.1,2.0047776810011104,286.10406351332165,285.4532790271062,5.9484795843634,7.686536784213647,500.41905,30.32932,690.46551,0.0,681.40241,3.0,0.18069,17.7231
2023-07-25 05:00:00,2024-07-17 00:00:00,3.1,2.0047776810011104,286.10406351332165,285.4532790271062,5.9484795843634,7.686536784213647,518.10334,30.91815,690.8494,0.00185,738.77371,16.0,0.23229,18.16789
2023-07-25 06:00:00,2024-07-17 00:00:00,3.1,2.0047776810011104,286.10406351332165,285.4532790271062,5.9484795843634,7.686536784213647,536.40486,29.48357,690.76386,0.00054,762.79945,37.0,0.24223,18.31593
2023-07-25 07:00:00,2024-07-17 00:00:00,3.1,2.0207054029519576,287.55110259535707,285.2876440298627,160.5560408923759,3.829739677671621,530.25217,31.20079,690.1595,0.00166,755.36816,68.0,0.25895,18.06436
2023-07-25 08:00:00,2024-07-17 00:00:00,3.1,2.0207054029519576,287.55110259535707,285.2876440298627,160.5560408923759,3.829739677671621,520.45756,29.00566,689.80051,0.0,713.1406,74.0,0.22004,17.10224
2023-07-25 09:00:00,2024-07-17 00:00:00,3.1,2.0207054029519576,287.55110259535707,285.2876440298627,160.5560408923759,3.829739677671621,502.39085,29.6096,689.00859,0.0,658.42544,79.0,0.21242,18.08036
2023-07-25 10:00:00,2024-07-17 00:00:00,3.1,2.488242995835876,291.675860610782,283.738065263673,390.2029524552936,5.092378032726913,494.34765,27.37982,688.64591,0.00074,607.3231,80.0,0.2132,17.4755
2023-07-25 11:00:00,2024-07-17 00:00:00,3.1,2.488242995835876,291.675860610782,283.738065263673,390.2029524552936,5.092378032726913,497.72204,26.6969,688.98986,0.00132,588.70839,113.00001,0.23534,18.22151
2023-07-25 12:00:00,2024-07-17 00:00:00,3.1,2.488242995835876,291.675860610782,283.738065263673,390.2029524552936,5.092378032726913,500.17388,28.20692,689.7105,0.00541,611.93797,116.0,0.21847,17.5893
2023-07-25 13:00:00,2024-07-17 00:00:00,3.1,2.459775057854887,291.0894539796209,284.3001017768271,605.1774633446894,1.3253817369035883,505.52445,29.66089,689.33224,0.0023,682.29613,67.0,0.24547,18.65427
2023-07-25 14:00:00,2024-07-17 00:00:00,3.1,2.459775057854887,291.0894539796209,284.3001017768271,605.1774633446894,1.3253817369035883,525.98653,29.67746,689.10233,0.0,749.38996,40.0,0.28354,16.08655
2023-07-25 15:00:00,2024-07-17 00:00:00,3.1,2.459775057854887,291.0894539796209,284.3001017768271,605.1774633446894,1.3253817369035883,526.72117,30.0749,688.89127,0.0,817.71057,28.0,0.27996,17.96083
2023-07-25 16:00:00,2024-07-17 00:00:00,3.1,1.5215648631772865,286.68388294627937,284.4698442262427,374.39618287895627,4.233631487049674,537.11032,30.16442,688.81704,0.0,839.34816,14.0,0.23004,18.02687
2023-07-25 17:00:00,2024-07-17 00:00:00,3.1,1.5215648631772865,286.68388294627937,284.4698442262427,374.39618287895627,4.233631487049674,524.01947,31.19073,688.88129,0.0,827.63033,5.0,0.23083,17.43709
2023-07-25 18:00:00,2024-07-17 00:00:00,3.1,1.5215648631772865,286.68388294627937,284.4698442262427,374.39618287895627,4.233631487049674,512.93643,29.40312,688.69968,0.0,803.93939,1.0,0.25328,16.98473
2023-07-25 19:00:00,2024-07-17 00:00:00,3.1,1.6711639243390424,284.4533916666078,282.7290855506505,1.7825997316170097,0.3632616554166216,496.60408,27.22382,688.81811,0.00222,769.0802,0.0,0.20243,16.43133
2023-07-25 20:00:00,2024-07-17 00:00:00,3.1,1.6711639243390424,284.4533916666078,282.7290855506505,1.7825997316170097,0.3632616554166216,463.53756,28.69937,688.35983,0.00225,694.96913,0.0,0.27116,16.91876
2023-07-25 21:00:00,2024-07-17 00:00:00,3.1,1.6711639243390424,284.4533916666078,282.7290855506505,1.7825997316170097,0.3632616554166216,434.63404,29.38227,687.337,0.00037,606.0136,0.0,0.30892,17.75373
2023-07-25 22:00:00,2024-07-17 00:00:00,3.1,1.547154795770508,282.90581969171865,281.4657131170072,0.8915003620085504,0.4068393366043246,417.73169,30.33945,686.36019,0.0,548.25534,0.0,0.21963,17.83219
2023-07-25 23:00:00,2024-07-17 00:00:00,3.1,1.547154795770508,282.90581969171865,281.4657131170072,0.8915003620085504,0.4068393366043246,406.58662,29.98809,685.9309,0.0,475.26912,0.0,0.29643,17.37949
2023-07-26 00:00:00,2024-07-17 00:00:00,3.1,1.547154795770508,282.90581969171865,281.4657131170072,0.8915003620085504,0.4068393366043246,363.85215,26.38952,690.50429,0.00973,446.68666,0.0,0.36395,17.09566
2023-07-26 01:00:00,2024-07-17 00:00:00,3.1,1.511204949412931,282.0699991480834,280.64665638120795,0.0,0.0,382.87021,26.36726,690.34931,0.00105,503.14318,0.0,0.35577,17.48343
2023-07-26 02:00:00,2024-07-17 00:00:00,3.1,1.511204949412931,282.0699991480834,280.64665638120795,0.0,0.0,401.71993,28.35651,689.4909,0.0,569.0307,0.0,0.43968,17.67764
2023-07-26 03:00:00,2024-07-17 00:00:00,3.1,1.511204949412931,282.0699991480834,280.64665638120795,0.0,0.0,420.78632,26.85718,689.81373,0.0,622.10266,6.01322,0.42844,17.79806
2023-07-26 04:00:00,2024-07-17 00:00:00,3.1,1.0564898015911903,286.01599135056324,282.87160692676633,54.4909420535292,0.0,445.63704,28.77233,690.46551,0.0,668.63262,16.20222,0.46459,17.7231
2023-07-26 05:00:00,2024-07-17 00:00:00,3.1,1.0564898015911903,286.01599135056324,282.87160692676633,54.4909420535292,0.0,463.46516,29.34145,690.8494,0.00185,721.96756,27.72134,0.47846,18.16789
2023-07-26 06:00:00,2024-07-17 00:00:00,3.1,1.0564898015911903,286.01599135056324,282.87160692676633,54.4909420535292,0.0,481.60259,28.05654,690.76386,0.00054,744.1051,42.3867,0.48659,18.31593
2023-07-26 07:00:00,2024-07-17 00:00:00,3.1,1.616599838667895,292.45186553757634,281.7260384990887,575.0289685107052,0.0,478.86344,29.76343,690.1595,0.00166,736.52587,61.50203,0.48337,18.06436
