,UTC time,carbon_intensity,biomass,coal,nat_gas,avg_nat_gas_production_forecast
5109,2019-08-01 21:00:00+00:00,494.59,19680,77982,34624,0
5110,2019-08-01 22:00:00+00:00,490.88,19648,76722,34520,0
5111,2019-08-01 23:00:00+00:00,488.64,19690,75238,34315,0
5112,2019-08-02 00:00:00+00:00,489.24,19772,74299,33896,0
5113,2019-08-02 01:00:00+00:00,488.38,19814,73503,33497,0
5114,2019-08-02 02:00:00+00:00,491.26,19762,74524,33364,0
5115,2019-08-02 03:00:00+00:00,496.56,19829,76264,34138,0
5116,2019-08-02 04:00:00+00:00,498.18,19895,77897,34727,0
5117,2019-08-02 05:00:00+00:00,486.3,19968,79334,36252,0
5118,2019-08-02 06:00:00+00:00,457.56,20042,79259,36221,0
5119,2019-08-02 07:00:00+00:00,423.77,20068,79018,36410,0
5120,2019-08-02 08:00:00+00:00,391.08,19987,78345,36394,0
5121,2019-08-02 09:00:00+00:00,367.42,19911,77476,35773,0
5122,2019-08-02 10:00:00+00:00,352.96,19826,76312,35431,0
5123,2019-08-02 11:00:00+00:00,351.69,19772,75374,35904,0
5124,2019-08-02 12:00:00+00:00,350.64,19791,73580,35252,0
5125,2019-08-02 13:00:00+00:00,350.08,19191,72280,33494,0
5126,2019-08-02 14:00:00+00:00,354.34,18901,72033,34189,0
5127,2019-08-02 15:00:00+00:00,371.23,18940,73515,34499,0
5128,2019-08-02 16:00:00+00:00,389.25,19026,73682,34871,0
5129,2019-08-02 17:00:00+00:00,405.76,19092,73436,33723,0
5130,2019-08-02 18:00:00+00:00,424.21,19117,73231,33878,0
5131,2019-08-02 19:00:00+00:00,438.95,19344,72567,34035,0
5132,2019-08-02 20:00:00+00:00,440.01,20334,70783,33931,0
5133,2019-08-02 21:00:00+00:00,444.04,20119,69823,33966,0
5134,2019-08-02 22:00:00+00:00,441.3,19445,67426,30892,0
5135,2019-08-02 23:00:00+00:00,433.03,19017,63670,29194,0
5136,2019-08-03 00:00:00+00:00,420.34,18950,59172,27331,0
5137,2019-08-03 01:00:00+00:00,413.34,19000,55326,26421,0
5138,2019-08-03 02:00:00+00:00,414.8,19013,55650,26295,0
5139,2019-08-03 03:00:00+00:00,416.1,19036,56313,26398,0
5140,2019-08-03 04:00:00+00:00,414.02,19058,56244,26216,0
5141,2019-08-03 05:00:00+00:00,409.05,19137,58090,25729,0
5142,2019-08-03 06:00:00+00:00,392.69,19286,59301,26253,0
5143,2019-08-03 07:00:00+00:00,367.38,19256,58867,25875,0
5144,2019-08-03 08:00:00+00:00,346.32,19208,58575,26980,0
5145,2019-08-03 09:00:00+00:00,331.57,19200,58358,27137,0
5146,2019-08-03 10:00:00+00:00,318.11,19115,57589,26779,0
5147,2019-08-03 11:00:00+00:00,295.1,19050,52162,26382,0
5148,2019-08-03 12:00:00+00:00,280.92,18905,49152,24863,0
5149,2019-08-03 13:00:00+00:00,274.89,18918,47734,24720,0
5150,2019-08-03 14:00:00+00:00,275.93,18961,47039,25136,0
5151,2019-08-03 15:00:00+00:00,285.28,19081,47435,24142,0
5152,2019-08-03 16:00:00+00:00,319.43,19167,53156,25688,0
5153,2019-08-03 17:00:00+00:00,367.43,19246,61159,25901,0
5154,2019-08-03 18:00:00+00:00,405.64,19209,63555,26893,0
5155,2019-08-03 19:00:00+00:00,436.44,19225,65639,27094,0
5156,2019-08-03 20:00:00+00:00,439.41,20277,64228,27077,0
5157,2019-08-03 21:00:00+00:00,438.05,20206,62963,26540,0
5158,2019-08-03 22:00:00+00:00,434.15,19849,60035,26016,0
5159,2019-08-03 23:00:00+00:00,424.31,18798,55490,23819,0
5160,2019-08-04 00:00:00+00:00,415.82,18659,52353,21577,0
5161,2019-08-04 01:00:00+00:00,411.24,18626,49962,21324,0
5162,2019-08-04 02:00:00+00:00,406.92,18632,48603,19985,0
5163,2019-08-04 03:00:00+00:00,410.17,18705,48867,20459,0
5164,2019-08-04 04:00:00+00:00,411.04,18807,48717,20349,0
5165,2019-08-04 05:00:00+00:00,398.91,18865,48271,20543,0
5166,2019-08-04 06:00:00+00:00,364.28,18975,46154,20554,0
5167,2019-08-04 07:00:00+00:00,321.2,18978,42791,20712,0
5168,2019-08-04 08:00:00+00:00,276.59,19024,39169,19782,0
5169,2019-08-04 09:00:00+00:00,239.2,19005,34891,17536,0
5170,2019-08-04 10:00:00+00:00,229.54,18981,34998,17670,0
5171,2019-08-04 11:00:00+00:00,225.5,18908,34703,18527,0
5172,2019-08-04 12:00:00+00:00,221.21,18791,34626,16535,0
5173,2019-08-04 13:00:00+00:00,222.81,18809,34527,16160,0
5174,2019-08-04 14:00:00+00:00,232.76,18805,35416,16416,0
5175,2019-08-04 15:00:00+00:00,265.35,18894,40849,18856,0
5176,2019-08-04 16:00:00+00:00,327.84,18900,52135,21405,0
5177,2019-08-04 17:00:00+00:00,390.42,18934,60434,22031,0
5178,2019-08-04 18:00:00+00:00,440.39,19117,63146,23527,0
5179,2019-08-04 19:00:00+00:00,463.66,19076,63119,24269,0
5180,2019-08-04 20:00:00+00:00,463.82,19137,63432,24287,0
5181,2019-08-04 21:00:00+00:00,459.75,19085,63027,24476,0
5182,2019-08-04 22:00:00+00:00,448.27,19441,60407,24378,0
5183,2019-08-04 23:00:00+00:00,433.69,20512,57170,25052,0
5184,2019-08-05 00:00:00+00:00,425.52,20465,55646,24929,0
5185,2019-08-05 01:00:00+00:00,414.86,20343,54024,24872,0
5186,2019-08-05 02:00:00+00:00,408.3,20419,53676,24638,0
5187,2019-08-05 03:00:00+00:00,415.36,20530,57660,25506,0
5188,2019-08-05 04:00:00+00:00,430.23,20608,64348,26247,0
5189,2019-08-05 05:00:00+00:00,427.68,20635,68291,28297,0
5190,2019-08-05 06:00:00+00:00,417.4,20596,72824,30438,0
5191,2019-08-05 07:00:00+00:00,402.6,20554,72791,34337,0
5192,2019-08-05 08:00:00+00:00,390.93,20467,73463,35865,0
5193,2019-08-05 09:00:00+00:00,373.07,20281,72581,35713,0
5194,2019-08-05 10:00:00+00:00,359.87,20087,71652,35240,0
5195,2019-08-05 11:00:00+00:00,348.82,19961,70845,34416,0
5196,2019-08-05 12:00:00+00:00,341.01,19855,70325,34141,0
5197,2019-08-05 13:00:00+00:00,338.44,19826,69654,33705,0
5198,2019-08-05 14:00:00+00:00,345.14,19926,70052,33897,0
5199,2019-08-05 15:00:00+00:00,362.02,19928,71680,33947,0
5200,2019-08-05 16:00:00+00:00,383.1,20066,74588,34432,0
5201,2019-08-05 17:00:00+00:00,405.26,20038,75789,34367,0
5202,2019-08-05 18:00:00+00:00,435.67,20085,77359,34550,0
5203,2019-08-05 19:00:00+00:00,459.54,20065,79539,34773,0
5204,2019-08-05 20:00:00+00:00,460.99,20074,78017,34919,0
5205,2019-08-05 21:00:00+00:00,447.79,20045,74517,34617,0
5206,2019-08-05 22:00:00+00:00,431.1,20068,68785,33506,0
5207,2019-08-05 23:00:00+00:00,414.82,20062,62726,34488,0
5208,2019-08-06 00:00:00+00:00,402.48,20016,58220,34109,0
5209,2019-08-06 01:00:00+00:00,401.21,20032,57945,34040,0
5210,2019-08-06 02:00:00+00:00,406.2,20020,59267,33600,0
5211,2019-08-06 03:00:00+00:00,413.87,19953,61873,32564,0
5212,2019-08-06 04:00:00+00:00,428.44,20020,68471,33069,0
5213,2019-08-06 05:00:00+00:00,442.86,20099,77763,36179,0
5214,2019-08-06 06:00:00+00:00,431.49,20174,80674,36718,0
5215,2019-08-06 07:00:00+00:00,407.92,20134,81199,36352,0
5216,2019-08-06 08:00:00+00:00,376.88,20083,79968,36185,0
5217,2019-08-06 09:00:00+00:00,338.01,20057,75629,34869,0
5218,2019-08-06 10:00:00+00:00,309.75,19925,71765,33739,0
5219,2019-08-06 11:00:00+00:00,289.67,19936,66564,33207,0
5220,2019-08-06 12:00:00+00:00,282.46,19793,63049,34012,0
5221,2019-08-06 13:00:00+00:00,290,19905,63395,33519,0
5222,2019-08-06 14:00:00+00:00,302.55,19894,65861,32873,0
5223,2019-08-06 15:00:00+00:00,325.91,19920,70234,33130,0
5224,2019-08-06 16:00:00+00:00,370.24,20024,76812,33534,0
5225,2019-08-06 17:00:00+00:00,414.11,20140,80197,34413,0
5226,2019-08-06 18:00:00+00:00,451.2,20197,81599,34773,0
5227,2019-08-06 19:00:00+00:00,474.69,20218,81318,34891,0
5228,2019-08-06 20:00:00+00:00,479.52,20135,80122,34770,0
5229,2019-08-06 21:00:00+00:00,471.97,20103,77585,32940,0
5230,2019-08-06 22:00:00+00:00,457.66,20106,71905,31527,0
5231,2019-08-06 23:00:00+00:00,443.9,20055,66422,30474,0
5232,2019-08-07 00:00:00+00:00,433.31,19672,64092,28816,0
5233,2019-08-07 01:00:00+00:00,424.15,19477,62949,28474,0
5234,2019-08-07 02:00:00+00:00,417.03,19669,62976,27710,0
5235,2019-08-07 03:00:00+00:00,412.27,19936,64100,27916,0
5236,2019-08-07 04:00:00+00:00,415.15,20050,68481,28958,0
5237,2019-08-07 05:00:00+00:00,422.77,20206,76699,31137,0
5238,2019-08-07 06:00:00+00:00,414.84,20215,79339,34502,0
5239,2019-08-07 07:00:00+00:00,403.12,20207,79593,35449,0
5240,2019-08-07 08:00:00+00:00,374.26,20079,77423,35715,0
5241,2019-08-07 09:00:00+00:00,351.55,19008,75259,35196,0
5242,2019-08-07 10:00:00+00:00,341.99,18921,75651,35673,0
5243,2019-08-07 11:00:00+00:00,338.13,18877,74449,35446,0
5244,2019-08-07 12:00:00+00:00,335.89,18795,72827,35188,0
5245,2019-08-07 13:00:00+00:00,333.69,18832,70020,34942,0
5246,2019-08-07 14:00:00+00:00,341.41,18794,69515,34978,0
5247,2019-08-07 15:00:00+00:00,355.88,19038,72133,35340,0
5248,2019-08-07 16:00:00+00:00,370.52,18960,73012,34758,0
5249,2019-08-07 17:00:00+00:00,386.87,19129,73494,34775,0
5250,2019-08-07 18:00:00+00:00,407.16,19426,73453,34533,0
5251,2019-08-07 19:00:00+00:00,428.53,19592,77156,34309,0
5252,2019-08-07 20:00:00+00:00,426.8,20247,75466,34474,0
5253,2019-08-07 21:00:00+00:00,411.69,19744,71208,33093,0
5254,2019-08-07 22:00:00+00:00,384.22,18891,60356,30106,0
5255,2019-08-07 23:00:00+00:00,353.67,17801,49777,26391,0
5256,2019-08-08 00:00:00+00:00,333.19,17740,44932,25533,0
5257,2019-08-08 01:00:00+00:00,315.64,17693,41465,24806,0
5258,2019-08-08 02:00:00+00:00,303.17,17483,38982,24834,0
5259,2019-08-08 03:00:00+00:00,307.17,17529,41519,25147,0
5260,2019-08-08 04:00:00+00:00,322.52,17514,48982,25251,0
5261,2019-08-08 05:00:00+00:00,335.19,17523,56694,26964,0
5262,2019-08-08 06:00:00+00:00,328.77,17644,59139,27955,0
5263,2019-08-08 07:00:00+00:00,310,17574,58358,28168,0
5264,2019-08-08 08:00:00+00:00,277.66,17659,56589,27912,0
5265,2019-08-08 09:00:00+00:00,237.06,17520,48915,27177,0
5266,2019-08-08 10:00:00+00:00,207.19,17477,42712,26050,0
5267,2019-08-08 11:00:00+00:00,190.58,17316,38441,25299,0
5268,2019-08-08 12:00:00+00:00,182.46,17368,35195,25192,0
5269,2019-08-08 13:00:00+00:00,183.99,17257,35845,23404,0
5270,2019-08-08 14:00:00+00:00,190.66,17293,38030,22162,0
5271,2019-08-08 15:00:00+00:00,208.63,17364,42870,21508,0
5272,2019-08-08 16:00:00+00:00,250.06,17371,51438,23487,0
5273,2019-08-08 17:00:00+00:00,300.96,17455,59654,25292,0
5274,2019-08-08 18:00:00+00:00,342.02,17722,59932,27076,0
5275,2019-08-08 19:00:00+00:00,376.06,18358,60150,28583,0
5276,2019-08-08 20:00:00+00:00,387.85,19002,59867,28893,0
5277,2019-08-08 21:00:00+00:00,392.6,18863,59284,28305,0
5278,2019-08-08 22:00:00+00:00,400.24,19191,59157,27979,0
5279,2019-08-08 23:00:00+00:00,396.38,20062,54909,28962,0
5280,2019-08-09 00:00:00+00:00,391.3,19855,51116,28728,0
5281,2019-08-09 01:00:00+00:00,389.81,19925,50370,28345,0
5282,2019-08-09 02:00:00+00:00,393.67,19806,51017,28482,0
5283,2019-08-09 03:00:00+00:00,405.07,19723,53864,28951,0
5284,2019-08-09 04:00:00+00:00,422.78,19731,59999,30726,0
5285,2019-08-09 05:00:00+00:00,421.22,19928,65052,32665,0
5286,2019-08-09 06:00:00+00:00,396.19,19751,66735,34778,0
5287,2019-08-09 07:00:00+00:00,368.38,19012,66200,36174,0
5288,2019-08-09 08:00:00+00:00,346.16,19074,65935,36116,0
5289,2019-08-09 09:00:00+00:00,331.73,19954,66826,35762,0
5290,2019-08-09 10:00:00+00:00,314.99,19996,65699,35632,0
5291,2019-08-09 11:00:00+00:00,303.86,19863,63907,34298,0
5292,2019-08-09 12:00:00+00:00,301.96,19791,61804,34301,0
5293,2019-08-09 13:00:00+00:00,311,19718,61955,34426,0
5294,2019-08-09 14:00:00+00:00,323.4,19741,62530,34023,0
5295,2019-08-09 15:00:00+00:00,344.75,19736,66675,35101,0
5296,2019-08-09 16:00:00+00:00,368.14,19796,68655,35408,0
5297,2019-08-09 17:00:00+00:00,385.09,19827,69125,35242,0
5298,2019-08-09 18:00:00+00:00,390.41,19789,68818,35110,0
5299,2019-08-09 19:00:00+00:00,374.94,19780,65959,34351,0
5300,2019-08-09 20:00:00+00:00,349.4,19785,60086,33882,0
5301,2019-08-09 21:00:00+00:00,320.21,19758,50505,31047,0
5302,2019-08-09 22:00:00+00:00,281.25,19688,41409,22156,0
5303,2019-08-09 23:00:00+00:00,252.68,19668,35984,16326,0
5304,2019-08-10 00:00:00+00:00,239.63,19668,31916,14915,0
5305,2019-08-10 01:00:00+00:00,220.24,19618,29943,12239,0
5306,2019-08-10 02:00:00+00:00,212.47,19663,27530,11327,0
5307,2019-08-10 03:00:00+00:00,206.46,19672,27793,10958,0
5308,2019-08-10 04:00:00+00:00,200.9,19707,27392,10854,0
5309,2019-08-10 05:00:00+00:00,195,19781,27370,10854,0
5310,2019-08-10 06:00:00+00:00,188.36,19859,27427,10835,0
5311,2019-08-10 07:00:00+00:00,179.15,19832,28498,10776,0
5312,2019-08-10 08:00:00+00:00,158.77,19767,26293,9759,0
5313,2019-08-10 09:00:00+00:00,152.2,19737,26355,9602,0
5314,2019-08-10 10:00:00+00:00,147.73,19715,27266,9416,0
5315,2019-08-10 11:00:00+00:00,139.18,19440,24782,9101,0
5316,2019-08-10 12:00:00+00:00,131.63,18351,22479,8996,0
5317,2019-08-10 13:00:00+00:00,128.37,18319,21350,8970,0
5318,2019-08-10 14:00:00+00:00,130.24,18371,21524,8910,0
5319,2019-08-10 15:00:00+00:00,134.53,18314,22175,8967,0
5320,2019-08-10 16:00:00+00:00,140.34,18459,23311,8950,0
5321,2019-08-10 17:00:00+00:00,147.46,18528,23349,9070,0
5322,2019-08-10 18:00:00+00:00,169.4,18541,24933,9302,0
5323,2019-08-10 19:00:00+00:00,203,18562,30084,9955,0
5324,2019-08-10 20:00:00+00:00,216.96,18642,33032,9618,0
5325,2019-08-10 21:00:00+00:00,213.99,19553,33494,9028,0
5326,2019-08-10 22:00:00+00:00,191.39,19769,27702,8675,0
5327,2019-08-10 23:00:00+00:00,173.59,19720,22585,8820,0
5328,2019-08-11 00:00:00+00:00,169.96,19729,21037,8950,0
5329,2019-08-11 01:00:00+00:00,170.38,19753,20868,8831,0
5330,2019-08-11 02:00:00+00:00,173.98,19830,20912,9058,0
5331,2019-08-11 03:00:00+00:00,175.29,19876,20869,9085,0
5332,2019-08-11 04:00:00+00:00,175.65,19894,20860,9073,0
5333,2019-08-11 05:00:00+00:00,176.61,20014,20888,9128,0
5334,2019-08-11 06:00:00+00:00,178.38,20079,22752,9087,0
5335,2019-08-11 07:00:00+00:00,169.07,20097,22871,9163,0
5336,2019-08-11 08:00:00+00:00,156.5,20066,23643,9038,0
5337,2019-08-11 09:00:00+00:00,147.78,19961,23317,9076,0
5338,2019-08-11 10:00:00+00:00,144.02,19588,23379,9068,0
5339,2019-08-11 11:00:00+00:00,147.06,19141,23615,9015,0
5340,2019-08-11 12:00:00+00:00,149.78,19064,23743,9030,0
5341,2019-08-11 13:00:00+00:00,152.62,19456,23920,9090,0
5342,2019-08-11 14:00:00+00:00,161.27,19687,24488,9139,0
5343,2019-08-11 15:00:00+00:00,189.27,19760,28692,9964,0
5344,2019-08-11 16:00:00+00:00,238.29,19874,35858,13620,0
5345,2019-08-11 17:00:00+00:00,291.24,20002,41522,16666,0
5346,2019-08-11 18:00:00+00:00,337.76,20046,45904,18076,0
5347,2019-08-11 19:00:00+00:00,352.55,20100,48473,18732,0
5348,2019-08-11 20:00:00+00:00,355.67,20006,50017,18602,0
5349,2019-08-11 21:00:00+00:00,346.02,19960,48933,17760,0
5350,2019-08-11 22:00:00+00:00,330.14,19824,46881,16852,0
5351,2019-08-11 23:00:00+00:00,306.83,19783,42731,15929,0
5352,2019-08-12 00:00:00+00:00,278.1,19797,35904,15737,0
5353,2019-08-12 01:00:00+00:00,263.57,19767,31913,16152,0
5354,2019-08-12 02:00:00+00:00,264.19,19740,31897,17069,0
5355,2019-08-12 03:00:00+00:00,279.21,19873,36611,17641,0
5356,2019-08-12 04:00:00+00:00,305.25,20012,44895,18927,0
5357,2019-08-12 05:00:00+00:00,325.68,20070,50910,24439,0
5358,2019-08-12 06:00:00+00:00,337.56,20183,55820,29014,0
5359,2019-08-12 07:00:00+00:00,329.51,20118,57662,33752,0
5360,2019-08-12 08:00:00+00:00,298.65,20136,55022,32772,0
5361,2019-08-12 09:00:00+00:00,273.93,20197,51971,32492,0
5362,2019-08-12 10:00:00+00:00,268.31,20351,51793,32680,0
5363,2019-08-12 11:00:00+00:00,269.29,20298,51111,33228,0
5364,2019-08-12 12:00:00+00:00,279.16,20179,52312,33408,0
5365,2019-08-12 13:00:00+00:00,290.67,20073,54067,33417,0
5366,2019-08-12 14:00:00+00:00,305.27,20054,57239,33979,0
5367,2019-08-12 15:00:00+00:00,321.79,19902,59557,35721,0
5368,2019-08-12 16:00:00+00:00,352.98,20010,62461,36846,0
5369,2019-08-12 17:00:00+00:00,387.13,20042,66380,36589,0
5370,2019-08-12 18:00:00+00:00,410.31,20042,67876,36559,0
5371,2019-08-12 19:00:00+00:00,426.6,20025,68071,36494,0
5372,2019-08-12 20:00:00+00:00,428.97,20038,66934,34952,0
5373,2019-08-12 21:00:00+00:00,414.82,20067,63295,31665,0
5374,2019-08-12 22:00:00+00:00,384.82,19995,55047,29391,0
5375,2019-08-12 23:00:00+00:00,368.35,19958,50442,27513,0
5376,2019-08-13 00:00:00+00:00,358.82,19926,48380,27017,0
5377,2019-08-13 01:00:00+00:00,349.45,19979,45990,25983,0
5378,2019-08-13 02:00:00+00:00,348.35,19828,45975,26446,0
5379,2019-08-13 03:00:00+00:00,353.29,19868,47367,27560,0
5380,2019-08-13 04:00:00+00:00,359.21,20051,51226,28699,0
5381,2019-08-13 05:00:00+00:00,365.76,20118,56533,30701,0
5382,2019-08-13 06:00:00+00:00,361.04,19470,59172,32969,0
5383,2019-08-13 07:00:00+00:00,336.44,19011,58892,33324,0
5384,2019-08-13 08:00:00+00:00,293.56,19147,53810,32670,0
5385,2019-08-13 09:00:00+00:00,262.74,19684,49114,32149,0
5386,2019-08-13 10:00:00+00:00,242.39,20043,45073,31324,0
5387,2019-08-13 11:00:00+00:00,229.95,20024,41844,30739,0
5388,2019-08-13 12:00:00+00:00,224.18,19932,40427,29745,0
5389,2019-08-13 13:00:00+00:00,223.07,19892,39274,28609,0
5390,2019-08-13 14:00:00+00:00,230.63,19968,39626,29293,0
5391,2019-08-13 15:00:00+00:00,253.17,20010,42043,31779,0
5392,2019-08-13 16:00:00+00:00,302.55,20082,52299,33570,0
5393,2019-08-13 17:00:00+00:00,349.14,20142,59130,35882,0
5394,2019-08-13 18:00:00+00:00,389.86,20163,63130,35386,0
5395,2019-08-13 19:00:00+00:00,414.74,20075,63997,36168,0
5396,2019-08-13 20:00:00+00:00,408.74,20079,61884,33427,0
5397,2019-08-13 21:00:00+00:00,394.99,20106,57994,29403,0
5398,2019-08-13 22:00:00+00:00,376.51,20022,52759,26918,0
5399,2019-08-13 23:00:00+00:00,351.98,19845,47495,22837,0
5400,2019-08-14 00:00:00+00:00,338.04,19771,43452,23323,0
5401,2019-08-14 01:00:00+00:00,336.02,19745,42271,23191,0
5402,2019-08-14 02:00:00+00:00,338.38,19633,43187,23758,0
5403,2019-08-14 03:00:00+00:00,346.86,19757,45436,25275,0
5404,2019-08-14 04:00:00+00:00,371,19970,51270,28561,0
5405,2019-08-14 05:00:00+00:00,384.38,20053,58328,31103,0
5406,2019-08-14 06:00:00+00:00,369.82,19825,58914,31175,0
5407,2019-08-14 07:00:00+00:00,345.58,19610,57621,31769,0
5408,2019-08-14 08:00:00+00:00,301.43,19781,53647,30915,0
5409,2019-08-14 09:00:00+00:00,256.46,20097,45039,28785,0
5410,2019-08-14 10:00:00+00:00,235.73,20092,40739,28866,0
5411,2019-08-14 11:00:00+00:00,234.31,20161,41116,27704,0
5412,2019-08-14 12:00:00+00:00,228.92,20075,39584,26993,0
5413,2019-08-14 13:00:00+00:00,229.95,20056,38974,28542,0
5414,2019-08-14 14:00:00+00:00,241.38,20078,39221,29959,0
5415,2019-08-14 15:00:00+00:00,284.57,19969,46570,31649,0
5416,2019-08-14 16:00:00+00:00,334.82,19995,54622,33462,0
5417,2019-08-14 17:00:00+00:00,380.78,20126,57424,34914,0
5418,2019-08-14 18:00:00+00:00,424.36,20182,57621,35886,0
5419,2019-08-14 19:00:00+00:00,435.89,20051,57005,36535,0
5420,2019-08-14 20:00:00+00:00,424.12,20045,56082,35107,0
5421,2019-08-14 21:00:00+00:00,392.88,20045,50816,32611,0
5422,2019-08-14 22:00:00+00:00,348.59,19819,45402,27895,0
5423,2019-08-14 23:00:00+00:00,303.66,19638,37814,23268,0
5424,2019-08-15 00:00:00+00:00,271.88,19686,33157,22217,0
5425,2019-08-15 01:00:00+00:00,254.86,19628,32451,20042,0
5426,2019-08-15 02:00:00+00:00,244.94,19710,32368,19672,0
5427,2019-08-15 03:00:00+00:00,243.33,19736,33602,19365,0
5428,2019-08-15 04:00:00+00:00,237.59,19812,33435,19828,0
5429,2019-08-15 05:00:00+00:00,241.15,19756,35852,20975,0
5430,2019-08-15 06:00:00+00:00,255.85,19959,42146,22221,0
5431,2019-08-15 07:00:00+00:00,264.27,20121,46707,20803,0
5432,2019-08-15 08:00:00+00:00,259.53,20053,47050,20974,0
5433,2019-08-15 09:00:00+00:00,250.14,19931,45529,21102,0
5434,2019-08-15 10:00:00+00:00,247.64,19718,46696,21014,0
5435,2019-08-15 11:00:00+00:00,242.13,19778,46218,20606,0
5436,2019-08-15 12:00:00+00:00,228.83,19700,43657,18763,0
5437,2019-08-15 13:00:00+00:00,222.48,19731,43010,17280,0
5438,2019-08-15 14:00:00+00:00,215.23,19745,39993,17470,0
5439,2019-08-15 15:00:00+00:00,218.78,19841,39445,18055,0
5440,2019-08-15 16:00:00+00:00,245.89,19863,45231,19817,0
5441,2019-08-15 17:00:00+00:00,274.72,19879,49274,20751,0
5442,2019-08-15 18:00:00+00:00,310.57,19802,53525,20977,0
5443,2019-08-15 19:00:00+00:00,320.78,19745,53051,20451,0
5444,2019-08-15 20:00:00+00:00,318.29,19742,51503,21916,0
5445,2019-08-15 21:00:00+00:00,310.03,19724,48137,22949,0
5446,2019-08-15 22:00:00+00:00,297.8,19694,45447,22437,0
5447,2019-08-15 23:00:00+00:00,282.25,19691,40620,20830,0
5448,2019-08-16 00:00:00+00:00,270.11,19640,36343,20917,0
5449,2019-08-16 01:00:00+00:00,268.8,19695,34511,20671,0
5450,2019-08-16 02:00:00+00:00,275.66,19608,35645,20771,0
5451,2019-08-16 03:00:00+00:00,292.39,19653,38236,22189,0
5452,2019-08-16 04:00:00+00:00,316.45,19804,43722,22960,0
5453,2019-08-16 05:00:00+00:00,341.06,19777,51549,24301,0
5454,2019-08-16 06:00:00+00:00,338.01,19454,53599,25655,0
5455,2019-08-16 07:00:00+00:00,321.33,20060,54534,26524,0
5456,2019-08-16 08:00:00+00:00,292.66,19984,53507,25394,0
5457,2019-08-16 09:00:00+00:00,269.58,19918,50487,25117,0
5458,2019-08-16 10:00:00+00:00,252.91,19958,46982,25694,0
5459,2019-08-16 11:00:00+00:00,234.76,20015,42057,24777,0
5460,2019-08-16 12:00:00+00:00,223.44,20130,38605,23036,0
5461,2019-08-16 13:00:00+00:00,222.07,20617,36962,23288,0
5462,2019-08-16 14:00:00+00:00,235.05,20788,37636,25210,0
5463,2019-08-16 15:00:00+00:00,257.86,20996,40810,25791,0
5464,2019-08-16 16:00:00+00:00,298.46,21225,47476,26229,0
5465,2019-08-16 17:00:00+00:00,346.33,21375,52421,26402,0
5466,2019-08-16 18:00:00+00:00,386.06,21439,53826,27016,0
5467,2019-08-16 19:00:00+00:00,394,21540,53678,27681,0
5468,2019-08-16 20:00:00+00:00,381.3,21608,52526,26848,0
5469,2019-08-16 21:00:00+00:00,347.47,21586,47516,24883,0
5470,2019-08-16 22:00:00+00:00,300.31,21364,39677,20761,0
5471,2019-08-16 23:00:00+00:00,260.43,20931,33853,15879,0
5472,2019-08-17 00:00:00+00:00,220.74,20933,27482,12458,0
5473,2019-08-17 01:00:00+00:00,207.96,20981,26225,11832,0
5474,2019-08-17 02:00:00+00:00,203.1,20896,26137,12462,0
5475,2019-08-17 03:00:00+00:00,201.28,21017,26594,12726,0
5476,2019-08-17 04:00:00+00:00,198.21,21183,26601,12161,0
5477,2019-08-17 05:00:00+00:00,195.96,21196,26800,12475,0
5478,2019-08-17 06:00:00+00:00,189.99,21228,26976,11627,0
5479,2019-08-17 07:00:00+00:00,189.03,21252,27442,11991,0
5480,2019-08-17 08:00:00+00:00,185.89,21176,27633,11938,0
5481,2019-08-17 09:00:00+00:00,180.35,21155,27889,11699,0
5482,2019-08-17 10:00:00+00:00,177.26,21147,28824,11658,0
5483,2019-08-17 11:00:00+00:00,170.85,21000,28192,11569,0
5484,2019-08-17 12:00:00+00:00,162.53,20950,25958,11437,0
5485,2019-08-17 13:00:00+00:00,160.36,20970,24884,11054,0
5486,2019-08-17 14:00:00+00:00,166.64,20853,25017,11289,0
5487,2019-08-17 15:00:00+00:00,187.18,20820,28121,12226,0
5488,2019-08-17 16:00:00+00:00,233.34,20849,37535,13007,0
5489,2019-08-17 17:00:00+00:00,269.2,20986,42735,13134,0
5490,2019-08-17 18:00:00+00:00,292.1,21019,43261,13233,0
5491,2019-08-17 19:00:00+00:00,307.63,20641,43851,13378,0
5492,2019-08-17 20:00:00+00:00,312.89,20671,43705,13161,0
5493,2019-08-17 21:00:00+00:00,315.91,20606,43746,13048,0
5494,2019-08-17 22:00:00+00:00,315.63,20608,41995,12590,0
5495,2019-08-17 23:00:00+00:00,307.31,20534,37722,12848,0
5496,2019-08-18 00:00:00+00:00,299.44,20543,33610,13134,0
5497,2019-08-18 01:00:00+00:00,300.21,20534,32615,13086,0
5498,2019-08-18 02:00:00+00:00,306.32,20494,33878,13264,0
5499,2019-08-18 03:00:00+00:00,306.83,20606,34676,13143,0
5500,2019-08-18 04:00:00+00:00,286.6,20585,30652,12522,0
5501,2019-08-18 05:00:00+00:00,283.99,20598,31411,12368,0
5502,2019-08-18 06:00:00+00:00,273.9,20733,32533,12791,0
5503,2019-08-18 07:00:00+00:00,259.27,20790,34102,13022,0
5504,2019-08-18 08:00:00+00:00,232.93,20594,33007,12543,0
5505,2019-08-18 09:00:00+00:00,197.49,20675,29074,11191,0
5506,2019-08-18 10:00:00+00:00,175.1,20675,26340,10846,0
5507,2019-08-18 11:00:00+00:00,161.66,20613,24854,10053,0
