,UTC time,carbon_intensity,wind,hydro,biomass,nat_gas,oil,coal,solar
13160,2021-07-02 08:00:00,653.46,518,215,244,1668,197,16174,862
13161,2021-07-02 09:00:00,638.86,624,212,249,1658,196,16540,1282
13162,2021-07-02 10:00:00,639.65,669,157,249,1652,197,16457,1253
13163,2021-07-02 11:00:00,633.8,741,147,246,1664,197,15952,1279
13164,2021-07-02 12:00:00,620.78,874,146,246,1649,196,15700,1521
13165,2021-07-02 13:00:00,618.23,996,146,245,1648,197,15604,1462
13166,2021-07-02 14:00:00,626.62,1061,145,248,1688,197,15473,1079
13167,2021-07-02 15:00:00,625.17,1099,146,248,1701,197,15419,1069
13168,2021-07-02 16:00:00,637.08,1036,205,247,1710,196,15631,740
13169,2021-07-02 17:00:00,653.28,942,217,249,1712,196,15998,389
13170,2021-07-02 18:00:00,661.13,947,256,248,1620,197,15991,151
13171,2021-07-02 19:00:00,662.4,1069,263,246,1565,197,16004,13
13172,2021-07-02 20:00:00,659.29,1167,243,247,1588,197,15904,0
13173,2021-07-02 21:00:00,657.09,1176,192,246,1598,195,15240,0
13174,2021-07-02 22:00:00,653.31,1204,137,238,1634,185,14436,0
13175,2021-07-02 23:00:00,643.95,1263,126,235,1590,185,13144,0
13176,2021-07-03 00:00:00,631.84,1369,126,235,1541,185,12003,0
13177,2021-07-03 01:00:00,624.87,1429,126,233,1479,185,11357,0
13178,2021-07-03 02:00:00,620.31,1509,126,240,1408,185,11151,4
13179,2021-07-03 03:00:00,622.03,1399,126,246,1406,185,11172,73
13180,2021-07-03 04:00:00,625.86,1203,125,248,1429,185,11507,241
13181,2021-07-03 05:00:00,620.44,1078,125,247,1520,185,11903,550
13182,2021-07-03 06:00:00,612.69,1003,127,248,1538,185,12322,913
13183,2021-07-03 07:00:00,601.61,1038,128,247,1581,185,12545,1221
13184,2021-07-03 08:00:00,592.35,1055,132,249,1535,186,12489,1464
13185,2021-07-03 09:00:00,587.91,1027,133,248,1553,185,12380,1583
13186,2021-07-03 10:00:00,582.56,1034,124,246,1594,185,12199,1674
13187,2021-07-03 11:00:00,583.99,1112,122,245,1558,183,11877,1474
13188,2021-07-03 12:00:00,587.02,1040,123,249,1463,184,11435,1360
13189,2021-07-03 13:00:00,575.62,999,126,250,1482,186,11330,1670
13190,2021-07-03 14:00:00,590.92,885,173,250,1596,186,11711,1388
13191,2021-07-03 15:00:00,610.39,839,179,246,1549,185,12550,1140
13192,2021-07-03 16:00:00,636.7,709,190,248,1644,184,13902,790
13193,2021-07-03 17:00:00,655.02,566,199,246,1649,185,14282,490
13194,2021-07-03 18:00:00,671.36,472,234,248,1615,184,14676,186
13195,2021-07-03 19:00:00,680.03,429,239,247,1625,184,14855,17
13196,2021-07-03 20:00:00,681.69,438,229,246,1592,184,14933,0
13197,2021-07-03 21:00:00,684.19,361,218,246,1598,192,14772,0
13198,2021-07-03 22:00:00,683.28,333,139,237,1558,195,13381,0
13199,2021-07-03 23:00:00,681.94,297,132,235,1531,196,12612,0
13200,2021-07-04 00:00:00,684.65,235,128,237,1378,196,11930,0
13201,2021-07-04 01:00:00,683.44,205,128,233,1379,196,11409,0
13202,2021-07-04 02:00:00,683.65,204,129,237,1381,196,11526,4
13203,2021-07-04 03:00:00,678.81,194,135,248,1378,195,11297,69
13204,2021-07-04 04:00:00,668.06,157,137,250,1388,196,11198,301
13205,2021-07-04 05:00:00,649.9,136,136,249,1420,194,11052,667
13206,2021-07-04 06:00:00,632.39,108,141,247,1417,196,11195,1105
13207,2021-07-04 07:00:00,619.57,91,146,246,1415,196,11169,1411
13208,2021-07-04 08:00:00,594.18,90,145,247,1412,196,11143,2033
13209,2021-07-04 09:00:00,581.63,102,144,247,1413,196,10970,2298
13210,2021-07-04 10:00:00,587.59,102,138,248,1409,196,11060,2175
13211,2021-07-04 11:00:00,580.57,110,136,247,1408,196,10728,2253
13212,2021-07-04 12:00:00,582.3,174,134,249,1407,196,10392,2042
13213,2021-07-04 13:00:00,585.03,249,134,248,1407,196,10483,1927
13214,2021-07-04 14:00:00,587.61,333,138,249,1409,195,11088,1951
13215,2021-07-04 15:00:00,604.3,444,140,247,1417,196,11662,1560
13216,2021-07-04 16:00:00,648.47,278,147,246,1504,196,14164,1046
13217,2021-07-04 17:00:00,674.5,206,199,245,1545,196,15237,506
13218,2021-07-04 18:00:00,684.23,234,218,247,1585,196,15374,196
13219,2021-07-04 19:00:00,689.42,303,218,248,1536,196,15386,14
13220,2021-07-04 20:00:00,691,297,199,246,1573,196,15558,0
13221,2021-07-04 21:00:00,691.31,264,134,245,1525,196,14420,0
13222,2021-07-04 22:00:00,685.99,257,129,235,1383,196,12403,0
13223,2021-07-04 23:00:00,684.49,212,129,235,1379,196,11687,0
13224,2021-07-05 00:00:00,684.99,166,129,236,1379,196,11369,0
13225,2021-07-05 01:00:00,686.92,119,129,232,1380,196,11250,0
13226,2021-07-05 02:00:00,688.21,102,129,235,1379,196,11388,4
13227,2021-07-05 03:00:00,685.43,100,131,240,1390,196,11632,75
13228,2021-07-05 04:00:00,686.12,82,131,242,1497,196,14541,341
13229,2021-07-05 05:00:00,670.5,53,177,243,1513,195,15687,866
13230,2021-07-05 06:00:00,655.8,45,207,246,1463,194,16109,1350
13231,2021-07-05 07:00:00,648.04,46,223,246,1290,194,16461,1703
13232,2021-07-05 08:00:00,639.93,62,151,246,1283,194,16591,2042
13233,2021-07-05 09:00:00,642.29,126,134,246,1329,193,16618,1905
13234,2021-07-05 10:00:00,629.17,202,137,246,1328,195,16410,2211
13235,2021-07-05 11:00:00,626.13,370,138,245,1244,195,15961,2082
13236,2021-07-05 12:00:00,616.37,523,135,244,1214,195,15779,2223
13237,2021-07-05 13:00:00,635.15,440,134,245,1211,195,15388,1630
13238,2021-07-05 14:00:00,634.6,739,133,248,1163,196,15619,1411
13239,2021-07-05 15:00:00,644.08,607,133,248,1173,195,16703,1447
13240,2021-07-05 16:00:00,661.69,475,190,249,1146,195,16555,965
13241,2021-07-05 17:00:00,675.2,450,197,247,1165,195,16699,599
13242,2021-07-05 18:00:00,688.62,418,234,245,1200,195,16915,221
13243,2021-07-05 19:00:00,695.89,383,223,249,1301,195,16906,12
13244,2021-07-05 20:00:00,691.24,397,176,249,1492,195,16042,0
13245,2021-07-05 21:00:00,689.56,418,129,246,1514,196,15420,0
13246,2021-07-05 22:00:00,683.69,469,128,240,1500,196,14378,0
13247,2021-07-05 23:00:00,667.16,643,127,235,1383,195,12197,0
13248,2021-07-06 00:00:00,661.33,700,127,238,1386,196,11737,0
13249,2021-07-06 01:00:00,665.4,602,127,236,1382,196,11641,0
13250,2021-07-06 02:00:00,669.16,459,127,237,1381,196,11201,3
13251,2021-07-06 03:00:00,669.07,366,128,246,1400,195,11431,111
13252,2021-07-06 04:00:00,669.11,244,128,246,1499,195,13750,503
13253,2021-07-06 05:00:00,662.38,109,130,247,1547,194,15775,1081
13254,2021-07-06 06:00:00,642.19,72,148,247,1538,195,15980,1741
13255,2021-07-06 07:00:00,615.87,131,150,247,1487,196,14868,2291
13256,2021-07-06 08:00:00,598.5,253,153,245,1487,196,14619,2663
13257,2021-07-06 09:00:00,594.31,342,146,243,1483,192,14988,2827
13258,2021-07-06 10:00:00,590.6,469,135,245,1479,196,15360,2943
13259,2021-07-06 11:00:00,581.24,571,133,242,1473,195,15009,3076
13260,2021-07-06 12:00:00,581.45,644,129,246,1473,195,14721,2907
13261,2021-07-06 13:00:00,588.58,634,129,247,1473,196,14846,2706
13262,2021-07-06 14:00:00,601.38,593,128,245,1475,195,15112,2389
13263,2021-07-06 15:00:00,623.02,535,127,246,1506,194,15806,1888
13264,2021-07-06 16:00:00,647.11,445,137,247,1515,194,16223,1280
13265,2021-07-06 17:00:00,671.03,386,196,245,1530,195,16853,644
13266,2021-07-06 18:00:00,681.1,520,211,247,1543,195,16968,204
13267,2021-07-06 19:00:00,675.68,830,212,246,1559,196,16721,15
13268,2021-07-06 20:00:00,656.8,1341,184,247,1575,195,16128,0
13269,2021-07-06 21:00:00,635.01,1861,133,246,1542,195,15007,0
13270,2021-07-06 22:00:00,615.6,2109,135,240,1377,195,13215,0
13271,2021-07-06 23:00:00,598.25,2263,136,236,1376,196,11921,0
13272,2021-07-07 00:00:00,602.13,2165,136,237,1378,195,11949,0
13273,2021-07-07 01:00:00,613.18,1821,136,236,1376,194,11712,0
13274,2021-07-07 02:00:00,622.57,1613,136,235,1376,194,11849,6
13275,2021-07-07 03:00:00,630.63,1417,135,242,1386,194,12391,106
13276,2021-07-07 04:00:00,646.33,1072,133,249,1500,195,14902,453
13277,2021-07-07 05:00:00,651.25,594,135,245,1525,196,15985,963
13278,2021-07-07 06:00:00,642.85,333,191,245,1560,195,16616,1525
13279,2021-07-07 07:00:00,630.2,250,205,247,1588,194,16589,1990
13280,2021-07-07 08:00:00,618.47,294,161,246,1565,191,16371,2351
13281,2021-07-07 09:00:00,619.76,392,151,245,1554,195,16499,2252
13282,2021-07-07 10:00:00,616.51,496,145,245,1536,194,16599,2297
13283,2021-07-07 11:00:00,607.99,768,144,245,1534,195,16468,2295
13284,2021-07-07 12:00:00,598.19,1234,140,229,1527,193,15899,2053
13285,2021-07-07 13:00:00,597.39,1498,138,201,1480,195,15672,1803
13286,2021-07-07 14:00:00,604.55,1580,137,202,1485,194,15459,1416
13287,2021-07-07 15:00:00,611.93,1791,138,202,1519,193,15649,990
13288,2021-07-07 16:00:00,623.15,1675,150,201,1546,195,15883,766
13289,2021-07-07 17:00:00,645.11,1287,226,202,1539,195,16169,436
13290,2021-07-07 18:00:00,659.3,1143,244,201,1545,195,16373,160
13291,2021-07-07 19:00:00,666.41,1070,246,201,1562,195,16369,11
13292,2021-07-07 20:00:00,670.18,990,171,201,1565,195,15967,0
13293,2021-07-07 21:00:00,669.96,921,141,201,1489,195,14930,0
13294,2021-07-07 22:00:00,669.97,882,141,193,1388,196,14248,0
13295,2021-07-07 23:00:00,674.45,729,141,190,1380,194,13876,0
13296,2021-07-08 00:00:00,679.4,606,141,191,1382,195,13874,0
13297,2021-07-08 01:00:00,684.12,484,141,189,1381,195,13771,0
13298,2021-07-08 02:00:00,685.76,447,141,193,1390,194,13886,3
13299,2021-07-08 03:00:00,684.38,433,141,201,1456,195,14481,77
13300,2021-07-08 04:00:00,682.97,368,141,202,1479,196,15393,268
13301,2021-07-08 05:00:00,680.97,290,141,201,1514,194,16411,503
13302,2021-07-08 06:00:00,669.24,212,144,202,1582,195,16990,962
13303,2021-07-08 07:00:00,650.65,230,153,202,1567,196,16920,1509
13304,2021-07-08 08:00:00,641.76,318,150,200,1549,196,16739,1688
13305,2021-07-08 09:00:00,632.89,365,147,200,1581,196,16958,1967
13306,2021-07-08 10:00:00,632.72,349,142,201,1581,196,17064,2014
13307,2021-07-08 11:00:00,626.73,361,144,203,1562,195,16914,2180
13308,2021-07-08 12:00:00,625.72,384,142,200,1517,195,16539,2135
13309,2021-07-08 13:00:00,629.72,450,143,202,1535,195,16673,1952
13310,2021-07-08 14:00:00,643.73,579,143,199,1590,195,17004,1402
13311,2021-07-08 15:00:00,651.45,585,143,201,1588,196,17139,1167
13312,2021-07-08 16:00:00,664.2,637,200,202,1605,196,16960,620
13313,2021-07-08 17:00:00,677.84,616,231,200,1550,196,17091,242
13314,2021-07-08 18:00:00,681.49,694,251,200,1543,196,17139,45
13315,2021-07-08 19:00:00,672.66,983,242,203,1538,196,16942,2
13316,2021-07-08 20:00:00,661.67,1242,157,205,1532,196,15848,0
13317,2021-07-08 21:00:00,656.53,1252,143,202,1448,195,14615,0
13318,2021-07-08 22:00:00,649.75,1297,144,195,1372,195,13554,0
13319,2021-07-08 23:00:00,657.65,1038,144,191,1376,193,13164,0
13320,2021-07-09 00:00:00,642.73,1270,144,191,1379,195,12397,0
13321,2021-07-09 01:00:00,638.81,1268,144,191,1377,194,11877,0
13322,2021-07-09 02:00:00,636.73,1320,144,201,1372,195,11949,3
13323,2021-07-09 03:00:00,646.68,1190,144,203,1386,196,12982,72
13324,2021-07-09 04:00:00,653.22,1066,144,203,1492,196,14835,291
13325,2021-07-09 05:00:00,647.22,923,143,201,1598,196,15956,756
13326,2021-07-09 06:00:00,638.06,660,146,202,1620,196,16409,1376
13327,2021-07-09 07:00:00,626.17,614,155,200,1597,195,16577,1852
13328,2021-07-09 08:00:00,613.05,751,166,202,1578,195,16697,2192
13329,2021-07-09 09:00:00,621.05,767,167,201,1565,194,16983,1965
13330,2021-07-09 10:00:00,632.48,462,158,200,1557,194,17010,1894
13331,2021-07-09 11:00:00,631.42,495,156,201,1551,196,16947,1887
13332,2021-07-09 12:00:00,621.76,678,157,199,1540,196,16033,1839
13333,2021-07-09 13:00:00,619.2,624,155,196,1535,195,15607,1889
13334,2021-07-09 14:00:00,636.12,548,157,199,1535,196,15647,1430
13335,2021-07-09 15:00:00,641.52,756,163,192,1544,196,15455,1018
13336,2021-07-09 16:00:00,628.19,1382,211,195,1570,197,15403,729
13337,2021-07-09 17:00:00,645.37,1185,249,196,1520,197,15301,366
13338,2021-07-09 18:00:00,653.93,1167,260,198,1515,196,15284,122
13339,2021-07-09 19:00:00,649.71,1369,261,201,1542,196,15178,8
13340,2021-07-09 20:00:00,644.83,1493,187,202,1523,196,14578,0
13341,2021-07-09 21:00:00,638.23,1651,143,203,1549,196,14252,0
13342,2021-07-09 22:00:00,626.3,1855,145,196,1536,197,13556,0
13343,2021-07-09 23:00:00,619.06,1824,144,191,1461,196,12361,0
13344,2021-07-10 00:00:00,610.99,1799,144,188,1333,196,11163,0
13345,2021-07-10 01:00:00,605.27,1828,144,192,1324,196,10731,0
13346,2021-07-10 02:00:00,603.62,1902,144,204,1322,196,10923,4
13347,2021-07-10 03:00:00,600.54,1908,144,201,1328,197,10898,67
13348,2021-07-10 04:00:00,591.16,1871,144,204,1331,197,10706,279
13349,2021-07-10 05:00:00,586.94,1831,142,201,1370,197,11460,638
13350,2021-07-10 06:00:00,569.68,1930,149,201,1371,196,11769,1115
13351,2021-07-10 07:00:00,555.9,2010,154,202,1374,196,11786,1449
13352,2021-07-10 08:00:00,533.62,1980,154,201,1371,196,11273,1980
13353,2021-07-10 09:00:00,522.12,1960,154,202,1365,196,11030,2268
13354,2021-07-10 10:00:00,524.62,1904,154,202,1364,195,11189,2314
13355,2021-07-10 11:00:00,525.91,1793,156,203,1364,195,10945,2271
13356,2021-07-10 12:00:00,525.34,1584,146,200,1363,196,10615,2364
13357,2021-07-10 13:00:00,540.48,1347,144,200,1362,197,10712,2181
13358,2021-07-10 14:00:00,563.14,1019,143,201,1366,197,11181,2022
13359,2021-07-10 15:00:00,601.33,816,142,201,1389,197,12799,1620
13360,2021-07-10 16:00:00,630.44,599,194,202,1553,196,14415,1256
13361,2021-07-10 17:00:00,661.97,386,230,200,1591,196,15123,646
13362,2021-07-10 18:00:00,682.93,267,245,200,1603,196,15400,212
13363,2021-07-10 19:00:00,691.29,254,244,203,1611,196,15510,11
13364,2021-07-10 20:00:00,691.99,293,203,203,1591,196,15468,0
13365,2021-07-10 21:00:00,688.3,341,156,203,1535,197,14310,0
13366,2021-07-10 22:00:00,681.93,450,148,195,1407,196,13241,0
13367,2021-07-10 23:00:00,676.3,483,144,193,1333,196,12136,0
13368,2021-07-11 00:00:00,673.48,458,144,191,1335,196,11462,0
13369,2021-07-11 01:00:00,671.28,446,144,192,1333,196,11029,0
13370,2021-07-11 02:00:00,669.6,440,144,203,1331,196,10841,4
13371,2021-07-11 03:00:00,660.06,500,145,203,1327,196,10637,104
13372,2021-07-11 04:00:00,637.35,562,145,202,1334,197,10752,529
13373,2021-07-11 05:00:00,618.01,354,146,202,1370,197,10791,1160
13374,2021-07-11 06:00:00,601.61,212,149,204,1369,197,10696,1660
13375,2021-07-11 07:00:00,577.4,268,150,202,1366,196,10703,2216
13376,2021-07-11 08:00:00,569.11,290,150,202,1363,196,11529,2692
13377,2021-07-11 09:00:00,569.53,277,151,199,1357,196,11825,2796
13378,2021-07-11 10:00:00,571.7,253,151,199,1357,196,11536,2661
13379,2021-07-11 11:00:00,562.18,288,151,204,1358,197,10955,2693
13380,2021-07-11 12:00:00,558.95,397,146,200,1336,196,10582,2558
13381,2021-07-11 13:00:00,560.17,517,145,199,1335,196,10563,2400
13382,2021-07-11 14:00:00,576.19,685,145,201,1358,196,11131,1976
13383,2021-07-11 15:00:00,589.18,726,144,201,1369,197,11305,1636
13384,2021-07-11 16:00:00,626.03,741,145,203,1444,197,13069,1048
13385,2021-07-11 17:00:00,651.26,802,205,201,1561,196,14865,526
13386,2021-07-11 18:00:00,658.03,964,235,200,1569,196,15113,181
13387,2021-07-11 19:00:00,652.43,1328,235,200,1485,196,15113,12
13388,2021-07-11 20:00:00,637.74,1682,210,203,1480,196,14540,0
13389,2021-07-11 21:00:00,628.69,1695,206,203,1394,195,13151,0
13390,2021-07-11 22:00:00,631.62,1535,153,195,1331,195,12319,0
13391,2021-07-11 23:00:00,632.54,1444,143,193,1329,195,11918,0
13392,2021-07-12 00:00:00,637.88,1257,143,192,1327,196,11599,0
13393,2021-07-12 01:00:00,638.25,1219,143,192,1323,195,11433,0
13394,2021-07-12 02:00:00,643.85,1155,143,194,1321,196,11798,2
13395,2021-07-12 03:00:00,646.82,1073,191,201,1327,195,12576,95
13396,2021-07-12 04:00:00,654.25,876,198,204,1422,193,14440,365
13397,2021-07-12 05:00:00,655.6,560,198,200,1461,197,15483,796
13398,2021-07-12 06:00:00,653.59,418,200,201,1487,195,16444,1139
13399,2021-07-12 07:00:00,644.59,394,199,203,1500,195,16455,1439
13400,2021-07-12 08:00:00,628.93,359,167,202,1586,194,16650,2020
13401,2021-07-12 09:00:00,622,428,155,204,1569,192,16661,2207
13402,2021-07-12 10:00:00,608.1,490,153,203,1508,193,16256,2560
13403,2021-07-12 11:00:00,607.44,529,153,201,1447,195,16004,2506
13404,2021-07-12 12:00:00,593.97,669,154,203,1444,194,15662,2746
13405,2021-07-12 13:00:00,604.97,833,155,199,1444,193,15888,2260
13406,2021-07-12 14:00:00,624.08,840,154,202,1460,192,16297,1692
13407,2021-07-12 15:00:00,635.53,843,153,202,1535,192,16501,1323
13408,2021-07-12 16:00:00,645.1,798,198,202,1547,191,16346,983
13409,2021-07-12 17:00:00,666.81,647,216,202,1439,192,16504,526
13410,2021-07-12 18:00:00,675.8,745,225,203,1436,191,16527,160
13411,2021-07-12 19:00:00,678.13,816,225,203,1451,191,16484,10
13412,2021-07-12 20:00:00,665.56,1116,154,202,1527,190,15674,0
13413,2021-07-12 21:00:00,661.79,1178,144,202,1442,191,15051,0
13414,2021-07-12 22:00:00,662.47,1146,136,193,1330,185,14493,0
13415,2021-07-12 23:00:00,667.27,918,137,190,1330,188,13753,0
13416,2021-07-13 00:00:00,675.14,685,137,187,1332,192,13426,0
13417,2021-07-13 01:00:00,673.9,731,137,189,1328,188,13546,0
13418,2021-07-13 02:00:00,669.74,824,137,196,1326,193,13582,4
13419,2021-07-13 03:00:00,669.35,872,135,202,1359,191,14539,77
13420,2021-07-13 04:00:00,663.25,743,134,193,1425,193,15067,423
13421,2021-07-13 05:00:00,658.36,337,182,202,1500,194,16092,1032
13422,2021-07-13 06:00:00,646.18,164,197,200,1592,192,16622,1615
13423,2021-07-13 07:00:00,627.92,236,209,200,1580,190,16602,2131
13424,2021-07-13 08:00:00,614.59,315,209,204,1586,191,16581,2499
13425,2021-07-13 09:00:00,604.48,405,210,203,1544,190,16202,2689
13426,2021-07-13 10:00:00,591.86,585,212,201,1543,193,16133,2946
13427,2021-07-13 11:00:00,588.48,723,210,201,1530,194,16078,2924
13428,2021-07-13 12:00:00,591.22,718,209,201,1519,194,15998,2810
13429,2021-07-13 13:00:00,600.49,695,209,199,1515,196,16086,2525
13430,2021-07-13 14:00:00,615.34,716,213,198,1519,196,16233,2017
13431,2021-07-13 15:00:00,629.43,695,214,201,1515,196,16443,1607
13432,2021-07-13 16:00:00,647.55,650,217,203,1519,196,16706,1107
13433,2021-07-13 17:00:00,666.18,640,222,202,1499,197,17023,590
13434,2021-07-13 18:00:00,670.38,885,229,201,1511,196,16907,191
13435,2021-07-13 19:00:00,659.19,1382,230,200,1531,196,16811,12
13436,2021-07-13 20:00:00,641.47,1801,203,200,1534,195,15829,0
13437,2021-07-13 21:00:00,633.49,1917,194,200,1408,195,14856,0
13438,2021-07-13 22:00:00,638.22,1664,149,192,1329,196,13809,0
13439,2021-07-13 23:00:00,646.23,1409,141,189,1329,194,13514,0
13440,2021-07-14 00:00:00,647.3,1360,141,190,1328,195,13398,0
13441,2021-07-14 01:00:00,649.18,1261,141,189,1325,194,13083,0
13442,2021-07-14 02:00:00,650.3,1243,141,195,1328,193,13201,3
13443,2021-07-14 03:00:00,653.08,1177,142,199,1352,195,13755,74
13444,2021-07-14 04:00:00,657.96,916,142,201,1511,195,15476,405
13445,2021-07-14 05:00:00,658.64,487,188,200,1493,196,15963,852
13446,2021-07-14 06:00:00,650.42,321,200,201,1604,197,16753,1335
13447,2021-07-14 07:00:00,635.76,407,219,199,1582,196,16872,1740
13448,2021-07-14 08:00:00,624.67,418,218,199,1557,196,16739,2088
13449,2021-07-14 09:00:00,621.04,492,207,199,1537,196,17024,2222
13450,2021-07-14 10:00:00,615.85,567,210,198,1519,196,17013,2334
13451,2021-07-14 11:00:00,609.41,608,211,198,1496,196,16896,2505
13452,2021-07-14 12:00:00,615.64,529,208,197,1491,197,16734,2328
13453,2021-07-14 13:00:00,626.23,379,207,191,1475,196,16860,2152
13454,2021-07-14 14:00:00,641.46,246,203,153,1453,196,16834,1822
13455,2021-07-14 15:00:00,650.53,174,202,196,1451,195,16717,1542
13456,2021-07-14 16:00:00,665.2,245,208,194,1454,196,16578,994
13457,2021-07-14 17:00:00,677.42,423,213,200,1434,197,16707,471
13458,2021-07-14 18:00:00,674.46,763,246,198,1460,196,16536,153
13459,2021-07-14 19:00:00,663.1,1097,249,201,1485,197,15676,11
13460,2021-07-14 20:00:00,658.68,1144,207,199,1486,197,14802,0
13461,2021-07-14 21:00:00,636.36,1644,156,196,1375,195,13599,0
13462,2021-07-14 22:00:00,632.71,1656,143,194,1382,196,13108,0
13463,2021-07-14 23:00:00,656.78,1113,139,192,1413,196,13590,0
13464,2021-07-15 00:00:00,662.4,1022,139,190,1317,196,13629,0
13465,2021-07-15 01:00:00,673.06,821,139,151,1317,196,13793,0
13466,2021-07-15 02:00:00,670.65,853,139,192,1303,196,13866,2
13467,2021-07-15 03:00:00,667.43,995,139,201,1306,196,14808,60
13468,2021-07-15 04:00:00,663.03,987,140,201,1351,196,15302,237
13469,2021-07-15 05:00:00,663.65,714,144,203,1427,196,15901,540
13470,2021-07-15 06:00:00,659.62,343,202,205,1459,195,16393,1029
13471,2021-07-15 07:00:00,647.37,281,219,201,1403,195,16610,1515
13472,2021-07-15 08:00:00,634.1,250,176,200,1476,196,16320,1929
13473,2021-07-15 09:00:00,623.53,252,163,158,1545,196,16620,2368
13474,2021-07-15 10:00:00,618.3,251,163,122,1548,195,16448,2545
13475,2021-07-15 11:00:00,617.03,267,162,176,1518,194,16452,2533
13476,2021-07-15 12:00:00,626.42,277,160,200,1523,195,16386,2165
13477,2021-07-15 13:00:00,630.89,277,160,198,1519,194,16410,2026
13478,2021-07-15 14:00:00,646.36,284,160,199,1482,193,16337,1524
13479,2021-07-15 15:00:00,660.65,304,161,199,1483,196,16691,1118
13480,2021-07-15 16:00:00,669.28,287,217,201,1480,195,17076,871
13481,2021-07-15 17:00:00,682.28,286,229,200,1461,195,17422,522
13482,2021-07-15 18:00:00,690.31,351,235,199,1469,196,17280,197
13483,2021-07-15 19:00:00,693.7,441,235,198,1496,195,17431,13
13484,2021-07-15 20:00:00,694.42,362,227,202,1465,195,16481,0
13485,2021-07-15 21:00:00,698.17,257,172,199,1468,196,15810,0
13486,2021-07-15 22:00:00,697.72,210,151,194,1437,196,14698,0
13487,2021-07-15 23:00:00,698.31,198,146,190,1383,196,14334,0
13488,2021-07-16 00:00:00,695.34,246,146,192,1344,196,13920,0
13489,2021-07-16 01:00:00,690.98,322,146,192,1340,196,13648,0
13490,2021-07-16 02:00:00,689.91,357,148,193,1338,196,13782,1
13491,2021-07-16 03:00:00,688.27,337,153,201,1358,195,14182,79
13492,2021-07-16 04:00:00,681.55,295,156,202,1524,196,15541,360
13493,2021-07-16 05:00:00,667.19,317,157,201,1576,195,16507,843
13494,2021-07-16 06:00:00,663.29,171,165,202,1593,196,17128,1179
13495,2021-07-16 07:00:00,652.54,186,172,202,1563,196,17136,1511
13496,2021-07-16 08:00:00,638.02,215,175,202,1540,196,17011,1942
13497,2021-07-16 09:00:00,621.72,290,172,201,1521,196,16733,2375
13498,2021-07-16 10:00:00,618.99,285,164,199,1510,195,16555,2449
13499,2021-07-16 11:00:00,613.15,486,163,199,1500,195,16395,2418
13500,2021-07-16 12:00:00,618.31,434,163,202,1482,195,16291,2272
13501,2021-07-16 13:00:00,628.71,553,159,202,1446,196,16423,1851
13502,2021-07-16 14:00:00,638.19,487,153,202,1437,195,16392,1612
13503,2021-07-16 15:00:00,648.1,380,200,202,1444,196,16685,1406
13504,2021-07-16 16:00:00,663.14,343,232,203,1447,196,16806,961
13505,2021-07-16 17:00:00,679.89,362,246,201,1449,196,16995,454
