Interval,UTC Time,Next Time,Time Difference
60.0,2022-10-29 22:00:00+00:00,2022-10-30 01:00:00+00:00,0 days 03:00:00
Total Missing Minutes:,120.0,,
Total Missing Percent:,0.0057,,
