UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-09-25 00:00:00,300.0,2011.0,0.0,109.0,0.0,557.0
2023-09-25 01:00:00,300.0,1917.0,0.0,109.0,0.0,544.0
2023-09-25 02:00:00,310.0,1918.0,0.0,139.0,3.0,678.0
2023-09-25 03:00:00,310.0,2034.0,0.0,214.0,4.0,771.0
2023-09-25 04:00:00,310.0,2450.0,0.0,454.0,47.0,814.0
2023-09-25 05:00:00,311.0,2687.0,0.0,590.0,584.0,803.0
2023-09-25 06:00:00,310.0,2655.0,0.0,513.0,1608.0,782.0
2023-09-25 07:00:00,310.0,2506.0,0.0,250.0,2558.0,792.0
2023-09-25 08:00:00,310.0,2028.0,0.0,149.0,3152.0,914.0
2023-09-25 09:00:00,302.0,1949.0,0.0,75.0,3409.0,1049.0
2023-09-25 10:00:00,343.0,1925.0,0.0,96.0,3434.0,1191.0
2023-09-25 11:00:00,476.0,1713.0,0.0,70.0,3487.0,1404.0
2023-09-25 12:00:00,531.0,1698.0,0.0,70.0,2851.0,1496.0
2023-09-25 13:00:00,614.0,2155.0,0.0,129.0,1625.0,1586.0
2023-09-25 14:00:00,613.0,2255.0,0.0,741.0,771.0,1431.0
2023-09-25 15:00:00,612.0,2402.0,0.0,1333.0,213.0,1247.0
2023-09-25 16:00:00,585.0,2764.0,0.0,1507.0,8.0,1324.0
2023-09-25 17:00:00,594.0,3064.0,0.0,1485.0,3.0,1251.0
2023-09-25 18:00:00,614.0,3182.0,0.0,954.0,3.0,1274.0
2023-09-25 19:00:00,614.0,3161.0,0.0,807.0,0.0,1295.0
2023-09-25 20:00:00,592.0,3111.0,0.0,629.0,0.0,1324.0
2023-09-25 21:00:00,320.0,3184.0,0.0,485.0,0.0,1353.0
2023-09-25 22:00:00,300.0,3018.0,0.0,121.0,0.0,1412.0
2023-09-25 23:00:00,299.0,2670.0,0.0,106.0,0.0,1496.0
