Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
43392,2023-12-14 00:00:00,2024-07-17 00:00:00,3.1,199.87,681.0,702.0,0.0,4.0,0.0,2502.0
43393,2023-12-14 01:00:00,2024-07-17 00:00:00,3.1,195.61,683.0,698.0,0.0,4.0,0.0,2589.0
43394,2023-12-14 02:00:00,2024-07-17 00:00:00,3.1,193.91,684.0,705.0,0.0,4.0,0.0,2633.0
43395,2023-12-14 03:00:00,2024-07-17 00:00:00,3.1,191.48,685.0,705.0,0.0,4.0,10.0,2677.0
43396,2023-12-14 04:00:00,2024-07-17 00:00:00,3.1,200.8,738.0,955.0,0.0,180.0,1.0,2679.0
43397,2023-12-14 05:00:00,2024-07-17 00:00:00,3.1,218.5,906.0,1462.0,0.0,543.0,3.0,2713.0
43398,2023-12-14 06:00:00,2024-07-17 00:00:00,3.1,202.25,886.0,1819.0,0.0,921.0,300.0,2731.0
43399,2023-12-14 07:00:00,2024-07-17 00:00:00,3.1,180.22,886.0,1805.0,0.0,738.0,1211.0,2802.0
43400,2023-12-14 08:00:00,2024-07-17 00:00:00,3.1,166.64,855.0,1846.0,0.0,444.0,2005.0,2848.0
43401,2023-12-14 09:00:00,2024-07-17 00:00:00,3.1,147.41,687.0,1743.0,0.0,182.0,2497.0,2808.0
43402,2023-12-14 10:00:00,2024-07-17 00:00:00,3.1,148.0,727.0,1647.0,0.0,141.0,2526.0,2810.0
43403,2023-12-14 11:00:00,2024-07-17 00:00:00,3.1,152.01,781.0,1592.0,0.0,163.0,2400.0,2844.0
43404,2023-12-14 12:00:00,2024-07-17 00:00:00,3.1,156.58,754.0,1618.0,0.0,143.0,2049.0,2919.0
43405,2023-12-14 13:00:00,2024-07-17 00:00:00,3.1,194.72,970.0,1851.0,0.0,235.0,1302.0,2945.0
43406,2023-12-14 14:00:00,2024-07-17 00:00:00,3.1,211.18,984.0,2159.0,0.0,926.0,313.0,2942.0
43407,2023-12-14 15:00:00,2024-07-17 00:00:00,3.1,215.44,976.0,2261.0,0.0,1134.0,2.0,2953.0
43408,2023-12-14 16:00:00,2024-07-17 00:00:00,3.1,216.94,974.0,2324.0,0.0,1273.0,0.0,2805.0
43409,2023-12-14 17:00:00,2024-07-17 00:00:00,3.1,217.55,980.0,2301.0,0.0,1285.0,0.0,2771.0
43410,2023-12-14 18:00:00,2024-07-17 00:00:00,3.1,214.32,987.0,2160.0,0.0,1213.0,2.0,2867.0
43411,2023-12-14 19:00:00,2024-07-17 00:00:00,3.1,200.26,985.0,1734.0,0.0,1215.0,12.0,2996.0
43412,2023-12-14 20:00:00,2024-07-17 00:00:00,3.1,198.07,979.0,1360.0,0.0,1002.0,0.0,2956.0
43413,2023-12-14 21:00:00,2024-07-17 00:00:00,3.1,197.84,877.0,1016.0,0.0,559.0,0.0,2817.0
43414,2023-12-14 22:00:00,2024-07-17 00:00:00,3.1,188.13,677.0,902.0,0.0,255.0,0.0,2675.0
43415,2023-12-14 23:00:00,2024-07-17 00:00:00,3.1,191.52,678.0,784.0,0.0,89.0,0.0,2654.0
