Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
43872,2024-01-03 00:00:00,2024-07-17 00:00:00,3.1,287.79,654.0,407.0,0.0,4.0,0.0,1551.0
43873,2024-01-03 01:00:00,2024-07-17 00:00:00,3.1,291.52,659.0,416.0,0.0,4.0,0.0,1532.0
43874,2024-01-03 02:00:00,2024-07-17 00:00:00,3.1,288.26,664.0,410.0,0.0,4.0,0.0,1568.0
43875,2024-01-03 03:00:00,2024-07-17 00:00:00,3.1,277.82,675.0,410.0,0.0,4.0,1.0,1693.0
43876,2024-01-03 04:00:00,2024-07-17 00:00:00,3.1,288.75,811.0,395.0,0.0,31.0,1.0,1807.0
43877,2024-01-03 05:00:00,2024-07-17 00:00:00,3.1,255.09,748.0,440.0,0.0,271.0,7.0,1892.0
43878,2024-01-03 06:00:00,2024-07-17 00:00:00,3.1,243.71,797.0,460.0,0.0,200.0,255.0,2054.0
43879,2024-01-03 07:00:00,2024-07-17 00:00:00,3.1,208.5,758.0,484.0,0.0,271.0,908.0,2032.0
43880,2024-01-03 08:00:00,2024-07-17 00:00:00,3.1,193.57,792.0,403.0,0.0,170.0,1493.0,1999.0
43881,2024-01-03 09:00:00,2024-07-17 00:00:00,3.1,197.33,788.0,400.0,0.0,83.0,1543.0,1923.0
43882,2024-01-03 10:00:00,2024-07-17 00:00:00,3.1,183.99,662.0,423.0,0.0,71.0,1361.0,2023.0
43883,2024-01-03 11:00:00,2024-07-17 00:00:00,3.1,185.86,657.0,447.0,0.0,122.0,1069.0,2186.0
43884,2024-01-03 12:00:00,2024-07-17 00:00:00,3.1,206.81,659.0,547.0,0.0,189.0,683.0,2114.0
43885,2024-01-03 13:00:00,2024-07-17 00:00:00,3.1,250.14,658.0,983.0,0.0,222.0,450.0,1958.0
43886,2024-01-03 14:00:00,2024-07-17 00:00:00,3.1,263.99,659.0,1324.0,0.0,700.0,171.0,1819.0
43887,2024-01-03 15:00:00,2024-07-17 00:00:00,3.1,258.12,661.0,1240.0,0.0,914.0,4.0,1797.0
43888,2024-01-03 16:00:00,2024-07-17 00:00:00,3.1,253.92,659.0,1350.0,0.0,1107.0,0.0,1800.0
43889,2024-01-03 17:00:00,2024-07-17 00:00:00,3.1,251.39,657.0,1224.0,0.0,1111.0,0.0,1718.0
43890,2024-01-03 18:00:00,2024-07-17 00:00:00,3.1,263.19,662.0,1286.0,0.0,947.0,0.0,1720.0
43891,2024-01-03 19:00:00,2024-07-17 00:00:00,3.1,268.62,661.0,1255.0,0.0,928.0,0.0,1612.0
43892,2024-01-03 20:00:00,2024-07-17 00:00:00,3.1,269.78,661.0,996.0,0.0,695.0,0.0,1593.0
43893,2024-01-03 21:00:00,2024-07-17 00:00:00,3.1,300.25,663.0,1231.0,0.0,447.0,0.0,1572.0
43894,2024-01-03 22:00:00,2024-07-17 00:00:00,3.1,281.36,663.0,711.0,0.0,342.0,0.0,1544.0
43895,2024-01-03 23:00:00,2024-07-17 00:00:00,3.1,305.0,661.0,614.0,0.0,85.0,0.0,1463.0
