Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
37776,2023-04-24 00:00:00,110.5,1012.0,20696.0,24004.0,256.0,6972.0,2512.0,20668.0,2560.0,0.0,352.0
37777,2023-04-24 01:00:00,114.36,1008.0,21208.0,24000.0,256.0,7020.0,2512.0,19048.0,2588.0,0.0,352.0
37778,2023-04-24 02:00:00,116.09,1012.0,21184.0,24016.0,256.0,6960.0,2512.0,17940.0,2552.0,0.0,352.0
37779,2023-04-24 03:00:00,120.34,1008.0,22196.0,24008.0,256.0,7512.0,2472.0,16816.0,2584.0,0.0,364.0
37780,2023-04-24 04:00:00,134.87,1016.0,26520.0,24032.0,256.0,9160.0,1860.0,15000.0,2592.0,0.0,364.0
37781,2023-04-24 05:00:00,145.4,1144.0,30264.0,24036.0,224.0,11268.0,1268.0,13924.0,2580.0,0.0,368.0
37782,2023-04-24 06:00:00,131.75,1304.0,29820.0,24040.0,204.0,12848.0,9856.0,12592.0,2548.0,0.0,392.0
37783,2023-04-24 07:00:00,97.65,1472.0,25556.0,24040.0,200.0,10028.0,35440.0,11732.0,2548.0,0.0,388.0
37784,2023-04-24 08:00:00,76.46,1596.0,21888.0,24028.0,212.0,8408.0,55412.0,11404.0,2616.0,0.0,408.0
37785,2023-04-24 09:00:00,67.97,1776.0,19312.0,24012.0,208.0,6772.0,61920.0,12692.0,2520.0,0.0,400.0
37786,2023-04-24 10:00:00,60.69,1980.0,16492.0,23988.0,180.0,6068.0,64148.0,14748.0,2504.0,0.0,420.0
37787,2023-04-24 11:00:00,57.64,1972.0,15948.0,23988.0,176.0,5940.0,64844.0,18020.0,2488.0,0.0,420.0
37788,2023-04-24 12:00:00,55.12,1724.0,15856.0,23972.0,180.0,5572.0,64736.0,21004.0,2404.0,0.0,416.0
37789,2023-04-24 13:00:00,53.35,1620.0,15472.0,23964.0,216.0,5604.0,64204.0,22556.0,2340.0,0.0,404.0
37790,2023-04-24 14:00:00,53.19,1520.0,15668.0,23944.0,232.0,5448.0,61716.0,25500.0,2368.0,0.0,400.0
37791,2023-04-24 15:00:00,55.05,1324.0,16616.0,23936.0,228.0,5240.0,58072.0,27744.0,2408.0,0.0,416.0
37792,2023-04-24 16:00:00,60.88,1164.0,18228.0,23936.0,224.0,5644.0,51848.0,26880.0,2500.0,0.0,428.0
37793,2023-04-24 17:00:00,84.06,1004.0,24692.0,23948.0,244.0,7520.0,36360.0,24924.0,2604.0,0.0,404.0
37794,2023-04-24 18:00:00,121.01,992.0,32068.0,23940.0,268.0,10280.0,13468.0,23124.0,2680.0,0.0,436.0
37795,2023-04-24 19:00:00,142.98,992.0,35664.0,23936.0,288.0,12500.0,3372.0,20308.0,2712.0,0.0,460.0
37796,2023-04-24 20:00:00,141.82,992.0,33028.0,23956.0,288.0,11932.0,2512.0,18276.0,2728.0,0.0,460.0
37797,2023-04-24 21:00:00,145.34,992.0,32372.0,23968.0,288.0,10736.0,2440.0,16236.0,2744.0,0.0,464.0
37798,2023-04-24 22:00:00,141.86,992.0,29380.0,23964.0,288.0,8604.0,2316.0,15764.0,2732.0,0.0,416.0
37799,2023-04-24 23:00:00,143.34,992.0,29168.0,23976.0,288.0,8232.0,2264.0,14884.0,2756.0,0.0,396.0
