,UTC time,carbon_intensity,solar,unknown,nat_gas,coal,wind,hydro,nuclear,biomass,oil
13932,2021-08-03 12:00:00,140.17,10695,162,5866,517,3323,2730,6961,806,176
13933,2021-08-03 13:00:00,135.24,10715,163,5514,518,3904,2289,6959,788,168
13934,2021-08-03 14:00:00,134.21,10218,163,5373,519,4146,2299,6957,776,178
13935,2021-08-03 15:00:00,141.06,9159,162,5820,518,4523,2299,6955,788,180
13936,2021-08-03 16:00:00,148.95,7512,164,6332,519,5086,2558,6955,800,183
13937,2021-08-03 17:00:00,158.87,4843,166,6823,519,5302,3527,6955,807,169
13938,2021-08-03 18:00:00,169.25,1967,165,6971,518,5105,4440,6956,809,169
13939,2021-08-03 19:00:00,173.96,778,164,7287,518,5017,5362,6962,806,169
13940,2021-08-03 20:00:00,174.56,685,164,7122,519,5366,4607,6964,804,168
13941,2021-08-03 21:00:00,179.57,662,163,7049,519,5442,3540,6969,802,168
13942,2021-08-03 22:00:00,178.82,661,150,6867,519,5368,3305,6969,799,159
13943,2021-08-03 23:00:00,185.39,647,153,6880,519,5236,2479,6971,794,158
13944,2021-08-04 00:00:00,181.9,500,156,6422,486,5235,2116,6972,796,158
13945,2021-08-04 01:00:00,174.22,363,156,5990,467,5261,2385,6974,795,159
13946,2021-08-04 02:00:00,177.26,252,152,6129,467,4950,2634,6975,805,156
13947,2021-08-04 03:00:00,184.87,166,150,6526,468,4666,2706,6976,798,159
13948,2021-08-04 04:00:00,183.71,147,151,6813,473,4699,3432,6978,803,162
13949,2021-08-04 05:00:00,181.01,227,150,6974,510,5027,3877,6978,796,162
13950,2021-08-04 06:00:00,177.74,1576,156,7367,512,4614,4534,6977,801,168
13951,2021-08-04 07:00:00,167.36,4671,159,7310,512,4072,4310,6975,795,171
13952,2021-08-04 08:00:00,154.22,7787,160,6844,512,3390,4186,6974,796,174
13953,2021-08-04 09:00:00,146.07,9785,164,6549,512,3441,3663,6977,791,162
13954,2021-08-04 10:00:00,139.87,10797,164,6434,512,4074,3477,6977,783,159
13955,2021-08-04 11:00:00,137.85,11127,161,6421,512,4656,3090,6975,776,158
13956,2021-08-04 12:00:00,137.16,11143,164,6395,512,4814,2998,6968,764,149
13957,2021-08-04 13:00:00,142.79,11035,165,6815,512,5040,2457,6960,757,147
13958,2021-08-04 14:00:00,136.68,10717,163,6324,512,5405,2664,6955,760,160
13959,2021-08-04 15:00:00,136.72,10034,163,6218,512,5677,2587,6953,759,163
13960,2021-08-04 16:00:00,143.02,8832,167,6628,512,5663,3049,6954,780,158
13961,2021-08-04 17:00:00,151.58,6544,169,6896,512,5554,3530,6956,780,140
13962,2021-08-04 18:00:00,163.83,3014,171,7193,512,5333,4749,6957,780,140
13963,2021-08-04 19:00:00,175,1135,173,7797,512,4799,6080,6962,795,140
13964,2021-08-04 20:00:00,177.13,863,171,7787,512,4613,6085,6963,802,137
13965,2021-08-04 21:00:00,182.73,820,167,7434,518,4171,4951,6962,794,140
13966,2021-08-04 22:00:00,176.43,817,160,6565,469,3855,4313,6966,795,129
13967,2021-08-04 23:00:00,179.13,802,160,6332,450,3733,3475,6967,796,123
13968,2021-08-05 00:00:00,186.81,741,160,6447,413,3686,2568,6968,790,123
13969,2021-08-05 01:00:00,185.33,740,156,6301,396,3636,2467,6969,786,123
13970,2021-08-05 02:00:00,186.11,724,155,6296,356,3534,2308,6970,785,120
13971,2021-08-05 03:00:00,183.17,661,156,6209,355,3761,2348,6972,785,123
13972,2021-08-05 04:00:00,177.16,462,157,6329,355,4015,3337,6974,788,125
13973,2021-08-05 05:00:00,171.71,544,159,6245,413,4116,4063,6985,788,127
13974,2021-08-05 06:00:00,161.67,2499,164,6141,498,3875,4562,6995,789,131
13975,2021-08-05 07:00:00,147.98,6223,166,5935,512,3605,4133,6979,790,131
13976,2021-08-05 08:00:00,133.52,9248,170,5360,512,3685,3572,6943,790,136
13977,2021-08-05 09:00:00,127.43,10446,167,5149,512,4198,3133,6926,799,142
13978,2021-08-05 10:00:00,117.48,11009,164,4521,512,4811,2910,6922,814,153
13979,2021-08-05 11:00:00,109.28,11309,164,4092,512,5392,3172,6933,814,157
13980,2021-08-05 12:00:00,102.67,11327,167,3679,512,6116,2875,6945,811,136
13981,2021-08-05 13:00:00,100.86,11198,163,3512,512,6866,1959,6941,804,134
13982,2021-08-05 14:00:00,102.13,10805,162,3685,511,7251,2092,6947,797,133
13983,2021-08-05 15:00:00,101.06,10082,161,3661,512,7701,2364,6949,802,124
13984,2021-08-05 16:00:00,107.01,8864,165,3958,512,7608,2408,6948,808,114
13985,2021-08-05 17:00:00,120.54,6541,165,4729,512,7400,2997,6950,805,112
13986,2021-08-05 18:00:00,143.81,2886,165,5860,505,6973,3912,6959,811,129
13987,2021-08-05 19:00:00,164.42,976,167,6970,510,6064,5000,6967,820,132
13988,2021-08-05 20:00:00,166.7,720,162,7083,485,5781,5209,6970,825,132
13989,2021-08-05 21:00:00,160.03,709,157,6497,427,6354,4196,6973,808,132
13990,2021-08-05 22:00:00,163.86,713,151,6614,370,6512,3249,6981,812,124
13991,2021-08-05 23:00:00,166.85,708,152,6646,336,6399,2747,6986,801,122
13992,2021-08-06 00:00:00,167.73,710,151,6283,309,5874,2223,6982,786,122
13993,2021-08-06 01:00:00,168.64,708,152,6145,305,5575,2084,6979,793,121
13994,2021-08-06 02:00:00,172.02,702,154,6070,310,5036,2019,6981,806,119
13995,2021-08-06 03:00:00,175.47,691,155,6218,357,4780,2324,6982,812,123
13996,2021-08-06 04:00:00,178.12,517,153,6634,406,4297,3648,6988,819,123
13997,2021-08-06 05:00:00,181.86,489,155,6934,458,3736,4521,6994,813,125
13998,2021-08-06 06:00:00,171.81,2463,161,6333,512,2859,4406,6998,810,131
13999,2021-08-06 07:00:00,154.85,6221,157,6024,512,1944,4667,6995,810,135
14000,2021-08-06 08:00:00,148.3,9258,157,6058,512,1598,4069,6992,811,135
14001,2021-08-06 09:00:00,143.89,10534,158,6052,512,1856,3826,6986,805,139
14002,2021-08-06 10:00:00,141.07,11127,159,6044,513,2590,3306,6982,807,150
14003,2021-08-06 11:00:00,136.45,11383,154,5851,513,3326,2973,6980,807,155
14004,2021-08-06 12:00:00,123.6,11429,157,4908,513,4496,2294,6974,793,154
14005,2021-08-06 13:00:00,112.55,11241,157,4188,513,5936,1582,6950,794,134
14006,2021-08-06 14:00:00,104.43,10844,156,3735,513,7233,1340,6948,780,132
14007,2021-08-06 15:00:00,103.99,10147,158,3862,513,8427,1261,6946,775,132
14008,2021-08-06 16:00:00,105.7,8792,161,3954,488,8961,1193,6946,768,131
14009,2021-08-06 17:00:00,116.12,6393,159,4611,469,9336,1583,6949,772,132
14010,2021-08-06 18:00:00,127.35,2817,159,5099,438,9060,2969,6953,793,134
14011,2021-08-06 19:00:00,137.19,958,161,5727,427,8625,4473,6958,801,150
14012,2021-08-06 20:00:00,147.04,727,161,6226,417,8229,4166,6963,791,151
14013,2021-08-06 21:00:00,151.06,713,159,6111,366,7727,3268,6966,788,153
14014,2021-08-06 22:00:00,150.79,714,150,5959,357,7425,3104,6969,787,139
14015,2021-08-06 23:00:00,155.57,712,151,6072,357,6838,3106,6969,788,137
14016,2021-08-07 00:00:00,155.93,710,155,5680,357,6409,2536,6969,791,137
14017,2021-08-07 01:00:00,147.19,709,149,4957,357,6129,2401,6973,789,116
14018,2021-08-07 02:00:00,147.13,706,148,4852,342,5725,2467,6974,794,112
14019,2021-08-07 03:00:00,145.09,680,152,4659,340,5607,2439,6978,802,109
14020,2021-08-07 04:00:00,142.56,495,157,4497,339,5815,2355,6978,790,108
14021,2021-08-07 05:00:00,141.75,429,151,4441,337,5810,2343,6986,794,106
14022,2021-08-07 06:00:00,129.64,2069,154,4083,352,5343,2908,6988,796,108
14023,2021-08-07 07:00:00,111.79,5582,155,3521,327,5138,2394,6991,776,97
14024,2021-08-07 08:00:00,100.5,8331,156,3191,340,5735,1832,6985,777,95
14025,2021-08-07 09:00:00,95.28,10144,154,3127,340,6172,1645,6983,764,94
14026,2021-08-07 10:00:00,100.31,10792,155,3600,345,6332,1529,6979,769,94
14027,2021-08-07 11:00:00,100.05,11232,158,3738,352,6795,1559,6977,765,93
14028,2021-08-07 12:00:00,97.91,11328,156,3660,359,7137,1622,6978,761,91
14029,2021-08-07 13:00:00,92.53,11103,156,3299,339,7514,1494,6977,737,91
14030,2021-08-07 14:00:00,94.7,10824,156,3424,344,7515,1446,6976,754,84
14031,2021-08-07 15:00:00,92.27,10039,155,3121,342,7607,1223,6974,752,86
14032,2021-08-07 16:00:00,94.31,8813,157,3126,340,7494,1401,6976,753,91
14033,2021-08-07 17:00:00,106.79,6391,159,3817,359,7988,1652,6972,765,93
14034,2021-08-07 18:00:00,124.63,2719,164,4697,345,8009,2712,6976,801,96
14035,2021-08-07 19:00:00,149.96,930,161,6239,345,7398,3720,6979,811,102
14036,2021-08-07 20:00:00,150.01,712,161,6117,348,7416,3581,6979,815,107
14037,2021-08-07 21:00:00,143.6,705,162,5360,348,7171,3071,6982,811,107
14038,2021-08-07 22:00:00,152.92,706,158,5603,350,6348,2831,6974,831,105
14039,2021-08-07 23:00:00,165.86,707,155,5847,353,5428,2211,6976,831,105
14040,2021-08-08 00:00:00,170.92,708,160,5808,342,4919,1853,6990,826,105
14041,2021-08-08 01:00:00,160.62,704,158,5061,345,4748,1876,6995,815,105
14042,2021-08-08 02:00:00,161.3,643,155,4972,348,4563,1809,7000,811,105
14043,2021-08-08 03:00:00,168.48,534,156,5253,352,4116,2021,6999,807,105
14044,2021-08-08 04:00:00,180.43,347,155,5711,357,3663,2050,7000,812,107
14045,2021-08-08 05:00:00,181.19,319,152,5749,353,3398,2313,6999,812,107
14046,2021-08-08 06:00:00,169.42,1969,150,5345,341,2952,2067,7001,809,107
14047,2021-08-08 07:00:00,143.98,5503,152,4594,337,2621,1667,7001,793,93
14048,2021-08-08 08:00:00,130.05,8690,154,4326,344,2261,1643,6997,785,92
14049,2021-08-08 09:00:00,127.91,9926,152,4418,356,1667,2258,6993,788,95
14050,2021-08-08 10:00:00,127.49,10468,153,4511,356,1312,2692,6985,795,97
14051,2021-08-08 11:00:00,122.98,10849,150,4251,363,1401,2613,6981,797,97
14052,2021-08-08 12:00:00,119.33,11088,153,3995,362,1808,2030,6976,795,96
14053,2021-08-08 13:00:00,117.62,10962,153,3929,363,2401,1673,6974,788,93
14054,2021-08-08 14:00:00,116.07,10563,155,3864,361,3115,1393,6974,778,101
14055,2021-08-08 15:00:00,119.86,9612,156,4176,370,3875,1440,6972,785,94
14056,2021-08-08 16:00:00,116.11,8226,154,3942,366,4506,1903,6973,788,91
14057,2021-08-08 17:00:00,124.47,6033,150,4320,359,5087,2112,6972,793,103
14058,2021-08-08 18:00:00,144.82,2669,147,5297,365,5457,2949,6974,812,106
14059,2021-08-08 19:00:00,154.99,935,153,5937,425,5283,4642,6979,821,107
14060,2021-08-08 20:00:00,160.82,703,154,6321,466,5287,4877,6982,819,107
14061,2021-08-08 21:00:00,166.33,694,152,6176,494,5019,3982,6987,811,112
14062,2021-08-08 22:00:00,167.53,688,152,5802,511,4698,3417,6987,827,124
14063,2021-08-08 23:00:00,168.97,662,151,5620,511,4561,2957,6988,827,126
14064,2021-08-09 00:00:00,172.92,653,152,5523,511,4261,2493,6988,825,126
14065,2021-08-09 01:00:00,175.62,652,150,5417,511,4020,2150,6988,828,127
14066,2021-08-09 02:00:00,178.65,648,153,5419,511,3727,2080,6986,831,127
14067,2021-08-09 03:00:00,184.34,615,150,5742,511,3361,2374,6986,830,124
14068,2021-08-09 04:00:00,187.54,396,147,6098,511,3071,3130,6987,819,128
14069,2021-08-09 05:00:00,184.75,370,146,6239,511,2893,4009,6987,802,140
14070,2021-08-09 06:00:00,177.46,1825,153,6176,511,2579,4038,6986,780,142
14071,2021-08-09 07:00:00,159.38,4769,154,5673,511,2407,3638,6984,784,148
14072,2021-08-09 08:00:00,152.05,7620,152,5659,511,2428,2639,6973,776,151
14073,2021-08-09 09:00:00,147.6,9108,158,5649,511,2263,2562,6972,772,153
14074,2021-08-09 10:00:00,142.98,9924,157,5559,511,2367,2570,6968,806,139
14075,2021-08-09 11:00:00,140.41,10401,157,5523,511,2673,2422,6966,812,149
14076,2021-08-09 12:00:00,139.09,10607,157,5575,511,3088,2291,6959,810,148
14077,2021-08-09 13:00:00,137.59,10482,157,5559,511,3220,2591,6952,804,147
14078,2021-08-09 14:00:00,139.06,10148,159,5594,511,3300,2511,6949,814,146
14079,2021-08-09 15:00:00,137.98,9401,165,5365,511,3393,2624,6947,810,146
14080,2021-08-09 16:00:00,144.12,8057,168,5533,511,3626,2485,6947,817,148
14081,2021-08-09 17:00:00,157.87,5520,168,6255,511,3890,3217,6946,810,148
14082,2021-08-09 18:00:00,173.66,2283,169,7137,511,4175,4657,6950,815,148
14083,2021-08-09 19:00:00,178.72,812,171,7388,511,4486,5225,6954,830,148
14084,2021-08-09 20:00:00,177.73,691,167,7162,511,4663,4833,6956,825,148
14085,2021-08-09 21:00:00,182.29,596,164,7127,511,4702,4041,6957,817,147
14086,2021-08-09 22:00:00,201.6,526,154,8191,510,4391,3371,6960,815,134
14087,2021-08-09 23:00:00,207.45,524,150,8228,510,4074,2954,6963,813,133
14088,2021-08-10 00:00:00,213.84,509,154,8094,511,3482,2593,6964,804,131
14089,2021-08-10 01:00:00,215.92,446,156,7916,511,3023,2640,6965,795,133
14090,2021-08-10 02:00:00,218.83,414,156,7698,511,2476,2618,6959,804,133
14091,2021-08-10 03:00:00,229.77,411,152,8151,511,1788,2769,6950,792,133
14092,2021-08-10 04:00:00,226.34,290,152,8130,511,1452,3573,6953,795,134
14093,2021-08-10 05:00:00,224.8,218,154,8251,511,1309,4130,6959,798,140
14094,2021-08-10 06:00:00,215.42,1260,170,7992,511,1149,4162,6960,796,149
14095,2021-08-10 07:00:00,197.4,3792,171,7919,511,999,4378,6958,787,147
14096,2021-08-10 08:00:00,189.71,6314,177,7955,511,938,3519,6956,787,147
14097,2021-08-10 09:00:00,185.33,7830,177,8132,517,1066,3153,6957,763,147
14098,2021-08-10 10:00:00,181.2,8629,178,8189,518,1292,3078,6961,766,144
14099,2021-08-10 11:00:00,182.34,8873,180,8550,519,1534,3122,6959,796,147
14100,2021-08-10 12:00:00,185.64,8713,181,8837,519,1627,3083,6960,805,148
14101,2021-08-10 13:00:00,177.16,8450,174,8292,514,2140,3307,6959,808,148
14102,2021-08-10 14:00:00,178.31,7928,172,8232,513,2552,2951,6958,808,148
14103,2021-08-10 15:00:00,177.31,7164,173,8045,513,2925,3026,6955,819,146
14104,2021-08-10 16:00:00,182.63,5875,177,8515,513,3307,3656,6954,818,146
14105,2021-08-10 17:00:00,189.76,3763,179,8664,513,3700,4069,6953,819,147
14106,2021-08-10 18:00:00,192.87,1369,177,8600,513,4090,5096,6953,830,146
14107,2021-08-10 19:00:00,200.71,457,165,9217,513,4631,5052,6960,827,145
14108,2021-08-10 20:00:00,199.55,399,168,9007,513,5328,4197,6961,829,144
14109,2021-08-10 21:00:00,198.06,397,167,8622,513,5364,3751,6956,824,144
14110,2021-08-10 22:00:00,191.22,385,159,7507,512,5349,2826,6956,830,134
14111,2021-08-10 23:00:00,198.01,353,159,7443,496,4607,2524,6952,822,133
14112,2021-08-11 00:00:00,203.96,228,154,7311,494,4008,2267,6956,830,133
14113,2021-08-11 01:00:00,211.58,132,153,7363,495,3391,2180,6956,825,133
14114,2021-08-11 02:00:00,220.81,89,153,7678,513,2819,2295,6956,814,131
14115,2021-08-11 03:00:00,226.77,89,152,7872,514,2331,2441,6957,817,134
14116,2021-08-11 04:00:00,232.56,90,152,8535,514,2007,3012,6957,808,134
14117,2021-08-11 05:00:00,225.92,156,162,8588,514,1900,3900,6959,798,140
14118,2021-08-11 06:00:00,212.57,1141,171,8272,514,1621,4537,6960,786,149
14119,2021-08-11 07:00:00,201.3,3369,163,8071,517,1118,4317,6956,780,151
14120,2021-08-11 08:00:00,194.28,5433,164,8186,519,910,3988,6952,780,149
14121,2021-08-11 09:00:00,192.04,7019,162,8618,520,818,3835,6947,777,151
14122,2021-08-11 10:00:00,188.14,8284,165,8736,521,920,3548,6940,777,152
14123,2021-08-11 11:00:00,187.12,8494,165,8947,520,1323,3496,6934,774,147
14124,2021-08-11 12:00:00,183.27,8568,159,8906,520,1888,3475,6930,763,149
14125,2021-08-11 13:00:00,181.09,8362,163,8822,520,2645,3110,6927,730,149
14126,2021-08-11 14:00:00,178.14,7574,162,8565,520,3423,3025,6919,716,148
14127,2021-08-11 15:00:00,181.52,6816,163,8501,520,3934,2344,6919,725,148
14128,2021-08-11 16:00:00,187.16,5299,165,9087,520,4505,3102,6919,721,148
14129,2021-08-11 17:00:00,194.89,3138,167,9485,521,3942,4922,6919,717,148
14130,2021-08-11 18:00:00,206.58,1063,163,10052,520,3882,5762,6926,719,148
14131,2021-08-11 19:00:00,206.87,213,157,10148,520,4348,6096,6932,721,148
14132,2021-08-11 20:00:00,206.74,137,157,9919,520,4781,5356,6938,718,147
14133,2021-08-11 21:00:00,201.28,90,158,8869,520,5433,3868,6941,719,146
14134,2021-08-11 22:00:00,187.43,89,154,7723,520,5843,3523,6942,726,133
14135,2021-08-11 23:00:00,204.24,90,152,8380,496,4720,3254,6946,717,122
14136,2021-08-12 00:00:00,200.32,90,152,7697,492,5436,1905,6947,740,122
14137,2021-08-12 01:00:00,200.28,95,154,7725,472,5522,1797,6947,751,122
14138,2021-08-12 02:00:00,208.64,103,152,8238,458,5144,1854,6947,787,119
14139,2021-08-12 03:00:00,209.5,104,152,8219,458,5081,1790,6946,791,122
14140,2021-08-12 04:00:00,207.15,103,150,8187,477,5176,2009,6945,799,124
14141,2021-08-12 05:00:00,209.27,152,151,8625,474,4870,2686,6947,794,130
14142,2021-08-12 06:00:00,207.75,1330,160,8598,485,3711,3123,6947,779,137
14143,2021-08-12 07:00:00,196.81,3930,159,8441,519,2727,3361,6946,786,140
14144,2021-08-12 08:00:00,188.28,6568,169,8768,521,2423,3473,6900,784,138
14145,2021-08-12 09:00:00,177.3,8416,169,8435,520,2793,2943,6885,785,139
14146,2021-08-12 10:00:00,175.49,9274,171,8799,520,3067,3042,6886,788,139
14147,2021-08-12 11:00:00,170.57,9936,164,8653,520,3632,2612,6882,786,138
14148,2021-08-12 12:00:00,168.22,10062,155,8650,520,4344,2235,6875,786,137
14149,2021-08-12 13:00:00,166.97,10113,153,8587,521,4641,2003,6876,754,137
14150,2021-08-12 14:00:00,168.79,9567,155,8486,520,4441,2012,6893,750,134
14151,2021-08-12 15:00:00,170.87,8874,154,8553,521,4388,2335,6901,753,134
14152,2021-08-12 16:00:00,178.69,7291,154,9014,520,4579,2810,6888,735,144
14153,2021-08-12 17:00:00,187.15,4588,159,9729,520,4361,5057,6888,729,137
14154,2021-08-12 18:00:00,199.13,1639,161,9800,521,3889,6074,6900,737,137
14155,2021-08-12 19:00:00,211.31,619,161,10865,521,4596,5855,6914,751,138
14156,2021-08-12 20:00:00,204.76,533,158,9841,520,5102,4857,6920,763,137
14157,2021-08-12 21:00:00,209.58,474,156,9880,520,5049,4273,6924,778,139
14158,2021-08-12 22:00:00,203.48,348,151,8966,521,4989,3921,6927,796,133
14159,2021-08-12 23:00:00,205.6,317,149,8689,520,4899,3281,6933,795,132
14160,2021-08-13 00:00:00,210.89,255,148,8566,520,4733,2599,6934,793,132
14161,2021-08-13 01:00:00,211.1,160,147,8311,521,4597,2419,6936,772,133
14162,2021-08-13 02:00:00,216.09,96,146,8213,520,4253,2066,6940,774,131
14163,2021-08-13 03:00:00,224.21,90,146,8659,489,3829,2083,6945,768,133
14164,2021-08-13 04:00:00,228.31,89,147,9224,481,3308,2879,6945,768,134
14165,2021-08-13 05:00:00,236.16,176,144,9771,511,2683,3321,6945,768,141
14166,2021-08-13 06:00:00,219.63,1529,158,8972,511,2208,3628,6948,766,148
14167,2021-08-13 07:00:00,206.25,4218,165,8940,511,1557,3745,6945,790,147
14168,2021-08-13 08:00:00,193.47,6694,155,8825,511,1309,3677,6927,804,149
14169,2021-08-13 09:00:00,186.89,8572,155,8918,511,1508,3179,6921,794,150
14170,2021-08-13 10:00:00,185.02,9687,162,9140,511,1814,2695,6904,785,150
14171,2021-08-13 11:00:00,180.37,10092,161,9071,511,2215,2734,6887,783,150
14172,2021-08-13 12:00:00,175.65,9947,161,8903,511,2669,3041,6879,780,150
14173,2021-08-13 13:00:00,174,9572,158,8819,520,3022,3195,6875,771,150
14174,2021-08-13 14:00:00,172.7,8921,163,8751,521,3492,3397,6876,768,147
14175,2021-08-13 15:00:00,177.69,7811,165,8866,521,3765,3240,6874,764,151
14176,2021-08-13 16:00:00,186.19,5883,159,9239,520,3807,3847,6882,763,148
14177,2021-08-13 17:00:00,198.4,3427,150,9576,520,3733,4415,6898,784,145
14178,2021-08-13 18:00:00,215.44,1158,152,10474,520,3421,5412,6908,794,145
14179,2021-08-13 19:00:00,223.38,279,156,11103,521,3295,6028,6915,807,146
14180,2021-08-13 20:00:00,229.85,195,156,11186,520,3275,5304,6916,807,145
14181,2021-08-13 21:00:00,230.46,98,152,10650,520,3425,4456,6922,795,144
14182,2021-08-13 22:00:00,230.15,87,150,10181,520,3295,4016,6923,787,128
14183,2021-08-13 23:00:00,229.9,87,150,9793,521,3434,3407,6923,792,125
14184,2021-08-14 00:00:00,220.45,87,150,8984,521,3649,3279,6925,795,125
14185,2021-08-14 01:00:00,227.94,90,150,9181,520,3493,2790,6927,801,125
14186,2021-08-14 02:00:00,227.69,101,149,9225,520,3154,3221,6927,800,123
14187,2021-08-14 03:00:00,232.08,104,147,9091,521,2962,2746,6928,800,125
14188,2021-08-14 04:00:00,242.66,104,147,9706,520,2944,2288,6928,798,105
14189,2021-08-14 05:00:00,246.3,173,149,9726,520,2636,2190,6927,805,104
14190,2021-08-14 06:00:00,229.43,1340,149,9148,520,2426,2543,6927,806,105
14191,2021-08-14 07:00:00,214.68,3855,149,9145,520,1943,2692,6924,805,113
14192,2021-08-14 08:00:00,205.23,6374,149,9388,520,1656,2518,6922,800,113
14193,2021-08-14 09:00:00,187.12,8557,147,8874,520,1978,2455,6918,786,109
14194,2021-08-14 10:00:00,177.36,9595,149,8698,517,2913,2133,6913,789,114
14195,2021-08-14 11:00:00,169.37,9903,148,8637,459,3778,2281,6908,790,113
14196,2021-08-14 12:00:00,166.14,9758,148,8586,458,4356,2399,6902,775,112
14197,2021-08-14 13:00:00,163.98,9264,142,8279,458,4765,2142,6887,764,106
14198,2021-08-14 14:00:00,161.23,8692,137,8026,458,5249,2181,6835,750,107
14199,2021-08-14 15:00:00,163.84,7544,134,7967,428,5123,2414,6830,728,113
14200,2021-08-14 16:00:00,177.94,5945,132,8891,419,5531,2311,6838,735,113
14201,2021-08-14 17:00:00,195.57,3433,138,9743,469,5664,2802,6863,739,102
14202,2021-08-14 18:00:00,216.63,1147,139,11015,499,5574,3549,6889,758,108
14203,2021-08-14 19:00:00,221.94,388,140,11082,511,4347,4855,6914,766,114
14204,2021-08-14 20:00:00,229.2,277,140,11287,511,3819,4737,6923,769,114
14205,2021-08-14 21:00:00,237.51,154,138,11246,511,3800,3704,6920,769,113
14206,2021-08-14 22:00:00,227.07,119,139,10338,511,4230,3491,6918,791,102
14207,2021-08-14 23:00:00,220.48,97,141,9254,511,4142,3014,6918,793,101
14208,2021-08-15 00:00:00,225.82,89,136,8953,511,3605,2540,6920,795,109
14209,2021-08-15 01:00:00,223.42,89,136,8554,511,3775,2124,6926,793,118
14210,2021-08-15 02:00:00,216.78,89,136,8149,511,4208,1876,6928,799,117
14211,2021-08-15 03:00:00,204.77,89,134,7325,511,4534,1738,6930,802,118
14212,2021-08-15 04:00:00,197.78,89,138,6873,511,4580,1833,6932,801,119
14213,2021-08-15 05:00:00,195.33,147,140,6745,511,4463,1997,6933,788,117
14214,2021-08-15 06:00:00,176.73,1314,141,6054,492,4368,2224,6937,768,109
14215,2021-08-15 07:00:00,158.73,3899,140,5563,487,3854,2362,6936,759,110
14216,2021-08-15 08:00:00,152.57,6077,139,5588,479,3209,2432,6929,758,110
14217,2021-08-15 09:00:00,149.22,7833,139,5788,453,3191,2121,6922,761,117
14218,2021-08-15 10:00:00,145.83,8838,142,6116,408,3548,2379,6916,768,122
14219,2021-08-15 11:00:00,144.84,9288,141,6275,408,4025,2175,6902,762,121
14220,2021-08-15 12:00:00,143.37,9020,133,6398,371,4403,2503,6851,760,119
14221,2021-08-15 13:00:00,139.8,8577,132,6283,363,5104,2624,6831,743,116
14222,2021-08-15 14:00:00,136.01,7429,130,6005,366,6091,2594,6831,737,110
14223,2021-08-15 15:00:00,130.46,6781,128,5796,387,7388,2665,6835,736,113
14224,2021-08-15 16:00:00,135.05,5465,129,6111,403,8217,2644,6844,732,116
14225,2021-08-15 17:00:00,143.84,3365,131,6564,438,8848,2950,6863,735,122
14226,2021-08-15 18:00:00,155.4,1211,132,7166,486,9264,3448,6885,730,131
14227,2021-08-15 19:00:00,164.56,398,134,7833,520,9265,3916,6907,727,134
14228,2021-08-15 20:00:00,165.7,251,137,7875,496,8984,4112,6912,743,136
14229,2021-08-15 21:00:00,167.79,133,138,7898,426,9151,3324,6916,734,134
14230,2021-08-15 22:00:00,163.77,127,138,7469,390,8991,3160,6918,739,133
14231,2021-08-15 23:00:00,159.08,92,138,6740,348,8792,2389,6924,742,134
14232,2021-08-16 00:00:00,167.55,88,138,7063,341,8757,1565,6926,737,133
14233,2021-08-16 01:00:00,158.7,94,139,6665,339,8685,2345,6929,741,133
14234,2021-08-16 02:00:00,161.46,100,139,6571,344,8648,1628,6932,749,125
14235,2021-08-16 03:00:00,161.63,99,139,6589,332,8499,1727,6929,724,122
14236,2021-08-16 04:00:00,162.19,99,139,6679,345,8404,2041,6932,722,134
14237,2021-08-16 05:00:00,161.35,172,136,6786,372,8389,2537,6935,728,137
14238,2021-08-16 06:00:00,150.08,1675,145,6227,405,8189,2588,6940,728,147
14239,2021-08-16 07:00:00,144.43,4855,151,6198,465,7671,2090,6939,728,148
14240,2021-08-16 08:00:00,129.81,7902,154,5422,512,7349,1755,6933,728,151
14241,2021-08-16 09:00:00,120.69,9598,154,5082,514,7273,2170,6927,722,156
14242,2021-08-16 10:00:00,118.01,10515,148,5060,514,7286,2190,6920,729,143
14243,2021-08-16 11:00:00,113.12,10956,150,4759,514,7618,2127,6917,727,155
14244,2021-08-16 12:00:00,117.62,10909,149,5330,520,8327,2041,6917,725,157
14245,2021-08-16 13:00:00,117.38,10452,145,5317,521,9072,1567,6915,726,156
14246,2021-08-16 14:00:00,116.53,9888,143,5355,481,9740,1367,6912,745,146
14247,2021-08-16 15:00:00,110.36,9226,143,4938,408,10391,1208,6911,740,153
14248,2021-08-16 16:00:00,113.06,8010,146,5058,400,10652,1286,6915,743,156
14249,2021-08-16 17:00:00,121.96,5589,147,5641,400,11213,1728,6916,748,157
14250,2021-08-16 18:00:00,137.65,2111,145,6689,391,11458,3004,6924,768,160
14251,2021-08-16 19:00:00,149.47,755,145,7610,381,12034,2972,6928,778,162
14252,2021-08-16 20:00:00,141.85,611,148,7013,349,12563,2611,6932,775,161
14253,2021-08-16 21:00:00,130.6,597,151,5965,338,12199,2720,6939,777,160
14254,2021-08-16 22:00:00,139.36,597,143,6273,329,11736,1684,6944,775,132
14255,2021-08-16 23:00:00,147.57,578,142,6643,336,11434,1162,6947,748,130
14256,2021-08-17 00:00:00,144.69,541,142,6323,333,11258,1129,6950,771,128
14257,2021-08-17 01:00:00,141.85,502,145,5994,327,11121,981,6953,773,127
14258,2021-08-17 02:00:00,137.27,439,150,5597,318,11000,998,6954,780,128
14259,2021-08-17 03:00:00,136.17,416,146,5504,331,11000,1051,6951,781,129
