UTC time,avg_biomass_production_forecast,avg_coal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_solar_production_forecast,avg_unknown_production_forecast,avg_wind_production_forecast
2021-08-15 06:00:00,796.52077,578.79813,2763.13814,10579.2032,6904.17422,149.06755,1961.71027,157.17603,3722.75963
2021-08-15 07:00:00,796.71636,551.5612,3094.63823,10620.87182,6911.77758,151.84476,3998.69453,157.03022,3579.95866
2021-08-15 08:00:00,799.21573,525.45049,3303.57398,10645.0481,6922.39233,153.13688,6565.35899,156.98613,3680.14932
2021-08-15 09:00:00,791.67284,534.63191,3563.81714,10664.47287,6919.66676,159.19561,8386.91181,157.24248,3779.76937
2021-08-15 10:00:00,794.34189,530.25802,3345.56154,10468.49352,6916.62218,163.21679,9804.57045,157.28015,3923.4536
2021-08-15 11:00:00,792.80953,539.87899,3092.68647,10547.87508,6888.6349,165.54299,10573.56106,157.81776,4182.16274
2021-08-15 12:00:00,794.55858,562.84362,3068.35065,10682.26966,6870.19901,164.26997,10158.88542,156.81329,4405.66987
2021-08-15 13:00:00,802.13165,598.46128,3048.15255,10871.19119,6867.09532,165.87891,9196.23323,158.39902,4738.25588
2021-08-15 14:00:00,801.96107,636.69767,3222.18206,10972.97685,6863.16008,166.98932,7882.09326,157.92656,5057.50116
2021-08-15 15:00:00,802.16194,651.88829,3602.35379,11220.83608,6849.88228,166.97366,6390.19418,157.33989,5429.10364
2021-08-15 16:00:00,798.35044,660.42958,4043.83363,11433.78327,6835.2183,167.04097,5119.44472,157.57982,5678.78328
2021-08-15 17:00:00,799.03214,655.51568,4667.05255,11731.58781,6832.35407,167.60127,3573.19064,159.14182,5936.62335
2021-08-15 18:00:00,796.72827,646.97654,4833.30728,11931.52498,6821.75123,168.59356,1972.69576,158.99783,6311.04149
2021-08-15 19:00:00,800.16325,628.63062,4750.06387,11628.97748,6820.02648,172.55623,894.23527,156.34381,6704.06695
2021-08-15 20:00:00,794.90303,581.60931,4251.84592,11046.77048,6805.8359,174.02983,274.86271,157.80116,6929.37187
2021-08-15 21:00:00,795.73715,567.72708,3552.82741,10373.72296,6806.89244,171.62736,348.07223,156.75974,7045.84341
2021-08-15 22:00:00,795.48605,559.60464,2992.26463,9866.24964,6791.65086,174.85478,458.79327,156.83111,6963.09107
2021-08-15 23:00:00,792.97264,552.54406,2321.83816,9514.94579,6810.03612,172.92374,561.28718,156.81584,6986.24236
2021-08-16 00:00:00,789.8958,548.5194,1389.62328,9468.78097,6866.02304,181.17888,769.18139,156.6257,6003.61938
2021-08-16 01:00:00,800.24736,564.22737,1343.43885,9490.0634,6869.11865,176.28154,240.19766,156.87596,5811.20279
2021-08-16 02:00:00,798.60284,600.57207,1385.42649,9700.09859,6870.01867,171.04265,0,157.7563,5997.48604
2021-08-16 03:00:00,789.77785,620.81173,1622.72043,10178.55225,6871.4427,168.36376,145.79407,158.399,6000.25366
2021-08-16 04:00:00,787.92781,610.55556,1780.99317,10457.53877,6867.18591,167.5026,416.60746,157.70685,5850.75598
2021-08-16 05:00:00,792.98956,599.798,1981.19176,10843.22482,6864.44631,173.34413,1000.47074,155.92161,6200.41958
2021-08-16 06:00:00,794.75349,578.79813,2261.3876,10926.16681,6862.59481,176.51663,2090.46158,157.03927,6728.87418
2021-08-16 07:00:00,794.95217,551.5612,2584.32898,10963.47276,6869.97826,181.07436,4174.19634,156.90239,6119.94791
2021-08-16 08:00:00,797.46302,525.45049,2801.11068,10985.60551,6880.20128,182.69945,6764.08419,156.86624,6487.09672
2021-08-16 09:00:00,789.95266,534.63191,3090.3708,11003.09465,6877.63478,191.13186,8573.58127,157.11804,6745.03637
2021-08-16 10:00:00,792.58856,530.25802,2945.28146,10797.89429,6874.69399,195.48061,9950.51506,157.15833,6914.41226
2021-08-16 11:00:00,791.07447,539.87899,2766.78415,10876.32086,6847.21371,197.55175,10658.45936,157.69005,7247.81871
2021-08-16 12:00:00,792.81391,562.84362,2755.68941,11014.59526,6829.09598,195.31551,10176.48828,156.68308,7184.79461
2021-08-16 13:00:00,800.36667,598.46128,2739.03372,11212.9664,6826.08798,195.50389,9160.91824,158.27229,7557.57072
2021-08-16 14:00:00,800.21076,636.69767,2874.32744,11322.5085,6822.24887,194.77627,7814.34985,157.80082,7743.15917
2021-08-16 15:00:00,800.41967,651.88829,3189.86952,11580.90159,6809.21777,193.70533,6307.30699,157.21704,8198.43633
2021-08-16 16:00:00,796.63073,660.42958,3566.29479,11800.49107,6794.75923,193.31325,5046.7804,157.45114,8201.35333
2021-08-16 17:00:00,797.33269,655.51568,4102.23146,12108.1052,6792.05493,193.87637,3523.15969,159.00191,8294.35339
2021-08-16 18:00:00,795.03707,646.97654,4242.34516,12309.38941,6781.65497,194.7149,1944.59892,158.85806,8735.07741
2021-08-16 19:00:00,798.46051,628.63062,4167.89501,11985.6225,6780.06505,198.85253,887.6085,156.21457,9172.47912
2021-08-16 20:00:00,793.22786,581.60931,3709.33946,11367.89564,6766.13351,201.1462,282.08005,157.65752,9268.12347
2021-08-16 21:00:00,794.06662,567.72708,3084.76865,10660.20635,6767.2883,197.56405,362.74712,156.6303,9130.22489
2021-08-16 22:00:00,793.81407,559.60464,2597.38021,10124.51989,6752.25853,202.5893,476.46331,156.7027,8769.00215
2021-08-16 23:00:00,791.31303,552.54406,2004.10206,9756.2279,6770.41284,199.57715,576.06028,156.69297,9044.88847
2021-08-17 00:00:00,798.39122,548.5194,1155.08527,8746.19888,6789.5097,160.21028,769.96628,160.60577,8789.83165
2021-08-17 01:00:00,808.93259,564.22737,1131.78187,8767.60363,6792.66146,158.24054,258.93453,160.65893,8717.14753
2021-08-17 02:00:00,807.09696,600.57207,1252.01396,8980.80934,6793.60444,155.90167,0,161.65333,8640.93208
2021-08-17 03:00:00,798.0888,620.81173,1604.7309,9441.74716,6795.17053,156.2213,167.07381,162.53496,8545.67566
2021-08-17 04:00:00,796.13909,610.55556,1955.19114,9717.35058,6791.1396,158.93304,329.57083,161.62104,8299.95579
2021-08-17 05:00:00,801.27566,599.798,2318.85355,10077.82095,6788.55949,165.544,753.76454,159.2353,8084.02835
2021-08-17 06:00:00,803.1234,578.79813,2697.38537,10154.30761,6786.78285,167.41052,1706.09739,160.45102,7956.98311
2021-08-17 07:00:00,803.3075,551.5612,3075.24475,10199.19909,6793.76649,169.88978,3739.57586,160.0916,7753.9054
2021-08-17 08:00:00,805.76395,525.45049,3267.62332,10212.51463,6803.27536,167.1278,6449.65891,159.85722,7562.86046
2021-08-17 09:00:00,798.09966,534.63191,3365.51632,10219.31929,6800.99895,170.49281,8520.029,160.22248,7521.52915
2021-08-17 10:00:00,800.89241,530.25802,3028.21915,10019.38319,6798.24658,171.18659,10175.71866,160.19779,7474.08709
2021-08-17 11:00:00,799.29175,539.87899,2602.6833,10085.30393,6771.69013,171.0174,11039.51426,160.87657,7496.13713
2021-08-17 12:00:00,801.07683,562.84362,2422.79781,10210.23716,6754.15342,168.29766,10561.7614,159.93148,7554.86216
2021-08-17 13:00:00,808.72582,598.46128,2313.04244,10391.98122,6751.31939,168.99238,9394.20317,161.43414,7554.24378
2021-08-17 14:00:00,808.50036,636.69767,2426.98741,10493.65578,6747.65594,171.53358,7782.05664,160.9381,7582.33916
2021-08-17 15:00:00,808.67115,651.88829,2786.0523,10742.42621,6735.07485,173.84315,6013.3971,160.28183,7689.41296
2021-08-17 16:00:00,804.77523,660.42958,3268.79816,10956.74609,6720.99103,177.15562,4572.21254,160.66176,7791.16228
2021-08-17 17:00:00,805.38154,655.51568,3945.75727,11241.97751,6718.57808,179.16289,2968.1009,162.49261,7984.99858
2021-08-17 18:00:00,803.04675,646.97654,4251.10862,11430.8467,6708.54817,181.45313,1421.56103,162.34499,8266.02758
2021-08-17 19:00:00,806.52491,628.63062,4298.042,11138.4955,6707.2041,185.07642,480.39616,159.43905,8667.15555
2021-08-17 20:00:00,801.16142,581.60931,3885.51075,10576.7986,6693.74511,183.83682,14.94182,161.24104,9043.29854
2021-08-17 21:00:00,801.97835,567.72708,3219.61045,9921.91747,6695.07854,177.9278,236.75742,159.85985,9270.89283
2021-08-17 22:00:00,801.73284,559.60464,2612.24033,9428.75743,6680.43498,178.3369,452.78981,159.90659,9254.49324
2021-08-17 23:00:00,799.17328,552.54406,1895.78623,9088.79075,6698.16906,172.82134,601.66414,159.75859,9253.19455
2021-08-15 00:00:00,772.47178,548.5194,2030.0727,9810.09469,6984.539,134.85586,224.99999,144.64705,4229.99997
2021-08-15 01:00:00,782.43405,564.22737,1875.71469,9785.31806,6987.547,132.91648,199.00001,145.3365,4121.00013
2021-08-15 02:00:00,781.18149,600.57207,1776.85265,9931.10215,6988.38108,130.28056,170,146.07376,4091.00014
2021-08-15 03:00:00,772.73222,620.81173,1843.9794,10335.7515,6989.58564,129.19501,131,146.21102,4036.0001
2021-08-15 04:00:00,771.08655,610.55556,1936.50726,10544.42469,6984.97795,128.80117,68,145.95899,4033.99995
2021-08-15 05:00:00,775.99495,599.798,2113.94122,10874.76658,6981.99122,132.0703,123,145.38409,3943.00004
2021-08-15 06:00:00,777.58684,578.79813,2413.40749,10944.88335,6980.0236,132.29105,1548.99999,146.28706,3441.99987
2021-08-15 07:00:00,777.81554,551.5612,2754.66953,10987.76121,6988.0272,133.83007,4517.00016,146.61284,3031.99988
2021-08-15 08:00:00,780.43792,525.45049,3037.24521,11046.41049,6999.35653,134.84004,7007.99968,146.92411,2650.00003
2021-08-15 09:00:00,773.24319,534.63191,3340.21251,11104.86962,6996.34002,139.64856,8425.99977,146.95024,2692.00008
2021-08-15 10:00:00,775.5574,530.25802,3247.21206,10940.96186,6993.10745,143.74041,9279.00024,147.26443,2859.00004
2021-08-15 11:00:00,774.22094,539.87899,3025.49573,11059.43013,6964.19632,146.4437,9563.99977,147.53249,3282.00001
2021-08-15 12:00:00,775.86656,562.84362,2936.43245,11210.81818,6945.179,146.01649,9431.99978,146.4751,3977.00005
2021-08-15 13:00:00,783.22216,598.46128,2797.57809,11397.65452,6941.90092,149.09046,9109.00013,148.07014,4961.99983
2021-08-15 14:00:00,783.2089,636.69767,2747.87431,11481.89228,6937.79002,151.75061,8524.00001,147.76623,5917.99983
2021-08-15 15:00:00,783.49586,651.88829,2875.8364,11703.00933,6924.06221,152.55824,7616.99998,147.28866,7197.99986
2021-08-15 16:00:00,779.92643,660.42958,3149.4628,11896.90243,6909.02308,152.86338,6215.99976,147.25445,7930
2021-08-15 17:00:00,780.82451,655.51568,3685.93517,12206.58253,6905.86792,153.45255,4025.99991,148.18164,8430.00024
2021-08-15 18:00:00,778.60934,646.97654,3985.45193,12433.74472,6894.89418,154.50777,1551.99992,148.03544,8580.99984
2021-08-15 19:00:00,781.92037,628.63062,4127.88306,12152.11112,6892.92359,158.48941,480,146.05807,8624.99976
2021-08-15 20:00:00,776.95631,581.60931,3945.00174,11595.46056,6878.26046,159.45908,359.99998,146.76823,8689.00005
2021-08-15 21:00:00,777.83987,567.72708,3536.252,10952.37701,6879.13751,157.85171,349,146.46781,8810.99988
2021-08-15 22:00:00,777.57274,559.60464,3160.69304,10470.62678,6863.51056,160.10769,385,146.61381,9140.00014
2021-08-15 23:00:00,775.19175,552.54406,2664.62283,10127.35819,6882.31606,159.01501,377.99999,146.79635,9124.00007
2021-08-16 00:00:00,772.58127,548.5194,1599.53088,9994.31813,6938.31616,171.87686,784.64467,148.5262,7715.95719
2021-08-16 01:00:00,782.54599,564.22737,1491.44592,10002.23589,6941.35818,167.3688,261.33651,149.17757,7447.08371
2021-08-16 02:00:00,781.29093,600.57207,1445.83681,10191.85498,6942.21822,162.47517,0,149.8258,7631.91541
2021-08-16 03:00:00,772.83926,620.81173,1563.999,10659.35817,6943.5087,160.05613,156.65111,149.98229,7597.99357
2021-08-16 04:00:00,771.19234,610.55556,1649.61944,10920.05437,6939.03754,159.37758,395.46696,149.74143,7419.09256
2021-08-16 05:00:00,776.10168,599.798,1806.99361,11304.66791,6936.14693,164.81519,942.72518,149.17818,7672.32379
2021-08-16 06:00:00,777.69466,578.79813,2073.67526,11387.72421,6934.22483,167.58904,2001.70187,150.09633,8205.88053
2021-08-16 07:00:00,777.9232,551.5612,2382.37181,11422.15341,6941.98684,171.67333,4080.41432,150.4123,7481.0623
2021-08-16 08:00:00,780.54485,525.45049,2625.09523,11460.03727,6952.88486,173.24554,6695.10134,150.77958,7845.10188
2021-08-16 09:00:00,773.34814,534.63191,2930.38295,11495.6661,6950.0436,180.76461,8546.10722,150.80047,8083.90097
2021-08-16 10:00:00,775.66439,530.25802,2857.467,11299.27119,6946.92502,184.81596,9991.87637,150.97296,8217.84903
2021-08-16 11:00:00,774.32683,539.87899,2707.12698,11396.6461,6918.57109,186.81421,10790.43545,151.20541,8487.22161
2021-08-16 12:00:00,775.97302,562.84362,2672.26509,11546.58883,6899.9051,184.71008,10391.21429,150.07258,8353.72632
2021-08-16 13:00:00,783.32982,598.46128,2603.84833,11751.4559,6896.73249,184.93999,9437.60495,151.83791,8702.92788
2021-08-16 14:00:00,783.31573,636.69767,2625.20234,11858.34451,6892.7275,184.50975,8124.56579,151.41642,8825.52871
2021-08-16 15:00:00,783.60217,651.88829,2803.92561,12111.66669,6879.27149,183.65636,6621.65306,150.98015,9262.77062
2021-08-16 16:00:00,780.03138,660.42958,3082.66122,12326.95546,6864.45864,183.44398,5328.7479,150.91748,9100.69823
2021-08-16 17:00:00,780.9282,655.51568,3557.65194,12648.39361,6861.47914,183.98461,3740.32021,151.8983,9211.43363
2021-08-16 18:00:00,778.71257,646.97654,3757.02347,12864.48355,6850.72956,184.89505,2086.14588,151.76214,9682.49664
2021-08-16 19:00:00,782.02427,628.63062,3795.72841,12534.30831,6848.90741,188.88705,961.89229,149.65272,10063.73192
2021-08-16 20:00:00,777.05854,581.60931,3509.23589,11901.09739,6834.52925,190.91591,310.11744,150.36504,10176.81516
2021-08-16 21:00:00,777.94179,567.72708,3050.97379,11180.84459,6835.51476,187.66522,369.18541,150.05814,9994.82519
2021-08-16 22:00:00,777.67477,559.60464,2675.9721,10635.59209,6820.1209,192.016,470.55691,150.18276,9582.5509
2021-08-16 23:00:00,775.29299,552.54406,2193.19381,10257.78107,6838.67205,189.23035,568.52791,150.45439,9819.72879
2021-08-17 00:00:00,782.7914,548.5194,1490.70932,9178.76173,6857.78167,152.31202,844.69268,154.5444,8825.4216
2021-08-17 01:00:00,792.98423,564.22737,1453.84273,9250.20204,6860.88324,150.627,275.7666,154.89774,8734.43009
2021-08-17 02:00:00,791.49949,600.57207,1517.59571,9501.06408,6861.78751,148.53387,0,155.71842,8609.74022
2021-08-17 03:00:00,782.82774,620.81173,1772.99032,9996.39264,6863.22729,149.02022,149.84739,156.23619,8493.79499
2021-08-17 04:00:00,781.06103,610.55556,2031.59848,10272.98204,6858.99474,151.81635,435.66087,155.66,8234.44663
2021-08-17 05:00:00,786.06023,599.798,2301.0784,10644.1433,6856.27257,158.04681,1067.22481,154.18877,7950.45431
2021-08-17 06:00:00,787.75399,578.79813,2602.70451,10717.12615,6854.42873,159.58394,2235.51109,155.25518,7750.76896
2021-08-17 07:00:00,787.96493,551.5612,2908.57649,10755.75564,6861.76922,161.68381,4465.98927,155.23465,7576.17744
2021-08-17 08:00:00,790.52126,525.45049,3085.77731,10761.46215,6871.91568,158.97231,7217.13691,155.30218,7333.98195
2021-08-17 09:00:00,783.13956,534.63191,3213.58233,10752.46121,6869.38024,161.62906,9115.30321,155.49463,7250.67434
2021-08-17 10:00:00,785.64435,530.25802,2963.46329,10539.37728,6866.45943,162.137,10584.76456,155.5689,7182.29102
2021-08-17 11:00:00,784.20263,539.87899,2625.77573,10590.95698,6839.07868,161.95233,11411.82475,156.02371,7167.35862
2021-08-17 12:00:00,785.90385,562.84362,2495.73199,10697.02198,6821.0239,159.36223,11013.93933,154.98441,7253.67703
2021-08-17 13:00:00,793.3762,598.46128,2404.40001,10855.74452,6818.03419,160.08297,10069.43428,156.61888,7244.97698
2021-08-17 14:00:00,793.27851,636.69767,2474.33485,10912.26481,6814.21423,162.81859,8768.13197,156.16024,7284.84341
2021-08-17 15:00:00,793.51916,651.88829,2745.51656,11111.66572,6801.23161,165.24832,7253.15938,155.61437,7381.6035
2021-08-17 16:00:00,789.81977,660.42958,3135.27249,11285.68111,6786.81305,168.63961,5923.80802,155.77221,7474.55724
2021-08-17 17:00:00,790.60167,655.51568,3723.28997,11547.1785,6784.14065,170.59438,4239.47794,157.17653,7717.00808
2021-08-17 18:00:00,788.33889,646.97654,4003.20253,11713.47696,6773.78067,172.91685,2444.43526,157.03466,8009.33509
2021-08-17 19:00:00,791.71649,628.63062,4073.03184,11382.2463,6772.21713,176.42068,1192.14322,154.5284,8389.98501
2021-08-17 20:00:00,786.59339,581.60931,3760.84004,10788.95423,6758.33662,175.02183,442.64888,155.7836,8801.18699
2021-08-17 21:00:00,787.45042,567.72708,3223.37409,10126.62858,6759.51013,169.46298,451.29026,154.94148,9062.38352
2021-08-17 22:00:00,787.19186,559.60464,2734.43392,9641.04125,6744.52247,169.36856,517.15078,155.0273,9084.50593
2021-08-17 23:00:00,784.7398,552.54406,2145.03404,9323.8034,6762.63127,164.11268,595.27515,155.08986,9027.85315
2021-08-18 00:00:00,791.95176,548.5194,1246.678,8451.93555,6782.00247,137.80519,854.74662,159.03693,8248.03806
2021-08-18 01:00:00,802.34928,564.22737,1234.73053,8457.32319,6785.15976,136.72947,308.79611,159.1678,7964.04401
2021-08-18 02:00:00,800.6585,600.57207,1361.13853,8649.90289,6786.10657,135.17714,0,160.11723,7878.29245
2021-08-18 03:00:00,791.78917,620.81173,1715.317,9075.04257,6787.6867,136.07133,181.27685,160.90468,7654.26421
2021-08-18 04:00:00,789.91501,610.55556,2072.02589,9324.15271,6783.67831,139.15573,316.23407,160.07818,7323.04754
2021-08-18 05:00:00,794.99488,599.798,2429.06609,9650.8658,6781.11394,144.75807,730.10034,157.92914,7080.80051
2021-08-18 06:00:00,796.77912,578.79813,2791.99558,9719.1794,6779.34453,145.67304,1712.98895,159.10621,7038.10393
2021-08-18 07:00:00,796.97425,551.5612,3150.25865,9770.35851,6786.28861,147.03347,3884.45345,158.83451,6451.14143
2021-08-18 08:00:00,799.47194,525.45049,3327.15112,9791.38029,6795.72773,144.23484,6809.90477,158.67827,6337.14395
2021-08-18 09:00:00,791.9243,534.63191,3405.86169,9806.38151,6793.47981,145.46393,9067.69755,158.9988,6263.75923
2021-08-18 10:00:00,794.59816,530.25802,3059.4112,9623.88007,6790.74574,145.50479,10928.76992,158.99973,6156.73059
2021-08-18 11:00:00,793.06313,539.87899,2625.84042,9696.62683,6764.27988,145.20418,11994.50578,159.62053,6149.88971
2021-08-18 12:00:00,794.81359,562.84362,2447.31699,9818.50704,6746.80016,142.81929,11632.16276,158.65106,6058.52591
2021-08-18 13:00:00,802.38964,598.46128,2342.24416,9986.7091,6743.98314,143.60523,10511.39072,160.18783,6123.93259
2021-08-18 14:00:00,802.21697,636.69767,2459.53678,10075.04461,6740.33714,146.80745,8874.80423,159.70147,6169.99837
2021-08-18 15:00:00,802.41658,651.88829,2818.68984,10305.28973,6727.79985,149.57966,7017.74794,159.07378,6403.78564
2021-08-18 16:00:00,798.6018,660.42958,3300.5147,10507.61974,6713.75304,153.25478,5437.81813,159.39622,6375.07073
2021-08-18 17:00:00,799.28058,655.51568,3977.63998,10780.76301,6711.36859,155.17608,3619.06653,161.11668,6646.30306
2021-08-18 18:00:00,796.9755,646.97654,4285.60221,10971.56678,6701.37526,157.61209,1830.58951,160.97054,7088.0299
2021-08-18 19:00:00,800.41215,628.63062,4336.52151,10711.90889,6700.05501,160.88866,698.45549,158.16805,7543.37191
2021-08-18 20:00:00,795.14786,581.60931,3936.69475,10203.60235,6686.64238,159.0736,110.237,159.82852,7929.00238
2021-08-18 21:00:00,795.98135,567.72708,3281.80662,9601.50269,6687.99368,154.02835,293.18107,158.58685,8077.58524
2021-08-18 22:00:00,795.73046,559.60464,2680.82048,9151.5132,6673.38754,152.87868,486.64837,158.64371,8031.59415
2021-08-18 23:00:00,793.21528,552.54406,1974.04524,8836.49461,6691.08036,147.97274,627.63651,158.55021,8177.26927
2021-08-16 00:00:00,740.48851,464.36235,1621.78785,7211.13744,6984.7321,151.0256,363,140.52151,8903.99994
2021-08-16 01:00:00,749.73618,478.94156,1500.58031,7232.22492,6987.7401,148.12317,352.99999,141.25147,8707.99992
2021-08-16 02:00:00,749.20297,512.60493,1439.32627,7451.3823,6988.57419,144.63886,333.00001,142.08342,8528.9999
2021-08-16 03:00:00,741.44334,531.77404,1536.41195,7874.08534,6989.7779,143.01754,302.99999,142.20023,8457.00015
2021-08-16 04:00:00,740.17293,523.22749,1615.72572,8141.60062,6985.16978,142.43045,147,141.93633,8380.00016
2021-08-16 05:00:00,744.79969,513.2678,1772.49055,8447.66314,6982.18305,146.55928,167,141.34901,8340.99991
2021-08-16 06:00:00,746.07589,492.33621,2041.67772,8510.23604,6980.21501,147.74452,1649.00007,142.23585,8118.99992
2021-08-16 07:00:00,746.35973,466.12472,2350.05243,8571.35882,6988.21946,150.29222,4854.00009,142.57208,7843.00011
2021-08-16 08:00:00,749.18668,442.6684,2597.10166,8566.34506,6999.55091,151.49292,7748.99997,142.82377,7668.99975
2021-08-16 09:00:00,742.57147,451.0833,2894.84721,8550.90052,6996.53398,157.62942,9282.00017,142.85548,7777.99989
2021-08-16 10:00:00,744.2952,445.46959,2828.58993,8362.69791,6993.30055,161.89437,9934.99979,143.32035,7992.99978
2021-08-16 11:00:00,743.28476,453.48139,2671.77601,8402.47255,6964.38688,164.44482,10209.00001,143.62628,8325.99977
2021-08-16 12:00:00,744.75823,479.24277,2621.62662,8499.15204,6945.36828,163.46457,10238.00032,142.64915,8943.00019
2021-08-16 13:00:00,751.75183,514.31278,2536.1061,8645.33245,6942.08977,165.71387,10115.00015,144.06308,9621.99987
2021-08-16 14:00:00,752.00037,554.40822,2529.42167,8729.93021,6937.97844,167.32142,9672.00026,143.8842,10390.00047
2021-08-16 15:00:00,752.43066,571.18564,2678.05814,8957.73494,6924.24936,167.52749,8947.99984,143.36271,10918.9999
2021-08-16 16:00:00,749.26416,582.30792,2939.28261,9160.50667,6909.20938,167.57578,7809.00008,143.35875,11414.00049
2021-08-16 17:00:00,750.52241,579.45732,3406.26943,9398.0788,6906.05337,168.16528,5412.99985,144.22892,11813.99999
2021-08-16 18:00:00,748.45469,569.94664,3628.1593,9560.82432,6895.07878,169.13523,2247.99996,144.07206,11883.00052
2021-08-16 19:00:00,751.55958,550.73437,3699.94318,9335.92893,6893.10776,173.21009,701.99999,142.23512,11985.9999
2021-08-16 20:00:00,747.08832,501.87781,3456.18462,8894.35499,6878.44293,174.64155,508,142.94298,12023.00029
2021-08-16 21:00:00,748.05416,487.22691,3035.21071,8352.77882,6879.31998,172.36695,452,142.64946,11754.99994
2021-08-16 22:00:00,747.76031,480.81514,2680.50932,7950.88873,6863.69176,175.62976,511.99999,142.81819,11357.0003
2021-08-16 23:00:00,745.5997,475.33505,2217.6057,7671.578,6882.49811,173.921,465.99998,142.90598,11069.00015
2021-08-17 00:00:00,753.87693,508.48388,1501.49221,7162.6647,6901.61623,139.51818,898.03316,148.5262,10192.47015
2021-08-17 01:00:00,763.42373,523.65486,1454.10287,7159.66563,6904.68548,138.27863,332.25226,149.17757,10078.39451
2021-08-17 02:00:00,762.58941,558.724,1506.30376,7346.16655,6905.56593,136.56733,0,149.8258,9879.83704
2021-08-17 03:00:00,754.54109,578.45434,1747.88723,7724.70344,6906.92361,137.30522,174.29756,149.98229,9711.61742
2021-08-17 04:00:00,753.11356,569.01152,2000.99964,7954.32577,6902.56134,140.21387,399.97839,149.74143,9349.03171
2021-08-17 05:00:00,757.85827,558.63349,2270.83402,8223.47064,6899.74772,145.81509,974.04569,149.17818,8921.95703
2021-08-17 06:00:00,759.26663,537.66612,2576.84326,8277.29524,6897.86134,146.82177,2101.76802,150.09633,8572.47523
2021-08-17 07:00:00,759.52739,510.91706,2886.55986,8343.72179,6905.4311,148.31485,4357.25707,150.4123,8363.13391
2021-08-17 08:00:00,762.26866,486.0691,3070.11975,8355.06164,6915.98673,145.71781,7185.64132,150.77958,7993.40334
2021-08-17 09:00:00,755.41086,494.8858,3198.40439,8357.71673,6913.28498,147.25032,9167.34219,150.80047,7835.77246
2021-08-17 10:00:00,757.38182,489.9221,2954.06701,8192.79843,6910.25657,147.48012,10785.54595,150.97296,7716.27796
2021-08-17 11:00:00,756.2349,498.77756,2613.75858,8249.61248,6882.34584,147.28625,11837.3126,151.20541,7667.40519
2021-08-17 12:00:00,757.78042,523.0727,2474.78326,8348.96416,6863.95844,144.91216,11658.80914,150.07258,7788.43751
2021-08-17 13:00:00,764.92555,558.42982,2371.98281,8483.87522,6860.86921,145.67189,10901.89136,151.83791,7755.91858
2021-08-17 14:00:00,765.06449,597.55063,2424.3583,8552.74483,6856.94843,148.70255,9729.08785,151.41642,7806.95855
2021-08-17 15:00:00,765.43474,613.49606,2677.64462,8757.99807,6843.70807,151.30478,8259.09862,150.98015,7904.53965
2021-08-17 16:00:00,762.09964,623.26527,3057.36653,8945.65321,6829.07514,154.79849,6861.4712,150.91748,8077.35016
2021-08-17 17:00:00,763.20709,619.33289,3642.04039,9177.26727,6826.23557,156.65673,4996.5183,151.8983,8376.86025
2021-08-17 18:00:00,761.07766,610.33158,3935.48309,9349.66322,6815.66378,159.02153,2967.18105,151.76214,8706.02668
2021-08-17 19:00:00,764.26886,591.57354,4024.63437,9156.71657,6813.95902,162.33328,1493.71676,149.65272,9157.96476
2021-08-17 20:00:00,759.5913,543.67909,3735.90015,8764.75465,6799.808,160.69898,581.72289,150.36504,9657.30842
2021-08-17 21:00:00,760.52268,529.43119,3218.20106,8273.62532,6800.87901,155.73088,502.91452,150.05814,9993.56413
2021-08-17 22:00:00,760.24,522.12258,2739.75506,7913.36005,6785.67017,154.84457,514.39241,150.18276,10050.24702
2021-08-17 23:00:00,757.98719,515.8139,2159.68591,7656.06457,6804.01971,150.0324,577.2267,150.45439,9937.54477
2021-08-18 00:00:00,765.90085,548.5194,1452.70172,7114.38264,6823.39899,127.71016,945.78427,154.53315,8261.395
2021-08-18 01:00:00,775.71629,564.22737,1487.24878,7107.5876,6826.52608,127.00346,347.25503,154.88705,7986.15716
2021-08-18 02:00:00,774.6115,600.57207,1631.84851,7289.11055,6827.44992,125.76056,0,155.70741,7884.05697
2021-08-18 03:00:00,766.30389,620.81173,1971.98322,7659.68909,6828.95306,126.80941,174.62426,156.2245,7664.14889
2021-08-18 04:00:00,764.73539,610.55556,2312.47308,7883.13863,6824.82217,129.85439,403.90936,155.64895,7336.57065
2021-08-18 05:00:00,769.58588,599.798,2608.46899,8145.03606,6822.17146,134.9326,993.65967,154.1794,7081.19539
2021-08-18 06:00:00,771.11292,578.79813,2882.89667,8197.11623,6820.36165,135.45626,2165.82912,155.24553,7013.85022
2021-08-18 07:00:00,771.353,551.5612,3139.94802,8264.80704,6827.52222,136.34596,4530.95571,155.22564,6469.10836
2021-08-18 08:00:00,774.01731,525.45049,3246.01688,8278.23315,6837.34755,133.7863,7517.6285,155.29373,6336.04732
2021-08-18 09:00:00,766.94173,534.63191,3269.77772,8283.14489,6834.94268,134.24577,9634.54986,155.48587,6255.56407
2021-08-18 10:00:00,769.1346,530.25802,2935.29355,8122.19881,6832.10653,134.20654,11369.1202,155.5603,6151.68519
2021-08-18 11:00:00,767.86513,539.87899,2534.43026,8181.00031,6805.1409,133.99766,12487.19209,156.0147,6141.65866
2021-08-18 12:00:00,769.47534,562.84362,2393.21745,8280.02404,6787.34685,131.81989,12292.96167,154.97523,6073.69454
