UTC time,solar,nuclear,nat_gas,other,oil,hydro,coal,wind
2019-01-01 00:00:00,0.0,8204.0,1684.0,11.0,0.0,4751.0,1672.0,0.0
2019-01-01 01:00:00,0.0,8210.0,1383.0,14.0,0.0,4730.0,1689.0,0.0
2019-01-01 02:00:00,0.0,8212.0,1033.0,11.0,0.0,4381.0,1725.0,0.0
2019-01-01 03:00:00,0.0,8212.0,1459.0,14.0,0.0,3352.0,1747.0,0.0
2019-01-01 04:00:00,0.0,8234.0,1292.0,14.0,0.0,3000.0,1712.0,0.0
2019-01-01 05:00:00,0.0,8238.0,1109.0,14.0,0.0,2600.0,1726.0,0.0
2019-01-01 06:00:00,0.0,8236.0,1228.0,11.0,0.0,2212.0,1715.0,0.0
2019-01-01 07:00:00,0.0,8239.0,1267.0,14.0,0.0,2004.0,1723.0,0.0
2019-01-01 08:00:00,0.0,8239.0,1263.0,14.0,0.0,1657.0,1714.0,0.0
2019-01-01 09:00:00,0.0,8246.0,1101.0,14.0,0.0,1642.0,1734.0,0.0
2019-01-01 10:00:00,0.0,8253.0,1132.0,11.0,0.0,1624.0,1720.0,0.0
2019-01-01 11:00:00,0.0,8257.0,1353.0,14.0,0.0,1627.0,1721.0,0.0
2019-01-01 12:00:00,0.0,8250.0,1330.0,14.0,0.0,1686.0,1734.0,0.0
2019-01-01 13:00:00,0.0,8253.0,1362.0,12.0,0.0,1984.0,1726.0,0.0
2019-01-01 14:00:00,5.0,8252.0,1271.0,11.0,0.0,2461.0,1739.0,0.0
2019-01-01 15:00:00,24.0,8256.0,1155.0,14.0,0.0,3053.0,1736.0,0.0
2019-01-01 16:00:00,51.0,8257.0,1572.0,14.0,0.0,3224.0,1734.0,0.0
2019-01-01 17:00:00,62.0,8253.0,1639.0,11.0,0.0,3605.0,1746.0,0.0
2019-01-01 18:00:00,52.0,8272.0,1773.0,11.0,0.0,3642.0,1753.0,0.0
2019-01-01 19:00:00,54.0,8251.0,1418.0,14.0,0.0,3855.0,1742.0,0.0
2019-01-01 20:00:00,38.0,8249.0,1178.0,11.0,0.0,4141.0,1735.0,0.0
2019-01-01 21:00:00,26.0,8248.0,1420.0,14.0,0.0,4321.0,1697.0,0.0
2019-01-01 22:00:00,19.0,8250.0,1892.0,12.0,0.0,4370.0,1688.0,0.0
2019-01-01 23:00:00,2.0,8245.0,2430.0,14.0,0.0,4582.0,1755.0,0.0
2019-01-02 00:00:00,0.0,8250.0,2850.0,11.0,0.0,4853.0,1968.0,0.0
2019-01-02 01:00:00,0.0,8252.0,2717.0,11.0,0.0,4799.0,2161.0,0.0
2019-01-02 02:00:00,0.0,8257.0,2650.0,11.0,0.0,4360.0,2342.0,0.0
2019-01-02 03:00:00,0.0,8271.0,2702.0,11.0,0.0,4031.0,2364.0,0.0
2019-01-02 04:00:00,0.0,8266.0,2734.0,20.0,0.0,3426.0,2333.0,0.0
2019-01-02 05:00:00,0.0,8265.0,2542.0,17.0,0.0,3192.0,2094.0,0.0
2019-01-02 06:00:00,0.0,8270.0,2399.0,17.0,0.0,2879.0,1986.0,0.0
2019-01-02 07:00:00,0.0,8277.0,2504.0,14.0,0.0,2434.0,1921.0,0.0
2019-01-02 08:00:00,0.0,8273.0,2672.0,14.0,0.0,2112.0,1949.0,0.0
2019-01-02 09:00:00,0.0,8268.0,2696.0,19.0,0.0,2109.0,1942.0,0.0
2019-01-02 10:00:00,0.0,8271.0,2946.0,17.0,0.0,2111.0,1923.0,0.0
2019-01-02 11:00:00,0.0,8270.0,3547.0,17.0,0.0,2117.0,1938.0,0.0
2019-01-02 12:00:00,0.0,8278.0,4096.0,17.0,0.0,2559.0,2009.0,0.0
2019-01-02 13:00:00,0.0,8270.0,4432.0,16.0,0.0,3233.0,2250.0,0.0
2019-01-02 14:00:00,0.0,8278.0,4771.0,17.0,0.0,3411.0,2343.0,0.0
2019-01-02 15:00:00,5.0,8277.0,4645.0,23.0,0.0,3666.0,2383.0,0.0
2019-01-02 16:00:00,8.0,8266.0,4750.0,25.0,0.0,3695.0,2401.0,0.0
2019-01-02 17:00:00,14.0,8266.0,5125.0,25.0,0.0,3680.0,2362.0,0.0
2019-01-02 18:00:00,15.0,8268.0,5098.0,25.0,0.0,3709.0,2347.0,0.0
2019-01-02 19:00:00,17.0,8267.0,4942.0,25.0,0.0,3647.0,2353.0,0.0
2019-01-02 20:00:00,8.0,8276.0,4691.0,26.0,0.0,3648.0,2430.0,0.0
2019-01-02 21:00:00,4.0,8269.0,4950.0,25.0,0.0,3354.0,2405.0,0.0
2019-01-02 22:00:00,3.0,8269.0,5269.0,25.0,0.0,3354.0,2393.0,0.0
2019-01-02 23:00:00,0.0,8263.0,5574.0,25.0,0.0,3702.0,2435.0,0.0
2019-01-03 00:00:00,0.0,8265.0,5462.0,25.0,0.0,4113.0,2486.0,0.0
2019-01-03 01:00:00,0.0,8271.0,5725.0,26.0,0.0,4117.0,2470.0,0.0
2019-01-03 02:00:00,0.0,8274.0,5473.0,22.0,0.0,4002.0,2453.0,0.0
2019-01-03 03:00:00,0.0,8269.0,5194.0,25.0,0.0,3624.0,2450.0,0.0
2019-01-03 04:00:00,0.0,8269.0,4764.0,23.0,0.0,3275.0,2383.0,0.0
2019-01-03 05:00:00,0.0,8264.0,4862.0,25.0,0.0,2669.0,2020.0,0.0
2019-01-03 06:00:00,0.0,8262.0,4681.0,22.0,0.0,2194.0,1878.0,0.0
2019-01-03 07:00:00,0.0,8264.0,4521.0,23.0,0.0,1889.0,1832.0,0.0
2019-01-03 08:00:00,0.0,8275.0,4315.0,25.0,0.0,1755.0,1817.0,0.0
2019-01-03 09:00:00,0.0,8265.0,4186.0,19.0,0.0,1697.0,1815.0,0.0
2019-01-03 10:00:00,0.0,8285.0,4384.0,23.0,0.0,1761.0,1815.0,0.0
2019-01-03 11:00:00,0.0,8265.0,4843.0,19.0,0.0,1755.0,1834.0,0.0
2019-01-03 12:00:00,0.0,8262.0,5521.0,23.0,0.0,2107.0,1876.0,0.0
2019-01-03 13:00:00,0.0,8267.0,5734.0,22.0,0.0,3039.0,1942.0,0.0
2019-01-03 14:00:00,0.0,8277.0,5347.0,25.0,0.0,3690.0,2107.0,0.0
2019-01-03 15:00:00,8.0,8268.0,5263.0,23.0,0.0,3716.0,2313.0,0.0
2019-01-03 16:00:00,18.0,8280.0,5226.0,19.0,0.0,3710.0,2447.0,0.0
2019-01-03 17:00:00,26.0,8268.0,5233.0,20.0,0.0,3731.0,2448.0,0.0
2019-01-03 18:00:00,35.0,8266.0,4929.0,20.0,0.0,3734.0,2442.0,0.0
2019-01-03 19:00:00,37.0,8265.0,4745.0,22.0,0.0,3677.0,2438.0,0.0
2019-01-03 20:00:00,28.0,8271.0,4575.0,22.0,0.0,3573.0,2459.0,0.0
2019-01-03 21:00:00,14.0,8255.0,4562.0,20.0,0.0,3294.0,2477.0,0.0
2019-01-03 22:00:00,6.0,8283.0,4788.0,22.0,0.0,3312.0,2477.0,0.0
2019-01-03 23:00:00,0.0,8262.0,5388.0,23.0,0.0,3376.0,2479.0,0.0
2019-01-04 00:00:00,0.0,8265.0,5478.0,19.0,0.0,4169.0,2515.0,0.0
2019-01-04 01:00:00,0.0,8263.0,5439.0,23.0,0.0,4177.0,2516.0,0.0
2019-01-04 02:00:00,0.0,8264.0,5190.0,19.0,0.0,4136.0,2527.0,0.0
2019-01-04 03:00:00,0.0,8273.0,4562.0,26.0,0.0,4099.0,2515.0,0.0
2019-01-04 04:00:00,0.0,8267.0,3761.0,19.0,0.0,4126.0,2524.0,0.0
2019-01-04 05:00:00,0.0,8274.0,3358.0,20.0,0.0,3799.0,2529.0,0.0
2019-01-04 06:00:00,0.0,8274.0,3212.0,22.0,0.0,3117.0,2323.0,0.0
2019-01-04 07:00:00,0.0,8263.0,3612.0,20.0,0.0,2217.0,2099.0,0.0
2019-01-04 08:00:00,0.0,8263.0,3525.0,22.0,0.0,2109.0,2052.0,0.0
2019-01-04 09:00:00,0.0,8267.0,3329.0,23.0,0.0,2103.0,2058.0,0.0
2019-01-04 10:00:00,0.0,8275.0,3393.0,22.0,0.0,2121.0,2039.0,0.0
2019-01-04 11:00:00,0.0,8268.0,3899.0,22.0,0.0,2106.0,2032.0,0.0
2019-01-04 12:00:00,0.0,8263.0,5031.0,20.0,0.0,2189.0,2042.0,0.0
2019-01-04 13:00:00,0.0,8270.0,5479.0,22.0,0.0,2863.0,2045.0,0.0
2019-01-04 14:00:00,0.0,8262.0,5306.0,26.0,0.0,3326.0,2054.0,0.0
2019-01-04 15:00:00,8.0,8261.0,5435.0,19.0,0.0,3327.0,2047.0,0.0
2019-01-04 16:00:00,21.0,8258.0,5465.0,20.0,0.0,3278.0,2049.0,0.0
2019-01-04 17:00:00,20.0,8269.0,5415.0,25.0,0.0,3218.0,2052.0,0.0
2019-01-04 18:00:00,33.0,8261.0,5204.0,20.0,0.0,3238.0,2045.0,0.0
