Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
37872,2023-04-28 00:00:00,2024-07-17 00:00:00,3.1,497.9,8817.0,14377.0,85.0,0.0,4.0,11520.0,1664.0,16684.0
37873,2023-04-28 01:00:00,2024-07-17 00:00:00,3.1,497.0,8178.0,14509.0,84.0,0.0,4.0,11017.0,1746.0,16370.0
37874,2023-04-28 02:00:00,2024-07-17 00:00:00,3.1,510.93,7987.0,15355.0,84.0,0.0,4.0,9420.0,1748.0,16381.0
37875,2023-04-28 03:00:00,2024-07-17 00:00:00,3.1,532.82,8472.0,16158.0,89.0,0.0,4.0,7859.0,1708.0,17498.0
37876,2023-04-28 04:00:00,2024-07-17 00:00:00,3.1,548.12,9118.0,17767.0,88.0,0.0,21.0,7125.0,1600.0,19404.0
37877,2023-04-28 05:00:00,2024-07-17 00:00:00,3.1,569.15,9344.0,18394.0,86.0,0.0,116.0,5238.0,1629.0,20609.0
37878,2023-04-28 06:00:00,2024-07-17 00:00:00,3.1,556.01,9413.0,17672.0,84.0,0.0,187.0,6785.0,1642.0,21224.0
37879,2023-04-28 07:00:00,2024-07-17 00:00:00,3.1,570.5,9493.0,17764.0,85.0,0.0,335.0,5756.0,1623.0,23617.0
37880,2023-04-28 08:00:00,2024-07-17 00:00:00,3.1,575.83,9610.0,17899.0,86.0,0.0,540.0,5829.0,1714.0,27465.0
37881,2023-04-28 09:00:00,2024-07-17 00:00:00,3.1,569.35,9087.0,17549.0,84.0,0.0,758.0,6538.0,1695.0,28971.0
37882,2023-04-28 10:00:00,2024-07-17 00:00:00,3.1,555.34,8234.0,17787.0,84.0,0.0,905.0,7671.0,1647.0,29047.0
37883,2023-04-28 11:00:00,2024-07-17 00:00:00,3.1,555.86,7980.0,18239.0,85.0,0.0,621.0,7811.0,1696.0,29594.0
37884,2023-04-28 12:00:00,2024-07-17 00:00:00,3.1,559.53,8030.0,16994.0,84.0,0.0,528.0,7602.0,1642.0,29320.0
37885,2023-04-28 13:00:00,2024-07-17 00:00:00,3.1,551.87,8008.0,16588.0,84.0,0.0,318.0,8429.0,1622.0,28130.0
37886,2023-04-28 14:00:00,2024-07-17 00:00:00,3.1,538.82,8159.0,17889.0,89.0,0.0,231.0,9394.0,1603.0,26018.0
37887,2023-04-28 15:00:00,2024-07-17 00:00:00,3.1,543.77,8409.0,20152.0,88.0,0.0,169.0,8705.0,1666.0,25938.0
37888,2023-04-28 16:00:00,2024-07-17 00:00:00,3.1,543.15,8377.0,20792.0,86.0,0.0,91.0,8443.0,1660.0,24797.0
37889,2023-04-28 17:00:00,2024-07-17 00:00:00,3.1,550.89,8323.0,21634.0,82.0,0.0,57.0,6818.0,1607.0,22448.0
37890,2023-04-28 18:00:00,2024-07-17 00:00:00,3.1,548.77,8305.0,21941.0,80.0,0.0,10.0,6546.0,1593.0,20585.0
37891,2023-04-28 19:00:00,2024-07-17 00:00:00,3.1,540.15,8684.0,20853.0,80.0,0.0,4.0,7597.0,1624.0,19914.0
37892,2023-04-28 20:00:00,2024-07-17 00:00:00,3.1,527.58,9114.0,20008.0,80.0,0.0,4.0,9119.0,1576.0,19194.0
37893,2023-04-28 21:00:00,2024-07-17 00:00:00,3.1,528.31,9257.0,18608.0,80.0,0.0,4.0,8858.0,1591.0,18131.0
37894,2023-04-28 22:00:00,2024-07-17 00:00:00,3.1,537.39,8369.0,13273.0,80.0,0.0,4.0,6940.0,1502.0,14899.0
37895,2023-04-28 23:00:00,2024-07-17 00:00:00,3.1,543.21,7647.0,10185.0,80.0,0.0,4.0,5482.0,1500.0,11845.0
