Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
43680,2023-12-26 00:00:00,2024-07-17 00:00:00,3.1,271.45,2452.0,4292.0,1940.0,0.0,4.0,19557.0,1427.0,15163.0
43681,2023-12-26 01:00:00,2024-07-17 00:00:00,3.1,279.75,2462.0,4183.0,1940.0,0.0,4.0,18283.0,1430.0,15237.0
43682,2023-12-26 02:00:00,2024-07-17 00:00:00,3.1,276.97,2461.0,4096.0,1940.0,0.0,4.0,18652.0,1427.0,15200.0
43683,2023-12-26 03:00:00,2024-07-17 00:00:00,3.1,284.07,2412.0,4088.0,1940.0,0.0,4.0,17309.0,1413.0,15025.0
43684,2023-12-26 04:00:00,2024-07-17 00:00:00,3.1,276.12,2442.0,4453.0,1940.0,0.0,4.0,18835.0,1416.0,15153.0
43685,2023-12-26 05:00:00,2024-07-17 00:00:00,3.1,268.6,2453.0,4488.0,1940.0,0.0,4.0,19361.0,1418.0,14500.0
43686,2023-12-26 06:00:00,2024-07-17 00:00:00,3.1,279.25,2462.0,4513.0,1940.0,0.0,4.0,18338.0,1418.0,15102.0
43687,2023-12-26 07:00:00,2024-07-17 00:00:00,3.1,267.92,2462.0,4600.0,1940.0,0.0,4.0,21472.0,1444.0,16215.0
43688,2023-12-26 08:00:00,2024-07-17 00:00:00,3.1,280.24,2455.0,5280.0,1940.0,0.0,40.0,21708.0,1450.0,18296.0
43689,2023-12-26 09:00:00,2024-07-17 00:00:00,3.1,298.7,2453.0,5323.0,1940.0,0.0,125.0,21618.0,1434.0,21684.0
43690,2023-12-26 10:00:00,2024-07-17 00:00:00,3.1,309.47,2462.0,4404.0,1941.0,0.0,228.0,21558.0,1401.0,24104.0
43691,2023-12-26 11:00:00,2024-07-17 00:00:00,3.1,304.71,2460.0,4694.0,1944.0,0.0,218.0,21862.0,1391.0,23374.0
43692,2023-12-26 12:00:00,2024-07-17 00:00:00,3.1,306.65,2460.0,5277.0,1944.0,0.0,124.0,20277.0,1393.0,21725.0
43693,2023-12-26 13:00:00,2024-07-17 00:00:00,3.1,313.49,2482.0,5457.0,1944.0,0.0,98.0,17174.0,1408.0,19306.0
43694,2023-12-26 14:00:00,2024-07-17 00:00:00,3.1,331.84,2563.0,8865.0,1944.0,0.0,64.0,14020.0,1431.0,17922.0
43695,2023-12-26 15:00:00,2024-07-17 00:00:00,3.1,339.21,1415.0,14158.0,1944.0,0.0,6.0,10582.0,1464.0,15760.0
43696,2023-12-26 16:00:00,2024-07-17 00:00:00,3.1,355.02,1416.0,19175.0,1942.0,0.0,4.0,8562.0,1497.0,15463.0
43697,2023-12-26 17:00:00,2024-07-17 00:00:00,3.1,375.27,1416.0,20212.0,1940.0,0.0,4.0,5353.0,1492.0,14320.0
43698,2023-12-26 18:00:00,2024-07-17 00:00:00,3.1,376.38,1412.0,20021.0,1940.0,0.0,4.0,4303.0,1488.0,12573.0
43699,2023-12-26 19:00:00,2024-07-17 00:00:00,3.1,384.25,1413.0,19890.0,1940.0,0.0,4.0,2879.0,1492.0,11424.0
43700,2023-12-26 20:00:00,2024-07-17 00:00:00,3.1,378.98,1418.0,18886.0,1940.0,0.0,4.0,3045.0,1484.0,10623.0
43701,2023-12-26 21:00:00,2024-07-17 00:00:00,3.1,381.73,1435.0,17783.0,1940.0,0.0,4.0,2480.0,1477.0,9925.0
43702,2023-12-26 22:00:00,2024-07-17 00:00:00,3.1,387.73,1708.0,13668.0,1940.0,0.0,4.0,2008.0,1485.0,9155.0
43703,2023-12-26 23:00:00,2024-07-17 00:00:00,3.1,391.68,2415.0,9626.0,1944.0,0.0,4.0,1592.0,1498.0,7051.0
