Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
42912,2023-11-24 00:00:00,2024-07-17 00:00:00,3.1,281.35,3817.0,4126.0,1936.0,0.0,4.0,21175.0,1446.0,16065.0
42913,2023-11-24 01:00:00,2024-07-17 00:00:00,3.1,275.96,3805.0,4048.0,1936.0,0.0,4.0,21233.0,1458.0,15298.0
42914,2023-11-24 02:00:00,2024-07-17 00:00:00,3.1,277.95,3804.0,4183.0,1936.0,0.0,4.0,20821.0,1455.0,15190.0
42915,2023-11-24 03:00:00,2024-07-17 00:00:00,3.1,276.27,3782.0,4403.0,1936.0,0.0,4.0,20989.0,1467.0,15056.0
42916,2023-11-24 04:00:00,2024-07-17 00:00:00,3.1,278.67,3868.0,5253.0,1937.0,0.0,4.0,21219.0,1489.0,15278.0
42917,2023-11-24 05:00:00,2024-07-17 00:00:00,3.1,289.41,4415.0,6458.0,1936.0,0.0,4.0,21574.0,1496.0,16247.0
42918,2023-11-24 06:00:00,2024-07-17 00:00:00,3.1,306.75,5874.0,7459.0,1937.0,0.0,4.0,22019.0,1602.0,17548.0
42919,2023-11-24 07:00:00,2024-07-17 00:00:00,3.1,319.3,6895.0,8937.0,1936.0,0.0,13.0,22057.0,1625.0,18351.0
42920,2023-11-24 08:00:00,2024-07-17 00:00:00,3.1,333.02,7517.0,9158.0,1936.0,0.0,115.0,21771.0,1542.0,20244.0
42921,2023-11-24 09:00:00,2024-07-17 00:00:00,3.1,339.71,7127.0,8436.0,1938.0,0.0,356.0,21699.0,1615.0,23155.0
42922,2023-11-24 10:00:00,2024-07-17 00:00:00,3.1,343.37,6496.0,6886.0,1940.0,0.0,325.0,21168.0,1598.0,24629.0
42923,2023-11-24 11:00:00,2024-07-17 00:00:00,3.1,341.12,5431.0,6732.0,1940.0,0.0,305.0,21783.0,1519.0,26703.0
42924,2023-11-24 12:00:00,2024-07-17 00:00:00,3.1,331.34,5144.0,6795.0,1940.0,0.0,281.0,22244.0,1607.0,25326.0
42925,2023-11-24 13:00:00,2024-07-17 00:00:00,3.1,327.21,5821.0,7049.0,1940.0,0.0,191.0,22185.0,1581.0,22813.0
42926,2023-11-24 14:00:00,2024-07-17 00:00:00,3.1,336.69,6850.0,8744.0,1939.0,0.0,67.0,20945.0,1460.0,21098.0
42927,2023-11-24 15:00:00,2024-07-17 00:00:00,3.1,348.67,7472.0,9656.0,1938.0,0.0,7.0,19710.0,1547.0,21254.0
42928,2023-11-24 16:00:00,2024-07-17 00:00:00,3.1,373.0,8169.0,10969.0,1937.0,0.0,4.0,18020.0,1582.0,24292.0
42929,2023-11-24 17:00:00,2024-07-17 00:00:00,3.1,371.73,8221.0,10276.0,1937.0,0.0,4.0,18179.0,1590.0,24088.0
42930,2023-11-24 18:00:00,2024-07-17 00:00:00,3.1,369.31,8403.0,8704.0,1940.0,0.0,4.0,18406.0,1575.0,23376.0
42931,2023-11-24 19:00:00,2024-07-17 00:00:00,3.1,357.07,8450.0,6493.0,1940.0,0.0,4.0,19257.0,1620.0,21382.0
42932,2023-11-24 20:00:00,2024-07-17 00:00:00,3.1,332.2,7794.0,5911.0,1939.0,0.0,4.0,21200.0,1635.0,19248.0
42933,2023-11-24 21:00:00,2024-07-17 00:00:00,3.1,315.52,6900.0,6044.0,1940.0,0.0,4.0,21440.0,1640.0,17341.0
42934,2023-11-24 22:00:00,2024-07-17 00:00:00,3.1,315.66,6103.0,6536.0,1938.0,0.0,4.0,20258.0,1664.0,17221.0
42935,2023-11-24 23:00:00,2024-07-17 00:00:00,3.1,303.74,5834.0,6351.0,1936.0,0.0,4.0,19512.0,1649.0,14503.0
