UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-05-08 00:00:00,4864.0,10734.0,1901.0,0.0,4.0,2549.0,1517.0,7550.0
2023-05-08 01:00:00,4819.0,10690.0,1900.0,0.0,4.0,2467.0,1377.0,7524.0
2023-05-08 02:00:00,4894.0,10279.0,1900.0,0.0,4.0,2447.0,1406.0,7628.0
2023-05-08 03:00:00,5136.0,11196.0,1900.0,0.0,4.0,2634.0,1410.0,7653.0
2023-05-08 04:00:00,5296.0,12565.0,1900.0,0.0,48.0,2344.0,1434.0,9725.0
2023-05-08 05:00:00,5441.0,12865.0,1900.0,0.0,235.0,1821.0,1497.0,13868.0
2023-05-08 06:00:00,5392.0,12767.0,1900.0,0.0,569.0,1746.0,1501.0,18964.0
2023-05-08 07:00:00,5252.0,11444.0,1900.0,0.0,714.0,1592.0,1522.0,23231.0
2023-05-08 08:00:00,5028.0,8794.0,1900.0,0.0,1157.0,1881.0,1503.0,27880.0
2023-05-08 09:00:00,4719.0,8414.0,1899.0,0.0,1384.0,2104.0,1459.0,32510.0
2023-05-08 10:00:00,5036.0,8419.0,1896.0,0.0,1444.0,2410.0,1449.0,36122.0
2023-05-08 11:00:00,5093.0,7535.0,1898.0,0.0,1507.0,2420.0,1406.0,36544.0
2023-05-08 12:00:00,4470.0,7539.0,1900.0,0.0,1454.0,2911.0,1373.0,34641.0
2023-05-08 13:00:00,3999.0,8231.0,1900.0,0.0,1055.0,3011.0,1362.0,32834.0
2023-05-08 14:00:00,4287.0,10230.0,1900.0,0.0,596.0,2974.0,1400.0,28411.0
2023-05-08 15:00:00,4469.0,11347.0,1900.0,0.0,231.0,2797.0,1393.0,23799.0
2023-05-08 16:00:00,4573.0,13486.0,1900.0,0.0,242.0,2797.0,1387.0,19287.0
2023-05-08 17:00:00,4685.0,16905.0,1900.0,0.0,121.0,2688.0,1441.0,15952.0
2023-05-08 18:00:00,4661.0,16708.0,1899.0,0.0,34.0,2097.0,1435.0,13570.0
2023-05-08 19:00:00,4762.0,16596.0,1896.0,0.0,4.0,1995.0,1411.0,11982.0
2023-05-08 20:00:00,5186.0,16441.0,1896.0,0.0,4.0,2115.0,1422.0,10244.0
2023-05-08 21:00:00,5345.0,15616.0,1896.0,0.0,4.0,2126.0,1441.0,9016.0
2023-05-08 22:00:00,5004.0,12585.0,1896.0,0.0,4.0,2134.0,1416.0,7437.0
2023-05-08 23:00:00,4855.0,10684.0,1896.0,0.0,4.0,2382.0,1415.0,7283.0
