Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
37392,2023-04-08 00:00:00,2024-07-17 00:00:00,3.1,619.41,14938.0,16555.0,0.0,0.0,4.0,2283.0,1488.0,13857.0
37393,2023-04-08 01:00:00,2024-07-17 00:00:00,3.1,619.52,14384.0,16695.0,0.0,0.0,4.0,1985.0,1489.0,13282.0
37394,2023-04-08 02:00:00,2024-07-17 00:00:00,3.1,626.32,14599.0,16437.0,3.0,0.0,4.0,1574.0,1458.0,13076.0
37395,2023-04-08 03:00:00,2024-07-17 00:00:00,3.1,632.75,15253.0,16690.0,8.0,0.0,4.0,1271.0,1431.0,13388.0
37396,2023-04-08 04:00:00,2024-07-17 00:00:00,3.1,635.62,15339.0,16566.0,8.0,0.0,4.0,1184.0,1467.0,14385.0
37397,2023-04-08 05:00:00,2024-07-17 00:00:00,3.1,635.15,15326.0,17122.0,8.0,0.0,77.0,1213.0,1471.0,16283.0
37398,2023-04-08 06:00:00,2024-07-17 00:00:00,3.1,634.04,15526.0,17620.0,8.0,0.0,287.0,1435.0,1499.0,20077.0
37399,2023-04-08 07:00:00,2024-07-17 00:00:00,3.1,640.4,15419.0,17380.0,8.0,0.0,536.0,1191.0,1524.0,25902.0
37400,2023-04-08 08:00:00,2024-07-17 00:00:00,3.1,646.25,13906.0,16233.0,8.0,0.0,590.0,935.0,1523.0,31779.0
37401,2023-04-08 09:00:00,2024-07-17 00:00:00,3.1,645.13,11003.0,15528.0,8.0,0.0,693.0,881.0,1522.0,38198.0
37402,2023-04-08 10:00:00,2024-07-17 00:00:00,3.1,646.32,8887.0,13555.0,8.0,0.0,742.0,975.0,1518.0,42440.0
37403,2023-04-08 11:00:00,2024-07-17 00:00:00,3.1,649.6,8347.0,11848.0,8.0,0.0,696.0,1013.0,1497.0,43042.0
37404,2023-04-08 12:00:00,2024-07-17 00:00:00,3.1,645.06,8633.0,13387.0,8.0,0.0,617.0,1090.0,1480.0,40888.0
37405,2023-04-08 13:00:00,2024-07-17 00:00:00,3.1,638.5,9134.0,14551.0,8.0,0.0,665.0,1377.0,1384.0,37919.0
37406,2023-04-08 14:00:00,2024-07-17 00:00:00,3.1,637.57,9509.0,14283.0,8.0,0.0,617.0,1217.0,1415.0,33361.0
37407,2023-04-08 15:00:00,2024-07-17 00:00:00,3.1,634.73,10823.0,14554.0,8.0,0.0,499.0,1271.0,1452.0,27286.0
37408,2023-04-08 16:00:00,2024-07-17 00:00:00,3.1,634.58,14067.0,17150.0,8.0,0.0,210.0,1337.0,1489.0,21952.0
37409,2023-04-08 17:00:00,2024-07-17 00:00:00,3.1,650.98,15478.0,18053.0,8.0,0.0,43.0,1226.0,1502.0,35463.0
37410,2023-04-08 18:00:00,2024-07-17 00:00:00,3.1,634.48,15589.0,17981.0,8.0,0.0,5.0,1296.0,1462.0,16987.0
37411,2023-04-08 19:00:00,2024-07-17 00:00:00,3.1,631.39,15571.0,18090.0,8.0,0.0,4.0,1448.0,1499.0,16445.0
37412,2023-04-08 20:00:00,2024-07-17 00:00:00,3.1,627.26,15578.0,18113.0,8.0,0.0,4.0,1690.0,1591.0,16012.0
37413,2023-04-08 21:00:00,2024-07-17 00:00:00,3.1,625.45,15587.0,17571.0,8.0,0.0,4.0,1800.0,1548.0,14395.0
37414,2023-04-08 22:00:00,2024-07-17 00:00:00,3.1,629.29,15484.0,14687.0,8.0,0.0,4.0,1712.0,1578.0,11155.0
37415,2023-04-08 23:00:00,2024-07-17 00:00:00,3.1,634.35,14936.0,10220.0,8.0,0.0,4.0,1805.0,1569.0,7151.0
