Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
38040,2023-05-05 00:00:00,2024-07-17 00:00:00,3.1,380.74,4881.0,7878.0,1872.0,0.0,4.0,6909.0,1516.0,11096.0
38041,2023-05-05 01:00:00,2024-07-17 00:00:00,3.1,387.66,4932.0,7811.0,1872.0,0.0,4.0,6036.0,1497.0,10404.0
38042,2023-05-05 02:00:00,2024-07-17 00:00:00,3.1,387.95,5121.0,7894.0,1872.0,0.0,4.0,5825.0,1518.0,9692.0
38043,2023-05-05 03:00:00,2024-07-17 00:00:00,3.1,381.57,5116.0,9016.0,1872.0,0.0,4.0,6536.0,1492.0,10067.0
38044,2023-05-05 04:00:00,2024-07-17 00:00:00,3.1,398.36,5232.0,10324.0,1821.0,0.0,27.0,6056.0,1496.0,12145.0
38045,2023-05-05 05:00:00,2024-07-17 00:00:00,3.1,420.55,5295.0,11390.0,1800.0,0.0,124.0,5592.0,1472.0,16564.0
38046,2023-05-05 06:00:00,2024-07-17 00:00:00,3.1,444.27,5365.0,11065.0,1820.0,0.0,425.0,5106.0,1443.0,23215.0
38047,2023-05-05 07:00:00,2024-07-17 00:00:00,3.1,464.89,5250.0,10293.0,1840.0,0.0,797.0,4333.0,1436.0,30292.0
38048,2023-05-05 08:00:00,2024-07-17 00:00:00,3.1,473.51,4617.0,8325.0,1845.0,0.0,1348.0,3571.0,1480.0,33921.0
38049,2023-05-05 09:00:00,2024-07-17 00:00:00,3.1,471.02,4661.0,8998.0,1848.0,0.0,1377.0,3342.0,1491.0,32289.0
38050,2023-05-05 10:00:00,2024-07-17 00:00:00,3.1,464.13,4692.0,9923.0,1855.0,0.0,1172.0,3256.0,1486.0,28427.0
38051,2023-05-05 11:00:00,2024-07-17 00:00:00,3.1,458.23,4344.0,11166.0,1860.0,0.0,932.0,2771.0,1503.0,24941.0
38052,2023-05-05 12:00:00,2024-07-17 00:00:00,3.1,460.82,4433.0,12409.0,1871.0,0.0,413.0,2297.0,1550.0,22997.0
38053,2023-05-05 13:00:00,2024-07-17 00:00:00,3.1,472.01,4460.0,11251.0,1872.0,0.0,252.0,1470.0,1554.0,22266.0
38054,2023-05-05 14:00:00,2024-07-17 00:00:00,3.1,483.25,4636.0,9833.0,1871.0,0.0,242.0,1326.0,1499.0,24160.0
38055,2023-05-05 15:00:00,2024-07-17 00:00:00,3.1,477.91,4467.0,12053.0,1872.0,0.0,291.0,1219.0,1555.0,24718.0
38056,2023-05-05 16:00:00,2024-07-17 00:00:00,3.1,472.43,4598.0,13786.0,1866.0,0.0,461.0,978.0,1540.0,23193.0
38057,2023-05-05 17:00:00,2024-07-17 00:00:00,3.1,468.18,5009.0,14918.0,1864.0,0.0,214.0,534.0,1627.0,18605.0
38058,2023-05-05 18:00:00,2024-07-17 00:00:00,3.1,461.66,5334.0,15491.0,1860.0,0.0,59.0,388.0,1652.0,14613.0
38059,2023-05-05 19:00:00,2024-07-17 00:00:00,3.1,459.18,5441.0,15283.0,1856.0,0.0,3.0,566.0,1669.0,13866.0
38060,2023-05-05 20:00:00,2024-07-17 00:00:00,3.1,452.29,5463.0,14995.0,1884.0,0.0,4.0,989.0,1723.0,13311.0
38061,2023-05-05 21:00:00,2024-07-17 00:00:00,3.1,444.96,5463.0,14159.0,1888.0,0.0,4.0,1285.0,1754.0,11798.0
38062,2023-05-05 22:00:00,2024-07-17 00:00:00,3.1,437.93,5491.0,13225.0,1891.0,0.0,4.0,1380.0,1736.0,9661.0
38063,2023-05-05 23:00:00,2024-07-17 00:00:00,3.1,427.43,5446.0,12273.0,1892.0,0.0,4.0,1672.0,1737.0,7869.0
