UTC time,wind,biomass,unknown,hydro,nat_gas
2023-04-13 12:00,3176.0,20.0,45.0,9467.0,216.0
2023-04-13 13:00,3006.0,16.0,48.0,9573.0,210.0
2023-04-13 14:00,3100.0,15.0,44.0,9976.0,209.0
2023-04-13 15:00,3172.0,16.0,43.0,11501.0,210.0
2023-04-13 16:00,3517.0,16.0,43.0,12814.0,211.0
2023-04-13 17:00,3509.0,16.0,44.0,13638.0,211.0
2023-04-13 18:00,3539.0,17.0,45.0,14345.0,211.0
2023-04-13 19:00,3340.0,16.0,47.0,14152.0,211.0
2023-04-13 20:00,3256.0,16.0,43.0,13629.0,214.0
2023-04-13 21:00,2811.0,16.0,45.0,12976.0,214.0
2023-04-13 22:00,3177.0,18.0,45.0,11850.0,213.0
2023-04-13 23:00,3302.0,16.0,46.0,12099.0,214.0
2023-04-14 00:00,3434.0,16.0,43.0,12135.0,214.0
2023-04-14 01:00,3535.0,16.0,47.0,12295.0,214.0
2023-04-14 02:00,3814.0,16.0,43.0,12583.0,215.0
2023-04-14 03:00,3639.0,18.0,45.0,13476.0,215.0
2023-04-14 04:00,3779.0,21.0,44.0,15135.0,217.0
2023-04-14 05:00,3753.0,21.0,44.0,16995.0,215.0
2023-04-14 06:00,3602.0,22.0,44.0,18053.0,217.0
2023-04-14 07:00,3557.0,23.0,44.0,18189.0,213.0
2023-04-14 08:00,3527.0,21.0,46.0,17885.0,218.0
2023-04-14 09:00,3433.0,15.0,44.0,17584.0,217.0
2023-04-14 10:00,3240.0,17.0,46.0,16951.0,211.0
2023-04-14 11:00,3319.0,15.0,44.0,16570.0,213.0
2023-04-14 12:00,3191.0,14.0,45.0,16570.0,212.0
2023-04-14 13:00,3104.0,13.0,47.0,16924.0,209.0
2023-04-14 14:00,2985.0,13.0,45.0,16697.0,210.0
2023-04-14 15:00,2848.0,14.0,43.0,17359.0,211.0
2023-04-14 16:00,2664.0,16.0,44.0,17673.0,212.0
2023-04-14 17:00,2579.0,14.0,53.0,17249.0,211.0
2023-04-14 18:00,2483.0,14.0,43.0,16493.0,210.0
2023-04-14 19:00,2400.0,15.0,40.0,16276.0,209.0
2023-04-14 20:00,2299.0,16.0,46.0,15808.0,210.0
2023-04-14 21:00,2302.0,15.0,48.0,14993.0,211.0
2023-04-14 22:00,2311.0,17.0,46.0,15011.0,212.0
2023-04-14 23:00,2278.0,11.0,47.0,15039.0,213.0
2023-04-15 00:00,2184.0,12.0,46.0,15227.0,210.0
2023-04-15 01:00,2160.0,13.0,42.0,15637.0,213.0
2023-04-15 02:00,2063.0,12.0,43.0,16053.0,213.0
2023-04-15 03:00,1986.0,15.0,45.0,16152.0,212.0
2023-04-15 04:00,1938.0,13.0,42.0,16293.0,212.0
2023-04-15 05:00,1964.0,16.0,41.0,16554.0,211.0
2023-04-15 06:00,1932.0,21.0,43.0,16783.0,211.0
2023-04-15 07:00,1839.0,20.0,45.0,16409.0,211.0
2023-04-15 08:00,1796.0,15.0,47.0,15413.0,211.0
2023-04-15 09:00,1748.0,14.0,47.0,14649.0,212.0
2023-04-15 10:00,1679.0,14.0,47.0,13842.0,212.0
2023-04-15 11:00,1579.0,19.0,47.0,13286.0,215.0
2023-04-15 12:00,1451.0,19.0,46.0,13454.0,212.0
2023-04-15 13:00,1280.0,20.0,47.0,13820.0,212.0
2023-04-15 14:00,1193.0,17.0,45.0,14533.0,211.0
2023-04-15 15:00,1106.0,22.0,44.0,16576.0,213.0
2023-04-15 16:00,995.0,20.0,44.0,17925.0,215.0
2023-04-15 17:00,896.0,17.0,44.0,18605.0,213.0
2023-04-15 18:00,875.0,18.0,45.0,18495.0,210.0
2023-04-15 19:00,784.0,18.0,45.0,18653.0,210.0
2023-04-15 20:00,680.0,16.0,45.0,18263.0,211.0
2023-04-15 21:00,637.0,20.0,45.0,17986.0,213.0
2023-04-15 22:00,577.0,22.0,44.0,17918.0,213.0
2023-04-15 23:00,487.0,18.0,44.0,16838.0,213.0
2023-04-16 00:00,407.0,18.0,43.0,16442.0,213.0
2023-04-16 01:00,317.0,18.0,42.0,16264.0,215.0
2023-04-16 02:00,245.0,18.0,41.0,16614.0,215.0
2023-04-16 03:00,219.0,20.0,42.0,16795.0,211.0
2023-04-16 04:00,169.0,18.0,41.0,16713.0,216.0
2023-04-16 05:00,147.0,20.0,41.0,17300.0,210.0
2023-04-16 06:00,117.0,23.0,42.0,18713.0,212.0
2023-04-16 07:00,97.0,24.0,42.0,19114.0,214.0
2023-04-16 08:00,67.0,23.0,43.0,19210.0,215.0
2023-04-16 09:00,67.0,21.0,43.0,19150.0,215.0
2023-04-16 10:00,77.0,22.0,44.0,18898.0,217.0
2023-04-16 11:00,81.0,23.0,45.0,18104.0,220.0
2023-04-16 12:00,90.0,19.0,44.0,17716.0,214.0
2023-04-16 13:00,97.0,23.0,42.0,18494.0,214.0
2023-04-16 14:00,121.0,22.0,42.0,18832.0,215.0
2023-04-16 15:00,170.0,21.0,40.0,19302.0,217.0
2023-04-16 16:00,139.0,19.0,42.0,19574.0,216.0
2023-04-16 17:00,173.0,21.0,41.0,19449.0,216.0
2023-04-16 18:00,255.0,19.0,47.0,19124.0,216.0
2023-04-16 19:00,341.0,22.0,43.0,19430.0,216.0
2023-04-16 20:00,434.0,19.0,44.0,18804.0,216.0
2023-04-16 21:00,525.0,18.0,44.0,18097.0,218.0
2023-04-16 22:00,539.0,20.0,45.0,17780.0,215.0
2023-04-16 23:00,513.0,19.0,46.0,17575.0,214.0
2023-04-17 00:00,510.0,19.0,40.0,17225.0,210.0
2023-04-17 01:00,526.0,19.0,37.0,16763.0,212.0
2023-04-17 02:00,429.0,19.0,45.0,17090.0,210.0
2023-04-17 03:00,439.0,22.0,53.0,18050.0,210.0
2023-04-17 04:00,459.0,21.0,58.0,19633.0,214.0
2023-04-17 05:00,400.0,24.0,55.0,20555.0,210.0
2023-04-17 06:00,339.0,25.0,53.0,20994.0,212.0
2023-04-17 07:00,252.0,22.0,55.0,20404.0,212.0
2023-04-17 08:00,265.0,20.0,52.0,19815.0,212.0
2023-04-17 09:00,313.0,20.0,46.0,19147.0,216.0
2023-04-17 10:00,324.0,20.0,44.0,18408.0,214.0
2023-04-17 11:00,327.0,19.0,41.0,17138.0,215.0
2023-04-17 12:00,341.0,18.0,44.0,16034.0,212.0
2023-04-17 13:00,356.0,22.0,44.0,15499.0,212.0
2023-04-17 14:00,399.0,23.0,42.0,15683.0,213.0
2023-04-17 15:00,390.0,21.0,41.0,17066.0,213.0
2023-04-17 16:00,405.0,17.0,41.0,18411.0,212.0
2023-04-17 17:00,339.0,20.0,42.0,19056.0,213.0
2023-04-17 18:00,370.0,19.0,45.0,18842.0,213.0
2023-04-17 19:00,401.0,19.0,46.0,18269.0,212.0
2023-04-17 20:00,372.0,17.0,46.0,17788.0,214.0
2023-04-17 21:00,365.0,18.0,46.0,17389.0,215.0
2023-04-17 22:00,326.0,19.0,44.0,16521.0,216.0
2023-04-17 23:00,321.0,20.0,45.0,15434.0,215.0
2023-04-18 00:00,288.0,20.0,45.0,15482.0,212.0
2023-04-18 01:00,269.0,19.0,44.0,15836.0,213.0
2023-04-18 02:00,299.0,20.0,44.0,15985.0,211.0
2023-04-18 03:00,382.0,20.0,44.0,16462.0,207.0
2023-04-18 04:00,434.0,21.0,43.0,18536.0,208.0
2023-04-18 05:00,476.0,22.0,37.0,19833.0,205.0
2023-04-18 06:00,526.0,23.0,38.0,20149.0,205.0
2023-04-18 07:00,477.0,17.0,37.0,19134.0,206.0
2023-04-18 08:00,400.0,15.0,41.0,16692.0,209.0
2023-04-18 09:00,377.0,15.0,41.0,14826.0,210.0
2023-04-18 10:00,445.0,18.0,59.0,13903.0,209.0
2023-04-18 11:00,442.0,15.0,40.0,13245.0,212.0
2023-04-18 12:00,448.0,16.0,37.0,12540.0,212.0
2023-04-18 13:00,586.0,17.0,39.0,12982.0,212.0
2023-04-18 14:00,654.0,18.0,38.0,13071.0,212.0
2023-04-18 15:00,654.0,20.0,38.0,14008.0,210.0
2023-04-18 16:00,722.0,18.0,39.0,15373.0,211.0
2023-04-18 17:00,757.0,21.0,37.0,16419.0,212.0
2023-04-18 18:00,745.0,16.0,40.0,16625.0,211.0
2023-04-18 19:00,788.0,19.0,41.0,16581.0,210.0
2023-04-18 20:00,892.0,16.0,41.0,15571.0,209.0
2023-04-18 21:00,907.0,19.0,41.0,14743.0,208.0
2023-04-18 22:00,839.0,17.0,41.0,14188.0,209.0
2023-04-18 23:00,721.0,18.0,41.0,13714.0,208.0
2023-04-19 00:00,700.0,18.0,38.0,13985.0,205.0
2023-04-19 01:00,700.0,18.0,40.0,13711.0,205.0
2023-04-19 02:00,736.0,18.0,38.0,14207.0,209.0
2023-04-19 03:00,708.0,18.0,41.0,15036.0,209.0
2023-04-19 04:00,637.0,19.0,40.0,17077.0,211.0
2023-04-19 05:00,662.0,20.0,44.0,18587.0,208.0
2023-04-19 06:00,629.0,17.0,43.0,17296.0,207.0
2023-04-19 07:00,490.0,16.0,41.0,15101.0,209.0
2023-04-19 08:00,456.0,16.0,44.0,12608.0,211.0
2023-04-19 09:00,473.0,17.0,45.0,11335.0,215.0
2023-04-19 10:00,450.0,16.0,54.0,10690.0,213.0
2023-04-19 11:00,477.0,20.0,50.0,10155.0,215.0
2023-04-19 12:00,445.0,21.0,39.0,10261.0,212.0
2023-04-19 13:00,473.0,21.0,19.0,10362.0,211.0
2023-04-19 14:00,544.0,21.0,31.0,11061.0,212.0
2023-04-19 15:00,565.0,18.0,38.0,12261.0,216.0
2023-04-19 16:00,575.0,17.0,37.0,14106.0,213.0
2023-04-19 17:00,579.0,21.0,39.0,16261.0,209.0
2023-04-19 18:00,641.0,19.0,37.0,16664.0,208.0
2023-04-19 19:00,691.0,18.0,41.0,16613.0,208.0
2023-04-19 20:00,625.0,18.0,43.0,15461.0,210.0
2023-04-19 21:00,652.0,18.0,50.0,14842.0,209.0
2023-04-19 22:00,751.0,18.0,46.0,14318.0,211.0
2023-04-19 23:00,807.0,17.0,39.0,13878.0,210.0
2023-04-20 00:00,801.0,18.0,34.0,13734.0,206.0
2023-04-20 01:00,738.0,19.0,34.0,13395.0,209.0
2023-04-20 02:00,677.0,18.0,39.0,13826.0,211.0
2023-04-20 03:00,595.0,18.0,40.0,14451.0,211.0
2023-04-20 04:00,566.0,19.0,41.0,15661.0,213.0
2023-04-20 05:00,549.0,20.0,40.0,16804.0,210.0
2023-04-20 06:00,523.0,20.0,40.0,16617.0,209.0
2023-04-20 07:00,494.0,17.0,37.0,15615.0,213.0
2023-04-20 08:00,459.0,17.0,37.0,14318.0,216.0
2023-04-20 09:00,494.0,17.0,37.0,13587.0,216.0
2023-04-20 10:00,529.0,17.0,41.0,13430.0,215.0
2023-04-20 11:00,520.0,22.0,43.0,13219.0,217.0
2023-04-20 12:00,508.0,22.0,43.0,12927.0,231.0
2023-04-20 13:00,540.0,22.0,44.0,12749.0,228.0
2023-04-20 14:00,617.0,21.0,41.0,13022.0,228.0
2023-04-20 15:00,667.0,17.0,40.0,13942.0,231.0
2023-04-20 16:00,639.0,21.0,40.0,15142.0,232.0
2023-04-20 17:00,654.0,21.0,37.0,15972.0,229.0
2023-04-20 18:00,640.0,18.0,39.0,15943.0,232.0
2023-04-20 19:00,661.0,18.0,46.0,15724.0,231.0
2023-04-20 20:00,579.0,19.0,43.0,15312.0,231.0
2023-04-20 21:00,538.0,19.0,39.0,14693.0,231.0
2023-04-20 22:00,540.0,19.0,39.0,13893.0,230.0
2023-04-20 23:00,578.0,18.0,37.0,13099.0,230.0
2023-04-21 00:00,656.0,17.0,36.0,12897.0,228.0
2023-04-21 01:00,607.0,17.0,37.0,13475.0,230.0
2023-04-21 02:00,542.0,17.0,37.0,13976.0,232.0
2023-04-21 03:00,508.0,19.0,40.0,14915.0,230.0
2023-04-21 04:00,535.0,19.0,39.0,16910.0,233.0
2023-04-21 05:00,472.0,22.0,42.0,18409.0,226.0
2023-04-21 06:00,426.0,21.0,39.0,18559.0,213.0
2023-04-21 07:00,361.0,19.0,40.0,17196.0,213.0
2023-04-21 08:00,367.0,16.0,49.0,15263.0,216.0
2023-04-21 09:00,454.0,17.0,39.0,13557.0,218.0
2023-04-21 10:00,547.0,22.0,38.0,11993.0,215.0
2023-04-21 11:00,596.0,21.0,38.0,10737.0,216.0
2023-04-21 12:00,615.0,21.0,36.0,10578.0,224.0
2023-04-21 13:00,671.0,21.0,41.0,10674.0,231.0
2023-04-21 14:00,741.0,20.0,42.0,12486.0,230.0
2023-04-21 15:00,734.0,24.0,38.0,14075.0,233.0
2023-04-21 16:00,679.0,23.0,36.0,15270.0,234.0
2023-04-21 17:00,562.0,22.0,38.0,15549.0,232.0
2023-04-21 18:00,566.0,22.0,43.0,15253.0,233.0
2023-04-21 19:00,515.0,19.0,49.0,15177.0,233.0
2023-04-21 20:00,486.0,22.0,44.0,14746.0,232.0
2023-04-21 21:00,548.0,23.0,45.0,13569.0,232.0
2023-04-21 22:00,649.0,22.0,46.0,13182.0,233.0
2023-04-21 23:00,762.0,25.0,44.0,12602.0,233.0
2023-04-22 00:00,838.0,23.0,42.0,12491.0,230.0
2023-04-22 01:00,862.0,23.0,43.0,12866.0,234.0
2023-04-22 02:00,945.0,23.0,41.0,12939.0,233.0
2023-04-22 03:00,948.0,18.0,45.0,13414.0,231.0
2023-04-22 04:00,915.0,20.0,41.0,14611.0,231.0
2023-04-22 05:00,1089.0,24.0,39.0,15232.0,230.0
2023-04-22 06:00,955.0,26.0,41.0,14756.0,229.0
2023-04-22 07:00,965.0,21.0,45.0,13218.0,229.0
2023-04-22 08:00,1170.0,20.0,47.0,11460.0,229.0
2023-04-22 09:00,1372.0,26.0,43.0,9907.0,229.0
2023-04-22 10:00,1757.0,26.0,40.0,8551.0,227.0
2023-04-22 11:00,1956.0,25.0,46.0,7914.0,230.0
2023-04-22 12:00,1970.0,24.0,45.0,8039.0,229.0
2023-04-22 13:00,1852.0,26.0,47.0,9580.0,230.0
2023-04-22 14:00,1892.0,27.0,43.0,11141.0,228.0
2023-04-22 15:00,1889.0,27.0,41.0,13111.0,228.0
2023-04-22 16:00,1989.0,27.0,34.0,14932.0,229.0
2023-04-22 17:00,2058.0,24.0,38.0,15635.0,229.0
2023-04-22 18:00,2003.0,25.0,43.0,15556.0,228.0
2023-04-22 19:00,1905.0,30.0,39.0,15783.0,228.0
2023-04-22 20:00,1779.0,29.0,38.0,15196.0,230.0
2023-04-22 21:00,1631.0,25.0,41.0,14539.0,232.0
2023-04-22 22:00,1466.0,29.0,42.0,13981.0,232.0
2023-04-22 23:00,1368.0,28.0,41.0,13233.0,232.0
2023-04-23 00:00,1326.0,28.0,39.0,12840.0,231.0
2023-04-23 01:00,1282.0,26.0,38.0,12188.0,232.0
2023-04-23 02:00,1187.0,27.0,40.0,12616.0,231.0
2023-04-23 03:00,1307.0,28.0,40.0,12763.0,231.0
2023-04-23 04:00,1338.0,28.0,40.0,12518.0,232.0
2023-04-23 05:00,1330.0,28.0,42.0,12751.0,232.0
2023-04-23 06:00,1267.0,29.0,43.0,12991.0,231.0
2023-04-23 07:00,1298.0,29.0,44.0,12404.0,232.0
2023-04-23 08:00,1371.0,30.0,22.0,11450.0,232.0
2023-04-23 09:00,1400.0,30.0,23.0,10750.0,232.0
2023-04-23 10:00,1425.0,30.0,20.0,10030.0,233.0
2023-04-23 11:00,1445.0,29.0,20.0,8643.0,235.0
2023-04-23 12:00,1372.0,31.0,21.0,8473.0,231.0
2023-04-23 13:00,1394.0,30.0,21.0,10014.0,231.0
2023-04-23 14:00,1317.0,30.0,23.0,11708.0,234.0
2023-04-23 15:00,1308.0,31.0,24.0,14612.0,232.0
2023-04-23 16:00,1303.0,28.0,23.0,16122.0,233.0
2023-04-23 17:00,1287.0,28.0,23.0,17498.0,232.0
2023-04-23 18:00,1176.0,28.0,25.0,17721.0,232.0
2023-04-23 19:00,1041.0,25.0,24.0,17422.0,232.0
2023-04-23 20:00,949.0,26.0,27.0,17049.0,233.0
2023-04-23 21:00,816.0,25.0,23.0,15585.0,232.0
2023-04-23 22:00,731.0,30.0,23.0,13915.0,227.0
2023-04-23 23:00,702.0,27.0,29.0,12537.0,224.0
2023-04-24 00:00,711.0,26.0,26.0,12359.0,223.0
2023-04-24 01:00,786.0,27.0,29.0,12185.0,224.0
2023-04-24 02:00,888.0,27.0,26.0,12389.0,224.0
2023-04-24 03:00,915.0,28.0,0.0,13888.0,224.0
2023-04-24 04:00,871.0,28.0,0.0,16598.0,219.0
2023-04-24 05:00,795.0,25.0,17.0,18988.0,212.0
2023-04-24 06:00,734.0,22.0,19.0,19166.0,204.0
2023-04-24 07:00,696.0,22.0,19.0,18695.0,209.0
2023-04-24 08:00,735.0,20.0,22.0,17227.0,207.0
2023-04-24 09:00,716.0,19.0,21.0,16018.0,207.0
2023-04-24 10:00,735.0,24.0,28.0,15074.0,210.0
2023-04-24 11:00,802.0,24.0,25.0,14633.0,212.0
2023-04-24 12:00,920.0,24.0,21.0,15084.0,208.0
2023-04-24 13:00,1087.0,24.0,22.0,15152.0,206.0
2023-04-24 14:00,1208.0,21.0,23.0,16020.0,209.0
2023-04-24 15:00,1268.0,16.0,22.0,16681.0,210.0
2023-04-24 16:00,1294.0,20.0,23.0,17579.0,212.0
2023-04-24 17:00,1343.0,19.0,20.0,17748.0,212.0
2023-04-24 18:00,1391.0,16.0,19.0,17415.0,210.0
2023-04-24 19:00,1468.0,18.0,14.0,17216.0,210.0
2023-04-24 20:00,1480.0,16.0,11.0,16267.0,210.0
2023-04-24 21:00,1498.0,21.0,11.0,14902.0,211.0
2023-04-24 22:00,1505.0,23.0,11.0,13788.0,212.0
2023-04-24 23:00,1515.0,25.0,12.0,13336.0,222.0
2023-04-25 00:00,1599.0,24.0,12.0,13140.0,221.0
2023-04-25 01:00,1624.0,24.0,11.0,13077.0,224.0
2023-04-25 02:00,1671.0,24.0,11.0,13006.0,224.0
2023-04-25 03:00,1719.0,24.0,13.0,13610.0,224.0
2023-04-25 04:00,1813.0,22.0,14.0,15136.0,226.0
2023-04-25 05:00,1820.0,21.0,15.0,16727.0,217.0
2023-04-25 06:00,1644.0,17.0,15.0,16813.0,205.0
2023-04-25 07:00,1668.0,18.0,18.0,15411.0,206.0
2023-04-25 08:00,1675.0,21.0,20.0,14755.0,209.0
2023-04-25 09:00,1737.0,21.0,19.0,13363.0,212.0
2023-04-25 10:00,1771.0,21.0,22.0,12677.0,209.0
2023-04-25 11:00,1783.0,21.0,19.0,12123.0,210.0
2023-04-25 12:00,1790.0,20.0,18.0,11904.0,208.0
2023-04-25 13:00,1848.0,21.0,17.0,11536.0,208.0
2023-04-25 14:00,1811.0,21.0,18.0,11915.0,209.0
2023-04-25 15:00,1808.0,21.0,18.0,12649.0,210.0
2023-04-25 16:00,1781.0,23.0,18.0,13849.0,211.0
2023-04-25 17:00,1725.0,24.0,17.0,14460.0,211.0
2023-04-25 18:00,1707.0,24.0,19.0,14880.0,211.0
2023-04-25 19:00,1660.0,26.0,20.0,15241.0,210.0
2023-04-25 20:00,1564.0,24.0,20.0,14767.0,211.0
2023-04-25 21:00,1446.0,24.0,22.0,14097.0,212.0
2023-04-25 22:00,1348.0,25.0,21.0,13403.0,212.0
2023-04-25 23:00,1333.0,25.0,21.0,13346.0,212.0
2023-04-26 00:00,1330.0,24.0,20.0,13283.0,211.0
2023-04-26 01:00,1317.0,25.0,22.0,13117.0,212.0
2023-04-26 02:00,1304.0,24.0,19.0,13389.0,214.0
2023-04-26 03:00,1277.0,24.0,21.0,14326.0,212.0
2023-04-26 04:00,1232.0,23.0,19.0,16232.0,211.0
2023-04-26 05:00,1151.0,20.0,18.0,18202.0,198.0
2023-04-26 06:00,1069.0,11.0,19.0,17235.0,201.0
2023-04-26 07:00,1093.0,12.0,20.0,15524.0,207.0
2023-04-26 08:00,1101.0,12.0,22.0,14394.0,208.0
2023-04-26 09:00,1177.0,11.0,18.0,13869.0,209.0
2023-04-26 10:00,1219.0,11.0,19.0,13614.0,207.0
2023-04-26 11:00,1269.0,11.0,20.0,13474.0,212.0
2023-04-26 12:00,1251.0,14.0,20.0,13489.0,217.0
2023-04-26 13:00,1419.0,16.0,16.0,13852.0,216.0
2023-04-26 14:00,1448.0,16.0,24.0,13992.0,217.0
2023-04-26 15:00,1461.0,16.0,20.0,14384.0,217.0
2023-04-26 16:00,1436.0,17.0,17.0,15904.0,219.0
2023-04-26 17:00,1342.0,17.0,21.0,16707.0,219.0
2023-04-26 18:00,1222.0,17.0,21.0,17842.0,220.0
2023-04-26 19:00,1251.0,18.0,23.0,18283.0,221.0
2023-04-26 20:00,1289.0,18.0,21.0,17619.0,221.0
2023-04-26 21:00,1367.0,18.0,12.0,16902.0,222.0
2023-04-26 22:00,1477.0,18.0,11.0,15668.0,223.0
2023-04-26 23:00,1562.0,18.0,10.0,14407.0,224.0
2023-04-27 00:00,1675.0,18.0,11.0,13762.0,223.0
2023-04-27 01:00,1862.0,18.0,14.0,13710.0,224.0
2023-04-27 02:00,1872.0,18.0,12.0,13740.0,226.0
2023-04-27 03:00,2004.0,18.0,12.0,14688.0,227.0
2023-04-27 04:00,1919.0,17.0,13.0,17040.0,232.0
2023-04-27 05:00,1832.0,17.0,15.0,18344.0,226.0
2023-04-27 06:00,1736.0,19.0,14.0,17407.0,226.0
2023-04-27 07:00,1757.0,18.0,12.0,15466.0,227.0
2023-04-27 08:00,1878.0,19.0,12.0,14021.0,229.0
2023-04-27 09:00,1776.0,18.0,13.0,13856.0,231.0
2023-04-27 10:00,1835.0,19.0,12.0,13534.0,229.0
2023-04-27 11:00,1879.0,19.0,14.0,13598.0,232.0
2023-04-27 12:00,2015.0,19.0,13.0,13178.0,228.0
2023-04-27 13:00,2273.0,24.0,12.0,12692.0,226.0
2023-04-27 14:00,2430.0,24.0,49.0,12730.0,228.0
2023-04-27 15:00,2341.0,24.0,50.0,14276.0,227.0
2023-04-27 16:00,2137.0,24.0,48.0,15628.0,232.0
2023-04-27 17:00,2082.0,24.0,44.0,16358.0,232.0
2023-04-27 18:00,2062.0,24.0,43.0,17368.0,228.0
2023-04-27 19:00,1955.0,24.0,32.0,18046.0,226.0
2023-04-27 20:00,1784.0,23.0,46.0,17193.0,232.0
2023-04-27 21:00,1708.0,23.0,56.0,15863.0,235.0
2023-04-27 22:00,1736.0,20.0,52.0,15165.0,233.0
2023-04-27 23:00,1569.0,20.0,52.0,14116.0,230.0
2023-04-28 00:00,1577.0,20.0,48.0,13752.0,227.0
2023-04-28 01:00,1452.0,20.0,50.0,13844.0,228.0
2023-04-28 02:00,1321.0,20.0,48.0,14076.0,230.0
2023-04-28 03:00,1213.0,15.0,47.0,15081.0,229.0
2023-04-28 04:00,1063.0,19.0,44.0,17459.0,231.0
2023-04-28 05:00,1010.0,19.0,44.0,18581.0,226.0
2023-04-28 06:00,915.0,15.0,44.0,18188.0,228.0
2023-04-28 07:00,696.0,14.0,43.0,18000.0,229.0
2023-04-28 08:00,569.0,15.0,46.0,17881.0,227.0
2023-04-28 09:00,519.0,15.0,47.0,17504.0,229.0
2023-04-28 10:00,494.0,15.0,48.0,16528.0,224.0
2023-04-28 11:00,432.0,14.0,54.0,15573.0,224.0
2023-04-28 12:00,507.0,14.0,62.0,14900.0,221.0
2023-04-28 13:00,588.0,15.0,61.0,14915.0,219.0
2023-04-28 14:00,545.0,19.0,60.0,14944.0,221.0
2023-04-28 15:00,478.0,19.0,58.0,16509.0,220.0
2023-04-28 16:00,484.0,17.0,58.0,18150.0,220.0
2023-04-28 17:00,510.0,18.0,55.0,19198.0,219.0
2023-04-28 18:00,562.0,18.0,57.0,19207.0,219.0
2023-04-28 19:00,609.0,19.0,59.0,19296.0,218.0
2023-04-28 20:00,746.0,17.0,60.0,18524.0,219.0
2023-04-28 21:00,797.0,20.0,62.0,16989.0,220.0
2023-04-28 22:00,875.0,21.0,63.0,16701.0,220.0
2023-04-28 23:00,930.0,20.0,61.0,16587.0,219.0
2023-04-29 00:00,918.0,20.0,59.0,16247.0,217.0
2023-04-29 01:00,1052.0,19.0,60.0,15853.0,220.0
2023-04-29 02:00,1556.0,20.0,58.0,15157.0,220.0
2023-04-29 03:00,1927.0,20.0,61.0,15115.0,219.0
2023-04-29 04:00,2052.0,20.0,59.0,15396.0,219.0
2023-04-29 05:00,1988.0,20.0,58.0,16583.0,217.0
2023-04-29 06:00,1777.0,20.0,57.0,17342.0,217.0
2023-04-29 07:00,1701.0,20.0,57.0,16246.0,210.0
2023-04-29 08:00,1690.0,21.0,55.0,14522.0,211.0
2023-04-29 09:00,1658.0,22.0,53.0,12616.0,212.0
2023-04-29 10:00,1735.0,22.0,58.0,11495.0,211.0
2023-04-29 11:00,1846.0,23.0,58.0,10779.0,213.0
2023-04-29 12:00,1995.0,22.0,64.0,9679.0,212.0
2023-04-29 13:00,2023.0,21.0,63.0,9461.0,211.0
2023-04-29 14:00,2200.0,22.0,61.0,10152.0,211.0
2023-04-29 15:00,2197.0,23.0,59.0,11368.0,212.0
2023-04-29 16:00,2232.0,22.0,61.0,12627.0,213.0
2023-04-29 17:00,2078.0,23.0,59.0,13810.0,213.0
2023-04-29 18:00,1941.0,23.0,58.0,14754.0,213.0
2023-04-29 19:00,1851.0,23.0,51.0,15079.0,212.0
2023-04-29 20:00,2024.0,24.0,48.0,14421.0,213.0
2023-04-29 21:00,2099.0,24.0,48.0,13893.0,215.0
2023-04-29 22:00,2167.0,24.0,15.0,12771.0,216.0
2023-04-29 23:00,2197.0,24.0,18.0,11928.0,216.0
2023-04-30 00:00,2431.0,24.0,13.0,11474.0,214.0
2023-04-30 01:00,2609.0,24.0,22.0,11076.0,216.0
2023-04-30 02:00,2739.0,23.0,22.0,10278.0,216.0
2023-04-30 03:00,2668.0,23.0,22.0,10140.0,215.0
2023-04-30 04:00,2661.0,23.0,24.0,10226.0,216.0
2023-04-30 05:00,2651.0,23.0,22.0,10796.0,213.0
2023-04-30 06:00,2566.0,23.0,23.0,10634.0,213.0
2023-04-30 07:00,2456.0,24.0,24.0,9822.0,213.0
2023-04-30 08:00,2325.0,23.0,25.0,8545.0,213.0
2023-04-30 09:00,2235.0,23.0,25.0,7926.0,213.0
2023-04-30 10:00,2311.0,25.0,23.0,7720.0,214.0
2023-04-30 11:00,2372.0,27.0,22.0,7446.0,216.0
2023-04-30 12:00,2170.0,22.0,23.0,7438.0,214.0
2023-04-30 13:00,2109.0,20.0,24.0,7957.0,214.0
2023-04-30 14:00,2181.0,25.0,23.0,8002.0,215.0
2023-04-30 15:00,2411.0,26.0,23.0,9999.0,216.0
2023-04-30 16:00,2227.0,25.0,23.0,11803.0,214.0
2023-04-30 17:00,2073.0,26.0,22.0,13281.0,215.0
2023-04-30 18:00,2120.0,23.0,23.0,15041.0,214.0
2023-04-30 19:00,2204.0,24.0,24.0,15628.0,214.0
2023-04-30 20:00,2214.0,23.0,24.0,15204.0,216.0
2023-04-30 21:00,2354.0,24.0,24.0,14018.0,216.0
2023-04-30 22:00,2258.0,25.0,22.0,13669.0,215.0
2023-04-30 23:00,2159.0,25.0,23.0,12535.0,214.0
2023-05-01 00:00,1906.0,25.0,25.0,12072.0,214.0
2023-05-01 01:00,1738.0,25.0,22.0,11951.0,212.0
2023-05-01 02:00,1562.0,25.0,21.0,11721.0,216.0
2023-05-01 03:00,1320.0,24.0,24.0,12563.0,215.0
2023-05-01 04:00,1070.0,25.0,24.0,13048.0,216.0
2023-05-01 05:00,965.0,24.0,25.0,13600.0,213.0
2023-05-01 06:00,1012.0,26.0,26.0,12857.0,212.0
2023-05-01 07:00,1002.0,24.0,27.0,12481.0,212.0
2023-05-01 08:00,958.0,25.0,31.0,11139.0,214.0
