UTC time,oil,wind,biomass,hydro,nat_gas,nuclear,solar,coal
2023-01-02 05:00:00,200.0,6562.0,553.0,0.0,2746.0,37149.0,0.0,53.0
2023-01-02 06:00:00,201.0,6209.0,551.0,0.0,2716.0,37903.0,0.0,50.0
2023-01-02 07:00:00,204.0,5625.0,553.0,0.0,2981.0,38725.0,246.0,48.0
2023-01-02 08:00:00,203.0,5320.0,554.0,0.0,3029.0,39290.0,555.0,43.0
2023-01-02 09:00:00,204.0,4972.0,552.0,0.0,3254.0,39460.0,1302.0,39.0
2023-01-02 10:00:00,204.0,4890.0,552.0,0.0,3371.0,39831.0,2033.0,40.0
2023-01-02 11:00:00,204.0,5185.0,543.0,0.0,3391.0,40222.0,2589.0,41.0
2023-01-02 12:00:00,204.0,5635.0,543.0,0.0,3358.0,40372.0,2735.0,41.0
2023-01-02 13:00:00,204.0,5677.0,534.0,0.0,3369.0,40370.0,2199.0,41.0
2023-01-02 14:00:00,204.0,5306.0,536.0,0.0,3620.0,40548.0,1341.0,42.0
2023-01-02 15:00:00,204.0,4677.0,543.0,0.0,3499.0,40813.0,535.0,43.0
2023-01-02 16:00:00,204.0,4244.0,546.0,0.0,3744.0,41171.0,204.0,43.0
2023-01-02 17:00:00,204.0,4206.0,550.0,0.0,3672.0,41330.0,182.0,44.0
2023-01-02 18:00:00,204.0,4417.0,545.0,0.0,3628.0,41385.0,0.0,44.0
2023-01-02 19:00:00,204.0,4312.0,546.0,0.0,3322.0,41401.0,0.0,44.0
2023-01-02 20:00:00,204.0,4116.0,544.0,0.0,3294.0,41152.0,0.0,44.0
2023-01-02 21:00:00,204.0,3937.0,544.0,0.0,3244.0,41085.0,0.0,44.0
2023-01-02 22:00:00,203.0,3902.0,546.0,0.0,3042.0,41003.0,0.0,44.0
2023-01-02 23:00:00,202.0,3838.0,547.0,0.0,3137.0,40939.0,0.0,41.0
2023-01-03 00:00:00,199.0,4094.0,550.0,0.0,3054.0,40852.0,0.0,40.0
2023-01-03 01:00:00,199.0,4244.0,545.0,0.0,3512.0,41115.0,0.0,40.0
2023-01-03 02:00:00,199.0,4397.0,545.0,0.0,3391.0,41087.0,0.0,39.0
2023-01-03 03:00:00,199.0,4499.0,537.0,0.0,3460.0,41173.0,0.0,39.0
2023-01-03 04:00:00,199.0,4459.0,547.0,0.0,3733.0,41193.0,0.0,39.0
2023-01-03 05:00:00,201.0,4584.0,543.0,0.0,4148.0,41373.0,0.0,39.0
2023-01-03 06:00:00,203.0,4893.0,537.0,0.0,5090.0,41567.0,0.0,40.0
2023-01-03 07:00:00,203.0,5167.0,532.0,0.0,5963.0,41732.0,257.0,39.0
2023-01-03 08:00:00,203.0,5129.0,537.0,0.0,6289.0,41805.0,785.0,40.0
2023-01-03 09:00:00,203.0,5111.0,522.0,0.0,6280.0,41813.0,2089.0,40.0
2023-01-03 10:00:00,203.0,5177.0,524.0,0.0,6297.0,41801.0,3502.0,40.0
2023-01-03 11:00:00,203.0,5571.0,534.0,0.0,6138.0,41803.0,4158.0,40.0
2023-01-03 12:00:00,203.0,6035.0,547.0,0.0,5947.0,41774.0,4096.0,39.0
2023-01-03 13:00:00,203.0,6636.0,553.0,0.0,6272.0,41693.0,3356.0,37.0
2023-01-03 14:00:00,203.0,7084.0,574.0,0.0,6305.0,41666.0,2199.0,37.0
2023-01-03 15:00:00,203.0,7504.0,585.0,0.0,6186.0,41704.0,858.0,37.0
2023-01-03 16:00:00,203.0,8122.0,581.0,0.0,6193.0,41681.0,224.0,38.0
2023-01-03 17:00:00,203.0,9191.0,596.0,0.0,6110.0,41662.0,194.0,41.0
2023-01-03 18:00:00,203.0,10344.0,582.0,0.0,5919.0,41646.0,0.0,41.0
2023-01-03 19:00:00,203.0,11138.0,563.0,0.0,4743.0,41566.0,0.0,41.0
2023-01-03 20:00:00,200.0,11696.0,550.0,0.0,3612.0,40988.0,0.0,40.0
2023-01-03 21:00:00,199.0,11803.0,549.0,0.0,2872.0,40772.0,0.0,40.0
2023-01-03 22:00:00,199.0,12100.0,552.0,0.0,2774.0,40411.0,0.0,41.0
2023-01-03 23:00:00,200.0,12424.0,558.0,0.0,2593.0,39796.0,0.0,41.0
2023-01-04 00:00:00,200.0,12758.0,557.0,0.0,2577.0,38820.0,0.0,41.0
2023-01-04 01:00:00,200.0,12900.0,558.0,0.0,2605.0,38267.0,0.0,41.0
2023-01-04 02:00:00,202.0,12889.0,558.0,0.0,2624.0,37215.0,0.0,42.0
2023-01-04 03:00:00,204.0,13068.0,556.0,0.0,2567.0,36649.0,0.0,42.0
2023-01-04 04:00:00,204.0,13071.0,557.0,0.0,2438.0,36248.0,0.0,42.0
2023-01-04 05:00:00,203.0,13133.0,551.0,0.0,2596.0,37213.0,0.0,41.0
2023-01-04 06:00:00,204.0,13579.0,552.0,0.0,2672.0,39703.0,0.0,40.0
2023-01-04 07:00:00,204.0,13632.0,549.0,0.0,2673.0,40975.0,312.0,40.0
2023-01-04 08:00:00,203.0,13637.0,547.0,0.0,2655.0,41446.0,1075.0,41.0
2023-01-04 09:00:00,203.0,13613.0,548.0,0.0,2653.0,41552.0,2606.0,40.0
2023-01-04 10:00:00,204.0,13537.0,545.0,0.0,2576.0,41546.0,3781.0,43.0
2023-01-04 11:00:00,204.0,13520.0,536.0,0.0,2625.0,41557.0,4104.0,42.0
2023-01-04 12:00:00,204.0,13559.0,539.0,0.0,2645.0,41673.0,4055.0,43.0
2023-01-04 13:00:00,203.0,13544.0,549.0,0.0,2665.0,41696.0,3339.0,43.0
2023-01-04 14:00:00,204.0,13502.0,553.0,0.0,2630.0,41606.0,2066.0,43.0
2023-01-04 15:00:00,204.0,13302.0,549.0,0.0,2628.0,41571.0,790.0,44.0
2023-01-04 16:00:00,204.0,13004.0,553.0,0.0,2597.0,41559.0,230.0,47.0
2023-01-04 17:00:00,204.0,12637.0,551.0,0.0,2695.0,41922.0,196.0,48.0
2023-01-04 18:00:00,204.0,12158.0,553.0,0.0,2927.0,42017.0,0.0,49.0
2023-01-04 19:00:00,203.0,12064.0,556.0,0.0,2965.0,41765.0,0.0,48.0
2023-01-04 20:00:00,203.0,12329.0,559.0,0.0,3009.0,41476.0,0.0,48.0
2023-01-04 21:00:00,204.0,11946.0,556.0,0.0,2882.0,41298.0,0.0,49.0
2023-01-04 22:00:00,203.0,11520.0,559.0,0.0,2832.0,41214.0,0.0,49.0
2023-01-04 23:00:00,203.0,11065.0,557.0,0.0,2604.0,40469.0,0.0,52.0
2023-01-05 00:00:00,200.0,10443.0,556.0,0.0,2678.0,39137.0,0.0,52.0
2023-01-05 01:00:00,200.0,9841.0,556.0,0.0,2728.0,39041.0,0.0,53.0
2023-01-05 02:00:00,200.0,9182.0,555.0,0.0,2705.0,38465.0,0.0,53.0
2023-01-05 03:00:00,200.0,8608.0,556.0,0.0,2634.0,38171.0,0.0,54.0
2023-01-05 04:00:00,200.0,7867.0,556.0,0.0,2566.0,39319.0,0.0,53.0
2023-01-05 05:00:00,202.0,7162.0,555.0,0.0,2678.0,40823.0,0.0,52.0
2023-01-05 06:00:00,204.0,6608.0,531.0,0.0,3097.0,41802.0,0.0,51.0
2023-01-05 07:00:00,204.0,5728.0,465.0,0.0,4158.0,42024.0,298.0,50.0
2023-01-05 08:00:00,204.0,4758.0,424.0,0.0,4839.0,42171.0,1033.0,50.0
2023-01-05 09:00:00,204.0,4220.0,424.0,0.0,5235.0,42220.0,2403.0,51.0
2023-01-05 10:00:00,204.0,4192.0,428.0,0.0,5220.0,42246.0,3456.0,50.0
2023-01-05 11:00:00,204.0,4500.0,427.0,0.0,5350.0,42267.0,3917.0,51.0
2023-01-05 12:00:00,204.0,4823.0,431.0,0.0,5580.0,42277.0,3850.0,50.0
2023-01-05 13:00:00,204.0,4750.0,430.0,0.0,5850.0,42321.0,3303.0,49.0
2023-01-05 14:00:00,204.0,4814.0,434.0,0.0,6275.0,42307.0,2112.0,48.0
2023-01-05 15:00:00,204.0,4655.0,432.0,0.0,6400.0,42348.0,781.0,47.0
2023-01-05 16:00:00,203.0,4646.0,434.0,0.0,6524.0,42443.0,220.0,47.0
2023-01-05 17:00:00,232.0,5059.0,434.0,0.0,6489.0,42469.0,187.0,46.0
2023-01-05 18:00:00,240.0,5313.0,433.0,0.0,6205.0,42445.0,0.0,45.0
2023-01-05 19:00:00,203.0,5311.0,440.0,0.0,6282.0,42438.0,0.0,44.0
2023-01-05 20:00:00,203.0,5501.0,440.0,0.0,5879.0,42453.0,0.0,43.0
2023-01-05 21:00:00,202.0,5383.0,441.0,0.0,4865.0,42374.0,0.0,43.0
2023-01-05 22:00:00,203.0,5770.0,443.0,0.0,4635.0,42275.0,0.0,42.0
2023-01-05 23:00:00,203.0,6114.0,440.0,0.0,3153.0,41727.0,0.0,40.0
2023-01-06 00:00:00,200.0,6497.0,445.0,0.0,2624.0,41232.0,0.0,39.0
2023-01-06 01:00:00,200.0,6675.0,446.0,0.0,2592.0,40765.0,0.0,39.0
2023-01-06 02:00:00,204.0,6831.0,448.0,0.0,2755.0,40459.0,0.0,39.0
2023-01-06 03:00:00,204.0,7027.0,447.0,0.0,2677.0,40772.0,0.0,39.0
2023-01-06 04:00:00,204.0,7057.0,447.0,0.0,2666.0,40777.0,0.0,39.0
2023-01-06 05:00:00,204.0,6892.0,445.0,0.0,2860.0,40878.0,0.0,38.0
2023-01-06 06:00:00,203.0,6845.0,439.0,0.0,3189.0,40895.0,0.0,36.0
2023-01-06 07:00:00,203.0,6605.0,441.0,0.0,3468.0,41236.0,304.0,36.0
2023-01-06 08:00:00,203.0,6197.0,444.0,0.0,3520.0,41643.0,974.0,37.0
2023-01-06 09:00:00,203.0,6073.0,447.0,0.0,3541.0,41825.0,2280.0,38.0
2023-01-06 10:00:00,203.0,6103.0,434.0,0.0,3476.0,41947.0,3418.0,39.0
2023-01-06 11:00:00,203.0,6105.0,433.0,0.0,3373.0,41890.0,3962.0,39.0
2023-01-06 12:00:00,204.0,6093.0,438.0,0.0,3450.0,41893.0,3876.0,39.0
2023-01-06 13:00:00,204.0,5758.0,442.0,0.0,3824.0,42264.0,3094.0,39.0
2023-01-06 14:00:00,204.0,5639.0,441.0,0.0,4604.0,42903.0,2048.0,35.0
2023-01-06 15:00:00,203.0,5600.0,443.0,0.0,5291.0,42828.0,839.0,34.0
2023-01-06 16:00:00,204.0,5855.0,446.0,0.0,5578.0,42970.0,227.0,34.0
2023-01-06 17:00:00,204.0,6155.0,449.0,0.0,5523.0,43064.0,190.0,34.0
2023-01-06 18:00:00,204.0,6648.0,452.0,0.0,5518.0,43208.0,0.0,35.0
2023-01-06 19:00:00,203.0,7063.0,446.0,0.0,4984.0,43444.0,0.0,36.0
2023-01-06 20:00:00,200.0,7321.0,440.0,0.0,3201.0,42695.0,0.0,37.0
2023-01-06 21:00:00,200.0,7354.0,440.0,0.0,2822.0,42694.0,0.0,38.0
2023-01-06 22:00:00,200.0,7362.0,442.0,0.0,2521.0,42708.0,0.0,39.0
2023-01-06 23:00:00,201.0,7338.0,438.0,0.0,2561.0,41434.0,0.0,38.0
2023-01-07 00:00:00,204.0,7529.0,436.0,0.0,2656.0,40515.0,0.0,39.0
2023-01-07 01:00:00,204.0,7959.0,432.0,0.0,2610.0,39916.0,0.0,40.0
2023-01-07 02:00:00,204.0,8444.0,432.0,0.0,2575.0,38554.0,0.0,41.0
2023-01-07 03:00:00,204.0,8879.0,433.0,0.0,2471.0,37743.0,0.0,42.0
2023-01-07 04:00:00,204.0,9362.0,435.0,0.0,2474.0,37105.0,0.0,43.0
2023-01-07 05:00:00,204.0,9784.0,431.0,0.0,2514.0,37122.0,0.0,43.0
2023-01-07 06:00:00,204.0,10524.0,433.0,0.0,2655.0,38364.0,0.0,43.0
2023-01-07 07:00:00,204.0,11145.0,431.0,0.0,2621.0,40165.0,294.0,43.0
2023-01-07 08:00:00,203.0,11625.0,429.0,0.0,2639.0,41680.0,1060.0,43.0
2023-01-07 09:00:00,204.0,11874.0,426.0,0.0,2497.0,41592.0,2489.0,43.0
2023-01-07 10:00:00,204.0,12443.0,427.0,0.0,2457.0,41545.0,3492.0,42.0
2023-01-07 11:00:00,204.0,12934.0,432.0,0.0,2556.0,41390.0,3755.0,40.0
2023-01-07 12:00:00,204.0,13152.0,428.0,0.0,2596.0,40401.0,3513.0,39.0
2023-01-07 13:00:00,204.0,13158.0,426.0,0.0,2585.0,39931.0,2759.0,38.0
2023-01-07 14:00:00,204.0,13166.0,427.0,0.0,2633.0,39834.0,1609.0,38.0
2023-01-07 15:00:00,204.0,13182.0,427.0,0.0,2608.0,41103.0,612.0,42.0
2023-01-07 16:00:00,204.0,13515.0,431.0,0.0,2536.0,41233.0,214.0,41.0
2023-01-07 17:00:00,204.0,13693.0,432.0,0.0,2613.0,41152.0,190.0,41.0
2023-01-07 18:00:00,204.0,13343.0,431.0,0.0,2739.0,41352.0,0.0,40.0
2023-01-07 19:00:00,204.0,13127.0,433.0,0.0,2638.0,40194.0,0.0,40.0
2023-01-07 20:00:00,203.0,12684.0,434.0,0.0,2465.0,39523.0,0.0,40.0
2023-01-07 21:00:00,203.0,11848.0,436.0,0.0,2490.0,38102.0,0.0,40.0
2023-01-07 22:00:00,203.0,11593.0,434.0,0.0,2517.0,36997.0,0.0,41.0
2023-01-07 23:00:00,204.0,11056.0,437.0,0.0,2608.0,35202.0,0.0,41.0
2023-01-08 00:00:00,203.0,10977.0,440.0,0.0,2566.0,33964.0,0.0,41.0
2023-01-08 01:00:00,204.0,10531.0,441.0,0.0,2554.0,33891.0,0.0,41.0
2023-01-08 02:00:00,204.0,10328.0,440.0,0.0,2533.0,33040.0,0.0,41.0
2023-01-08 03:00:00,204.0,10145.0,440.0,0.0,2378.0,32337.0,0.0,40.0
2023-01-08 04:00:00,209.0,9943.0,447.0,0.0,2523.0,33602.0,0.0,42.0
2023-01-08 05:00:00,207.0,9976.0,440.0,0.0,2480.0,34171.0,0.0,41.0
2023-01-08 06:00:00,204.0,10008.0,433.0,0.0,2437.0,34739.0,0.0,40.0
2023-01-08 07:00:00,204.0,10453.0,435.0,0.0,2428.0,36958.0,249.0,40.0
2023-01-08 08:00:00,204.0,10177.0,433.0,0.0,2607.0,38655.0,671.0,40.0
2023-01-08 09:00:00,204.0,9964.0,432.0,0.0,2593.0,39660.0,1540.0,40.0
2023-01-08 10:00:00,204.0,10242.0,434.0,0.0,2547.0,39607.0,2086.0,41.0
2023-01-08 11:00:00,204.0,11041.0,433.0,0.0,2629.0,39631.0,2378.0,41.0
2023-01-08 12:00:00,204.0,10839.0,432.0,0.0,2719.0,39967.0,2156.0,41.0
2023-01-08 13:00:00,204.0,10491.0,432.0,0.0,2720.0,40040.0,1798.0,42.0
2023-01-08 14:00:00,204.0,10386.0,434.0,0.0,2617.0,40078.0,1002.0,44.0
2023-01-08 15:00:00,204.0,9956.0,436.0,0.0,2629.0,40400.0,473.0,44.0
2023-01-08 16:00:00,204.0,10126.0,433.0,0.0,2549.0,40680.0,210.0,45.0
2023-01-08 17:00:00,204.0,10365.0,430.0,0.0,2658.0,41320.0,187.0,45.0
2023-01-08 18:00:00,204.0,10004.0,430.0,0.0,2692.0,41734.0,0.0,48.0
2023-01-08 19:00:00,204.0,10114.0,428.0,0.0,2654.0,41716.0,0.0,51.0
2023-01-08 20:00:00,204.0,10724.0,428.0,0.0,2626.0,41633.0,0.0,52.0
2023-01-08 21:00:00,203.0,11491.0,425.0,0.0,2542.0,41540.0,0.0,53.0
2023-01-08 22:00:00,203.0,12514.0,426.0,0.0,2521.0,41111.0,0.0,54.0
2023-01-08 23:00:00,203.0,13228.0,428.0,0.0,2545.0,40150.0,0.0,54.0
2023-01-09 00:00:00,203.0,13635.0,435.0,0.0,2623.0,39986.0,0.0,54.0
2023-01-09 01:00:00,203.0,13776.0,435.0,0.0,2704.0,39253.0,0.0,54.0
2023-01-09 02:00:00,203.0,14110.0,433.0,0.0,2648.0,37665.0,0.0,54.0
2023-01-09 03:00:00,203.0,14100.0,439.0,0.0,2457.0,36628.0,0.0,54.0
2023-01-09 04:00:00,203.0,14027.0,439.0,0.0,2458.0,38495.0,0.0,54.0
2023-01-09 05:00:00,203.0,13545.0,442.0,0.0,3007.0,40980.0,0.0,54.0
2023-01-09 06:00:00,204.0,13336.0,438.0,0.0,3648.0,42778.0,0.0,54.0
2023-01-09 07:00:00,204.0,12832.0,423.0,0.0,4439.0,43874.0,322.0,54.0
2023-01-09 08:00:00,203.0,12866.0,419.0,0.0,4499.0,44280.0,1134.0,53.0
2023-01-09 09:00:00,203.0,12889.0,422.0,0.0,4785.0,44375.0,2542.0,53.0
2023-01-09 10:00:00,203.0,12896.0,406.0,0.0,4619.0,44376.0,3595.0,54.0
2023-01-09 11:00:00,203.0,13236.0,414.0,0.0,4388.0,44283.0,4249.0,53.0
2023-01-09 12:00:00,203.0,13245.0,414.0,0.0,4231.0,43817.0,4342.0,54.0
2023-01-09 13:00:00,203.0,13198.0,406.0,0.0,4668.0,43369.0,3424.0,55.0
2023-01-09 14:00:00,203.0,13276.0,405.0,0.0,4763.0,43361.0,2172.0,55.0
2023-01-09 15:00:00,203.0,12688.0,409.0,0.0,4879.0,43393.0,866.0,56.0
2023-01-09 16:00:00,203.0,12134.0,418.0,0.0,5186.0,43771.0,242.0,57.0
2023-01-09 17:00:00,203.0,11882.0,424.0,0.0,5316.0,44488.0,195.0,56.0
2023-01-09 18:00:00,203.0,11448.0,426.0,0.0,5340.0,44543.0,0.0,56.0
2023-01-09 19:00:00,203.0,10433.0,426.0,0.0,5161.0,44433.0,0.0,56.0
2023-01-09 20:00:00,203.0,9503.0,424.0,0.0,3540.0,44249.0,0.0,56.0
2023-01-09 21:00:00,203.0,9368.0,421.0,0.0,2812.0,44120.0,0.0,56.0
2023-01-09 22:00:00,201.0,9171.0,424.0,0.0,2684.0,43839.0,0.0,55.0
2023-01-09 23:00:00,200.0,8528.0,424.0,0.0,2660.0,43545.0,0.0,54.0
2023-01-10 00:00:00,200.0,7593.0,431.0,0.0,2714.0,43755.0,0.0,55.0
2023-01-10 01:00:00,200.0,7382.0,434.0,0.0,2706.0,43727.0,0.0,55.0
2023-01-10 02:00:00,200.0,7135.0,431.0,0.0,2748.0,43891.0,0.0,53.0
2023-01-10 03:00:00,200.0,6779.0,432.0,0.0,2717.0,43959.0,0.0,50.0
2023-01-10 04:00:00,200.0,6672.0,432.0,0.0,2703.0,44053.0,0.0,47.0
2023-01-10 05:00:00,202.0,6702.0,427.0,0.0,3652.0,44313.0,0.0,43.0
2023-01-10 06:00:00,203.0,6770.0,422.0,0.0,5208.0,44255.0,0.0,41.0
2023-01-10 07:00:00,203.0,7177.0,418.0,0.0,5466.0,44314.0,316.0,40.0
2023-01-10 08:00:00,203.0,7707.0,418.0,0.0,5439.0,44325.0,1150.0,40.0
2023-01-10 09:00:00,203.0,8447.0,416.0,0.0,5351.0,44370.0,2704.0,39.0
2023-01-10 10:00:00,203.0,9688.0,410.0,0.0,5356.0,44294.0,3980.0,43.0
2023-01-10 11:00:00,203.0,11164.0,419.0,0.0,4604.0,44279.0,4565.0,43.0
2023-01-10 12:00:00,203.0,11811.0,417.0,0.0,3231.0,43922.0,4578.0,43.0
2023-01-10 13:00:00,204.0,12229.0,419.0,0.0,3487.0,43345.0,3990.0,43.0
2023-01-10 14:00:00,203.0,12607.0,425.0,0.0,3471.0,43213.0,2579.0,43.0
2023-01-10 15:00:00,203.0,12823.0,426.0,0.0,3438.0,43736.0,1007.0,42.0
2023-01-10 16:00:00,203.0,13075.0,422.0,0.0,3514.0,43992.0,252.0,42.0
2023-01-10 17:00:00,203.0,13318.0,430.0,0.0,3528.0,44218.0,200.0,44.0
2023-01-10 18:00:00,203.0,13593.0,430.0,0.0,3473.0,44182.0,0.0,44.0
2023-01-10 19:00:00,203.0,13970.0,432.0,0.0,2874.0,43703.0,0.0,43.0
2023-01-10 20:00:00,200.0,14055.0,431.0,0.0,2714.0,42874.0,0.0,42.0
2023-01-10 21:00:00,200.0,13746.0,429.0,0.0,2607.0,42713.0,0.0,41.0
2023-01-10 22:00:00,200.0,13590.0,428.0,0.0,2715.0,42320.0,0.0,40.0
2023-01-10 23:00:00,200.0,13397.0,430.0,0.0,2634.0,40230.0,0.0,40.0
2023-01-11 00:00:00,200.0,13329.0,429.0,0.0,2520.0,39201.0,0.0,40.0
2023-01-11 01:00:00,200.0,13045.0,429.0,0.0,2476.0,38502.0,0.0,40.0
2023-01-11 02:00:00,200.0,12778.0,432.0,0.0,2427.0,38220.0,0.0,39.0
2023-01-11 03:00:00,200.0,12462.0,431.0,0.0,2399.0,38358.0,0.0,39.0
2023-01-11 04:00:00,200.0,11232.0,413.0,0.0,2404.0,40068.0,0.0,39.0
2023-01-11 05:00:00,203.0,9993.0,411.0,0.0,2638.0,42710.0,0.0,39.0
2023-01-11 06:00:00,204.0,9462.0,407.0,0.0,2826.0,43503.0,0.0,39.0
2023-01-11 07:00:00,204.0,8998.0,416.0,0.0,3044.0,43980.0,297.0,38.0
2023-01-11 08:00:00,203.0,8430.0,417.0,0.0,3079.0,44219.0,913.0,38.0
2023-01-11 09:00:00,203.0,8108.0,427.0,0.0,3087.0,44286.0,2028.0,41.0
2023-01-11 10:00:00,204.0,8402.0,427.0,0.0,3122.0,44354.0,2815.0,45.0
2023-01-11 11:00:00,203.0,9663.0,422.0,0.0,2915.0,44327.0,3377.0,48.0
2023-01-11 12:00:00,203.0,10697.0,428.0,0.0,2791.0,44179.0,3494.0,50.0
2023-01-11 13:00:00,204.0,11091.0,431.0,0.0,2968.0,44199.0,2895.0,53.0
2023-01-11 14:00:00,204.0,11239.0,429.0,0.0,3215.0,44070.0,2013.0,56.0
2023-01-11 15:00:00,203.0,11136.0,423.0,0.0,3042.0,43952.0,837.0,58.0
2023-01-11 16:00:00,203.0,11329.0,413.0,0.0,2737.0,44048.0,246.0,57.0
2023-01-11 17:00:00,204.0,11986.0,412.0,0.0,2694.0,44268.0,197.0,54.0
2023-01-11 18:00:00,203.0,12600.0,411.0,0.0,2669.0,44290.0,0.0,54.0
2023-01-11 19:00:00,203.0,12810.0,411.0,0.0,2586.0,44100.0,0.0,52.0
2023-01-11 20:00:00,200.0,13305.0,412.0,0.0,2616.0,43546.0,0.0,52.0
2023-01-11 21:00:00,200.0,13428.0,417.0,0.0,2613.0,43541.0,0.0,50.0
2023-01-11 22:00:00,200.0,13512.0,417.0,0.0,2704.0,43881.0,0.0,45.0
2023-01-11 23:00:00,200.0,13722.0,418.0,0.0,2564.0,40831.0,0.0,44.0
2023-01-12 00:00:00,200.0,13867.0,414.0,0.0,2600.0,39855.0,0.0,43.0
2023-01-12 01:00:00,200.0,13806.0,415.0,0.0,2666.0,39256.0,0.0,42.0
2023-01-12 02:00:00,202.0,13767.0,407.0,0.0,2662.0,38636.0,0.0,40.0
2023-01-12 03:00:00,204.0,13923.0,416.0,0.0,2631.0,38850.0,0.0,40.0
2023-01-12 04:00:00,203.0,14054.0,416.0,0.0,2636.0,39498.0,0.0,40.0
2023-01-12 05:00:00,203.0,14151.0,411.0,0.0,2636.0,41186.0,0.0,40.0
2023-01-12 06:00:00,203.0,14487.0,407.0,0.0,2657.0,42599.0,0.0,39.0
2023-01-12 07:00:00,203.0,14422.0,394.0,0.0,2707.0,43110.0,310.0,40.0
2023-01-12 08:00:00,204.0,14226.0,398.0,0.0,2645.0,43104.0,1126.0,34.0
2023-01-12 09:00:00,204.0,14146.0,399.0,0.0,2697.0,43053.0,2508.0,34.0
2023-01-12 10:00:00,203.0,14065.0,399.0,0.0,2749.0,43001.0,3890.0,33.0
2023-01-12 11:00:00,204.0,13980.0,396.0,0.0,2894.0,43043.0,4126.0,36.0
2023-01-12 12:00:00,203.0,13919.0,394.0,0.0,3092.0,43199.0,3960.0,40.0
2023-01-12 13:00:00,203.0,13969.0,395.0,0.0,3019.0,43222.0,3073.0,42.0
2023-01-12 14:00:00,204.0,14056.0,405.0,0.0,2769.0,42937.0,1836.0,41.0
2023-01-12 15:00:00,204.0,14085.0,395.0,0.0,2892.0,42854.0,726.0,41.0
2023-01-12 16:00:00,203.0,14216.0,394.0,0.0,2694.0,42878.0,231.0,43.0
2023-01-12 17:00:00,203.0,14117.0,398.0,0.0,2688.0,42979.0,199.0,47.0
2023-01-12 18:00:00,203.0,14065.0,398.0,0.0,2713.0,42979.0,0.0,49.0
2023-01-12 19:00:00,203.0,13811.0,399.0,0.0,2662.0,42569.0,0.0,49.0
2023-01-12 20:00:00,203.0,13525.0,401.0,0.0,2617.0,42177.0,0.0,49.0
2023-01-12 21:00:00,203.0,13038.0,400.0,0.0,2639.0,42382.0,0.0,49.0
2023-01-12 22:00:00,203.0,12748.0,402.0,0.0,2573.0,40951.0,0.0,49.0
2023-01-12 23:00:00,203.0,12419.0,403.0,0.0,2487.0,39920.0,0.0,48.0
