UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-07-12 00:00:00,1950.0,128.0,2928.0,15.0,86.0,0.0,124.0,242.0,330.0
2023-07-12 01:00:00,1915.0,128.0,2931.0,14.0,86.0,0.0,158.0,241.0,325.0
2023-07-12 02:00:00,1928.0,127.0,2934.0,16.0,86.0,11.0,153.0,243.0,322.0
2023-07-12 03:00:00,1914.0,129.0,2940.0,15.0,91.0,20.0,141.0,242.0,329.0
2023-07-12 04:00:00,2017.0,137.0,2943.0,15.0,87.0,89.0,155.0,244.0,353.0
2023-07-12 05:00:00,2087.0,144.0,2943.0,12.0,175.0,324.0,100.0,248.0,354.0
2023-07-12 06:00:00,2067.0,143.0,2942.0,10.0,90.0,575.0,67.0,251.0,351.0
2023-07-12 07:00:00,2054.0,138.0,2937.0,20.0,82.0,731.0,73.0,249.0,345.0
2023-07-12 08:00:00,2148.0,129.0,2936.0,34.0,98.0,986.0,101.0,252.0,340.0
2023-07-12 09:00:00,2089.0,129.0,2930.0,19.0,84.0,1268.0,105.0,252.0,340.0
2023-07-12 10:00:00,2073.0,129.0,2923.0,15.0,83.0,1564.0,85.0,250.0,339.0
2023-07-12 11:00:00,1999.0,127.0,2918.0,16.0,83.0,1532.0,99.0,247.0,337.0
2023-07-12 12:00:00,2010.0,128.0,2915.0,30.0,142.0,1334.0,98.0,252.0,332.0
2023-07-12 13:00:00,2016.0,375.0,2916.0,28.0,82.0,1165.0,77.0,253.0,334.0
2023-07-12 14:00:00,2021.0,796.0,2916.0,14.0,82.0,924.0,69.0,254.0,339.0
2023-07-12 15:00:00,1966.0,793.0,2912.0,10.0,83.0,666.0,62.0,249.0,347.0
2023-07-12 16:00:00,1956.0,852.0,2913.0,10.0,87.0,367.0,47.0,249.0,356.0
2023-07-12 17:00:00,2042.0,866.0,2875.0,15.0,338.0,150.0,27.0,255.0,363.0
2023-07-12 18:00:00,2055.0,871.0,2868.0,16.0,352.0,50.0,29.0,256.0,365.0
2023-07-12 19:00:00,2072.0,873.0,2869.0,23.0,358.0,23.0,26.0,256.0,362.0
2023-07-12 20:00:00,2014.0,864.0,2870.0,13.0,293.0,1.0,24.0,255.0,345.0
2023-07-12 21:00:00,2022.0,867.0,2901.0,21.0,100.0,0.0,32.0,255.0,343.0
2023-07-12 22:00:00,2040.0,855.0,2923.0,13.0,93.0,0.0,31.0,251.0,343.0
2023-07-12 23:00:00,2029.0,837.0,2928.0,13.0,86.0,0.0,27.0,251.0,344.0
