UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_unknown_production_forecast
2023-03-05 00:00:00,2024-07-17 00:00:00,3.1,4.328728035652723,266.1051006204033,262.36280833342494,0.0,0.4186129267875714,0.00325,4564.13741,7124.38613,17.08442,6857.00006,1303.16455
2023-03-05 01:00:00,2024-07-17 00:00:00,3.1,4.307853862023755,265.3384971197468,261.8248895451023,0.0,0.2115885284212357,0.43358,4560.95408,6858.78328,29.6895,6687.00014,1272.03853
2023-03-05 02:00:00,2024-07-17 00:00:00,3.1,4.307853862023755,265.3384971197468,261.8248895451023,0.0,0.2115885284212357,1.05449,4568.67287,6759.92215,29.08509,6653.99972,1254.02815
2023-03-05 03:00:00,2024-07-17 00:00:00,3.1,4.307853862023755,265.3384971197468,261.8248895451023,0.0,0.2115885284212357,1.18154,4581.78028,6816.84436,18.58959,6651.99974,1256.923
2023-03-05 04:00:00,2024-07-17 00:00:00,3.1,4.164676775217439,264.83653423712127,261.25792516431585,0.2782504986328923,0.4209479968596208,0.65294,4573.94425,7064.59339,5.88261,6660.99966,1278.681
2023-03-05 05:00:00,2024-07-17 00:00:00,3.1,4.164676775217439,264.83653423712127,261.25792516431585,0.2782504986328923,0.4209479968596208,2.33028,4569.88585,7691.32537,0.0,6630.99992,1289.92498
2023-03-05 06:00:00,2024-07-17 00:00:00,3.1,4.164676775217439,264.83653423712127,261.25792516431585,0.2782504986328923,0.4209479968596208,2.08186,4594.01767,8248.16333,0.0,6370.00009,1319.17991
2023-03-05 07:00:00,2024-07-17 00:00:00,3.1,3.828271921783582,267.9255829447347,263.184412611236,132.56971282399635,0.1780756045934118,1.64464,4560.17127,8523.58543,11.33786,5903.99994,1348.04329
2023-03-05 08:00:00,2024-07-17 00:00:00,3.1,3.828271921783582,267.9255829447347,263.184412611236,132.56971282399635,0.1780756045934118,2.0697,4551.89112,8839.15226,51.3301,5525.00008,1377.15071
2023-03-05 09:00:00,2024-07-17 00:00:00,3.1,3.828271921783582,267.9255829447347,263.184412611236,132.56971282399635,0.1780756045934118,2.18621,4546.52734,9144.48234,105.86291,5413.0,1406.43735
2023-03-05 10:00:00,2024-07-17 00:00:00,3.1,3.612482555941219,269.3992336563076,263.3715123411165,225.90397403592905,0.3383667790197116,2.39085,4551.1877,9192.55128,164.36719,5398.00014,1440.66143
2023-03-05 11:00:00,2024-07-17 00:00:00,3.1,3.612482555941219,269.3992336563076,263.3715123411165,225.90397403592905,0.3383667790197116,1.93996,4557.82669,9197.34691,216.04459,5398.00014,1462.96989
2023-03-05 12:00:00,2024-07-17 00:00:00,3.1,3.612482555941219,269.3992336563076,263.3715123411165,225.90397403592905,0.3383667790197116,1.22087,4565.10963,9099.64854,255.04621,5371.00002,1476.74491
