,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
0,2019-01-01 00:00:00,564.98,2731.0,2.0,861.0,0.0,15.0,66.0,0.0,0.0,0.0,0.0
1,2019-01-01 01:00:00,586.19,2741.0,2.0,731.0,0.0,15.0,66.0,0.0,0.0,0.0,0.0
2,2019-01-01 02:00:00,580.96,2728.0,2.0,760.0,0.0,15.0,65.0,0.0,0.0,0.0,0.0
3,2019-01-01 03:00:00,572.63,2719.0,2.0,798.0,0.0,15.0,76.0,0.0,0.0,0.0,0.0
4,2019-01-01 04:00:00,582.2,2730.0,2.0,708.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
5,2019-01-01 05:00:00,570.67,2727.0,2.0,776.0,0.0,15.0,113.0,0.0,0.0,0.0,0.0
6,2019-01-01 06:00:00,580.11,2724.0,2.0,718.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
7,2019-01-01 07:00:00,570.73,2722.0,2.0,777.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
8,2019-01-01 08:00:00,553.58,2705.0,2.0,883.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
9,2019-01-01 09:00:00,522.8,2710.0,2.0,1103.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
10,2019-01-01 10:00:00,509.09,2653.0,2.0,1180.0,0.0,15.0,112.0,0.0,0.0,0.0,0.0
11,2019-01-01 11:00:00,522.9,2736.0,2.0,1115.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
12,2019-01-01 12:00:00,517.65,2748.0,2.0,1165.0,0.0,15.0,106.0,0.0,0.0,0.0,0.0
13,2019-01-01 13:00:00,517.62,2771.0,2.0,1176.0,0.0,15.0,106.0,0.0,0.0,0.0,0.0
14,2019-01-01 14:00:00,522.0,2756.0,2.0,1135.0,0.0,15.0,106.0,0.0,0.0,0.0,0.0
15,2019-01-01 15:00:00,514.11,2736.0,2.0,1187.0,0.0,15.0,106.0,0.0,0.0,0.0,0.0
16,2019-01-01 16:00:00,519.75,2712.0,2.0,1128.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
17,2019-01-01 17:00:00,521.19,2701.0,2.0,1113.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
18,2019-01-01 18:00:00,516.94,2698.0,2.0,1142.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
19,2019-01-01 19:00:00,542.1,2691.0,2.0,960.0,0.0,15.0,106.0,0.0,0.0,0.0,0.0
20,2019-01-01 20:00:00,542.91,2665.0,2.0,958.0,0.0,15.0,92.0,0.0,0.0,0.0,0.0
21,2019-01-01 21:00:00,536.63,2661.0,2.0,1021.0,0.0,15.0,71.0,0.0,0.0,0.0,0.0
22,2019-01-01 22:00:00,535.71,2722.0,2.0,1054.0,0.0,15.0,70.0,0.0,0.0,0.0,0.0
23,2019-01-01 23:00:00,518.78,2696.0,2.0,1170.0,0.0,15.0,68.0,0.0,0.0,0.0,0.0
24,2019-01-02 00:00:00,530.86,2705.0,2.0,1085.0,0.0,15.0,67.0,0.0,0.0,0.0,0.0
25,2019-01-02 01:00:00,590.96,2726.0,2.0,699.0,0.0,15.0,65.0,0.0,0.0,0.0,0.0
26,2019-01-02 02:00:00,624.84,2773.0,2.0,516.0,0.0,15.0,68.0,0.0,0.0,0.0,0.0
27,2019-01-02 03:00:00,601.14,2716.0,2.0,622.0,0.0,15.0,80.0,0.0,0.0,0.0,0.0
28,2019-01-02 04:00:00,600.38,2726.0,2.0,602.0,0.0,15.0,107.0,0.0,0.0,0.0,0.0
29,2019-01-02 05:00:00,537.72,2752.0,2.0,1010.0,0.0,15.0,112.0,0.0,0.0,0.0,0.0
30,2019-01-02 06:00:00,562.97,2765.0,2.0,841.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
31,2019-01-02 07:00:00,525.74,2746.0,2.0,1099.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
32,2019-01-02 08:00:00,526.62,2734.0,2.0,1087.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
33,2019-01-02 09:00:00,502.56,2736.0,2.0,1288.0,0.0,15.0,98.0,0.0,0.0,0.0,0.0
34,2019-01-02 10:00:00,501.32,2753.0,2.0,1309.0,0.0,15.0,96.0,0.0,0.0,0.0,0.0
35,2019-01-02 11:00:00,496.96,2748.0,2.0,1342.0,0.0,15.0,97.0,0.0,0.0,0.0,0.0
36,2019-01-02 12:00:00,489.23,2740.0,2.0,1404.0,0.0,15.0,97.0,0.0,0.0,0.0,0.0
37,2019-01-02 13:00:00,497.83,2741.0,2.0,1331.0,0.0,15.0,97.0,0.0,0.0,0.0,0.0
38,2019-01-02 14:00:00,501.4,2731.0,2.0,1297.0,0.0,15.0,96.0,0.0,0.0,0.0,0.0
39,2019-01-02 15:00:00,468.9,2760.0,2.0,1597.0,0.0,15.0,101.0,0.0,0.0,0.0,0.0
40,2019-01-02 16:00:00,460.37,2754.0,2.0,1668.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
41,2019-01-02 17:00:00,467.98,2741.0,2.0,1586.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
42,2019-01-02 18:00:00,471.55,2734.0,2.0,1548.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
43,2019-01-02 19:00:00,500.59,2747.0,2.0,1315.0,0.0,15.0,93.0,0.0,0.0,0.0,0.0
44,2019-01-02 20:00:00,538.14,2774.0,2.0,1051.0,0.0,15.0,77.0,0.0,0.0,0.0,0.0
45,2019-01-02 21:00:00,554.59,2753.0,2.0,934.0,0.0,15.0,70.0,0.0,0.0,0.0,0.0
46,2019-01-02 22:00:00,548.77,2740.0,2.0,973.0,0.0,15.0,66.0,0.0,0.0,0.0,0.0
47,2019-01-02 23:00:00,621.01,2738.0,2.0,530.0,0.0,15.0,67.0,0.0,0.0,0.0,0.0
48,2019-01-03 00:00:00,612.06,2742.0,2.0,584.0,0.0,15.0,63.0,0.0,0.0,0.0,0.0
49,2019-01-03 01:00:00,632.33,2733.0,2.0,472.0,0.0,15.0,64.0,0.0,0.0,0.0,0.0
50,2019-01-03 02:00:00,639.87,2753.0,2.0,421.0,0.0,15.0,80.0,0.0,0.0,0.0,0.0
51,2019-01-03 03:00:00,639.65,2747.0,2.0,389.0,0.0,15.0,112.0,0.0,0.0,0.0,0.0
52,2019-01-03 04:00:00,611.17,2730.0,2.0,537.0,0.0,15.0,112.0,0.0,0.0,0.0,0.0
53,2019-01-03 05:00:00,605.82,2726.0,2.0,566.0,0.0,15.0,112.0,0.0,0.0,0.0,0.0
54,2019-01-03 06:00:00,536.11,2736.0,2.0,1015.0,0.0,15.0,112.0,0.0,0.0,0.0,0.0
55,2019-01-03 07:00:00,507.97,2712.0,2.0,1219.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
56,2019-01-03 08:00:00,489.84,2737.0,2.0,1383.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
57,2019-01-03 09:00:00,482.34,2742.0,2.0,1454.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
58,2019-01-03 10:00:00,482.23,2723.0,2.0,1443.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
59,2019-01-03 11:00:00,473.43,2720.0,2.0,1522.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
60,2019-01-03 12:00:00,478.9,2730.0,2.0,1477.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
61,2019-01-03 13:00:00,486.37,2747.0,2.0,1421.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
62,2019-01-03 14:00:00,503.32,2809.0,2.0,1307.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
63,2019-01-03 15:00:00,479.38,2898.0,2.0,1572.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
64,2019-01-03 16:00:00,477.96,2946.0,2.0,1613.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
65,2019-01-03 17:00:00,482.92,2969.0,2.0,1577.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
66,2019-01-03 18:00:00,481.61,2947.0,2.0,1584.0,0.0,15.0,104.0,0.0,0.0,0.0,0.0
67,2019-01-03 19:00:00,507.63,2958.0,2.0,1350.0,0.0,15.0,105.0,0.0,0.0,0.0,0.0
68,2019-01-03 20:00:00,563.91,2964.0,2.0,916.0,0.0,15.0,99.0,0.0,0.0,0.0,0.0
69,2019-01-03 21:00:00,529.26,2981.0,2.0,1193.0,0.0,15.0,91.0,0.0,0.0,0.0,0.0
70,2019-01-03 22:00:00,529.19,2833.0,2.0,1156.0,0.0,15.0,64.0,0.0,0.0,0.0,0.0
71,2019-01-03 23:00:00,584.35,2767.0,2.0,753.0,0.0,15.0,63.0,0.0,0.0,0.0,0.0
72,2019-01-04 00:00:00,631.11,2756.0,2.0,484.0,0.0,15.0,63.0,0.0,0.0,0.0,0.0
73,2019-01-04 01:00:00,658.95,2738.0,2.0,341.0,0.0,15.0,63.0,0.0,0.0,0.0,0.0
74,2019-01-04 02:00:00,637.5,2700.0,2.0,411.0,0.0,15.0,92.0,0.0,0.0,0.0,0.0
75,2019-01-04 03:00:00,632.04,2696.0,2.0,419.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
76,2019-01-04 04:00:00,636.08,2771.0,2.0,412.0,0.0,15.0,112.0,0.0,0.0,0.0,0.0
77,2019-01-04 05:00:00,620.08,2769.0,2.0,498.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
78,2019-01-04 06:00:00,542.88,2732.0,2.0,966.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
79,2019-01-04 07:00:00,498.8,2705.0,2.0,1292.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
80,2019-01-04 08:00:00,480.06,2724.0,2.0,1462.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
81,2019-01-04 09:00:00,469.86,2710.0,2.0,1547.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
82,2019-01-04 10:00:00,472.93,2714.0,2.0,1524.0,0.0,15.0,108.0,0.0,0.0,0.0,0.0
83,2019-01-04 11:00:00,473.69,2729.0,2.0,1524.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
84,2019-01-04 12:00:00,475.78,2731.0,2.0,1506.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
85,2019-01-04 13:00:00,481.6,2741.0,2.0,1459.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
86,2019-01-04 14:00:00,480.28,2736.0,2.0,1468.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
87,2019-01-04 15:00:00,462.17,2738.0,2.0,1639.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
88,2019-01-04 16:00:00,460.78,2734.0,2.0,1650.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
