,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
0,2019-01-01 00:00:00,613.35,2731.0,2.0,861.0,0.0,15.0,66.0,0.0,0.0,0.0,0.0
1,2019-01-01 01:00:00,635.92,2741.0,2.0,731.0,0.0,15.0,66.0,0.0,0.0,0.0,0.0
2,2019-01-01 02:00:00,630.35,2728.0,2.0,760.0,0.0,15.0,65.0,0.0,0.0,0.0,0.0
3,2019-01-01 03:00:00,621.58,2719.0,2.0,798.0,0.0,15.0,76.0,0.0,0.0,0.0,0.0
4,2019-01-01 04:00:00,632.09,2730.0,2.0,708.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
5,2019-01-01 05:00:00,619.84,2727.0,2.0,776.0,0.0,15.0,113.0,0.0,0.0,0.0,0.0
6,2019-01-01 06:00:00,629.87,2724.0,2.0,718.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
7,2019-01-01 07:00:00,619.87,2722.0,2.0,777.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
8,2019-01-01 08:00:00,601.61,2705.0,2.0,883.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
9,2019-01-01 09:00:00,568.83,2710.0,2.0,1103.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
10,2019-01-01 10:00:00,554.27,2653.0,2.0,1180.0,0.0,15.0,112.0,0.0,0.0,0.0,0.0
11,2019-01-01 11:00:00,568.93,2736.0,2.0,1115.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
12,2019-01-01 12:00:00,563.29,2748.0,2.0,1165.0,0.0,15.0,106.0,0.0,0.0,0.0,0.0
13,2019-01-01 13:00:00,563.25,2771.0,2.0,1176.0,0.0,15.0,106.0,0.0,0.0,0.0,0.0
14,2019-01-01 14:00:00,567.92,2756.0,2.0,1135.0,0.0,15.0,106.0,0.0,0.0,0.0,0.0
15,2019-01-01 15:00:00,559.53,2736.0,2.0,1187.0,0.0,15.0,106.0,0.0,0.0,0.0,0.0
16,2019-01-01 16:00:00,565.58,2712.0,2.0,1128.0,0.0,15.0,110.0,0.0,0.0,0.0,0.0
17,2019-01-01 17:00:00,567.11,2701.0,2.0,1113.0,0.0,15.0,109.0,0.0,0.0,0.0,0.0
18,2019-01-01 18:00:00,562.6,2698.0,2.0,1142.0,0.0,15.0,111.0,0.0,0.0,0.0,0.0
19,2019-01-01 19:00:00,589.36,2691.0,2.0,960.0,0.0,15.0,106.0,0.0,0.0,0.0,0.0
