UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-01-16 00:00:00,140.0,462.0,0.0,576.0,0.0,569.0,77.0,5.0,30.0
2023-01-16 01:00:00,141.0,462.0,0.0,576.0,0.0,589.0,77.0,5.0,30.0
2023-01-16 02:00:00,141.0,463.0,0.0,576.0,0.0,621.0,77.0,5.0,29.0
2023-01-16 03:00:00,141.0,463.0,0.0,579.0,0.0,589.0,77.0,6.0,29.0
2023-01-16 04:00:00,141.0,460.0,0.0,580.0,0.0,650.0,77.0,6.0,29.0
2023-01-16 05:00:00,142.0,459.0,0.0,950.0,0.0,709.0,77.0,6.0,29.0
2023-01-16 06:00:00,142.0,460.0,0.0,1114.0,1.0,662.0,76.0,6.0,29.0
2023-01-16 07:00:00,142.0,461.0,0.0,1141.0,2.0,708.0,73.0,6.0,29.0
2023-01-16 08:00:00,142.0,461.0,0.0,1155.0,4.0,723.0,74.0,6.0,29.0
2023-01-16 09:00:00,142.0,460.0,0.0,1126.0,6.0,628.0,74.0,6.0,29.0
2023-01-16 10:00:00,140.0,461.0,0.0,1142.0,8.0,472.0,74.0,6.0,30.0
2023-01-16 11:00:00,140.0,461.0,0.0,1173.0,8.0,420.0,74.0,6.0,30.0
2023-01-16 12:00:00,141.0,461.0,0.0,1183.0,7.0,366.0,74.0,6.0,29.0
2023-01-16 13:00:00,142.0,461.0,0.0,1208.0,5.0,254.0,74.0,6.0,29.0
2023-01-16 14:00:00,143.0,461.0,0.0,1233.0,3.0,215.0,74.0,6.0,29.0
2023-01-16 15:00:00,144.0,461.0,0.0,1196.0,0.0,223.0,74.0,6.0,29.0
2023-01-16 16:00:00,145.0,461.0,0.0,1166.0,0.0,222.0,74.0,6.0,29.0
2023-01-16 17:00:00,144.0,461.0,0.0,1171.0,0.0,268.0,74.0,6.0,29.0
2023-01-16 18:00:00,143.0,461.0,0.0,1181.0,0.0,336.0,74.0,6.0,29.0
2023-01-16 19:00:00,140.0,461.0,0.0,1205.0,0.0,465.0,74.0,6.0,30.0
2023-01-16 20:00:00,141.0,461.0,0.0,1177.0,0.0,614.0,74.0,6.0,30.0
2023-01-16 21:00:00,140.0,461.0,0.0,1181.0,0.0,724.0,74.0,6.0,30.0
2023-01-16 22:00:00,140.0,462.0,0.0,1172.0,0.0,809.0,74.0,6.0,30.0
2023-01-16 23:00:00,140.0,462.0,0.0,1045.0,0.0,758.0,75.0,6.0,30.0
