Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
36360,2023-02-24 00:00:00,320.31,197.0,441.0,28.0,498.0,0.0,126.0,70.0,5.0,31.0
36361,2023-02-24 01:00:00,317.16,197.0,441.0,29.0,511.0,0.0,129.0,70.0,5.0,31.0
36362,2023-02-24 02:00:00,319.63,199.0,441.0,29.0,512.0,0.0,120.0,70.0,5.0,31.0
36363,2023-02-24 03:00:00,319.45,201.0,441.0,29.0,511.0,0.0,125.0,70.0,5.0,31.0
36364,2023-02-24 04:00:00,313.03,200.0,443.0,29.0,545.0,0.0,122.0,70.0,5.0,31.0
36365,2023-02-24 05:00:00,265.86,198.0,507.0,29.0,868.0,0.0,134.0,70.0,6.0,31.0
36366,2023-02-24 06:00:00,250.29,198.0,507.0,29.0,970.0,3.0,153.0,70.0,6.0,30.0
36367,2023-02-24 07:00:00,245.21,198.0,509.0,29.0,977.0,10.0,186.0,70.0,5.0,30.0
36368,2023-02-24 08:00:00,241.72,197.0,508.0,29.0,978.0,17.0,206.0,70.0,5.0,30.0
36369,2023-02-24 09:00:00,238.23,189.0,507.0,30.0,938.0,22.0,251.0,70.0,5.0,30.0
36370,2023-02-24 10:00:00,249.99,180.0,508.0,36.0,747.0,24.0,319.0,70.0,5.0,30.0
36371,2023-02-24 11:00:00,249.51,189.0,507.0,36.0,719.0,25.0,369.0,70.0,5.0,30.0
36372,2023-02-24 12:00:00,246.66,198.0,507.0,32.0,718.0,21.0,412.0,70.0,5.0,30.0
36373,2023-02-24 13:00:00,233.43,197.0,507.0,31.0,831.0,17.0,423.0,71.0,5.0,30.0
36374,2023-02-24 14:00:00,225.06,196.0,508.0,31.0,977.0,11.0,372.0,72.0,5.0,30.0
36375,2023-02-24 15:00:00,226.26,196.0,507.0,31.0,987.0,4.0,355.0,73.0,5.0,30.0
36376,2023-02-24 16:00:00,221.5,198.0,507.0,32.0,1006.0,0.0,400.0,74.0,5.0,31.0
36377,2023-02-24 17:00:00,218.94,198.0,506.0,33.0,997.0,0.0,437.0,75.0,5.0,31.0
36378,2023-02-24 18:00:00,218.07,199.0,508.0,35.0,992.0,0.0,461.0,76.0,5.0,31.0
36379,2023-02-24 19:00:00,218.82,199.0,509.0,39.0,985.0,0.0,469.0,77.0,5.0,31.0
36380,2023-02-24 20:00:00,235.26,197.0,508.0,40.0,799.0,0.0,470.0,77.0,5.0,31.0
36381,2023-02-24 21:00:00,237.05,195.0,508.0,39.0,743.0,0.0,499.0,77.0,5.0,31.0
36382,2023-02-24 22:00:00,236.64,196.0,460.0,39.0,648.0,0.0,541.0,77.0,5.0,31.0
36383,2023-02-24 23:00:00,255.75,198.0,461.0,39.0,447.0,0.0,581.0,77.0,5.0,31.0
