datetime,avg_coal_production_forecast
2023-06-27T00:00:00.000000000,565.52358
2023-06-27T01:00:00.000000000,555.44524
2023-06-27T02:00:00.000000000,566.72719
2023-06-27T03:00:00.000000000,568.94828
2023-06-27T04:00:00.000000000,561.50328
2023-06-27T05:00:00.000000000,549.96189
2023-06-27T06:00:00.000000000,541.23878
2023-06-27T07:00:00.000000000,523.55563
2023-06-27T08:00:00.000000000,504.44356
2023-06-27T09:00:00.000000000,496.2073
2023-06-27T10:00:00.000000000,486.66964
2023-06-27T11:00:00.000000000,478.33091
2023-06-27T12:00:00.000000000,489.99287
2023-06-27T13:00:00.000000000,494.49753
2023-06-27T14:00:00.000000000,492.06231
2023-06-27T15:00:00.000000000,501.0774
2023-06-27T16:00:00.000000000,521.62995
2023-06-27T17:00:00.000000000,539.03803
2023-06-27T18:00:00.000000000,546.68955
2023-06-27T19:00:00.000000000,551.5402
2023-06-27T20:00:00.000000000,558.11832
2023-06-27T21:00:00.000000000,567.74064
2023-06-27T22:00:00.000000000,564.11185
2023-06-27T23:00:00.000000000,561.10352
2023-06-28T00:00:00.000000000,538.88737
2023-06-28T01:00:00.000000000,529.44133
2023-06-28T02:00:00.000000000,540.46025
2023-06-28T03:00:00.000000000,543.52503
2023-06-28T04:00:00.000000000,537.62447
2023-06-28T05:00:00.000000000,527.79324
2023-06-28T06:00:00.000000000,520.26518
2023-06-28T07:00:00.000000000,503.3156
2023-06-28T08:00:00.000000000,485.1355
2023-06-28T09:00:00.000000000,477.67514
2023-06-28T10:00:00.000000000,468.60996
2023-06-28T11:00:00.000000000,460.47214
2023-06-28T12:00:00.000000000,471.27319
2023-06-28T13:00:00.000000000,474.89333
2023-06-28T14:00:00.000000000,471.43007
2023-06-28T15:00:00.000000000,479.41072
2023-06-28T16:00:00.000000000,498.47724
2023-06-28T17:00:00.000000000,514.62376
2023-06-28T18:00:00.000000000,521.54927
2023-06-28T19:00:00.000000000,526.05617
2023-06-28T20:00:00.000000000,532.46528
2023-06-28T21:00:00.000000000,542.20602
2023-06-28T22:00:00.000000000,539.14084
2023-06-28T23:00:00.000000000,536.38852
2023-06-29T00:00:00.000000000,513.74306
2023-06-29T01:00:00.000000000,504.89385
2023-06-29T02:00:00.000000000,515.66462
2023-06-29T03:00:00.000000000,519.52569
2023-06-29T04:00:00.000000000,515.08316
2023-06-29T05:00:00.000000000,506.8663
2023-06-29T06:00:00.000000000,500.46629
2023-06-29T07:00:00.000000000,484.2092
2023-06-29T08:00:00.000000000,466.9089
2023-06-29T09:00:00.000000000,460.18101
2023-06-29T10:00:00.000000000,451.5618
2023-06-29T11:00:00.000000000,443.61368
2023-06-29T12:00:00.000000000,453.60204
2023-06-29T13:00:00.000000000,456.38713
2023-06-29T14:00:00.000000000,451.95345
2023-06-29T15:00:00.000000000,458.95765
2023-06-29T16:00:00.000000000,476.62135
2023-06-29T17:00:00.000000000,491.57689
2023-06-29T18:00:00.000000000,497.81709
2023-06-29T19:00:00.000000000,501.99953
2023-06-29T20:00:00.000000000,508.24907
2023-06-29T21:00:00.000000000,518.10159
2023-06-29T22:00:00.000000000,515.56847
2023-06-29T23:00:00.000000000,513.05779
2023-06-30T00:00:00.000000000,490.0062
2023-06-30T01:00:00.000000000,481.72045
2023-06-30T02:00:00.000000000,492.25684
2023-06-30T03:00:00.000000000,496.86969
2023-06-30T04:00:00.000000000,493.80356
2023-06-30T05:00:00.000000000,487.11063
2023-06-30T06:00:00.000000000,481.77566
2023-06-30T07:00:00.000000000,466.17225
2023-06-30T08:00:00.000000000,449.70256
2023-06-30T09:00:00.000000000,443.66611
2023-06-30T10:00:00.000000000,435.46785
2023-06-30T11:00:00.000000000,427.69885
2023-06-30T12:00:00.000000000,436.92001
2023-06-30T13:00:00.000000000,438.91683
2023-06-30T14:00:00.000000000,433.56703
2023-06-30T15:00:00.000000000,439.64935
2023-06-30T16:00:00.000000000,455.98877
2023-06-30T17:00:00.000000000,469.82009
2023-06-30T18:00:00.000000000,475.41326
2023-06-30T19:00:00.000000000,479.2894
2023-06-30T20:00:00.000000000,485.38833
2023-06-30T21:00:00.000000000,495.3464
2023-06-30T22:00:00.000000000,493.31551
2023-06-30T23:00:00.000000000,491.03299
