datetime,avg_other_production_forecast
2023-06-27T00:00:00.000000000,964.79032
2023-06-27T01:00:00.000000000,583.74208
2023-06-27T02:00:00.000000000,152.70795
2023-06-27T03:00:00.000000000,0.53239
2023-06-27T04:00:00.000000000,0.0
2023-06-27T05:00:00.000000000,0.0
2023-06-27T06:00:00.000000000,0.0
2023-06-27T07:00:00.000000000,0.0
2023-06-27T08:00:00.000000000,0.0
2023-06-27T09:00:00.000000000,0.0
2023-06-27T10:00:00.000000000,0.0
2023-06-27T11:00:00.000000000,0.0
2023-06-27T12:00:00.000000000,3.9951
2023-06-27T13:00:00.000000000,227.36641
2023-06-27T14:00:00.000000000,703.3476
2023-06-27T15:00:00.000000000,1026.42498
2023-06-27T16:00:00.000000000,1142.79672
2023-06-27T17:00:00.000000000,1198.05759
2023-06-27T18:00:00.000000000,1228.66245
2023-06-27T19:00:00.000000000,1235.497
2023-06-27T20:00:00.000000000,1230.88203
2023-06-27T21:00:00.000000000,1218.22281
2023-06-27T22:00:00.000000000,1184.47864
2023-06-27T23:00:00.000000000,1119.66282
2023-06-28T00:00:00.000000000,163.66318
2023-06-28T01:00:00.000000000,272.60885
2023-06-28T02:00:00.000000000,416.93423
2023-06-28T03:00:00.000000000,319.25363
2023-06-28T04:00:00.000000000,498.963
2023-06-28T05:00:00.000000000,333.61931
2023-06-28T06:00:00.000000000,243.51324
2023-06-28T07:00:00.000000000,302.46276
2023-06-28T08:00:00.000000000,198.95956
2023-06-28T09:00:00.000000000,407.61596
2023-06-28T10:00:00.000000000,289.22541
2023-06-28T11:00:00.000000000,180.66499
2023-06-28T12:00:00.000000000,227.99349
2023-06-28T13:00:00.000000000,449.14894
2023-06-28T14:00:00.000000000,328.90846
2023-06-28T15:00:00.000000000,308.65419
2023-06-28T16:00:00.000000000,270.93419
2023-06-28T17:00:00.000000000,321.62618
2023-06-28T18:00:00.000000000,291.11896
2023-06-28T19:00:00.000000000,367.83613
2023-06-28T20:00:00.000000000,414.17079
2023-06-28T21:00:00.000000000,394.42414
2023-06-28T22:00:00.000000000,246.23621
2023-06-28T23:00:00.000000000,374.71026
2023-06-29T00:00:00.000000000,92.94463
2023-06-29T01:00:00.000000000,158.86079
2023-06-29T02:00:00.000000000,227.65779
2023-06-29T03:00:00.000000000,174.92828
2023-06-29T04:00:00.000000000,274.5423
2023-06-29T05:00:00.000000000,203.74207
2023-06-29T06:00:00.000000000,146.41236
2023-06-29T07:00:00.000000000,175.32638
2023-06-29T08:00:00.000000000,120.07776
2023-06-29T09:00:00.000000000,224.09638
2023-06-29T10:00:00.000000000,160.79535
2023-06-29T11:00:00.000000000,106.30242
2023-06-29T12:00:00.000000000,128.22025
2023-06-29T13:00:00.000000000,256.35817
2023-06-29T14:00:00.000000000,187.97386
2023-06-29T15:00:00.000000000,169.08662
2023-06-29T16:00:00.000000000,153.02495
2023-06-29T17:00:00.000000000,193.72273
2023-06-29T18:00:00.000000000,163.54287
2023-06-29T19:00:00.000000000,213.48549
2023-06-29T20:00:00.000000000,225.15112
2023-06-29T21:00:00.000000000,222.18446
2023-06-29T22:00:00.000000000,135.98034
2023-06-29T23:00:00.000000000,203.49887
2023-06-30T00:00:00.000000000,54.01552
2023-06-30T01:00:00.000000000,95.47414
2023-06-30T02:00:00.000000000,118.1555
2023-06-30T03:00:00.000000000,91.52772
2023-06-30T04:00:00.000000000,144.88885
2023-06-30T05:00:00.000000000,134.56264
2023-06-30T06:00:00.000000000,94.88294
2023-06-30T07:00:00.000000000,105.55243
2023-06-30T08:00:00.000000000,78.27364
2023-06-30T09:00:00.000000000,117.08788
2023-06-30T10:00:00.000000000,87.4711
2023-06-30T11:00:00.000000000,66.25763
2023-06-30T12:00:00.000000000,71.0765
2023-06-30T13:00:00.000000000,146.90793
2023-06-30T14:00:00.000000000,108.37243
2023-06-30T15:00:00.000000000,89.07487
2023-06-30T16:00:00.000000000,86.55546
2023-06-30T17:00:00.000000000,124.39834
2023-06-30T18:00:00.000000000,91.10411
2023-06-30T19:00:00.000000000,127.49337
2023-06-30T20:00:00.000000000,114.2841
2023-06-30T21:00:00.000000000,123.81719
2023-06-30T22:00:00.000000000,73.43976
2023-06-30T23:00:00.000000000,103.37608
