datetime,avg_nat_gas_production_forecast
2023-06-27T00:00:00.000000000,1841.51589
2023-06-27T01:00:00.000000000,1880.83229
2023-06-27T02:00:00.000000000,1799.87279
2023-06-27T03:00:00.000000000,1731.65708
2023-06-27T04:00:00.000000000,1611.07419
2023-06-27T05:00:00.000000000,1553.6156
2023-06-27T06:00:00.000000000,1506.09848
2023-06-27T07:00:00.000000000,1485.16606
2023-06-27T08:00:00.000000000,1484.00964
2023-06-27T09:00:00.000000000,1475.58971
2023-06-27T10:00:00.000000000,1473.49225
2023-06-27T11:00:00.000000000,1451.33776
2023-06-27T12:00:00.000000000,1429.63042
2023-06-27T13:00:00.000000000,1425.23856
2023-06-27T14:00:00.000000000,1445.01057
2023-06-27T15:00:00.000000000,1466.05406
2023-06-27T16:00:00.000000000,1522.8286
2023-06-27T17:00:00.000000000,1638.76014
2023-06-27T18:00:00.000000000,1719.20567
2023-06-27T19:00:00.000000000,1830.29467
2023-06-27T20:00:00.000000000,1868.57635
2023-06-27T21:00:00.000000000,1941.2059
2023-06-27T22:00:00.000000000,1949.02248
2023-06-27T23:00:00.000000000,1915.25923
2023-06-28T00:00:00.000000000,1800.03359
2023-06-28T01:00:00.000000000,1835.65472
2023-06-28T02:00:00.000000000,1758.35212
2023-06-28T03:00:00.000000000,1692.47478
2023-06-28T04:00:00.000000000,1576.81527
2023-06-28T05:00:00.000000000,1521.22327
2023-06-28T06:00:00.000000000,1475.52362
2023-06-28T07:00:00.000000000,1455.5107
2023-06-28T08:00:00.000000000,1454.02383
2023-06-28T09:00:00.000000000,1448.39073
2023-06-28T10:00:00.000000000,1446.3449
2023-06-28T11:00:00.000000000,1426.21648
2023-06-28T12:00:00.000000000,1408.80621
2023-06-28T13:00:00.000000000,1406.33176
2023-06-28T14:00:00.000000000,1425.84915
2023-06-28T15:00:00.000000000,1445.26799
2023-06-28T16:00:00.000000000,1500.83521
2023-06-28T17:00:00.000000000,1612.21246
2023-06-28T18:00:00.000000000,1689.61257
2023-06-28T19:00:00.000000000,1794.62751
2023-06-28T20:00:00.000000000,1830.59458
2023-06-28T21:00:00.000000000,1898.93967
2023-06-28T22:00:00.000000000,1905.81653
2023-06-28T23:00:00.000000000,1874.34695
2023-06-29T00:00:00.000000000,1767.02122
2023-06-29T01:00:00.000000000,1803.91443
2023-06-29T02:00:00.000000000,1727.33411
2023-06-29T03:00:00.000000000,1662.48749
2023-06-29T04:00:00.000000000,1546.51701
2023-06-29T05:00:00.000000000,1490.64118
2023-06-29T06:00:00.000000000,1445.63709
2023-06-29T07:00:00.000000000,1425.31313
2023-06-29T08:00:00.000000000,1425.89252
2023-06-29T09:00:00.000000000,1420.81129
2023-06-29T10:00:00.000000000,1420.48881
2023-06-29T11:00:00.000000000,1402.17025
2023-06-29T12:00:00.000000000,1384.4735
2023-06-29T13:00:00.000000000,1381.38727
2023-06-29T14:00:00.000000000,1400.21884
2023-06-29T15:00:00.000000000,1419.55182
2023-06-29T16:00:00.000000000,1474.46309
2023-06-29T17:00:00.000000000,1584.83247
2023-06-29T18:00:00.000000000,1662.23081
2023-06-29T19:00:00.000000000,1767.45435
2023-06-29T20:00:00.000000000,1802.8418
2023-06-29T21:00:00.000000000,1871.73641
2023-06-29T22:00:00.000000000,1878.61666
2023-06-29T23:00:00.000000000,1846.76264
2023-06-30T00:00:00.000000000,1740.00502
2023-06-30T01:00:00.000000000,1778.62807
2023-06-30T02:00:00.000000000,1702.42495
2023-06-30T03:00:00.000000000,1638.38381
2023-06-30T04:00:00.000000000,1521.60225
2023-06-30T05:00:00.000000000,1465.24211
2023-06-30T06:00:00.000000000,1420.71289
2023-06-30T07:00:00.000000000,1399.92335
2023-06-30T08:00:00.000000000,1402.48351
2023-06-30T09:00:00.000000000,1397.53579
2023-06-30T10:00:00.000000000,1398.85743
2023-06-30T11:00:00.000000000,1382.03128
2023-06-30T12:00:00.000000000,1363.54359
2023-06-30T13:00:00.000000000,1359.66422
2023-06-30T14:00:00.000000000,1377.84654
2023-06-30T15:00:00.000000000,1397.25963
2023-06-30T16:00:00.000000000,1451.66039
2023-06-30T17:00:00.000000000,1561.51862
2023-06-30T18:00:00.000000000,1639.20181
2023-06-30T19:00:00.000000000,1745.26711
2023-06-30T20:00:00.000000000,1780.2896
2023-06-30T21:00:00.000000000,1850.22718
2023-06-30T22:00:00.000000000,1857.22501
2023-06-30T23:00:00.000000000,1824.7632
