UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_unknown_production_forecast
2023-08-04 00:00:00,2024-07-17 00:00:00,3.1,4.0156761963547964,285.6979402625894,283.3515469165461,5.8968162805792765,0.2798731232216929,0.0,4553.02824,4660.2931,0.0,2478.99994,331.22432
2023-08-04 01:00:00,2024-07-17 00:00:00,3.1,3.758948384688497,285.36315471951855,282.9083093628522,1.3811752386768033,0.1103633655197096,0.0508,4573.95283,4947.9844,0.0,2732.00002,348.78371
2023-08-04 02:00:00,2024-07-17 00:00:00,3.1,3.758948384688497,285.36315471951855,282.9083093628522,1.3811752386768033,0.1103633655197096,0.0,4556.51654,5251.68662,0.0,2941.99995,378.52063
2023-08-04 03:00:00,2024-07-17 00:00:00,3.1,3.758948384688497,285.36315471951855,282.9083093628522,1.3811752386768033,0.1103633655197096,0.0,4526.11185,5606.46952,0.0,3079.99997,409.75596
2023-08-04 04:00:00,2024-07-17 00:00:00,3.1,3.962732537496058,286.8056957595796,282.73076640126953,54.60217004078359,0.2190578854870605,0.08676,4572.06202,6066.33873,3.96382,3178.00018,451.19742
2023-08-04 05:00:00,2024-07-17 00:00:00,3.1,3.962732537496058,286.8056957595796,282.73076640126953,54.60217004078359,0.2190578854870605,0.0,4585.95958,6492.65491,49.23445,3153.00004,480.71578
2023-08-04 06:00:00,2024-07-17 00:00:00,3.1,3.962732537496058,286.8056957595796,282.73076640126953,54.60217004078359,0.2190578854870605,0.00105,4594.0474,6786.79746,113.32811,3113.00004,504.02444
2023-08-04 07:00:00,2024-07-17 00:00:00,3.1,3.927255391106789,288.49628491785745,282.2188452236219,367.73765328002605,0.1394871318219317,0.0,4618.94517,6883.52758,217.88932,3167.99991,528.99692
2023-08-04 08:00:00,2024-07-17 00:00:00,3.1,3.927255391106789,288.49628491785745,282.2188452236219,367.73765328002605,0.1394871318219317,0.0,4626.11885,6897.31996,334.98066,3225.00012,548.74961
2023-08-04 09:00:00,2024-07-17 00:00:00,3.1,3.927255391106789,288.49628491785745,282.2188452236219,367.73765328002605,0.1394871318219317,0.0,4641.47828,6858.349,430.26981,3281.99997,552.59685
2023-08-04 10:00:00,2024-07-17 00:00:00,3.1,3.964481830895856,289.43535364708845,282.106079930984,438.13865497760855,0.4376495489040404,0.0,4618.64358,6887.41128,489.71145,3339.00018,557.84798
2023-08-04 11:00:00,2024-07-17 00:00:00,3.1,3.964481830895856,289.43535364708845,282.106079930984,438.13865497760855,0.4376495489040404,0.0,4634.32452,6990.23565,498.52729,3392.00006,549.90336
2023-08-04 12:00:00,2024-07-17 00:00:00,3.1,3.964481830895856,289.43535364708845,282.106079930984,438.13865497760855,0.4376495489040404,0.0,4659.33876,7114.59087,457.94474,3439.0,532.14828
2023-08-04 13:00:00,2024-07-17 00:00:00,3.1,3.94246843279182,289.3808786130081,282.35959491897995,424.41942959672826,0.3812390555643108,0.0,4663.08391,7303.47432,384.68915,3478.00002,508.69258
2023-08-04 14:00:00,2024-07-17 00:00:00,3.1,3.94246843279182,289.3808786130081,282.35959491897995,424.41942959672826,0.3812390555643108,0.0,4672.90485,7561.78059,288.89329,3524.99996,468.00185
