UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-10-11 00:00:00,322.0,809.0,0.0,343.0,218.0,0.0,1733.0,0.0,0.0,2.0
2023-10-11 01:00:00,322.0,842.0,0.0,358.0,220.0,0.0,1449.0,0.0,0.0,2.0
2023-10-11 02:00:00,443.0,813.0,0.0,343.0,218.0,0.0,1193.0,0.0,0.0,2.0
2023-10-11 03:00:00,537.0,874.0,0.0,338.0,216.0,0.0,871.0,0.0,0.0,2.0
2023-10-11 04:00:00,548.0,1067.0,0.0,335.0,218.0,0.0,825.0,0.0,0.0,2.0
2023-10-11 05:00:00,567.0,1589.0,0.0,342.0,214.0,0.0,996.0,0.0,0.0,2.0
2023-10-11 06:00:00,574.0,2343.0,0.0,492.0,221.0,0.0,742.0,0.0,0.0,2.0
2023-10-11 07:00:00,573.0,2533.0,0.0,767.0,248.0,0.0,647.0,0.0,0.0,2.0
2023-10-11 08:00:00,555.0,2506.0,0.0,834.0,276.0,0.0,645.0,0.0,0.0,2.0
2023-10-11 09:00:00,593.0,2507.0,0.0,866.0,276.0,0.0,735.0,0.0,0.0,2.0
2023-10-11 10:00:00,593.0,2534.0,0.0,885.0,279.0,0.0,790.0,0.0,0.0,2.0
2023-10-11 11:00:00,591.0,2510.0,0.0,846.0,278.0,0.0,819.0,0.0,0.0,2.0
2023-10-11 12:00:00,581.0,2449.0,0.0,693.0,277.0,0.0,998.0,0.0,0.0,2.0
2023-10-11 13:00:00,578.0,2495.0,0.0,459.0,279.0,0.0,1156.0,0.0,0.0,2.0
2023-10-11 14:00:00,581.0,2444.0,0.0,551.0,272.0,0.0,988.0,0.0,0.0,2.0
2023-10-11 15:00:00,591.0,2474.0,0.0,631.0,270.0,0.0,949.0,0.0,0.0,2.0
2023-10-11 16:00:00,582.0,2503.0,0.0,659.0,271.0,0.0,1009.0,0.0,0.0,2.0
2023-10-11 17:00:00,577.0,2500.0,0.0,547.0,269.0,0.0,978.0,0.0,0.0,2.0
2023-10-11 18:00:00,581.0,2551.0,0.0,556.0,271.0,0.0,1121.0,0.0,0.0,2.0
2023-10-11 19:00:00,578.0,2510.0,0.0,590.0,269.0,0.0,1224.0,0.0,0.0,2.0
2023-10-11 20:00:00,575.0,2494.0,0.0,439.0,269.0,0.0,1087.0,0.0,0.0,2.0
2023-10-11 21:00:00,577.0,2347.0,0.0,331.0,265.0,0.0,1054.0,0.0,0.0,2.0
2023-10-11 22:00:00,570.0,2254.0,0.0,330.0,267.0,0.0,1077.0,0.0,0.0,2.0
2023-10-11 23:00:00,578.0,2020.0,0.0,333.0,271.0,0.0,886.0,0.0,0.0,2.0
