datetime,avg_hydro_production_forecast
2023-06-27T00:00:00.000000000,567.99768
2023-06-27T01:00:00.000000000,566.33934
2023-06-27T02:00:00.000000000,566.06673
2023-06-27T03:00:00.000000000,561.73746
2023-06-27T04:00:00.000000000,562.16844
2023-06-27T05:00:00.000000000,561.74006
2023-06-27T06:00:00.000000000,557.16048
2023-06-27T07:00:00.000000000,563.43518
2023-06-27T08:00:00.000000000,569.86854
2023-06-27T09:00:00.000000000,567.80428
2023-06-27T10:00:00.000000000,564.28667
2023-06-27T11:00:00.000000000,567.00873
2023-06-27T12:00:00.000000000,565.80095
2023-06-27T13:00:00.000000000,562.7903
2023-06-27T14:00:00.000000000,571.12172
2023-06-27T15:00:00.000000000,570.42847
2023-06-27T16:00:00.000000000,577.81367
2023-06-27T17:00:00.000000000,567.3395
2023-06-27T18:00:00.000000000,571.08582
2023-06-27T19:00:00.000000000,567.75407
2023-06-27T20:00:00.000000000,552.06897
2023-06-27T21:00:00.000000000,548.23164
2023-06-27T22:00:00.000000000,551.3181
2023-06-27T23:00:00.000000000,545.41986
2023-06-28T00:00:00.000000000,680.86763
2023-06-28T01:00:00.000000000,675.86185
2023-06-28T02:00:00.000000000,677.05156
2023-06-28T03:00:00.000000000,672.32436
2023-06-28T04:00:00.000000000,670.88871
2023-06-28T05:00:00.000000000,672.10645
2023-06-28T06:00:00.000000000,665.64786
2023-06-28T07:00:00.000000000,675.06354
2023-06-28T08:00:00.000000000,682.12274
2023-06-28T09:00:00.000000000,677.4681
2023-06-28T10:00:00.000000000,671.64664
2023-06-28T11:00:00.000000000,677.39195
2023-06-28T12:00:00.000000000,675.04944
2023-06-28T13:00:00.000000000,671.91033
2023-06-28T14:00:00.000000000,680.77692
2023-06-28T15:00:00.000000000,679.29
2023-06-28T16:00:00.000000000,690.59483
2023-06-28T17:00:00.000000000,676.9821
2023-06-28T18:00:00.000000000,680.33581
2023-06-28T19:00:00.000000000,678.01046
2023-06-28T20:00:00.000000000,658.22505
2023-06-28T21:00:00.000000000,651.867
2023-06-28T22:00:00.000000000,657.69754
2023-06-28T23:00:00.000000000,648.50743
2023-06-29T00:00:00.000000000,825.3453
2023-06-29T01:00:00.000000000,816.05451
2023-06-29T02:00:00.000000000,819.11604
2023-06-29T03:00:00.000000000,813.87954
2023-06-29T04:00:00.000000000,810.05456
2023-06-29T05:00:00.000000000,813.37944
2023-06-29T06:00:00.000000000,804.51553
2023-06-29T07:00:00.000000000,817.95182
2023-06-29T08:00:00.000000000,825.81218
2023-06-29T09:00:00.000000000,817.84169
2023-06-29T10:00:00.000000000,809.07126
2023-06-29T11:00:00.000000000,818.68649
2023-06-29T12:00:00.000000000,814.89138
2023-06-29T13:00:00.000000000,811.58791
2023-06-29T14:00:00.000000000,821.13946
2023-06-29T15:00:00.000000000,818.6367
2023-06-29T16:00:00.000000000,834.95877
2023-06-29T17:00:00.000000000,817.32853
2023-06-29T18:00:00.000000000,820.17968
2023-06-29T19:00:00.000000000,819.14257
2023-06-29T20:00:00.000000000,794.10865
2023-06-29T21:00:00.000000000,784.52404
2023-06-29T22:00:00.000000000,793.86696
2023-06-29T23:00:00.000000000,780.46323
2023-06-30T00:00:00.000000000,908.90076
2023-06-30T01:00:00.000000000,897.13198
2023-06-30T02:00:00.000000000,901.27597
2023-06-30T03:00:00.000000000,895.7449
2023-06-30T04:00:00.000000000,890.53811
2023-06-30T05:00:00.000000000,895.08153
2023-06-30T06:00:00.000000000,884.8267
2023-06-30T07:00:00.000000000,900.58817
2023-06-30T08:00:00.000000000,908.9118
2023-06-30T09:00:00.000000000,899.02376
2023-06-30T10:00:00.000000000,888.54775
2023-06-30T11:00:00.000000000,900.40105
2023-06-30T12:00:00.000000000,895.76591
2023-06-30T13:00:00.000000000,892.36746
2023-06-30T14:00:00.000000000,902.31509
2023-06-30T15:00:00.000000000,899.22477
2023-06-30T16:00:00.000000000,918.44845
2023-06-30T17:00:00.000000000,898.49487
2023-06-30T18:00:00.000000000,901.0553
2023-06-30T19:00:00.000000000,900.76324
2023-06-30T20:00:00.000000000,872.69397
2023-06-30T21:00:00.000000000,861.24328
2023-06-30T22:00:00.000000000,872.61757
2023-06-30T23:00:00.000000000,856.77702
