datetime,avg_oil_production_forecast
2023-06-27T00:00:00.000000000,23.89459
2023-06-27T01:00:00.000000000,24.08947
2023-06-27T02:00:00.000000000,23.82218
2023-06-27T03:00:00.000000000,24.30388
2023-06-27T04:00:00.000000000,24.56623
2023-06-27T05:00:00.000000000,25.18063
2023-06-27T06:00:00.000000000,25.16187
2023-06-27T07:00:00.000000000,25.06592
2023-06-27T08:00:00.000000000,25.1292
2023-06-27T09:00:00.000000000,25.95361
2023-06-27T10:00:00.000000000,26.55296
2023-06-27T11:00:00.000000000,25.82494
2023-06-27T12:00:00.000000000,25.95046
2023-06-27T13:00:00.000000000,25.90621
2023-06-27T14:00:00.000000000,25.89394
2023-06-27T15:00:00.000000000,26.47559
2023-06-27T16:00:00.000000000,26.49856
2023-06-27T17:00:00.000000000,26.26619
2023-06-27T18:00:00.000000000,26.05811
2023-06-27T19:00:00.000000000,26.32364
2023-06-27T20:00:00.000000000,26.4724
2023-06-27T21:00:00.000000000,26.59211
2023-06-27T22:00:00.000000000,26.72098
2023-06-27T23:00:00.000000000,26.64398
2023-06-28T00:00:00.000000000,26.14198
2023-06-28T01:00:00.000000000,26.33345
2023-06-28T02:00:00.000000000,26.03523
2023-06-28T03:00:00.000000000,26.52982
2023-06-28T04:00:00.000000000,26.79316
2023-06-28T05:00:00.000000000,27.36001
2023-06-28T06:00:00.000000000,27.31161
2023-06-28T07:00:00.000000000,27.19531
2023-06-28T08:00:00.000000000,27.25154
2023-06-28T09:00:00.000000000,28.11148
2023-06-28T10:00:00.000000000,28.71851
2023-06-28T11:00:00.000000000,27.96157
2023-06-28T12:00:00.000000000,28.08815
2023-06-28T13:00:00.000000000,28.0385
2023-06-28T14:00:00.000000000,27.98166
2023-06-28T15:00:00.000000000,28.5819
2023-06-28T16:00:00.000000000,28.61538
2023-06-28T17:00:00.000000000,28.37414
2023-06-28T18:00:00.000000000,28.15463
2023-06-28T19:00:00.000000000,28.43796
2023-06-28T20:00:00.000000000,28.59754
2023-06-28T21:00:00.000000000,28.71305
2023-06-28T22:00:00.000000000,28.79148
2023-06-28T23:00:00.000000000,28.69485
2023-06-29T00:00:00.000000000,28.21258
2023-06-29T01:00:00.000000000,28.40091
2023-06-29T02:00:00.000000000,28.0742
2023-06-29T03:00:00.000000000,28.58066
2023-06-29T04:00:00.000000000,28.84492
2023-06-29T05:00:00.000000000,29.36795
2023-06-29T06:00:00.000000000,29.29226
2023-06-29T07:00:00.000000000,29.15718
2023-06-29T08:00:00.000000000,29.20693
2023-06-29T09:00:00.000000000,30.0996
2023-06-29T10:00:00.000000000,30.71372
2023-06-29T11:00:00.000000000,29.93012
2023-06-29T12:00:00.000000000,30.05768
2023-06-29T13:00:00.000000000,30.00307
2023-06-29T14:00:00.000000000,29.90515
2023-06-29T15:00:00.000000000,30.52253
2023-06-29T16:00:00.000000000,30.56568
2023-06-29T17:00:00.000000000,30.31627
2023-06-29T18:00:00.000000000,30.08623
2023-06-29T19:00:00.000000000,30.38596
2023-06-29T20:00:00.000000000,30.55551
2023-06-29T21:00:00.000000000,30.66714
2023-06-29T22:00:00.000000000,30.69911
2023-06-29T23:00:00.000000000,30.5844
2023-06-30T00:00:00.000000000,30.11978
2023-06-30T01:00:00.000000000,30.30522
2023-06-30T02:00:00.000000000,29.95226
2023-06-30T03:00:00.000000000,30.46967
2023-06-30T04:00:00.000000000,30.73476
2023-06-30T05:00:00.000000000,31.21744
2023-06-30T06:00:00.000000000,31.11661
2023-06-30T07:00:00.000000000,30.96425
2023-06-30T08:00:00.000000000,31.00801
2023-06-30T09:00:00.000000000,31.93084
2023-06-30T10:00:00.000000000,32.55148
2023-06-30T11:00:00.000000000,31.74333
2023-06-30T12:00:00.000000000,31.87179
2023-06-30T13:00:00.000000000,31.8126
2023-06-30T14:00:00.000000000,31.67686
2023-06-30T15:00:00.000000000,32.31001
2023-06-30T16:00:00.000000000,32.36209
2023-06-30T17:00:00.000000000,32.10515
2023-06-30T18:00:00.000000000,31.8654
2023-06-30T19:00:00.000000000,32.18023
2023-06-30T20:00:00.000000000,32.35898
2023-06-30T21:00:00.000000000,32.46704
2023-06-30T22:00:00.000000000,32.4562
2023-06-30T23:00:00.000000000,32.32483
