Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
42960,2023-11-26 00:00:00,30.25,16.0,4570.0,42411.0,178.0,8217.0,0.0,2784.0,503.0
42961,2023-11-26 01:00:00,29.81,16.0,4439.0,42451.0,179.0,7737.0,0.0,2602.0,509.0
42962,2023-11-26 02:00:00,30.09,15.0,4409.0,42261.0,179.0,7113.0,0.0,2512.0,511.0
42963,2023-11-26 03:00:00,30.58,15.0,4343.0,41290.0,179.0,6471.0,0.0,2478.0,515.0
42964,2023-11-26 04:00:00,30.2,15.0,4244.0,41069.0,179.0,6351.0,0.0,2402.0,518.0
42965,2023-11-26 05:00:00,30.69,15.0,4329.0,41120.0,179.0,6377.0,0.0,2394.0,517.0
42966,2023-11-26 06:00:00,26.64,15.0,3819.0,42395.0,179.0,6611.0,245.0,2412.0,520.0
42967,2023-11-26 07:00:00,25.86,15.0,3752.0,42861.0,179.0,6951.0,251.0,2399.0,519.0
42968,2023-11-26 08:00:00,27.46,15.0,4078.0,43038.0,179.0,7328.0,587.0,2251.0,528.0
42969,2023-11-26 09:00:00,27.6,12.0,4265.0,42907.0,179.0,7660.0,2497.0,2089.0,529.0
42970,2023-11-26 10:00:00,25.9,12.0,4164.0,42933.0,178.0,7680.0,5152.0,1963.0,538.0
42971,2023-11-26 11:00:00,25.87,12.0,4262.0,43022.0,179.0,7468.0,6814.0,1827.0,537.0
42972,2023-11-26 12:00:00,26.39,12.0,4430.0,43041.0,179.0,7780.0,7470.0,1759.0,536.0
42973,2023-11-26 13:00:00,26.24,12.0,4328.0,42888.0,179.0,6963.0,7368.0,1877.0,536.0
42974,2023-11-26 14:00:00,28.41,12.0,4651.0,42950.0,179.0,6864.0,6175.0,2076.0,534.0
42975,2023-11-26 15:00:00,33.31,11.0,5434.0,43032.0,179.0,7905.0,3658.0,2017.0,548.0
42976,2023-11-26 16:00:00,37.5,11.0,6064.0,43021.0,179.0,8852.0,1127.0,2187.0,551.0
42977,2023-11-26 17:00:00,39.4,11.0,6500.0,43043.0,179.0,9816.0,275.0,2688.0,581.0
42978,2023-11-26 18:00:00,40.22,10.0,6752.0,43009.0,179.0,10486.0,0.0,3091.0,589.0
42979,2023-11-26 19:00:00,40.17,9.0,6797.0,43027.0,179.0,10509.0,0.0,3491.0,577.0
42980,2023-11-26 20:00:00,40.18,9.0,6769.0,43037.0,179.0,9829.0,0.0,3933.0,551.0
42981,2023-11-26 21:00:00,39.17,9.0,6479.0,43031.0,178.0,8559.0,0.0,4397.0,568.0
42982,2023-11-26 22:00:00,33.97,9.0,5534.0,42876.0,178.0,8488.0,0.0,4933.0,585.0
42983,2023-11-26 23:00:00,34.93,4.0,5662.0,42896.0,178.0,7389.0,0.0,5407.0,592.0
