UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-08-07 00:00:00,38.0,678.0,27187.0,199.0,2786.0,0.0,3806.0,518.0
2023-08-07 01:00:00,37.0,690.0,26919.0,275.0,2858.0,0.0,3475.0,528.0
2023-08-07 02:00:00,36.0,675.0,27075.0,327.0,2950.0,0.0,3148.0,539.0
2023-08-07 03:00:00,35.0,662.0,28280.0,329.0,3599.0,0.0,3030.0,549.0
2023-08-07 04:00:00,34.0,539.0,28278.0,170.0,4028.0,267.0,2930.0,548.0
2023-08-07 05:00:00,33.0,562.0,29545.0,136.0,4489.0,861.0,2622.0,546.0
2023-08-07 06:00:00,34.0,630.0,30066.0,136.0,4636.0,3065.0,1848.0,563.0
2023-08-07 07:00:00,35.0,634.0,30025.0,136.0,4259.0,6306.0,1670.0,566.0
2023-08-07 08:00:00,36.0,618.0,29941.0,135.0,3699.0,9029.0,2234.0,561.0
2023-08-07 09:00:00,51.0,621.0,29839.0,135.0,3717.0,10738.0,2700.0,562.0
2023-08-07 10:00:00,172.0,610.0,30239.0,136.0,3825.0,11605.0,3032.0,565.0
2023-08-07 11:00:00,221.0,570.0,30309.0,136.0,3612.0,11556.0,3236.0,563.0
2023-08-07 12:00:00,303.0,591.0,30454.0,136.0,3677.0,11380.0,3186.0,550.0
2023-08-07 13:00:00,359.0,570.0,30458.0,136.0,3568.0,10822.0,3174.0,549.0
2023-08-07 14:00:00,374.0,585.0,30406.0,135.0,3704.0,9762.0,3292.0,544.0
2023-08-07 15:00:00,380.0,694.0,30258.0,135.0,3997.0,7759.0,3382.0,551.0
2023-08-07 16:00:00,370.0,879.0,30368.0,135.0,3846.0,5022.0,3123.0,545.0
2023-08-07 17:00:00,370.0,979.0,30595.0,135.0,4716.0,2286.0,2578.0,555.0
2023-08-07 18:00:00,395.0,1052.0,30931.0,135.0,5680.0,603.0,2062.0,566.0
2023-08-07 19:00:00,328.0,969.0,30899.0,135.0,5944.0,225.0,2010.0,558.0
2023-08-07 20:00:00,327.0,937.0,30799.0,135.0,5626.0,0.0,2098.0,555.0
2023-08-07 21:00:00,326.0,936.0,30831.0,136.0,5013.0,0.0,2191.0,556.0
2023-08-07 22:00:00,326.0,915.0,30586.0,137.0,4628.0,0.0,2221.0,555.0
2023-08-07 23:00:00,326.0,900.0,30450.0,162.0,4161.0,0.0,2378.0,548.0
