Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
40224,2023-08-04 00:00:00,17.66,19.0,1745.0,29866.0,124.0,4523.0,0.0,3452.0,496.0
40225,2023-08-04 01:00:00,17.07,19.0,1670.0,29818.0,124.0,4383.0,0.0,3493.0,490.0
40226,2023-08-04 02:00:00,18.71,41.0,1789.0,30161.0,135.0,3720.0,0.0,3658.0,467.0
40227,2023-08-04 03:00:00,18.28,41.0,1732.0,30126.0,135.0,3617.0,0.0,3632.0,469.0
40228,2023-08-04 04:00:00,21.39,42.0,2110.0,30097.0,136.0,3872.0,266.0,3581.0,466.0
40229,2023-08-04 05:00:00,23.96,42.0,2460.0,30165.0,137.0,4110.0,711.0,3549.0,467.0
40230,2023-08-04 06:00:00,22.64,43.0,2410.0,30096.0,137.0,4713.0,2124.0,3301.0,455.0
40231,2023-08-04 07:00:00,24.75,43.0,2836.0,30302.0,137.0,5051.0,3943.0,3200.0,451.0
40232,2023-08-04 08:00:00,24.03,44.0,2878.0,30679.0,139.0,4741.0,5931.0,3180.0,455.0
40233,2023-08-04 09:00:00,23.37,43.0,2873.0,30726.0,139.0,4346.0,7376.0,3354.0,445.0
40234,2023-08-04 10:00:00,23.33,43.0,2920.0,30777.0,139.0,4231.0,7972.0,3608.0,441.0
40235,2023-08-04 11:00:00,22.13,43.0,2773.0,30649.0,139.0,4089.0,8307.0,3954.0,445.0
40236,2023-08-04 12:00:00,20.64,44.0,2581.0,30593.0,139.0,3857.0,8694.0,4277.0,448.0
40237,2023-08-04 13:00:00,17.37,45.0,2114.0,30632.0,139.0,3591.0,8696.0,4575.0,445.0
40238,2023-08-04 14:00:00,17.2,46.0,2039.0,29998.0,139.0,3702.0,7929.0,4883.0,448.0
40239,2023-08-04 15:00:00,18.21,46.0,2154.0,30266.0,139.0,4166.0,6527.0,5025.0,450.0
40240,2023-08-04 16:00:00,23.22,46.0,2743.0,30353.0,139.0,4867.0,4318.0,4722.0,451.0
40241,2023-08-04 17:00:00,24.87,46.0,2842.0,30380.0,139.0,5697.0,2114.0,4285.0,448.0
40242,2023-08-04 18:00:00,27.13,45.0,2983.0,30437.0,139.0,5513.0,617.0,3831.0,453.0
40243,2023-08-04 19:00:00,26.68,44.0,2887.0,30395.0,139.0,5411.0,228.0,3836.0,460.0
40244,2023-08-04 20:00:00,26.2,44.0,2762.0,29402.0,139.0,5799.0,0.0,3815.0,467.0
40245,2023-08-04 21:00:00,23.23,44.0,2363.0,28712.0,138.0,6044.0,0.0,3726.0,466.0
40246,2023-08-04 22:00:00,26.2,43.0,2679.0,28980.0,133.0,5205.0,0.0,3625.0,472.0
40247,2023-08-04 23:00:00,23.52,43.0,2319.0,28830.0,132.0,5115.0,0.0,3240.0,478.0
