Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
35472,2023-01-18 00:00:00,71.53,51.0,7002.0,43302.0,203.0,6742.0,0.0,4194.0,419.0
35473,2023-01-18 01:00:00,70.28,51.0,6762.0,43300.0,203.0,6280.0,0.0,4155.0,415.0
35474,2023-01-18 02:00:00,73.81,51.0,7186.0,43254.0,203.0,5834.0,0.0,3933.0,417.0
35475,2023-01-18 03:00:00,72.71,52.0,6956.0,43208.0,203.0,5568.0,0.0,3721.0,416.0
35476,2023-01-18 04:00:00,72.58,52.0,6968.0,43366.0,203.0,6211.0,0.0,3266.0,413.0
35477,2023-01-18 05:00:00,71.33,53.0,7014.0,43483.0,203.0,8257.0,0.0,3114.0,409.0
35478,2023-01-18 06:00:00,71.77,54.0,7262.0,43490.0,202.0,10075.0,0.0,2952.0,414.0
35479,2023-01-18 07:00:00,71.12,56.0,7270.0,43483.0,202.0,11147.0,348.0,2797.0,433.0
35480,2023-01-18 08:00:00,71.22,56.0,7347.0,43485.0,202.0,11314.0,1319.0,2674.0,438.0
35481,2023-01-18 09:00:00,70.84,56.0,7384.0,43454.0,202.0,10711.0,3350.0,2944.0,421.0
35482,2023-01-18 10:00:00,71.54,56.0,7521.0,43387.0,203.0,10444.0,4707.0,2793.0,425.0
35483,2023-01-18 11:00:00,71.75,57.0,7500.0,43404.0,203.0,9489.0,5148.0,2975.0,428.0
35484,2023-01-18 12:00:00,71.68,58.0,7464.0,43392.0,203.0,8931.0,4893.0,3375.0,428.0
35485,2023-01-18 13:00:00,71.82,57.0,7494.0,43436.0,203.0,8712.0,4139.0,3883.0,432.0
35486,2023-01-18 14:00:00,69.22,55.0,7035.0,43407.0,203.0,8859.0,2600.0,4167.0,438.0
35487,2023-01-18 15:00:00,69.61,53.0,7053.0,43416.0,203.0,9153.0,951.0,4317.0,451.0
35488,2023-01-18 16:00:00,70.4,51.0,7278.0,43454.0,203.0,9855.0,251.0,4755.0,463.0
35489,2023-01-18 17:00:00,67.31,51.0,6931.0,43460.0,203.0,11151.0,197.0,4816.0,468.0
35490,2023-01-18 18:00:00,62.93,50.0,6224.0,43239.0,203.0,11372.0,0.0,4829.0,481.0
35491,2023-01-18 19:00:00,61.09,49.0,5821.0,43093.0,203.0,10398.0,0.0,4682.0,486.0
35492,2023-01-18 20:00:00,57.67,48.0,5156.0,42824.0,203.0,9208.0,0.0,4370.0,487.0
35493,2023-01-18 21:00:00,59.92,49.0,5106.0,40042.0,250.0,9406.0,0.0,4252.0,495.0
35494,2023-01-18 22:00:00,65.89,148.0,5364.0,39231.0,454.0,9501.0,0.0,4062.0,507.0
35495,2023-01-18 23:00:00,63.97,85.0,5144.0,39157.0,366.0,8315.0,0.0,3640.0,540.0
