Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
38352,2023-05-18 00:00:00,86.67,0.0,281.0,0.0,1465.0,0.0,651.0,75.0,4.0,28.0
38353,2023-05-18 01:00:00,86.98,0.0,281.0,0.0,1466.0,0.0,640.0,75.0,4.0,28.0
38354,2023-05-18 02:00:00,86.23,0.0,281.0,0.0,1467.0,0.0,664.0,75.0,4.0,28.0
38355,2023-05-18 03:00:00,86.42,0.0,281.0,0.0,1458.0,0.0,665.0,75.0,4.0,28.0
38356,2023-05-18 04:00:00,86.61,0.0,281.0,0.0,1469.0,1.0,647.0,74.0,4.0,28.0
38357,2023-05-18 05:00:00,86.66,0.0,280.0,0.0,1473.0,4.0,645.0,75.0,4.0,29.0
38358,2023-05-18 06:00:00,88.21,0.0,280.0,0.0,1465.0,10.0,604.0,74.0,4.0,30.0
38359,2023-05-18 07:00:00,89.61,0.0,280.0,0.0,1446.0,15.0,575.0,75.0,4.0,30.0
38360,2023-05-18 08:00:00,92.24,0.0,281.0,0.0,1378.0,20.0,548.0,75.0,4.0,29.0
38361,2023-05-18 09:00:00,93.19,0.0,281.0,0.0,1373.0,25.0,523.0,75.0,3.0,29.0
38362,2023-05-18 10:00:00,93.7,0.0,281.0,0.0,1375.0,27.0,508.0,75.0,0.0,29.0
38363,2023-05-18 11:00:00,93.64,0.0,281.0,0.0,1380.0,26.0,506.0,75.0,0.0,29.0
38364,2023-05-18 12:00:00,93.83,0.0,281.0,0.0,1391.0,24.0,492.0,75.0,1.0,29.0
38365,2023-05-18 13:00:00,93.92,0.0,282.0,0.0,1400.0,19.0,481.0,75.0,3.0,28.0
38366,2023-05-18 14:00:00,94.07,0.0,281.0,0.0,1406.0,15.0,476.0,75.0,4.0,29.0
38367,2023-05-18 15:00:00,92.31,0.0,281.0,0.0,1409.0,10.0,526.0,75.0,4.0,29.0
38368,2023-05-18 16:00:00,91.32,0.0,281.0,0.0,1417.0,4.0,559.0,75.0,4.0,30.0
38369,2023-05-18 17:00:00,89.57,0.0,281.0,0.0,1426.0,1.0,606.0,75.0,4.0,30.0
38370,2023-05-18 18:00:00,88.71,0.0,281.0,0.0,1431.0,0.0,637.0,75.0,4.0,31.0
38371,2023-05-18 19:00:00,89.23,0.0,281.0,0.0,1432.0,0.0,620.0,75.0,4.0,31.0
38372,2023-05-18 20:00:00,90.6,0.0,281.0,0.0,1405.0,0.0,585.0,75.0,4.0,29.0
38373,2023-05-18 21:00:00,90.08,0.0,281.0,0.0,1413.0,0.0,594.0,75.0,4.0,29.0
38374,2023-05-18 22:00:00,89.8,0.0,281.0,0.0,1423.0,0.0,570.0,70.0,4.0,27.0
38375,2023-05-18 23:00:00,90.66,0.0,281.0,0.0,1422.0,0.0,545.0,70.0,4.0,27.0
