Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
35088,2023-01-02 00:00:00,202.12,140.0,217.0,0.0,412.0,0.0,127.0,78.0,5.0,30.0
35089,2023-01-02 01:00:00,201.87,141.0,217.0,0.0,417.0,0.0,126.0,78.0,5.0,30.0
35090,2023-01-02 02:00:00,203.22,142.0,217.0,0.0,418.0,0.0,122.0,77.0,5.0,30.0
35091,2023-01-02 03:00:00,204.23,142.0,217.0,0.0,418.0,0.0,116.0,78.0,5.0,30.0
35092,2023-01-02 04:00:00,206.54,142.0,216.0,0.0,400.0,0.0,122.0,78.0,5.0,30.0
35093,2023-01-02 05:00:00,214.12,166.0,216.0,0.0,428.0,0.0,120.0,78.0,5.0,30.0
35094,2023-01-02 06:00:00,193.15,185.0,216.0,0.0,603.0,1.0,114.0,77.0,5.0,30.0
35095,2023-01-02 07:00:00,191.38,198.0,216.0,0.0,656.0,5.0,108.0,76.0,5.0,30.0
35096,2023-01-02 08:00:00,187.75,197.0,215.0,0.0,666.0,12.0,111.0,77.0,5.0,30.0
35097,2023-01-02 09:00:00,185.06,196.0,214.0,0.0,668.0,19.0,117.0,77.0,5.0,30.0
35098,2023-01-02 10:00:00,190.82,199.0,213.0,0.0,626.0,22.0,124.0,77.0,5.0,30.0
35099,2023-01-02 11:00:00,189.37,200.0,211.0,0.0,633.0,21.0,129.0,77.0,5.0,30.0
35100,2023-01-02 12:00:00,187.48,199.0,212.0,0.0,640.0,18.0,133.0,78.0,5.0,29.0
35101,2023-01-02 13:00:00,189.36,199.0,213.0,0.0,640.0,11.0,130.0,78.0,5.0,30.0
35102,2023-01-02 14:00:00,187.92,199.0,213.0,0.0,663.0,3.0,125.0,78.0,5.0,30.0
35103,2023-01-02 15:00:00,184.14,199.0,215.0,0.0,704.0,0.0,117.0,77.0,5.0,30.0
35104,2023-01-02 16:00:00,177.04,199.0,215.0,0.0,764.0,0.0,111.0,77.0,5.0,30.0
35105,2023-01-02 17:00:00,176.34,200.0,216.0,0.0,765.0,0.0,120.0,77.0,5.0,30.0
35106,2023-01-02 18:00:00,175.51,200.0,219.0,0.0,763.0,0.0,131.0,78.0,5.0,30.0
35107,2023-01-02 19:00:00,172.13,200.0,219.0,0.0,791.0,0.0,132.0,77.0,5.0,30.0
35108,2023-01-02 20:00:00,185.53,200.0,219.0,0.0,689.0,0.0,129.0,77.0,5.0,30.0
35109,2023-01-02 21:00:00,193.29,199.0,218.0,0.0,632.0,0.0,128.0,77.0,5.0,30.0
35110,2023-01-02 22:00:00,209.66,200.0,218.0,0.0,547.0,0.0,115.0,77.0,5.0,30.0
35111,2023-01-02 23:00:00,240.44,200.0,218.0,0.0,400.0,0.0,106.0,79.0,5.0,29.0
