datetime,param,level,latitude,longitude,0-3 hr acc,0-6 hr acc,6-9 hr acc,6-12 hr acc,12-15 hr acc,12-18 hr acc,18-21 hr acc,18-24 hr acc,24-27 hr acc,24-30 hr acc,30-33 hr acc,30-36 hr acc,36-39 hr acc,36-42 hr acc,42-45 hr acc,42-48 hr acc,48-51 hr acc,48-54 hr acc,54-57 hr acc,54-60 hr acc,60-63 hr acc,60-66 hr acc,66-69 hr acc,66-72 hr acc,72-75 hr acc,72-78 hr acc,78-81 hr acc,78-84 hr acc,84-87 hr acc,84-90 hr acc,90-93 hr acc,90-96 hr acc
2023-01-01 00:00:00,APCP,surface,59.75,20.5,0.5142337432033959,0.9453427711179792,0.3273878553929525,0.6790273072824102,0.2823437198834463,0.46535068737054924,0.13592405825419884,0.20233540705765407,0.04273880232931459,0.06471237000726164,0.02811660713818317,0.1365079079139666,0.1521427141140707,0.33705114760572247,0.2493490195591021,0.549561268545409,0.27420925278065444,0.4960195933998105,0.18315683965979324,0.36984895107778915,0.18122910472296688,0.34524668446362256,0.13959579144090578,0.29391044560432444,0.1643424061646021,0.327869517668282,0.327869517668282,0.2608682051119484,0.09355887779335334,0.16594840265292063,0.06255344513273856,0.11799344195468991
2023-01-02 00:00:00,APCP,surface,59.75,20.5,0.043380388964860864,0.0637453777880235,0.011769666395115863,0.03728131738923309,0.08157229467262224,0.23000821848478945,0.2939427882658389,0.7344313159454856,0.5267674192436173,1.0757517842254534,0.38420042775608776,0.5608939552182245,0.14342703713099741,0.2603502142617582,0.09086349578291014,0.19885720965221593,0.09534779987724333,0.2090440449320266,0.07509312842075355,0.12342066668419802,0.025693619270843442,0.056633805918401454,0.036801531205476024,0.06536637295248737,0.037168054625290936,0.08246298992605672,0.08246298992605672,0.09454160445939733,0.04979666811757978,0.10814886491961892,0.04857272880715334,0.09483594858684309
2023-01-03 00:00:00,APCP,surface,59.75,20.5,0.4387506816558041,0.881473896279575,0.3905471204884934,0.5973612983693307,0.13185642903382838,0.24144381583061264,0.10479584177554063,0.21039827372026101,0.10342224595023444,0.18841085381734282,0.05020531102144036,0.08188012778265574,0.02003517282885713,0.046948988711108815,0.02213726630617055,0.04660239709874188,0.023300841489424046,0.05002967913021659,0.02371656842204044,0.053721641336985926,0.02662391774708537,0.053854027655284215,0.021553044473211942,0.048821875202156105,0.018244119034449884,0.04352257885223449,0.04352257885223449,0.035023187689276716,0.009518180322538303,0.03056227676506011,0.01023510086646104,0.039051150000541
2023-01-04 00:00:00,APCP,surface,59.75,20.5,0.11593664134887872,0.1991164958668805,0.05759788803795781,0.09455123437197237,0.021808243035732318,0.05194434500863773,0.032127337264466954,0.06002675746113043,0.024809875495679472,0.051860759747376486,0.029470008114920315,0.06219682369499296,0.02411806061830387,0.051093236902181816,0.022615096611512404,0.04886119663873426,0.016321739391579788,0.03244655487060799,0.005796782614865971,0.02159879937553178,0.01723250123103078,0.036331670093689754,0.020749905504126625,0.052338294193833165,0.02775925076345888,0.05604922045511598,0.05604922045511598,0.04142963600512949,0.016483121174514528,0.04576967878969229,0.034775285962225365,0.07768944974697392
2023-01-05 00:00:00,APCP,surface,59.75,20.5,0.028377539585530805,0.06089684186158323,0.028229922533086232,0.05373650138543725,0.015480477706128912,0.0393251810956344,0.015122437826199157,0.03425737783620022,0.007200129391089836,0.023759281533795504,0.009489812484395078,0.033102947454974226,0.009910981093780635,0.02852494343566812,0.02052581043207166,0.04732189283925477,0.01501036170192014,0.05332635479458435,0.05667728302876479,0.13226286433097845,0.08589956158204065,0.19473950385093164,0.11631121484839314,0.22547565052244758,0.20082140188972164,0.5880038126229181,0.5880038126229181,1.515543146409217,0.9880644426649127,2.024245385819713,0.9598123288013137,1.7610837125097123
2023-01-06 00:00:00,APCP,surface,59.75,20.5,0.010964793835951732,0.03786915978324544,0.028970538859172668,0.06861916273289458,0.028398647120563544,0.05085828182064522,0.01610090657056784,0.03779159737241794,0.01280129332006383,0.030863652859691733,0.01862788784078502,0.05915612140985543,0.05360596635476544,0.14378363148695214,0.093075737886668,0.17933739509127786,0.07947693372701917,0.225386172458984,0.28757793510554386,0.7354718565363927,0.6024983065762126,1.2505260947735495,0.6537170947295914,1.2801206128258174,0.6593450566739232,1.285036148711105,1.285036148711105,0.763300846264562,0.21320267918608043,0.3835912113965485,0.21437602980937187,0.47867957740782785
2023-01-07 00:00:00,APCP,surface,59.75,20.5,0.018620236684172682,0.04241870373755757,0.03781619424583349,0.12398444139051693,0.1319339543143916,0.2978065434880874,0.17315659671017053,0.31194062457830896,0.12304297337313569,0.33032271839739047,0.4279833368621032,1.0364866816655476,0.7278758676193096,1.5248568300722152,0.8604942228024324,1.6796156083828708,0.8826423462853862,1.8518090137659609,0.9160857026442453,1.635349099501079,0.43111478528619607,0.7699058180956407,0.31212575025504496,0.6197651010332033,0.38389270868049574,0.8647075668931806,0.8647075668931806,1.4301159931350678,0.6823715412625669,1.2343787453937025,0.44363460557293183,0.8440316541136879
2023-01-08 00:00:00,APCP,surface,59.75,20.5,0.16414102334899477,0.37614613608290026,0.40643019244053674,0.9800953255215323,0.6947277280023525,1.446195320276587,0.7264164348444004,1.4713104935099544,0.7336727269518806,1.444428310100481,0.7305133592154653,1.4273685378831193,0.47973275708216256,0.8152216270427639,0.2921554783665655,0.4811396118476552,0.1742041083899175,0.5182666692186713,0.5107495993975176,1.150429600025538,0.6478077487099977,1.1936943658613117,0.5270485122890891,1.0256300846514408,0.4815532283973138,0.9000817974507235,0.9000817974507235,0.403981266171246,0.31349878296591993,1.110153121272605,1.0331460746302783,1.9960308051561397
2023-01-09 00:00:00,APCP,surface,59.75,20.5,0.633825590797703,1.2911497991576968,0.6873463766754409,1.312765546161528,0.49880254534162943,0.9051841085343686,0.3286844927934941,0.5828072944268644,0.1736450513304043,0.41913863079761127,0.41211952371254373,0.9856903777661546,0.5943142337694935,1.1239050950045533,0.4528836800988628,0.8149612444381492,0.2669985157854071,0.43900773714794017,0.1176716907716476,0.24917538336227155,0.4617862616342881,1.2966265612864514,0.8679948789982546,1.5903284268701214,0.450503195382469,0.8656367793622921,0.8656367793622921,0.7869200715568021,0.32364432380010066,0.5541932062008461,0.23568334972006277,0.5551713909438412
2023-01-10 00:00:00,APCP,surface,59.75,20.5,0.19035385196631677,0.4695857028532454,0.42090605781820406,0.9452927418881891,0.5139050286968708,0.9711884932779878,0.39391491761976605,0.691124324747645,0.23730266169930353,0.39202551229020305,0.10032441101700378,0.2676686135430336,0.612583239860959,1.4742777123676887,0.8600519561671612,1.4531037395395607,0.4279808427659467,0.8333392633575067,0.374865032425156,0.6987380562612255,0.21249838316454828,0.37987705459484056,0.19145116056726483,0.37480004875185524,0.2089122471767593,0.36980103240581597,0.36980103240581597,0.19781441493488827,0.12256284813535381,0.28294973892144953,0.1930907336427264,0.4650526283485329
