,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
0,2023-07-19 00:00:00,442.41,50766.0,32600.0,0.0,1485.0,7239.0,0.0,3717.0,20207.0,80.0,860.0
1,2023-07-19 01:00:00,443.19,50491.0,32432.0,0.0,1485.0,7310.0,0.0,3746.0,19732.0,80.0,860.0
2,2023-07-19 02:00:00,444.43,52017.0,32529.0,0.0,1484.0,7236.0,3.0,4693.0,19599.0,80.0,860.0
3,2023-07-19 03:00:00,432.11,52586.0,34135.0,0.0,1484.0,7377.0,543.0,7753.0,19441.0,80.0,869.0
4,2023-07-19 04:00:00,394.91,53701.0,39021.0,0.0,1484.0,7952.0,7729.0,12488.0,19376.0,80.0,872.0
5,2023-07-19 05:00:00,347.81,52416.0,41382.0,0.0,1484.0,7956.0,24286.0,13777.0,19475.0,80.0,872.0
6,2023-07-19 06:00:00,311.09,53521.0,41154.0,0.0,1466.0,8074.0,48218.0,9994.0,19846.0,80.0,872.0
7,2023-07-19 07:00:00,263.69,50372.0,39561.0,0.0,1460.0,8269.0,76184.0,8043.0,19997.0,80.0,872.0
8,2023-07-19 08:00:00,208.7,43120.0,31514.0,0.0,1464.0,8213.0,98967.0,13646.0,20268.0,80.0,872.0
9,2023-07-19 09:00:00,176.57,39016.0,24168.0,0.0,1458.0,8187.0,111147.0,19416.0,20425.0,80.0,872.0
10,2023-07-19 10:00:00,166.83,37656.0,23746.0,0.0,1452.0,7672.0,112659.0,26285.0,20326.0,80.0,872.0
11,2023-07-19 11:00:00,163.96,37779.0,22317.0,0.0,1451.0,7639.0,108595.0,33204.0,20192.0,80.0,872.0
12,2023-07-19 12:00:00,167.23,37964.0,22856.0,0.0,1454.0,7592.0,101373.0,37588.0,19866.0,80.0,876.0
13,2023-07-19 13:00:00,176.18,38792.0,22787.0,0.0,1461.0,7656.0,90282.0,39823.0,19691.0,80.0,888.0
14,2023-07-19 14:00:00,185.31,38272.0,24299.0,0.0,1464.0,7911.0,77258.0,41668.0,19604.0,80.0,888.0
15,2023-07-19 15:00:00,211.67,39065.0,29665.0,0.0,1471.0,8379.0,57212.0,41039.0,19563.0,80.0,896.0
16,2023-07-19 16:00:00,266.27,45855.0,37672.0,0.0,1465.0,8044.0,35704.0,38002.0,19692.0,80.0,904.0
17,2023-07-19 17:00:00,315.48,51569.0,39208.0,0.0,1461.0,8319.0,16954.0,35440.0,19808.0,80.0,904.0
18,2023-07-19 18:00:00,352.63,52665.0,39638.0,0.0,1461.0,8589.0,4609.0,30482.0,19826.0,80.0,904.0
19,2023-07-19 19:00:00,368.84,52143.0,40246.0,0.0,1460.0,8300.0,189.0,27450.0,20060.0,80.0,904.0
20,2023-07-19 20:00:00,365.56,48908.0,39899.0,0.0,1460.0,8370.0,0.0,25196.0,20290.0,80.0,904.0
21,2023-07-19 21:00:00,363.85,46554.0,39345.0,0.0,1460.0,8198.0,0.0,23296.0,20462.0,80.0,889.0
22,2023-07-19 22:00:00,352.2,43651.0,35016.0,0.0,1460.0,8032.0,0.0,24481.0,20495.0,80.0,872.0
23,2023-07-19 23:00:00,330.97,38542.0,29787.0,0.0,1460.0,7506.0,0.0,26545.0,20315.0,80.0,872.0
