Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
43416,2023-12-15 00:00:00,171.55,581.0,270.0,70.0,0.0,1634.0,767.0
43417,2023-12-15 01:00:00,167.74,477.0,244.0,68.0,1.0,1423.0,651.0
43418,2023-12-15 02:00:00,168.77,472.0,244.0,68.0,1.0,1380.0,659.0
43419,2023-12-15 03:00:00,171.41,479.0,259.0,68.0,1.0,1335.0,702.0
43420,2023-12-15 04:00:00,180.11,557.0,335.0,69.0,1.0,1480.0,752.0
43421,2023-12-15 05:00:00,189.55,661.0,422.0,71.0,1.0,1616.0,855.0
43422,2023-12-15 06:00:00,191.83,676.0,546.0,75.0,1.0,1656.0,936.0
43423,2023-12-15 07:00:00,178.47,661.0,567.0,72.0,3.0,1885.0,966.0
43424,2023-12-15 08:00:00,161.48,659.0,551.0,72.0,52.0,2243.0,968.0
43425,2023-12-15 09:00:00,158.04,657.0,553.0,72.0,119.0,2282.0,956.0
43426,2023-12-15 10:00:00,152.73,663.0,532.0,73.0,168.0,2363.0,983.0
43427,2023-12-15 11:00:00,144.15,662.0,510.0,72.0,195.0,2575.0,988.0
43428,2023-12-15 12:00:00,136.99,649.0,512.0,71.0,211.0,2767.0,984.0
43429,2023-12-15 13:00:00,129.75,621.0,500.0,69.0,143.0,2963.0,983.0
43430,2023-12-15 14:00:00,134.35,644.0,519.0,74.0,26.0,3041.0,992.0
43431,2023-12-15 15:00:00,139.34,649.0,503.0,76.0,0.0,2910.0,959.0
43432,2023-12-15 16:00:00,147.43,623.0,492.0,75.0,0.0,2605.0,858.0
43433,2023-12-15 17:00:00,139.61,585.0,496.0,78.0,0.0,2654.0,913.0
43434,2023-12-15 18:00:00,117.18,522.0,372.0,75.0,1.0,2892.0,958.0
43435,2023-12-15 19:00:00,109.02,507.0,323.0,74.0,1.0,3101.0,900.0
43436,2023-12-15 20:00:00,103.84,494.0,279.0,73.0,1.0,3172.0,876.0
43437,2023-12-15 21:00:00,98.65,477.0,265.0,71.0,1.0,3333.0,814.0
43438,2023-12-15 22:00:00,96.65,480.0,255.0,71.0,1.0,3490.0,752.0
43439,2023-12-15 23:00:00,94.15,500.0,267.0,73.0,1.0,3685.0,874.0
