UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-09-13 00:00:00,468.0,87.0,22.0,0.0,1203.0,298.0
2023-09-13 01:00:00,428.0,86.0,22.0,0.0,1271.0,273.0
2023-09-13 02:00:00,416.0,100.0,23.0,0.0,1233.0,334.0
2023-09-13 03:00:00,372.0,95.0,22.0,0.0,1304.0,378.0
2023-09-13 04:00:00,335.0,85.0,21.0,0.0,1406.0,299.0
2023-09-13 05:00:00,368.0,90.0,20.0,50.0,1586.0,347.0
2023-09-13 06:00:00,339.0,90.0,20.0,230.0,1567.0,351.0
2023-09-13 07:00:00,369.0,90.0,21.0,521.0,1470.0,349.0
2023-09-13 08:00:00,412.0,125.0,25.0,752.0,1615.0,376.0
2023-09-13 09:00:00,438.0,210.0,33.0,963.0,1676.0,352.0
2023-09-13 10:00:00,386.0,171.0,30.0,1180.0,1632.0,349.0
2023-09-13 11:00:00,331.0,101.0,23.0,1469.0,1652.0,302.0
2023-09-13 12:00:00,290.0,86.0,23.0,1580.0,1805.0,286.0
2023-09-13 13:00:00,402.0,96.0,23.0,1406.0,2013.0,240.0
2023-09-13 14:00:00,426.0,94.0,23.0,1166.0,2039.0,264.0
2023-09-13 15:00:00,440.0,96.0,24.0,860.0,2225.0,322.0
2023-09-13 16:00:00,457.0,109.0,24.0,369.0,2122.0,314.0
2023-09-13 17:00:00,502.0,113.0,24.0,39.0,1609.0,304.0
2023-09-13 18:00:00,455.0,107.0,24.0,0.0,1593.0,286.0
2023-09-13 19:00:00,426.0,96.0,23.0,0.0,1454.0,258.0
2023-09-13 20:00:00,487.0,91.0,23.0,0.0,1187.0,313.0
2023-09-13 21:00:00,482.0,90.0,23.0,0.0,989.0,307.0
2023-09-13 22:00:00,451.0,79.0,20.0,0.0,779.0,255.0
2023-09-13 23:00:00,432.0,78.0,19.0,0.0,656.0,256.0
