UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-11-29 00:00:00,799.0,345.0,29.0,0.0,576.0,759.0
2023-11-29 01:00:00,826.0,376.0,32.0,0.0,532.0,755.0
2023-11-29 02:00:00,813.0,482.0,39.0,0.0,518.0,759.0
2023-11-29 03:00:00,868.0,486.0,42.0,0.0,662.0,758.0
2023-11-29 04:00:00,886.0,389.0,38.0,0.0,749.0,759.0
2023-11-29 05:00:00,1160.0,459.0,84.0,0.0,700.0,742.0
2023-11-29 06:00:00,1257.0,521.0,66.0,1.0,653.0,743.0
2023-11-29 07:00:00,1484.0,554.0,56.0,8.0,665.0,768.0
2023-11-29 08:00:00,1576.0,575.0,66.0,103.0,548.0,768.0
2023-11-29 09:00:00,1590.0,559.0,61.0,256.0,404.0,764.0
2023-11-29 10:00:00,1445.0,562.0,60.0,358.0,318.0,769.0
2023-11-29 11:00:00,1415.0,556.0,58.0,363.0,350.0,769.0
2023-11-29 12:00:00,1419.0,537.0,52.0,312.0,408.0,766.0
2023-11-29 13:00:00,1498.0,527.0,47.0,157.0,442.0,772.0
2023-11-29 14:00:00,1455.0,566.0,49.0,33.0,507.0,796.0
2023-11-29 15:00:00,1476.0,585.0,54.0,0.0,564.0,841.0
2023-11-29 16:00:00,1470.0,583.0,57.0,0.0,720.0,822.0
2023-11-29 17:00:00,1480.0,576.0,55.0,0.0,833.0,841.0
2023-11-29 18:00:00,1426.0,578.0,55.0,0.0,1021.0,842.0
2023-11-29 19:00:00,1416.0,546.0,53.0,0.0,1000.0,837.0
2023-11-29 20:00:00,1479.0,541.0,57.0,0.0,897.0,733.0
2023-11-29 21:00:00,1420.0,548.0,58.0,1.0,1020.0,727.0
2023-11-29 22:00:00,1311.0,518.0,56.0,1.0,977.0,752.0
2023-11-29 23:00:00,1079.0,439.0,53.0,1.0,1041.0,733.0
